factor,source_family,dependency_class,difference_count,max_absolute_difference,attribution
kunquant_alpha101_alpha074,alpha101,mixed,286845,1.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha077,alpha101,mixed,2586538,0.7426562892292242,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha078,alpha101,mixed,2541096,0.994395914156032,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha083,alpha101,mixed,2577273,12000.57210847977,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha084,alpha101,pure_time_series,133837,0.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha085,alpha101,mixed,2587657,0.901309147388232,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha088,alpha101,mixed,2579095,0.51448158975321,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha092,alpha101,mixed,978535,13.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha094,alpha101,mixed,2575242,0.5305275789749128,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha095,alpha101,mixed,283180,1.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha096,alpha101,mixed,667991,12.0,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha098,alpha101,mixed,2557254,1.0515640421341828,dynamic_pit_cross_section_and_strict_alpha101_semantics
kunquant_alpha101_alpha101,alpha101,pure_time_series,0,0.0,none_common_keys_bit_identical
amount_cv_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
amount_mean_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
amount_std_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
amplitude_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
corr_ret_amount_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
corr_ret_volume_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
downside_std_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
max_drawdown_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
ret_10,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
ret_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
ret_5,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
rev_20_exclude_5,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
rev_5,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
std_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
volume_ratio_5_20,project_basic,pure_time_series,0,0.0,none_common_keys_bit_identical
