factor,source_family,dependency_class,max_lookback_trading_days,state_propagation_rule,recompute_policy,illegal_input_date_count,affected_instrument_count,materialization_mode,recompute_start,recompute_end
alpha158_RANK30,alpha158,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RANK60,alpha158,pure_time_series,60,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RESI10,alpha158,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RESI20,alpha158,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RESI30,alpha158,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RESI5,alpha158,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RESI60,alpha158,pure_time_series,60,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_ROC10,alpha158,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_ROC20,alpha158,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_ROC30,alpha158,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_ROC5,alpha158,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_ROC60,alpha158,pure_time_series,60,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSQR10,alpha158,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSQR20,alpha158,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSQR30,alpha158,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSQR5,alpha158,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSQR60,alpha158,pure_time_series,60,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSV10,alpha158,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSV20,alpha158,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSV30,alpha158,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSV5,alpha158,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_RSV60,alpha158,pure_time_series,60,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_STD10,alpha158,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_STD20,alpha158,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_STD30,alpha158,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_STD5,alpha158,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_STD60,alpha158,pure_time_series,60,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMD10,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMD20,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMD30,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMD5,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMD60,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMN10,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMN20,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMN30,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMN5,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMN60,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMP10,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMP20,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMP30,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMP5,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_SUMP60,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VMA10,alpha158,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VMA20,alpha158,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VMA30,alpha158,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VMA5,alpha158,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VMA60,alpha158,pure_time_series,60,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSTD10,alpha158,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSTD20,alpha158,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSTD30,alpha158,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSTD5,alpha158,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSTD60,alpha158,pure_time_series,60,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMD10,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMD20,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMD30,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMD5,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMD60,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMN10,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMN20,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMN30,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMN5,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMN60,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMP10,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMP20,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMP30,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMP5,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VSUMP60,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_VWAP0,alpha158,pure_time_series,0,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_WVMA10,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_WVMA20,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_WVMA30,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_WVMA5,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha158_WVMA60,alpha158,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE1,alpha360,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE10,alpha360,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE11,alpha360,pure_time_series,11,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE12,alpha360,pure_time_series,12,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE13,alpha360,pure_time_series,13,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE14,alpha360,pure_time_series,14,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE15,alpha360,pure_time_series,15,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE16,alpha360,pure_time_series,16,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE17,alpha360,pure_time_series,17,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE18,alpha360,pure_time_series,18,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE19,alpha360,pure_time_series,19,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE2,alpha360,pure_time_series,2,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE20,alpha360,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE21,alpha360,pure_time_series,21,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE22,alpha360,pure_time_series,22,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE23,alpha360,pure_time_series,23,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE24,alpha360,pure_time_series,24,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE25,alpha360,pure_time_series,25,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE26,alpha360,pure_time_series,26,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE27,alpha360,pure_time_series,27,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE28,alpha360,pure_time_series,28,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE29,alpha360,pure_time_series,29,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE3,alpha360,pure_time_series,3,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE30,alpha360,pure_time_series,30,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE31,alpha360,pure_time_series,31,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE32,alpha360,pure_time_series,32,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE33,alpha360,pure_time_series,33,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE34,alpha360,pure_time_series,34,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE35,alpha360,pure_time_series,35,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE36,alpha360,pure_time_series,36,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE37,alpha360,pure_time_series,37,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE38,alpha360,pure_time_series,38,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE39,alpha360,pure_time_series,39,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE4,alpha360,pure_time_series,4,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE40,alpha360,pure_time_series,40,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE41,alpha360,pure_time_series,41,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE42,alpha360,pure_time_series,42,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE43,alpha360,pure_time_series,43,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE44,alpha360,pure_time_series,44,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE45,alpha360,pure_time_series,45,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE46,alpha360,pure_time_series,46,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE47,alpha360,pure_time_series,47,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE48,alpha360,pure_time_series,48,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE49,alpha360,pure_time_series,49,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE5,alpha360,pure_time_series,5,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE50,alpha360,pure_time_series,50,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE51,alpha360,pure_time_series,51,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE52,alpha360,pure_time_series,52,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE53,alpha360,pure_time_series,53,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE54,alpha360,pure_time_series,54,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE55,alpha360,pure_time_series,55,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE56,alpha360,pure_time_series,56,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE57,alpha360,pure_time_series,57,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE58,alpha360,pure_time_series,58,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE59,alpha360,pure_time_series,59,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE6,alpha360,pure_time_series,6,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE7,alpha360,pure_time_series,7,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE8,alpha360,pure_time_series,8,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_CLOSE9,alpha360,pure_time_series,9,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH0,alpha360,pure_time_series,0,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH1,alpha360,pure_time_series,1,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH10,alpha360,pure_time_series,10,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH11,alpha360,pure_time_series,11,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH12,alpha360,pure_time_series,12,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH13,alpha360,pure_time_series,13,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH14,alpha360,pure_time_series,14,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH15,alpha360,pure_time_series,15,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH16,alpha360,pure_time_series,16,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH17,alpha360,pure_time_series,17,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH18,alpha360,pure_time_series,18,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH19,alpha360,pure_time_series,19,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH2,alpha360,pure_time_series,2,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH20,alpha360,pure_time_series,20,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH21,alpha360,pure_time_series,21,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH22,alpha360,pure_time_series,22,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH23,alpha360,pure_time_series,23,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH24,alpha360,pure_time_series,24,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH25,alpha360,pure_time_series,25,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH26,alpha360,pure_time_series,26,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH27,alpha360,pure_time_series,27,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH28,alpha360,pure_time_series,28,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
alpha360_HIGH29,alpha360,pure_time_series,29,instrument_local_history_only,filter_only_common_keys_bit_identical_candidate,235,29,filter_v3_to_v2_common_keys,2021-02-01,2026-06-09
