factor,source_family,dependency_class,filter_only_reuse_allowed,common_key_count,bit_identical_count,difference_count,bit_identical,max_absolute_difference
alpha360_OPEN1,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN10,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN11,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN12,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN13,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN14,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN15,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN16,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN17,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN18,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN19,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN2,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN20,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN21,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN22,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN23,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN24,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN25,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN26,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN27,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN28,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN29,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN3,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN30,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN31,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN32,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN33,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN34,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN35,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN36,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN37,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN38,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN39,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN4,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN40,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN41,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN42,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN43,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN44,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN45,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN46,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN47,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN48,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN49,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN5,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN50,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN51,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN52,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN53,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN54,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN55,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN56,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN57,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN58,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN59,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN6,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN7,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN8,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_OPEN9,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME1,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME10,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME11,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME12,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME13,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME14,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME15,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME16,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME17,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME18,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME19,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME2,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME20,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME21,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME22,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME23,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME24,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME25,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME26,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME27,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME28,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME29,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME3,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME30,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME31,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME32,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME33,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME34,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME35,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME36,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME37,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME38,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME39,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME4,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME40,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME41,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME42,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME43,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME44,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME45,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME46,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME47,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME48,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME49,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME5,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME50,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME51,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME52,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME53,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME54,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME55,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME56,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME57,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME58,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME59,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME6,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME7,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME8,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VOLUME9,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP0,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP1,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP10,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP11,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP12,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP13,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP14,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP15,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP16,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP17,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP18,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP19,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP2,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP20,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP21,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP22,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP23,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP24,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP25,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP26,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP27,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP28,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP29,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP3,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP30,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP31,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP32,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP33,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP34,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP35,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP36,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP37,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP38,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP39,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP4,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP40,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP41,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP42,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP43,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP44,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP45,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP46,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP47,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP48,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP49,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP5,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP50,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP51,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP52,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP53,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP54,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP55,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP56,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP57,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP58,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP59,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP6,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP7,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP8,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
alpha360_VWAP9,alpha360,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_ao,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_kama,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_ppo,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_ppo_hist,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_ppo_signal,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_pvo,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_pvo_hist,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_pvo_signal,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_roc,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_rsi,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_stoch,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_stoch_rsi,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_stoch_rsi_d,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_stoch_rsi_k,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_stoch_signal,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_tsi,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_uo,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_momentum_wr,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_adx,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_adx_neg,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_adx_pos,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_aroon_down,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_aroon_ind,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_aroon_up,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_cci,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_dpo,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_ema_fast,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_ema_slow,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_ichimoku_a,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_ichimoku_b,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_ichimoku_base,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_ichimoku_conv,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_kst,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_kst_diff,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_kst_sig,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_macd,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_macd_diff,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_macd_signal,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_mass_index,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_psar_down,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_psar_down_indicator,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_psar_up,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_psar_up_indicator,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_sma_fast,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_sma_slow,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_stc,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_trix,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_vortex_ind_diff,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_vortex_ind_neg,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_trend_vortex_ind_pos,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_atr,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_bbh,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_bbhi,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_bbl,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_bbm,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_bbp,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_bbw,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_dch,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_dcl,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_dcm,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_dcp,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_dcw,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_kcc,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_kch,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_kcl,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_kcli,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_kcp,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_kcw,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volatility_ui,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volume_adi,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volume_cmf,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volume_em,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volume_fi,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volume_mfi,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volume_obv,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volume_sma_em,ta,pure_time_series,True,2587671,2587671,0,True,0.0
ta_volume_vwap,ta,pure_time_series,True,2587671,2587671,0,True,0.0
kunquant_alpha101_alpha002,alpha101,mixed,False,2587671,8393,2579278,False,1.5767443987356764
kunquant_alpha101_alpha003,alpha101,mixed,False,2587671,11132,2576539,False,1.8205563094312855
kunquant_alpha101_alpha004,alpha101,mixed,False,2587671,1666442,921229,False,8.0
kunquant_alpha101_alpha005,alpha101,mixed,False,2587671,11056,2576615,False,0.2143405820442498
kunquant_alpha101_alpha006,alpha101,pure_time_series,False,2587671,1459273,1128398,False,0.992797651591358
kunquant_alpha101_alpha008,alpha101,mixed,False,2587671,12620,2575051,False,0.1887984595710779
kunquant_alpha101_alpha009,alpha101,pure_time_series,False,2587671,2582565,5106,False,2.145328521728516
kunquant_alpha101_alpha010,alpha101,pure_time_series,False,2587671,2582019,5652,False,3.7283935546875
kunquant_alpha101_alpha011,alpha101,mixed,False,2587671,5651,2582020,False,0.3760031850617972
kunquant_alpha101_alpha012,alpha101,pure_time_series,False,2587671,2583438,4233,False,0.0
kunquant_alpha101_alpha013,alpha101,mixed,False,2587671,6511,2581160,False,0.9982952363346902
kunquant_alpha101_alpha014,alpha101,mixed,False,2587671,3903,2583768,False,0.9852719956136008
kunquant_alpha101_alpha015,alpha101,mixed,False,2587671,98,2587573,False,2.66407230730605
kunquant_alpha101_alpha016,alpha101,mixed,False,2587671,6502,2581169,False,0.9994982438534872
kunquant_alpha101_alpha017,alpha101,mixed,False,2587671,9766,2577905,False,0.7586459458904299
kunquant_alpha101_alpha018,alpha101,mixed,False,2587671,7616,2580055,False,0.9511392683005588
kunquant_alpha101_alpha020,alpha101,mixed,False,2587671,4433,2583238,False,0.2387690244033716
kunquant_alpha101_alpha022,alpha101,mixed,False,2587671,17902,2569769,False,0.386721486522576
kunquant_alpha101_alpha024,alpha101,pure_time_series,False,2587671,2324281,263390,False,10.993751525878906
kunquant_alpha101_alpha025,alpha101,mixed,False,2587671,17825,2569846,False,0.2527981948750399
kunquant_alpha101_alpha026,alpha101,pure_time_series,False,2587671,1598847,988824,False,1.0000000000000668
kunquant_alpha101_alpha028,alpha101,mixed,False,2587671,5054,2582617,False,0.0066779433049769
kunquant_alpha101_alpha029,alpha101,mixed,False,2587671,13077,2574594,False,0.2265814201298068
kunquant_alpha101_alpha030,alpha101,mixed,False,2587671,5628,2582043,False,0.9463547572872548
kunquant_alpha101_alpha031,alpha101,mixed,False,2587671,16701,2570970,False,1.3263716645534451
kunquant_alpha101_alpha033,alpha101,cross_sectional,False,2587671,4016,2583655,False,0.1827595438778124
kunquant_alpha101_alpha034,alpha101,mixed,False,2587671,4936,2582735,False,0.7851273937023974
kunquant_alpha101_alpha035,alpha101,pure_time_series,False,2587671,2459492,128179,False,0.0
kunquant_alpha101_alpha038,alpha101,mixed,False,2587671,9766,2577905,False,0.4644067622608738
kunquant_alpha101_alpha040,alpha101,mixed,False,2587671,11050,2576621,False,0.2003361076318835
kunquant_alpha101_alpha041,alpha101,pure_time_series,False,2587671,2587671,0,True,0.0
kunquant_alpha101_alpha042,alpha101,cross_sectional,False,2587671,3540,2584131,False,1883.0
kunquant_alpha101_alpha043,alpha101,pure_time_series,False,2587671,2454045,133626,False,152.0
kunquant_alpha101_alpha044,alpha101,mixed,False,2587671,6590,2581081,False,1.896740780041024
kunquant_alpha101_alpha045,alpha101,mixed,False,2587671,96236,2491435,False,0.8956150379099987
kunquant_alpha101_alpha046,alpha101,pure_time_series,False,2587671,2544144,43527,False,3.197378158569336
kunquant_alpha101_alpha047,alpha101,mixed,False,2587671,16613,2571058,False,24.92132884027534
kunquant_alpha101_alpha049,alpha101,pure_time_series,False,2587671,2581407,6264,False,2.178897857666016
kunquant_alpha101_alpha050,alpha101,mixed,False,2587671,6679,2580992,False,0.9871955812201858
kunquant_alpha101_alpha051,alpha101,pure_time_series,False,2587671,2577739,9932,False,2.540704727172852
kunquant_alpha101_alpha053,alpha101,pure_time_series,False,2587671,2549666,38005,False,0.0
kunquant_alpha101_alpha054,alpha101,pure_time_series,False,2587671,2587671,0,True,0.0
kunquant_alpha101_alpha055,alpha101,mixed,False,2587671,14743,2572928,False,1.7172502482013523
kunquant_alpha101_alpha057,alpha101,mixed,False,2587671,24052,2563619,False,17011.21137265678
kunquant_alpha101_alpha060,alpha101,mixed,False,2587671,9766,2577905,False,0.0009851243634137
kunquant_alpha101_alpha062,alpha101,mixed,False,2587671,2230573,357098,False,1.0
kunquant_alpha101_alpha064,alpha101,mixed,False,2587671,2264736,322935,False,1.0
kunquant_alpha101_alpha066,alpha101,mixed,False,2587671,491739,2095932,False,6.122326551904017
kunquant_alpha101_alpha071,alpha101,mixed,False,2587671,2142295,445376,False,15.0
kunquant_alpha101_alpha072,alpha101,mixed,False,2587671,114429,2473242,False,1891.9230938252424
kunquant_alpha101_alpha073,alpha101,mixed,False,2587671,2504489,83182,False,0.0
kunquant_alpha101_alpha074,alpha101,mixed,False,2587671,2300826,286845,False,1.0
kunquant_alpha101_alpha077,alpha101,mixed,False,2587671,1133,2586538,False,0.7426562892292242
kunquant_alpha101_alpha078,alpha101,mixed,False,2587671,46575,2541096,False,0.994395914156032
kunquant_alpha101_alpha083,alpha101,mixed,False,2587671,10398,2577273,False,12000.57210847977
kunquant_alpha101_alpha084,alpha101,pure_time_series,False,2587671,2453834,133837,False,0.0
kunquant_alpha101_alpha085,alpha101,mixed,False,2587671,14,2587657,False,0.901309147388232
kunquant_alpha101_alpha088,alpha101,mixed,False,2587671,8576,2579095,False,0.51448158975321
kunquant_alpha101_alpha092,alpha101,mixed,False,2587671,1609136,978535,False,13.0
kunquant_alpha101_alpha094,alpha101,mixed,False,2587671,12429,2575242,False,0.5305275789749128
kunquant_alpha101_alpha095,alpha101,mixed,False,2587671,2304491,283180,False,1.0
kunquant_alpha101_alpha096,alpha101,mixed,False,2587671,1919680,667991,False,12.0
kunquant_alpha101_alpha098,alpha101,mixed,False,2587671,30417,2557254,False,1.0515640421341828
kunquant_alpha101_alpha101,alpha101,pure_time_series,False,2587671,2587671,0,True,0.0
amount_cv_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
amount_mean_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
amount_std_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
amplitude_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
corr_ret_amount_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
corr_ret_volume_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
downside_std_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
max_drawdown_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
ret_10,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
ret_20,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
ret_5,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
rev_20_exclude_5,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
rev_5,project_basic,pure_time_series,True,2587671,2587671,0,True,0.0
