factor,split_id,test_family,metric,train_mean_ic,validation_mean_ic,test_mean_ic,train_count,validation_count,test_count,train_coverage,validation_coverage,test_coverage,selection_eligible,eligible,eligibility_reason,raw_statistic,bootstrap_standard_error,raw_p_value,bootstrap_samples,block_length,random_seed,observation_count,fdr_bh_q_value,fdr_by_q_value,fdr_bh_pass,fdr_by_pass,selected,frozen_direction,selection_reason,test_metrics_used_in_selection
std_20|10d_t1,split_007,split_007|selection_history,daily_rank_ic,-0.06968806231867018,-0.07516295513692713,-0.1215244876655486,445,77,122,0.31338028169014087,1.0,0.976,False,False,train_coverage=0.31338<0.8,,,,1000,20,20260712,522,,,False,False,False,-1,selection_ineligible;fdr_not_passed,False
std_20|20d_t1,split_007,split_007|selection_history,daily_rank_ic,-0.08427112009238145,-0.08464726272338474,-0.13876599954098015,445,77,122,0.31338028169014087,1.0,0.976,False,False,train_coverage=0.31338<0.8,,,,1000,20,20260712,522,,,False,False,False,-1,selection_ineligible;fdr_not_passed,False
amount_mean_20|10d_t1,split_008,split_008|selection_history,daily_rank_ic,-0.06477003069240415,-0.09079835234518861,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,-1,selection_ineligible;fdr_not_passed,False
amount_mean_20|20d_t1,split_008,split_008|selection_history,daily_rank_ic,-0.09003479298452292,-0.139964927107446,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,-1,selection_ineligible;fdr_not_passed,False
downside_std_20|10d_t1,split_008,split_008|selection_history,daily_rank_ic,-0.048384517710773865,-0.06682929955924914,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,-1,selection_ineligible;fdr_not_passed,False
downside_std_20|20d_t1,split_008,split_008|selection_history,daily_rank_ic,-0.05666301322357067,-0.060740617052271496,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,-1,selection_ineligible;fdr_not_passed,False
rev_20_exclude_5|10d_t1,split_008,split_008|selection_history,daily_rank_ic,0.03767613923599018,-0.005322142508110246,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,1,direction_mismatch;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|20d_t1,split_008,split_008|selection_history,daily_rank_ic,0.06040607541582296,0.009786440916930025,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,1,selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|10d_t1,split_008,split_008|selection_history,daily_rank_ic,0.014209777149456586,0.0652819255651057,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,1,selection_ineligible;fdr_not_passed,False
rev_5|20d_t1,split_008,split_008|selection_history,daily_rank_ic,0.01730478297007891,-0.0025218160821811595,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,1,direction_mismatch;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|10d_t1,split_008,split_008|selection_history,daily_rank_ic,-0.07473095423423275,-0.08753535754923851,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,-1,selection_ineligible;fdr_not_passed,False
std_20|20d_t1,split_008,split_008|selection_history,daily_rank_ic,-0.08807641991398249,-0.07764755872723249,,563,84,0,0.3660598179453836,1.0,0.0,False,False,test_valid_ic_count=0<40;train_coverage=0.36606<0.8;test_coverage=0<0.8,,,,1000,20,20260712,647,,,False,False,False,-1,selection_ineligible;fdr_not_passed,False
amount_mean_20|10d_t1,split_009,split_009|selection_history,daily_rank_ic,-0.06659422030455485,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
amount_mean_20|20d_t1,split_009,split_009|selection_history,daily_rank_ic,-0.09571466794004536,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
downside_std_20|10d_t1,split_009,split_009|selection_history,daily_rank_ic,-0.04469273300089523,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
downside_std_20|20d_t1,split_009,split_009|selection_history,daily_rank_ic,-0.05381966344813356,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|10d_t1,split_009,split_009|selection_history,daily_rank_ic,0.036598045677979835,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|20d_t1,split_009,split_009|selection_history,daily_rank_ic,0.05628478490064584,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|10d_t1,split_009,split_009|selection_history,daily_rank_ic,0.027070450991458137,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|20d_t1,split_009,split_009|selection_history,daily_rank_ic,0.02174260777977535,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|10d_t1,split_009,split_009|selection_history,daily_rank_ic,-0.0722425888517951,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|20d_t1,split_009,split_009|selection_history,daily_rank_ic,-0.08442944060231274,,,688,0,0,0.41371016235718583,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.41371<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,688,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
amount_mean_20|10d_t1,split_010,split_010|selection_history,daily_rank_ic,-0.07118507645120485,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
amount_mean_20|20d_t1,split_010,split_010|selection_history,daily_rank_ic,-0.09862932090686947,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
downside_std_20|10d_t1,split_010,split_010|selection_history,daily_rank_ic,-0.053188455799520445,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
downside_std_20|20d_t1,split_010,split_010|selection_history,daily_rank_ic,-0.06515672764044043,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|10d_t1,split_010,split_010|selection_history,daily_rank_ic,0.03341330905118807,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|20d_t1,split_010,split_010|selection_history,daily_rank_ic,0.053764658775976325,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|10d_t1,split_010,split_010|selection_history,daily_rank_ic,0.025876354788088654,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|20d_t1,split_010,split_010|selection_history,daily_rank_ic,0.019597666196483465,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|10d_t1,split_010,split_010|selection_history,daily_rank_ic,-0.07875470880316245,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|20d_t1,split_010,split_010|selection_history,daily_rank_ic,-0.09434505805138181,,,726,0,0,0.4074074074074074,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.407407<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
amount_mean_20|10d_t1,split_011,split_011|selection_history,daily_rank_ic,-0.07118507645120485,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
amount_mean_20|20d_t1,split_011,split_011|selection_history,daily_rank_ic,-0.09862932090686947,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
downside_std_20|10d_t1,split_011,split_011|selection_history,daily_rank_ic,-0.053188455799520445,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
downside_std_20|20d_t1,split_011,split_011|selection_history,daily_rank_ic,-0.06515672764044043,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|10d_t1,split_011,split_011|selection_history,daily_rank_ic,0.03341330905118807,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|20d_t1,split_011,split_011|selection_history,daily_rank_ic,0.053764658775976325,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|10d_t1,split_011,split_011|selection_history,daily_rank_ic,0.025876354788088654,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|20d_t1,split_011,split_011|selection_history,daily_rank_ic,0.019597666196483465,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|10d_t1,split_011,split_011|selection_history,daily_rank_ic,-0.07875470880316245,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|20d_t1,split_011,split_011|selection_history,daily_rank_ic,-0.09434505805138181,,,726,0,0,0.38110236220472443,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.381102<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
amount_mean_20|10d_t1,split_012,split_012|selection_history,daily_rank_ic,-0.07118507645120485,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
amount_mean_20|20d_t1,split_012,split_012|selection_history,daily_rank_ic,-0.09862932090686947,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
downside_std_20|10d_t1,split_012,split_012|selection_history,daily_rank_ic,-0.053188455799520445,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
downside_std_20|20d_t1,split_012,split_012|selection_history,daily_rank_ic,-0.06515672764044043,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|10d_t1,split_012,split_012|selection_history,daily_rank_ic,0.03341330905118807,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_20_exclude_5|20d_t1,split_012,split_012|selection_history,daily_rank_ic,0.053764658775976325,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|10d_t1,split_012,split_012|selection_history,daily_rank_ic,0.025876354788088654,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
rev_5|20d_t1,split_012,split_012|selection_history,daily_rank_ic,0.019597666196483465,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|10d_t1,split_012,split_012|selection_history,daily_rank_ic,-0.07875470880316245,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
std_20|20d_t1,split_012,split_012|selection_history,daily_rank_ic,-0.09434505805138181,,,726,0,0,0.3588729609490855,0.0,0.0,False,False,validation_valid_ic_count=0<40;test_valid_ic_count=0<40;train_coverage=0.358873<0.8;validation_coverage=0<0.8;test_coverage=0<0.8,,,,1000,20,20260712,726,,,False,False,False,-1,direction_mismatch;insufficient_dates;selection_ineligible;weak_validation_ic;fdr_not_passed,False
