reference_infrastructure_ready,reference_pipeline_ready,reference_ready,full_research_ready,core_model_ready,liquidity_residualized_model_ready,historical_exposure_model_ready,model_training_started,reference_ready_deprecated,reference_lineage_valid,full_research_lineage_valid,lineage_status,missing_manifest_count,lineage_issue_count,critical_lineage_issue_count
True,False,False,False,False,False,False,False,True,False,False,reference_only,0,4,4
