api,ts_code,retrieval_mode,segment_id,rows,row_cap_reached,page_terminal
balancesheet,600000.SH,segmented_period,20160630_0,2,False,True
balancesheet,600000.SH,segmented_period,20160930_0,1,False,True
balancesheet,600000.SH,segmented_period,20161231_0,2,False,True
balancesheet,600000.SH,segmented_period,20170331_0,1,False,True
balancesheet,600000.SH,segmented_period,20170630_0,2,False,True
balancesheet,600000.SH,segmented_period,20170930_0,1,False,True
balancesheet,600000.SH,segmented_period,20171231_0,2,False,True
cashflow,600000.SH,paginated_broad,broad_0,68,False,True
cashflow,600000.SH,segmented_period,20100331_0,1,False,True
cashflow,600000.SH,segmented_period,20100630_0,1,False,True
cashflow,600000.SH,segmented_period,20100930_0,1,False,True
cashflow,600000.SH,segmented_period,20101231_0,1,False,True
cashflow,600000.SH,segmented_period,20110331_0,1,False,True
cashflow,600000.SH,segmented_period,20110630_0,1,False,True
cashflow,600000.SH,segmented_period,20110930_0,1,False,True
cashflow,600000.SH,segmented_period,20111231_0,1,False,True
cashflow,600000.SH,segmented_period,20120331_0,1,False,True
cashflow,600000.SH,segmented_period,20120630_0,1,False,True
cashflow,600000.SH,segmented_period,20120930_0,1,False,True
cashflow,600000.SH,segmented_period,20121231_0,1,False,True
cashflow,600000.SH,segmented_period,20130331_0,1,False,True
cashflow,600000.SH,segmented_period,20130630_0,1,False,True
cashflow,600000.SH,segmented_period,20130930_0,1,False,True
cashflow,600000.SH,segmented_period,20131231_0,1,False,True
cashflow,600000.SH,segmented_period,20140331_0,1,False,True
cashflow,600000.SH,segmented_period,20140630_0,1,False,True
cashflow,600000.SH,segmented_period,20140930_0,1,False,True
cashflow,600000.SH,segmented_period,20141231_0,1,False,True
cashflow,600000.SH,segmented_period,20150331_0,1,False,True
cashflow,600000.SH,segmented_period,20150630_0,1,False,True
cashflow,600000.SH,segmented_period,20150930_0,1,False,True
cashflow,600000.SH,segmented_period,20151231_0,1,False,True
cashflow,600000.SH,segmented_period,20160331_0,1,False,True
cashflow,600000.SH,segmented_period,20160630_0,1,False,True
cashflow,600000.SH,segmented_period,20160930_0,1,False,True
cashflow,600000.SH,segmented_period,20161231_0,1,False,True
cashflow,600000.SH,segmented_period,20170331_0,1,False,True
cashflow,600000.SH,segmented_period,20170630_0,1,False,True
cashflow,600000.SH,segmented_period,20170930_0,1,False,True
cashflow,600000.SH,segmented_period,20171231_0,1,False,True
fina_indicator,600000.SH,paginated_broad,broad_0,100,True,False
fina_indicator,600000.SH,paginated_broad,broad_1,76,False,True
fina_indicator,600000.SH,segmented_period,20100331_0,2,False,True
fina_indicator,600000.SH,segmented_period,20100630_0,2,False,True
fina_indicator,600000.SH,segmented_period,20100930_0,2,False,True
fina_indicator,600000.SH,segmented_period,20101231_0,2,False,True
fina_indicator,600000.SH,segmented_period,20110331_0,2,False,True
fina_indicator,600000.SH,segmented_period,20110630_0,2,False,True
fina_indicator,600000.SH,segmented_period,20110930_0,2,False,True
fina_indicator,600000.SH,segmented_period,20111231_0,2,False,True
fina_indicator,600000.SH,segmented_period,20120331_0,2,False,True
fina_indicator,600000.SH,segmented_period,20120630_0,2,False,True
fina_indicator,600000.SH,segmented_period,20120930_0,2,False,True
fina_indicator,600000.SH,segmented_period,20121231_0,2,False,True
fina_indicator,600000.SH,segmented_period,20130331_0,2,False,True
fina_indicator,600000.SH,segmented_period,20130630_0,2,False,True
fina_indicator,600000.SH,segmented_period,20130930_0,2,False,True
fina_indicator,600000.SH,segmented_period,20131231_0,2,False,True
fina_indicator,600000.SH,segmented_period,20140331_0,2,False,True
fina_indicator,600000.SH,segmented_period,20140630_0,2,False,True
fina_indicator,600000.SH,segmented_period,20140930_0,2,False,True
fina_indicator,600000.SH,segmented_period,20141231_0,2,False,True
fina_indicator,600000.SH,segmented_period,20150331_0,2,False,True
fina_indicator,600000.SH,segmented_period,20150630_0,2,False,True
fina_indicator,600000.SH,segmented_period,20150930_0,2,False,True
fina_indicator,600000.SH,segmented_period,20151231_0,2,False,True
fina_indicator,600000.SH,segmented_period,20160331_0,2,False,True
fina_indicator,600000.SH,segmented_period,20160630_0,2,False,True
fina_indicator,600000.SH,segmented_period,20160930_0,2,False,True
fina_indicator,600000.SH,segmented_period,20161231_0,2,False,True
fina_indicator,600000.SH,segmented_period,20170331_0,2,False,True
fina_indicator,600000.SH,segmented_period,20170630_0,2,False,True
fina_indicator,600000.SH,segmented_period,20170930_0,2,False,True
fina_indicator,600000.SH,segmented_period,20171231_0,2,False,True
income,000001.SZ,paginated_broad,broad_0,100,True,False
income,000001.SZ,paginated_broad,broad_1,0,False,True
income,000001.SZ,segmented_period,20100331_0,1,False,True
income,000001.SZ,segmented_period,20100630_0,1,False,True
income,000001.SZ,segmented_period,20100930_0,1,False,True
income,000001.SZ,segmented_period,20101231_0,1,False,True
income,000001.SZ,segmented_period,20110331_0,1,False,True
income,000001.SZ,segmented_period,20110630_0,1,False,True
income,000001.SZ,segmented_period,20110930_0,1,False,True
income,000001.SZ,segmented_period,20111231_0,1,False,True
income,000001.SZ,segmented_period,20120331_0,1,False,True
income,000001.SZ,segmented_period,20120630_0,1,False,True
income,000001.SZ,segmented_period,20120930_0,1,False,True
income,000001.SZ,segmented_period,20121231_0,1,False,True
income,000001.SZ,segmented_period,20130331_0,1,False,True
income,000001.SZ,segmented_period,20130630_0,1,False,True
income,000001.SZ,segmented_period,20130930_0,1,False,True
income,000001.SZ,segmented_period,20131231_0,1,False,True
income,000001.SZ,segmented_period,20140331_0,1,False,True
income,000001.SZ,segmented_period,20140630_0,1,False,True
income,000001.SZ,segmented_period,20140930_0,1,False,True
income,000001.SZ,segmented_period,20141231_0,1,False,True
income,000001.SZ,segmented_period,20150331_0,1,False,True
income,000001.SZ,segmented_period,20150630_0,1,False,True
income,000001.SZ,segmented_period,20150930_0,1,False,True
income,000001.SZ,segmented_period,20151231_0,1,False,True
income,000001.SZ,segmented_period,20160331_0,1,False,True
income,000001.SZ,segmented_period,20160630_0,1,False,True
income,000001.SZ,segmented_period,20160930_0,1,False,True
income,000001.SZ,segmented_period,20161231_0,1,False,True
income,000001.SZ,segmented_period,20170331_0,1,False,True
income,000001.SZ,segmented_period,20170630_0,2,False,True
income,000001.SZ,segmented_period,20170930_0,1,False,True
income,000001.SZ,segmented_period,20171231_0,2,False,True
balancesheet,000001.SZ,paginated_broad,broad_0,100,True,False
balancesheet,000001.SZ,paginated_broad,broad_1,22,False,True
balancesheet,000001.SZ,segmented_period,20100331_0,1,False,True
balancesheet,000001.SZ,segmented_period,20100630_0,2,False,True
balancesheet,000001.SZ,segmented_period,20100930_0,1,False,True
balancesheet,000001.SZ,segmented_period,20101231_0,2,False,True
balancesheet,000001.SZ,segmented_period,20110331_0,1,False,True
balancesheet,000001.SZ,segmented_period,20110630_0,1,False,True
balancesheet,000001.SZ,segmented_period,20110930_0,2,False,True
balancesheet,000001.SZ,segmented_period,20111231_0,2,False,True
balancesheet,000001.SZ,segmented_period,20120331_0,1,False,True
balancesheet,000001.SZ,segmented_period,20120630_0,2,False,True
balancesheet,000001.SZ,segmented_period,20120930_0,2,False,True
balancesheet,000001.SZ,segmented_period,20121231_0,2,False,True
balancesheet,000001.SZ,segmented_period,20130331_0,1,False,True
balancesheet,000001.SZ,segmented_period,20130630_0,2,False,True
balancesheet,000001.SZ,segmented_period,20130930_0,1,False,True
balancesheet,000001.SZ,segmented_period,20131231_0,2,False,True
balancesheet,000001.SZ,segmented_period,20140331_0,1,False,True
balancesheet,000001.SZ,segmented_period,20140630_0,1,False,True
balancesheet,000001.SZ,segmented_period,20140930_0,2,False,True
balancesheet,000001.SZ,segmented_period,20141231_0,2,False,True
balancesheet,000001.SZ,segmented_period,20150331_0,1,False,True
balancesheet,000001.SZ,segmented_period,20150630_0,1,False,True
balancesheet,000001.SZ,segmented_period,20150930_0,1,False,True
balancesheet,000001.SZ,segmented_period,20151231_0,2,False,True
balancesheet,000001.SZ,segmented_period,20160331_0,1,False,True
balancesheet,000001.SZ,segmented_period,20160630_0,2,False,True
balancesheet,000001.SZ,segmented_period,20160930_0,1,False,True
balancesheet,000001.SZ,segmented_period,20161231_0,2,False,True
balancesheet,000001.SZ,segmented_period,20170331_0,1,False,True
balancesheet,000001.SZ,segmented_period,20170630_0,2,False,True
balancesheet,000001.SZ,segmented_period,20170930_0,1,False,True
balancesheet,000001.SZ,segmented_period,20171231_0,2,False,True
cashflow,000001.SZ,paginated_broad,broad_0,100,True,False
cashflow,000001.SZ,paginated_broad,broad_1,10,False,True
cashflow,000001.SZ,segmented_period,20100331_0,1,False,True
cashflow,000001.SZ,segmented_period,20100630_0,2,False,True
cashflow,000001.SZ,segmented_period,20100930_0,1,False,True
cashflow,000001.SZ,segmented_period,20101231_0,2,False,True
cashflow,000001.SZ,segmented_period,20110331_0,1,False,True
cashflow,000001.SZ,segmented_period,20110630_0,2,False,True
cashflow,000001.SZ,segmented_period,20110930_0,1,False,True
cashflow,000001.SZ,segmented_period,20111231_0,2,False,True
cashflow,000001.SZ,segmented_period,20120331_0,1,False,True
cashflow,000001.SZ,segmented_period,20120630_0,2,False,True
cashflow,000001.SZ,segmented_period,20120930_0,1,False,True
cashflow,000001.SZ,segmented_period,20121231_0,2,False,True
cashflow,000001.SZ,segmented_period,20130331_0,1,False,True
cashflow,000001.SZ,segmented_period,20130630_0,2,False,True
cashflow,000001.SZ,segmented_period,20130930_0,1,False,True
cashflow,000001.SZ,segmented_period,20131231_0,2,False,True
cashflow,000001.SZ,segmented_period,20140331_0,1,False,True
cashflow,000001.SZ,segmented_period,20140630_0,2,False,True
cashflow,000001.SZ,segmented_period,20140930_0,1,False,True
cashflow,000001.SZ,segmented_period,20141231_0,2,False,True
cashflow,000001.SZ,segmented_period,20150331_0,1,False,True
cashflow,000001.SZ,segmented_period,20150630_0,2,False,True
cashflow,000001.SZ,segmented_period,20150930_0,1,False,True
cashflow,000001.SZ,segmented_period,20151231_0,2,False,True
cashflow,000001.SZ,segmented_period,20160331_0,1,False,True
cashflow,000001.SZ,segmented_period,20160630_0,2,False,True
cashflow,000001.SZ,segmented_period,20160930_0,1,False,True
cashflow,000001.SZ,segmented_period,20161231_0,2,False,True
cashflow,000001.SZ,segmented_period,20170331_0,1,False,True
cashflow,000001.SZ,segmented_period,20170630_0,1,False,True
cashflow,000001.SZ,segmented_period,20170930_0,1,False,True
cashflow,000001.SZ,segmented_period,20171231_0,1,False,True
fina_indicator,000001.SZ,paginated_broad,broad_0,100,True,False
fina_indicator,000001.SZ,paginated_broad,broad_1,80,False,True
fina_indicator,000001.SZ,segmented_period,20100331_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20100630_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20100930_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20101231_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20110331_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20110630_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20110930_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20111231_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20120331_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20120630_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20120930_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20121231_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20130331_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20130630_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20130930_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20131231_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20140331_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20140630_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20140930_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20141231_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20150331_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20150630_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20150930_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20151231_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20160331_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20160630_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20160930_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20161231_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20170331_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20170630_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20170930_0,2,False,True
fina_indicator,000001.SZ,segmented_period,20171231_0,2,False,True
income,600519.SH,paginated_broad,broad_0,95,False,True
income,600519.SH,segmented_period,20100331_0,1,False,True
income,600519.SH,segmented_period,20100630_0,1,False,True
income,600519.SH,segmented_period,20100930_0,1,False,True
income,600519.SH,segmented_period,20101231_0,1,False,True
income,600519.SH,segmented_period,20110331_0,1,False,True
income,600519.SH,segmented_period,20110630_0,1,False,True
income,600519.SH,segmented_period,20110930_0,1,False,True
income,600519.SH,segmented_period,20111231_0,1,False,True
income,600519.SH,segmented_period,20120331_0,1,False,True
income,600519.SH,segmented_period,20120630_0,1,False,True
income,600519.SH,segmented_period,20120930_0,1,False,True
income,600519.SH,segmented_period,20121231_0,1,False,True
income,600519.SH,segmented_period,20130331_0,1,False,True
income,600519.SH,segmented_period,20130630_0,1,False,True
income,600519.SH,segmented_period,20130930_0,1,False,True
income,600519.SH,segmented_period,20131231_0,1,False,True
income,600519.SH,segmented_period,20140331_0,1,False,True
income,600519.SH,segmented_period,20140630_0,1,False,True
income,600519.SH,segmented_period,20140930_0,1,False,True
income,600519.SH,segmented_period,20141231_0,1,False,True
income,600519.SH,segmented_period,20150331_0,1,False,True
income,600519.SH,segmented_period,20150630_0,1,False,True
income,600519.SH,segmented_period,20150930_0,1,False,True
income,600519.SH,segmented_period,20151231_0,1,False,True
income,600519.SH,segmented_period,20160331_0,1,False,True
income,600519.SH,segmented_period,20160630_0,1,False,True
income,600519.SH,segmented_period,20160930_0,1,False,True
income,600519.SH,segmented_period,20161231_0,1,False,True
income,600519.SH,segmented_period,20170331_0,1,False,True
income,600519.SH,segmented_period,20170630_0,1,False,True
income,600519.SH,segmented_period,20170930_0,1,False,True
income,600519.SH,segmented_period,20171231_0,1,False,True
balancesheet,600519.SH,paginated_broad,broad_0,100,True,False
balancesheet,600519.SH,paginated_broad,broad_1,19,False,True
balancesheet,600519.SH,segmented_period,20100331_0,1,False,True
balancesheet,600519.SH,segmented_period,20100630_0,2,False,True
balancesheet,600519.SH,segmented_period,20100930_0,1,False,True
balancesheet,600519.SH,segmented_period,20101231_0,2,False,True
balancesheet,600519.SH,segmented_period,20110331_0,1,False,True
balancesheet,600519.SH,segmented_period,20110630_0,1,False,True
balancesheet,600519.SH,segmented_period,20110930_0,2,False,True
balancesheet,600519.SH,segmented_period,20111231_0,2,False,True
balancesheet,600519.SH,segmented_period,20120331_0,1,False,True
balancesheet,600519.SH,segmented_period,20120630_0,2,False,True
balancesheet,600519.SH,segmented_period,20120930_0,2,False,True
balancesheet,600519.SH,segmented_period,20121231_0,2,False,True
balancesheet,600519.SH,segmented_period,20130331_0,1,False,True
balancesheet,600519.SH,segmented_period,20130630_0,2,False,True
balancesheet,600519.SH,segmented_period,20130930_0,1,False,True
balancesheet,600519.SH,segmented_period,20131231_0,2,False,True
balancesheet,600519.SH,segmented_period,20140331_0,1,False,True
balancesheet,600519.SH,segmented_period,20140630_0,1,False,True
balancesheet,600519.SH,segmented_period,20140930_0,2,False,True
balancesheet,600519.SH,segmented_period,20141231_0,2,False,True
balancesheet,600519.SH,segmented_period,20150331_0,1,False,True
balancesheet,600519.SH,segmented_period,20150630_0,1,False,True
balancesheet,600519.SH,segmented_period,20150930_0,1,False,True
balancesheet,600519.SH,segmented_period,20151231_0,2,False,True
balancesheet,600519.SH,segmented_period,20160331_0,1,False,True
balancesheet,600519.SH,segmented_period,20160630_0,2,False,True
balancesheet,600519.SH,segmented_period,20160930_0,1,False,True
balancesheet,600519.SH,segmented_period,20161231_0,2,False,True
balancesheet,600519.SH,segmented_period,20170331_0,1,False,True
balancesheet,600519.SH,segmented_period,20170630_0,2,False,True
balancesheet,600519.SH,segmented_period,20170930_0,1,False,True
balancesheet,600519.SH,segmented_period,20171231_0,2,False,True
cashflow,600519.SH,paginated_broad,broad_0,70,False,True
cashflow,600519.SH,segmented_period,20100331_0,1,False,True
cashflow,600519.SH,segmented_period,20100630_0,1,False,True
cashflow,600519.SH,segmented_period,20100930_0,1,False,True
cashflow,600519.SH,segmented_period,20101231_0,1,False,True
cashflow,600519.SH,segmented_period,20110331_0,1,False,True
cashflow,600519.SH,segmented_period,20110630_0,1,False,True
cashflow,600519.SH,segmented_period,20110930_0,1,False,True
cashflow,600519.SH,segmented_period,20111231_0,1,False,True
cashflow,600519.SH,segmented_period,20120331_0,1,False,True
cashflow,600519.SH,segmented_period,20120630_0,1,False,True
cashflow,600519.SH,segmented_period,20120930_0,1,False,True
cashflow,600519.SH,segmented_period,20121231_0,1,False,True
cashflow,600519.SH,segmented_period,20130331_0,1,False,True
cashflow,600519.SH,segmented_period,20130630_0,1,False,True
cashflow,600519.SH,segmented_period,20130930_0,1,False,True
cashflow,600519.SH,segmented_period,20131231_0,1,False,True
cashflow,600519.SH,segmented_period,20140331_0,1,False,True
cashflow,600519.SH,segmented_period,20140630_0,1,False,True
cashflow,600519.SH,segmented_period,20140930_0,1,False,True
cashflow,600519.SH,segmented_period,20141231_0,1,False,True
cashflow,600519.SH,segmented_period,20150331_0,1,False,True
cashflow,600519.SH,segmented_period,20150630_0,1,False,True
cashflow,600519.SH,segmented_period,20150930_0,1,False,True
cashflow,600519.SH,segmented_period,20151231_0,1,False,True
cashflow,600519.SH,segmented_period,20160331_0,1,False,True
cashflow,600519.SH,segmented_period,20160630_0,1,False,True
cashflow,600519.SH,segmented_period,20160930_0,1,False,True
cashflow,600519.SH,segmented_period,20161231_0,1,False,True
cashflow,600519.SH,segmented_period,20170331_0,1,False,True
cashflow,600519.SH,segmented_period,20170630_0,1,False,True
cashflow,600519.SH,segmented_period,20170930_0,1,False,True
cashflow,600519.SH,segmented_period,20171231_0,1,False,True
fina_indicator,600519.SH,paginated_broad,broad_0,100,True,False
fina_indicator,600519.SH,paginated_broad,broad_1,70,False,True
fina_indicator,600519.SH,segmented_period,20100331_0,2,False,True
fina_indicator,600519.SH,segmented_period,20100630_0,2,False,True
fina_indicator,600519.SH,segmented_period,20100930_0,2,False,True
fina_indicator,600519.SH,segmented_period,20101231_0,2,False,True
fina_indicator,600519.SH,segmented_period,20110331_0,2,False,True
fina_indicator,600519.SH,segmented_period,20110630_0,2,False,True
fina_indicator,600519.SH,segmented_period,20110930_0,2,False,True
fina_indicator,600519.SH,segmented_period,20111231_0,2,False,True
fina_indicator,600519.SH,segmented_period,20120331_0,2,False,True
fina_indicator,600519.SH,segmented_period,20120630_0,2,False,True
fina_indicator,600519.SH,segmented_period,20120930_0,2,False,True
fina_indicator,600519.SH,segmented_period,20121231_0,2,False,True
fina_indicator,600519.SH,segmented_period,20130331_0,2,False,True
fina_indicator,600519.SH,segmented_period,20130630_0,2,False,True
fina_indicator,600519.SH,segmented_period,20130930_0,2,False,True
fina_indicator,600519.SH,segmented_period,20131231_0,2,False,True
fina_indicator,600519.SH,segmented_period,20140331_0,2,False,True
fina_indicator,600519.SH,segmented_period,20140630_0,2,False,True
fina_indicator,600519.SH,segmented_period,20140930_0,2,False,True
fina_indicator,600519.SH,segmented_period,20141231_0,2,False,True
fina_indicator,600519.SH,segmented_period,20150331_0,2,False,True
fina_indicator,600519.SH,segmented_period,20150630_0,2,False,True
fina_indicator,600519.SH,segmented_period,20150930_0,2,False,True
fina_indicator,600519.SH,segmented_period,20151231_0,2,False,True
fina_indicator,600519.SH,segmented_period,20160331_0,2,False,True
fina_indicator,600519.SH,segmented_period,20160630_0,2,False,True
fina_indicator,600519.SH,segmented_period,20160930_0,2,False,True
fina_indicator,600519.SH,segmented_period,20161231_0,2,False,True
fina_indicator,600519.SH,segmented_period,20170331_0,2,False,True
fina_indicator,600519.SH,segmented_period,20170630_0,2,False,True
fina_indicator,600519.SH,segmented_period,20170930_0,2,False,True
fina_indicator,600519.SH,segmented_period,20171231_0,2,False,True
income,000858.SZ,paginated_broad,broad_0,100,True,False
income,000858.SZ,paginated_broad,broad_1,0,False,True
income,000858.SZ,segmented_period,20100331_0,1,False,True
income,000858.SZ,segmented_period,20100630_0,1,False,True
income,000858.SZ,segmented_period,20100930_0,1,False,True
income,000858.SZ,segmented_period,20101231_0,1,False,True
income,000858.SZ,segmented_period,20110331_0,1,False,True
income,000858.SZ,segmented_period,20110630_0,1,False,True
income,000858.SZ,segmented_period,20110930_0,1,False,True
income,000858.SZ,segmented_period,20111231_0,1,False,True
income,000858.SZ,segmented_period,20120331_0,1,False,True
income,000858.SZ,segmented_period,20120630_0,1,False,True
income,000858.SZ,segmented_period,20120930_0,1,False,True
income,000858.SZ,segmented_period,20121231_0,1,False,True
income,000858.SZ,segmented_period,20130331_0,1,False,True
income,000858.SZ,segmented_period,20130630_0,1,False,True
income,000858.SZ,segmented_period,20130930_0,1,False,True
income,000858.SZ,segmented_period,20131231_0,1,False,True
income,000858.SZ,segmented_period,20140331_0,1,False,True
income,000858.SZ,segmented_period,20140630_0,1,False,True
income,000858.SZ,segmented_period,20140930_0,1,False,True
income,000858.SZ,segmented_period,20141231_0,1,False,True
income,000858.SZ,segmented_period,20150331_0,1,False,True
income,000858.SZ,segmented_period,20150630_0,1,False,True
income,000858.SZ,segmented_period,20150930_0,1,False,True
income,000858.SZ,segmented_period,20151231_0,1,False,True
income,000858.SZ,segmented_period,20160331_0,1,False,True
income,000858.SZ,segmented_period,20160630_0,1,False,True
income,000858.SZ,segmented_period,20160930_0,1,False,True
income,000858.SZ,segmented_period,20161231_0,1,False,True
income,000858.SZ,segmented_period,20170331_0,1,False,True
income,000858.SZ,segmented_period,20170630_0,1,False,True
income,000858.SZ,segmented_period,20170930_0,1,False,True
income,000858.SZ,segmented_period,20171231_0,1,False,True
balancesheet,000858.SZ,paginated_broad,broad_0,100,True,False
balancesheet,000858.SZ,paginated_broad,broad_1,27,False,True
balancesheet,000858.SZ,segmented_period,20100331_0,1,False,True
balancesheet,000858.SZ,segmented_period,20100630_0,2,False,True
balancesheet,000858.SZ,segmented_period,20100930_0,1,False,True
balancesheet,000858.SZ,segmented_period,20101231_0,2,False,True
balancesheet,000858.SZ,segmented_period,20110331_0,1,False,True
balancesheet,000858.SZ,segmented_period,20110630_0,1,False,True
balancesheet,000858.SZ,segmented_period,20110930_0,2,False,True
balancesheet,000858.SZ,segmented_period,20111231_0,2,False,True
balancesheet,000858.SZ,segmented_period,20120331_0,1,False,True
balancesheet,000858.SZ,segmented_period,20120630_0,2,False,True
balancesheet,000858.SZ,segmented_period,20120930_0,2,False,True
balancesheet,000858.SZ,segmented_period,20121231_0,2,False,True
balancesheet,000858.SZ,segmented_period,20130331_0,1,False,True
balancesheet,000858.SZ,segmented_period,20130630_0,2,False,True
balancesheet,000858.SZ,segmented_period,20130930_0,1,False,True
balancesheet,000858.SZ,segmented_period,20131231_0,2,False,True
balancesheet,000858.SZ,segmented_period,20140331_0,1,False,True
balancesheet,000858.SZ,segmented_period,20140630_0,1,False,True
balancesheet,000858.SZ,segmented_period,20140930_0,2,False,True
balancesheet,000858.SZ,segmented_period,20141231_0,2,False,True
balancesheet,000858.SZ,segmented_period,20150331_0,1,False,True
balancesheet,000858.SZ,segmented_period,20150630_0,1,False,True
balancesheet,000858.SZ,segmented_period,20150930_0,1,False,True
balancesheet,000858.SZ,segmented_period,20151231_0,2,False,True
balancesheet,000858.SZ,segmented_period,20160331_0,1,False,True
balancesheet,000858.SZ,segmented_period,20160630_0,2,False,True
balancesheet,000858.SZ,segmented_period,20160930_0,1,False,True
balancesheet,000858.SZ,segmented_period,20161231_0,2,False,True
balancesheet,000858.SZ,segmented_period,20170331_0,1,False,True
balancesheet,000858.SZ,segmented_period,20170630_0,2,False,True
balancesheet,000858.SZ,segmented_period,20170930_0,1,False,True
balancesheet,000858.SZ,segmented_period,20171231_0,2,False,True
cashflow,000858.SZ,paginated_broad,broad_0,70,False,True
cashflow,000858.SZ,segmented_period,20100331_0,1,False,True
cashflow,000858.SZ,segmented_period,20100630_0,1,False,True
