api,parameters,status,row_count,columns,content_sha256,elapsed_seconds,error
stock_basic,"{""exchange"": """", ""fields"": ""ts_code,symbol,name,market,list_date,delist_date,list_status"", ""list_status"": """"}",accessible_nonempty,5551,"ts_code,symbol,name,market,list_date,delist_date,list_status",ecc03498492c79cbf6ec561e655a85f770ee46933ef40c934bdfc8301a2bcfb1,0.289,
namechange,"{""fields"": ""ts_code,name,start_date,end_date,change_reason"", ""ts_code"": ""600000.SH""}",accessible_nonempty,3,"ts_code,name,start_date,end_date,change_reason",9c387c32d3c47ca28de57a01a5f70fb16b424ca5f7aa306e9ad7036dc71fd213,0.097,
namechange,"{""fields"": ""ts_code,name,start_date,end_date,change_reason"", ""ts_code"": ""000001.SZ""}",accessible_nonempty,4,"ts_code,name,start_date,end_date,change_reason",21a0d28791424f17271b3367c01d5c8f3d68e9e241b8818ac0cb4c6d23ff8d72,0.084,
namechange,"{""fields"": ""ts_code,name,start_date,end_date,change_reason"", ""ts_code"": ""600519.SH""}",accessible_nonempty,3,"ts_code,name,start_date,end_date,change_reason",11d539b12383f55cf414876e68d2abe6ac18d3f811210ad44de8893a0d7838ce,0.071,
namechange,"{""fields"": ""ts_code,name,start_date,end_date,change_reason"", ""ts_code"": ""000858.SZ""}",accessible_nonempty,3,"ts_code,name,start_date,end_date,change_reason",34dce610145cd2ba4f0a144b4c4596df73057e23dc77a4beb9c524bf3d771037,0.077,
namechange,"{""fields"": ""ts_code,name,start_date,end_date,change_reason"", ""ts_code"": ""000002.SZ""}",accessible_nonempty,4,"ts_code,name,start_date,end_date,change_reason",2f4b9b829c624d2704cd66864d15d3a0503dc319d9cb7d53465425f5a2edd0ce,0.086,
namechange,"{""fields"": ""ts_code,name,start_date,end_date,change_reason"", ""ts_code"": ""600036.SH""}",accessible_nonempty,3,"ts_code,name,start_date,end_date,change_reason",22ddeabc7d56091d7bfc3c1e840a6e9af5333798c01d019b1ffe6cacd6a0d942,0.077,
daily,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20000101"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1184,"ts_code,trade_date,close,vol,amount",f8073b32ba0db24e5edb039cd59caa2ea04f2094447aa24f7ebe315a3671cfbf,0.154,
daily,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20050101"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1160,"ts_code,trade_date,close,vol,amount",ee97f22283e5596854bc3f26fa50ead7471a79c6136a52d5a5f2634859172345,0.131,
daily,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20100101"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1197,"ts_code,trade_date,close,vol,amount",3c3f0981987d22dd75a5239c72e29234510fe075e662612ac78b62215b3347de,0.132,
daily,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20150101"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1187,"ts_code,trade_date,close,vol,amount",43042437ca7cd70c903ac5d2bf665e108e511edd50a94978322ae59cc05802cd,0.121,
daily,"{""end_date"": ""20211231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""600000.SH""}",accessible_nonempty,486,"ts_code,trade_date,close,vol,amount",a79115e71a882d6641ebc94b09ebb7b490d3b87e74b6a2478bb2607f0b217302,0.099,
daily,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20000101"", ""ts_code"": ""000001.SZ""}",accessible_nonempty,1187,"ts_code,trade_date,close,vol,amount",bed29fea119d34465a0a3ff58819a86d97b43fa5a9aa00d79cb7e538df6502c9,0.267,
daily,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20050101"", ""ts_code"": ""000001.SZ""}",accessible_nonempty,1137,"ts_code,trade_date,close,vol,amount",60827ef66485ddb5af95d433f507f22b33faaa2b4608dd676b0f56a93b85678c,0.131,
daily,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20100101"", ""ts_code"": ""000001.SZ""}",accessible_nonempty,1142,"ts_code,trade_date,close,vol,amount",fbdc9f843608122f99697310149f10a70671c0303ac6d0d0f114fb44c237520e,0.114,
daily,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20150101"", ""ts_code"": ""000001.SZ""}",accessible_nonempty,1219,"ts_code,trade_date,close,vol,amount",31eb228839039a594b89f399f7c6ab70587be034162eaebe5a99b044712ae837,0.129,
daily,"{""end_date"": ""20211231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""000001.SZ""}",accessible_nonempty,486,"ts_code,trade_date,close,vol,amount",bacca210be3a08b0f63320c25802a3ea3bf6c3e93a00f4266ea2d9a9bfff4f4a,0.095,
daily,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20000101"", ""ts_code"": ""600519.SH""}",accessible_nonempty,801,"ts_code,trade_date,close,vol,amount",579a8244d972ca61c36dfd71c984abd79afb90bce66f8b088eca2a487eb524f0,0.087,
daily,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20050101"", ""ts_code"": ""600519.SH""}",accessible_nonempty,1153,"ts_code,trade_date,close,vol,amount",55e5893bebb4a9a7cd2bbb13e74613e309691c88228640e1079246adacf139a5,0.123,
daily,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20100101"", ""ts_code"": ""600519.SH""}",accessible_nonempty,1206,"ts_code,trade_date,close,vol,amount",f4ce48ef5b66af8420f9996f2a1506a954ff4630ebbf361b1bca385398dfa6ea,0.148,
daily,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20150101"", ""ts_code"": ""600519.SH""}",accessible_nonempty,1219,"ts_code,trade_date,close,vol,amount",69a4913b6522581f0d2a254cacf2643c080ad18dda3c14bf87bb63b2544f84a9,0.143,
daily,"{""end_date"": ""20211231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""600519.SH""}",accessible_nonempty,486,"ts_code,trade_date,close,vol,amount",9a9a80daa6e6ab5502c4d4a317de4eced0b74c9fd014ae0459efe655c32d1cc4,0.102,
daily,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20000101"", ""ts_code"": ""000858.SZ""}",accessible_nonempty,1189,"ts_code,trade_date,close,vol,amount",e7855fc21c578c50ee7d009338b00e1db7a7060abfbc8f06a7aa121c9f385136,0.113,
daily,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20050101"", ""ts_code"": ""000858.SZ""}",accessible_nonempty,1154,"ts_code,trade_date,close,vol,amount",981d7d5ffecc7071eca6f954ec75ea3168babc7fa8b115e02b1623ed44a83d38,0.135,
daily,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20100101"", ""ts_code"": ""000858.SZ""}",accessible_nonempty,1208,"ts_code,trade_date,close,vol,amount",a9f893f90f31b2ca0f539dee1f4585e502443b28a09a050babb2d9fb01d972ac,0.114,
daily,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20150101"", ""ts_code"": ""000858.SZ""}",accessible_nonempty,1159,"ts_code,trade_date,close,vol,amount",73ff0d8ba5cc074386c4e38351217b3d2ad7af397fc447b9db5fc2322f42ee6b,0.129,
daily,"{""end_date"": ""20211231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""000858.SZ""}",accessible_nonempty,486,"ts_code,trade_date,close,vol,amount",9aadadbdd7178fb2eaa1b67d02196fc225d91b7ee177410406ea3a6a768b7ed6,0.101,
daily,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20000101"", ""ts_code"": ""000002.SZ""}",accessible_nonempty,1187,"ts_code,trade_date,close,vol,amount",db344fe04e35a454f93ff1a8a9a8edf18c4f16b13063d771417244f32337beff,0.114,
daily,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20050101"", ""ts_code"": ""000002.SZ""}",accessible_nonempty,1170,"ts_code,trade_date,close,vol,amount",d770ccdd7b29d58306e0bc013f6201655b38f21048fa021481097544dcf8a7e1,0.128,
daily,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20100101"", ""ts_code"": ""000002.SZ""}",accessible_nonempty,1192,"ts_code,trade_date,close,vol,amount",7e760e56cc26674a96afdf677def8c8256bf0e2a54755f99f24250f66c06d41d,0.137,
daily,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20150101"", ""ts_code"": ""000002.SZ""}",accessible_nonempty,1084,"ts_code,trade_date,close,vol,amount",0ab5626efd46798b4b5003f82065cc4cbd020ffc4ba29cb96decefe06fafb24a,0.107,
daily,"{""end_date"": ""20211231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""000002.SZ""}",accessible_nonempty,486,"ts_code,trade_date,close,vol,amount",9c1ac93bc04e08acaba0153b191cdbfa892ea5da623931dca216aa2850b01038,0.088,
daily,"{""end_date"": ""20041231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20000101"", ""ts_code"": ""600036.SH""}",accessible_nonempty,659,"ts_code,trade_date,close,vol,amount",3848fc9cd4a4847b1878897b2a5d6607420601be5dafe138e978853a69c37cc4,0.11,
daily,"{""end_date"": ""20091231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20050101"", ""ts_code"": ""600036.SH""}",accessible_nonempty,1167,"ts_code,trade_date,close,vol,amount",652925a99da6066ca2fe37504cf06132bd702d955ffa92d7b0a1892357309c08,0.127,
daily,"{""end_date"": ""20141231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20100101"", ""ts_code"": ""600036.SH""}",accessible_nonempty,1196,"ts_code,trade_date,close,vol,amount",01d0408e68a4bb08c423e83b0664ace5b2fcace7150c7c07b06a2d4a7cd2761e,0.113,
daily,"{""end_date"": ""20191231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20150101"", ""ts_code"": ""600036.SH""}",accessible_nonempty,1214,"ts_code,trade_date,close,vol,amount",a6773ced7d616e4d37994c0a3d992f5edab0c1d329367b0ebcfd9ad16dd30c98,0.112,
daily,"{""end_date"": ""20211231"", ""fields"": ""ts_code,trade_date,close,vol,amount"", ""start_date"": ""20200101"", ""ts_code"": ""600036.SH""}",accessible_nonempty,486,"ts_code,trade_date,close,vol,amount",cd4b88a4fe79b4a4c6dd3e02d61144dfc407fa688624d4a755edf171bcebd7a2,0.094,
income,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""start_date"": 19980101, ""ts_code"": ""600000.SH""}",accessible_nonempty,97,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",e4a9393edd392c9900f810aaa83500470c5c6e392760b9260df50557022bd669,0.101,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20100331"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",eb931a3ee000df14f8665c81ff6a354d5de8fe3301d58f6833fe7eee511e2949,0.099,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20100630"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",7fbcba19f015edbc0c05edfe1859bfeb7e65b5c61b4bdb9a82afb1fcfe556506,0.073,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20100930"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",88b631f944f9ac855c07836c012437b8aff12d858e3f76d2152b6552775f65f5,0.105,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20101231"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",d11b830546d5accebfe034441d5f80f654f776579591889d38ab5ab31fb3a665,0.09,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20110331"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",594aaaa2db5bc36d2609a128ad9345f95d0428f8b283dda0cfe5e255787829ee,0.091,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20110630"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0b37ddb40bc1810d08532fd202e31c29fafb0e43aa7c9619ab6da68c1620842f,0.098,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20110930"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",3425ca54651a6f683c25241c9f23439489b18e0b70e03afbcb7612f8850f66de,0.093,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20111231"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",ab8f6549faf9708f27b3ecfe6367cb1843d5ded15d997b2e118810d10dba1497,0.104,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20120331"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",a4b98c8475b58ed5a085bc36eb4ca1f58590b78f7306069865391f403d299ab4,0.087,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20120630"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",c032f9fada447c22f8046d115bab355de876bb3b41c01630ae7ef5c03130f92b,0.086,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20120930"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",9c391de9ca96505670fc45d6c364ed24e1d54f80adbc4549444d4ce0dbf16da7,0.087,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20121231"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",b276c680ed77173a77e87f8a102d6f67ae2670ea043d46548d63b733d8094856,0.102,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20130331"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",0e016b46369bab4688c036b7b9a67558231d67491265f9d226acc9734caa6266,0.073,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20130630"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",efd04f9a6ffea1ba66b31f803900d467e7507d686d4c2d106c7b1940b45f32b8,0.1,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20130930"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",73199aceadd42932ebb8da9d8874a9f066b180ac2ad1bcb015e982aec2e0c613,0.082,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20131231"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",44e4d8be4c17c44113ad24e12132098111a4273a9f4c7da910c5ec62fdb9e132,0.074,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20140331"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",a12de3ccb264268b69879fedb876844304b6594c41d4a47490fda6da5a8e450e,0.094,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20140630"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",d8a57606f56ad212d25e579cfe16299d0360894966698ddf7e323d46f9b94052,0.073,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20140930"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",07fc90f30bb1b377efe47157eb0c2f3b39e8bdb7da7119c0a3b8a6c8f00d7419,0.098,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20141231"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",25c03ceec846bd1eed4582d72f632cae647fe2bd74d3ef4fec59639efb699e41,0.074,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20150331"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",3f5244cd2f827771852458cf7c4672dfc92ac14ebc011e362e2948b2b9c342f3,0.084,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20150630"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",cbd8170ed0cc3b39bd0bb371817e355905320c05746f2c3d283b36ead293c393,0.071,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20150930"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",eb975dee60b014dbe3e506f7867efc8075dd4e89f339c84406035e53cbeebe9d,0.108,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20151231"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",a5901e2c0c6b5ba2d458dfb7dab99363c4afa6612492d3bacb2525be29b68db9,0.079,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20160331"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",9bcc69b74776766e1121ed1fe5e63ee180858b79db729ad1c55a3d972194d002,0.088,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20160630"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",8dbd3f23de249591ad84dfe56f97731d753522f4a3cc726797936836a4a525f7,0.078,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20160930"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",f167fa472ee238cc021f33c16b01564d62670405c131b850085dcfabee714123,0.072,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20161231"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",832c0ad83a17f12691283d3ad28847d5f5fc8a18d3e40312d6723f19243daf96,0.071,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20170331"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",e340623c2083e552d531c405640c3c9017c7594277adf64381a08a0971ae44ea,0.1,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20170630"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",b88e978e7247c8c41a55905a289c6981e6b8f6b5aca490143a9b9789e8f3681f,0.074,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20170930"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",9cb905bb763edd01600967509d0a45f09b186804444bf8bf7e066bd9b2a0685e,0.171,
income,"{""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag"", ""limit"": 100, ""offset"": 0, ""period"": ""20171231"", ""ts_code"": ""600000.SH""}",accessible_nonempty,1,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,oper_cost,operate_profit,n_income_attr_p,update_flag",e3bc7d16e72fbf6171e73a5d209493b6c8c67f880493c4c930dd9623ff6a8555,0.075,
balancesheet,"{""end_date"": 20211231, ""fields"": ""ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag"", ""limit"": 100, ""offset"": 0, ""start_date"": 19980101, ""ts_code"": ""600000.SH""}",accessible_nonempty,100,"ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,total_assets,total_liab,total_hldr_eqy_exc_min_int,money_cap,total_cur_assets,total_cur_liab,update_flag",24ddafc21865bdfd87f90c9110e485f5680d0ab079561e3b43925d5ceecf3ded,0.076,
