row_count,instrument_count,date_count,lifecycle_coverage,board_coverage,st_flag_authoritative_coverage,suspension_authoritative_coverage,terminal_event_authoritative_coverage,runtime_sha256
853936,2827,368,1.0,1.0,0.0,0.0,0.0,5603e2e442b5eb21c955a0777b713ab0d563883dc83b495bce2638de83ed5f8d
