start_date,end_date,trading_days,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,average_daily_cost,topk,liquidity_buckets,selection_mode,min_liquidity_bucket,cost_bps,min_count,average_liquidity_bucket,average_amount_mean_20
2017-02-07,2020-07-29,849,-0.03775531053543091,-0.060281991958618164,-0.0063362717628479,-0.045471251010894775,-0.06781786680221558,-0.505511633330391,-0.7842554184707854,-0.46326303482055664,0.18796230859835097,9.39811542991755e-05,200,5,plain_topk,3,5.0,100,2.5098822143698474,129574.01604729983
