trading_days,holding_count,mean_score,mean_rev_5,mean_std_20,mean_amplitude_20,mean_ret_20,mean_amount_mean_20,mean_volume_ratio_5_20,mean_liquidity_bucket
849,200.0,2.9048107411033683,0.018675881989993533,0.01288346025132066,0.01992289621323558,-0.031073985506985577,129574.01604729983,0.9950136688544615,2.5098822143698474
