datetime,holding_count,gross_return,turnover,cost,net_return,universe_return,excess_return,net_excess_return,average_liquidity_bucket,average_amount_mean_20
2017-02-07,200,0.005386721,1.0,0.0005,0.004886721,0.008637177,-0.003250456,-0.003750456,3.49,171340.95470092774
2017-02-08,200,0.005322157,0.15000000000000002,7.500000000000001e-05,0.005247157,-0.00065286475,0.0059750215,0.0059000216,3.5,182986.36238916017
2017-02-09,200,0.006816015,0.16500000000000004,8.250000000000001e-05,0.0067335153,0.0068009,1.51149e-05,-6.738491e-05,3.405,175641.38552807618
2017-02-10,200,-0.001715714,0.18500000000000005,9.250000000000003e-05,-0.001808214,-0.00039142556,-0.0013242884,-0.0014167884,3.325,162837.72913183592
2017-02-13,200,-0.0037767943,0.15500000000000003,7.750000000000001e-05,-0.0038542943,-0.010147673,0.006370879,0.006293379,3.235,158821.87903759765
2017-02-14,200,0.0046060076,0.16000000000000003,8.000000000000002e-05,0.0045260075,0.0073669604,-0.0027609528,-0.002840953,3.26,159913.69697924805
2017-02-15,200,-0.0052061803,0.15000000000000002,7.500000000000001e-05,-0.00528118,-0.009197951,0.003991771,0.003916771,3.25,165497.56407080078
2017-02-16,200,0.011328987,0.16000000000000003,8.000000000000002e-05,0.011248987,0.010477976,0.0008510109,0.0007710112,3.115,159214.72189379885
2017-02-17,200,0.006269504,0.17000000000000004,8.500000000000002e-05,0.006184504,0.009665596,-0.0033960924,-0.0034810924,3.245,182435.2318234863
2017-02-20,200,0.0027758647,0.33499999999999996,0.00016749999999999998,0.0026083647,0.004752396,-0.0019765315,-0.0021440315,2.69,123457.85526684571
2017-02-21,200,0.0019112239,0.24,0.00012,0.0017912239,-0.0011280853,0.0030393093,0.0029193093,2.705,128625.74879614258
2017-02-22,200,0.0031402274,0.275,0.0001375,0.0030027274,0.0029276963,0.00021253107,7.503107e-05,2.81,139600.7651779785
2017-02-23,200,-0.0066506886,0.27,0.000135,-0.0067856885,-0.00833778,0.0016870913,0.0015520914,2.88,151101.3984626465
2017-02-24,200,0.002949072,0.265,0.00013250000000000002,0.002816572,0.004275591,-0.0013265191,-0.001459019,2.9,160906.60256347657
2017-02-27,200,0.0013938827,0.19499999999999995,9.749999999999997e-05,0.0012963826,0.0032024013,-0.0018085187,-0.0019060187,3.085,305578.6271489258
2017-02-28,200,-0.0059870537,0.17500000000000004,8.750000000000003e-05,-0.006074554,-0.007422507,0.0014354531,0.001347953,3.045,173199.27420825197
2017-03-01,200,-0.000114248396,0.18500000000000005,9.250000000000003e-05,-0.0002067484,0.002556693,-0.0026709414,-0.0027634415,2.945,178843.88541064452
2017-03-02,200,0.0077554523,0.18999999999999995,9.499999999999998e-05,0.0076604523,0.011644672,-0.0038892194,-0.0039842194,2.725,162316.26980541993
2017-03-03,200,0.0028374293,0.20999999999999996,0.00010499999999999999,0.0027324292,0.0026855574,0.00015187194,4.6871835e-05,2.845,170914.61878344725
2017-03-06,200,-0.00273034,0.255,0.0001275,-0.00285784,-0.0043851812,0.0016548412,0.0015273413,2.905,180466.77009667965
2017-03-07,200,-0.0075680935,0.18999999999999995,9.499999999999998e-05,-0.0076630935,-0.008204265,0.0006361711,0.00054117106,3.02,200535.34503173828
2017-03-08,200,-0.0010042242,0.16500000000000004,8.250000000000001e-05,-0.0010867242,-0.00016285882,-0.00084136537,-0.0009238654,3.02,196064.4637697754
2017-03-09,200,0.0070826723,0.18000000000000005,9.000000000000003e-05,0.006992672,0.008487519,-0.0014048466,-0.0014948468,2.98,185668.19253564454
2017-03-10,200,-0.0021135234,0.17000000000000004,8.500000000000002e-05,-0.0021985234,-0.0018668172,-0.0002467062,-0.00033170613,3.04,186309.32018945314
2017-03-13,200,-0.0011315617,0.20499999999999996,0.00010249999999999998,-0.0012340617,-0.0011730874,4.1525695e-05,-6.097427e-05,2.74,161843.04806713868
2017-03-14,200,0.0089349225,0.17500000000000004,8.750000000000003e-05,0.008847423,0.010391709,-0.0014567869,-0.0015442865,2.645,151804.9747548828
2017-03-15,200,-0.006331608,0.235,0.0001175,-0.006449108,-0.00837339,0.0020417818,0.0019242819,2.635,149224.28043017577
2017-03-16,200,0.0029948463,0.20499999999999996,0.00010249999999999998,0.0028923464,0.003697939,-0.00070309266,-0.00080559263,2.55,142095.43138012695
2017-03-17,200,0.000274958,0.22499999999999998,0.0001125,0.000162458,0.0014431126,-0.0011681546,-0.0012806546,2.61,147677.86729833984
2017-03-20,200,-0.007988988,0.21499999999999997,0.00010749999999999998,-0.008096488,-0.006285502,-0.0017034863,-0.0018109861,2.73,154153.81419116212
2017-03-21,200,-0.00025798887,0.17000000000000004,8.500000000000002e-05,-0.00034298887,0.00041876084,-0.00067674974,-0.0007617497,2.69,151052.81410913085
2017-03-22,200,0.0042259977,0.15000000000000002,7.500000000000001e-05,0.004150998,0.003569141,0.0006568567,0.0005818568,2.73,151057.52854248046
2017-03-23,200,-0.00026980697,0.13,6.500000000000001e-05,-0.00033480697,-0.002907507,0.0026377,0.0025727,2.595,145002.9983210449
2017-03-24,200,-0.0022755705,0.21499999999999997,0.00010749999999999998,-0.0023830705,-0.0029146003,0.0006390298,0.0005315298,2.465,137128.4475600586
2017-03-27,200,-0.00819422,0.20499999999999996,0.00010249999999999998,-0.008296721,-0.00702495,-0.0011692704,-0.0012717708,2.29,290639.3233808594
2017-03-28,200,-0.015927581,0.22499999999999998,0.0001125,-0.016040081,-0.021577822,0.005650241,0.005537741,2.19,111276.10168408204
2017-03-29,200,0.0043917038,0.18000000000000005,9.000000000000003e-05,0.0043017035,0.0027178081,0.0016738956,0.0015838954,2.15,105324.82558740236
2017-03-30,200,0.0179654,0.16500000000000004,8.250000000000001e-05,0.0178829,0.022407431,-0.0044420306,-0.004524531,2.19,116648.50012939452
2017-03-31,200,0.0024921594,0.19499999999999995,9.749999999999997e-05,0.0023946594,0.0031836105,-0.00069145113,-0.00078895106,2.285,109566.38164672852
2017-04-05,200,0.0019244989,0.28,0.00014000000000000001,0.0017844989,0.0015210648,0.00040343415,0.00026343414,2.45,136195.64974389647
2017-04-06,200,-0.008741152,0.19499999999999995,9.749999999999997e-05,-0.008838652,-0.009392371,0.00065121986,0.0005537197,2.51,141109.817532959
2017-04-07,200,0.0062869643,0.18500000000000005,9.250000000000003e-05,0.0061944644,0.008925457,-0.0026384923,-0.0027309922,2.5,142356.0343288574
2017-04-10,200,0.0022525694,0.19499999999999995,9.749999999999997e-05,0.0021550695,-0.008467069,0.010719638,0.010622138,2.645,152892.42421948243
2017-04-11,200,0.0022151377,0.18999999999999995,9.499999999999998e-05,0.0021201377,0.0039027475,-0.0016876098,-0.0017826098,2.54,156490.90020092772
2017-04-12,200,-0.011202612,0.18000000000000005,9.000000000000003e-05,-0.011292612,-0.015130977,0.003928365,0.003838365,2.57,154942.60159936524
2017-04-13,200,-0.009079561,0.15500000000000003,7.750000000000001e-05,-0.009157061,-0.014942989,0.005863428,0.005785928,2.5,153586.29105249024
2017-04-14,200,-0.0110146245,0.16000000000000003,8.000000000000002e-05,-0.011094624,-0.010035582,-0.0009790426,-0.0010590423,2.48,147856.93334423826
2017-04-17,200,-0.014409926,0.22999999999999998,0.00011499999999999999,-0.0145249255,-0.013726746,-0.00068318006,-0.00079817977,2.415,142564.26120385743
2017-04-18,200,-0.0037171743,0.20999999999999996,0.00010499999999999999,-0.0038221744,-0.0037164174,-7.569324e-07,-0.00010575703,2.48,147355.6628347168
2017-04-19,200,0.0011189488,0.16000000000000003,8.000000000000002e-05,0.0010389488,-0.004989991,0.0061089396,0.00602894,2.46,147061.7071364746
2017-04-20,200,-0.026233893,0.15500000000000003,7.750000000000001e-05,-0.026311392,-0.03210571,0.0058718175,0.0057943184,2.365,136121.13296899415
2017-04-21,200,0.0007990578,0.17000000000000004,8.500000000000002e-05,0.00071405777,0.003243597,-0.0024445392,-0.0025295392,2.445,137665.10350683593
2017-04-24,200,0.00037517786,0.16500000000000004,8.250000000000001e-05,0.00029267784,0.0023044217,-0.0019292439,-0.0020117438,2.475,135897.19668823242
2017-04-25,200,0.00038804382,0.19499999999999995,9.749999999999997e-05,0.00029054383,0.005480635,-0.005092591,-0.005190091,2.51,126839.77790698242
2017-04-26,200,0.004825434,0.235,0.0001175,0.0047079343,0.005535767,-0.00071033277,-0.0008278326,2.505,123183.85885742187
2017-04-27,200,-0.0038773268,0.25,0.000125,-0.0040023266,-0.00010637014,-0.0037709568,-0.0038959566,2.825,141916.6252495117
2017-04-28,200,-0.002109837,0.19499999999999995,9.749999999999997e-05,-0.002207337,-0.0018718546,-0.00023798237,-0.0003354823,2.98,164892.17912939453
2017-05-02,200,-0.0044703437,0.22499999999999998,0.0001125,-0.0045828437,-0.003365563,-0.0011047807,-0.0012172807,3.08,170179.58388720706
2017-05-03,200,-0.009495309,0.135,6.75e-05,-0.009562809,-0.014074835,0.0045795264,0.004512026,3.075,166177.4784875488
2017-05-04,200,-0.008947394,0.15500000000000003,7.750000000000001e-05,-0.009024894,-0.019144958,0.010197564,0.010120064,3.13,178220.16526782225
