outer_split_id,path,rows,sha256,date_count,instrument_count,authoritative_row_count,stale_blocked_count
split_001,E:\qlib_prj\qlib_baseline\outputs\market_cache_v3\current\runtime\split_001_market.parquet,269400,5a9b33647489f86ca532916c0adbb69cfc2c11834de667f5eec0bf05867695c9,120,2245,0,174
split_002,E:\qlib_prj\qlib_baseline\outputs\market_cache_v3\current\runtime\split_002_market.parquet,294376,6eacc2f161b46112f5fbc14bfdb6a1486cad2226065022c9c92735ba732594e2,124,2374,0,525
split_003,E:\qlib_prj\qlib_baseline\outputs\market_cache_v3\current\runtime\split_003_market.parquet,290160,ccb248ea04cc8caa8f1f1ee267cc0d3429d977a177d97edaea7fd03dfbeaf125,124,2340,0,199
