datetime,count,ic,rank_ic
2017-01-03,1820,-0.10985050162737835,-0.11606546441632468
2017-01-04,1822,-0.07339065317086228,-0.07701223901555522
2017-01-05,1817,-0.04863656149839589,-0.0760317889237159
2017-01-06,1811,-0.15517527386351393,-0.19435971483905104
2017-01-09,1811,-0.09144790328383005,-0.14216370273240345
2017-01-10,1812,0.05206770228155661,0.07308595727942464
2017-01-11,1808,0.08463819889813286,0.10092235566691404
2017-01-12,1811,0.10566192430983554,0.09719573651069624
2017-01-13,1805,0.08118220279633885,0.10600505951668934
2017-01-16,1805,-0.08014940550434248,-0.08006361675060474
2017-01-17,1803,0.05132947758356503,0.09150658174773843
2017-01-18,1805,0.04553229850403701,0.08699832176476947
2017-01-19,1805,-0.03561712716390241,-0.02214490707128532
2017-01-20,1804,0.04566904995955752,0.06533900132273954
2017-01-23,1801,0.11031444147022267,0.15556116078675117
2017-01-24,1805,0.1108252088149237,0.15138592222672573
2017-01-25,1807,0.14736518841020962,0.17462033154997636
2017-01-26,1805,0.037243518795864225,0.03601818764402387
2017-02-03,1803,-0.04386878615177849,-0.051069724822860034
2017-02-06,1804,-0.07944029619664077,-0.06493706665331815
2017-02-07,1803,-0.11435306161132233,-0.13846871592342946
2017-02-08,1800,-0.14925986863942903,-0.18922570325737978
2017-02-09,1800,-0.06848327342273233,-0.12673323403169157
2017-02-10,1793,-0.08335528093035216,-0.12920220235880836
2017-02-13,1793,-0.007729513901642762,-0.001949845751160365
2017-02-14,1794,0.03384540546488696,0.0514675336652873
2017-02-15,1796,0.01183145993292155,0.03140541103199565
2017-02-16,1799,0.010602397622187627,0.04226548674963285
2017-02-17,1795,-0.0008163167227939514,0.04848591566124608
2017-02-20,1791,-0.0821009181770396,-0.08112428439622965
2017-02-21,1793,-0.03174180741314048,-0.03445521328999362
2017-02-22,1796,-0.04690808053197587,-0.02679009739629721
2017-02-23,1794,-0.01517915100436162,0.009675117138104457
2017-02-24,1793,-0.005695755049248541,0.047678527890668926
2017-02-27,1798,0.03409684983240177,0.09914020104084133
2017-02-28,1799,0.015483976744645222,0.07930928159634976
2017-03-01,1806,0.02177075795201794,0.07560941033907945
2017-03-02,1807,0.010225121530531756,0.03239043756199858
2017-03-03,1801,0.0029308191771439426,0.025866800507532553
2017-03-06,1802,0.06344504957106863,0.04887301605611437
