check_name,status,observed_value,required_value,severity,reason
legacy_common_score_methods,pass,2.0,2,critical,Alpha158 and old candidate scores share frozen test windows.
score_coverage,pass,0.9687036736122395,>0.8,critical,Legacy scores require usable coverage.
