outer_split_id,method,model_binary_sha256,model_config_sha256,training_data_sha256,validation_search_sha256,fit_row_count,runtime_path
split_001,lightgbm,258454861cd360d792566560f567fa4f21401c24aa1ef5486fe9f54d717893e5,ccb6ad87835f6ecbb1dadb5a3f79305d19eaabb68a7356940d9e1ebdcf9762ce,736cf13d3851638ed50f06160d628aa1f06d66d1a37c6152d896044dc4d5fad6,7a3fb11f79f64639a8f3edd3ae0c502f875c9cd964f86893cdd349beaf934643,59881,E:/qlib_prj/qlib_baseline/outputs/research_lightgbm_v1/runtime/development_smoke/models/split_001_lightgbm.txt
