outer_split_id,method,preprocessing_artifact_id,preprocessing_sha256,feature_count,fit_scope,runtime_path
split_001,lightgbm,weighted-preprocessing:2809b9f47b736558ed3cf005a10e07c19d8703195c001723d8a28e8e41fb85bd,98a7ee526ab4e287cf23e65a69a995c500a7c1160a0e7481795ae6e278a0944c,5,outer_train_plus_validation,E:/qlib_prj/qlib_baseline/outputs/research_lightgbm_v1/runtime/development_smoke/models/split_001_lightgbm_preprocessing.json
