outer_split_id,method,validation_label_sha256,mutated_validation_label_sha256,validation_metric_sha256,mutated_validation_metric_sha256,validation_search_sha256,mutated_validation_search_sha256,selected_candidate_change_required,status
split_001,lightgbm,7b45bb3af0b5cbe087eca4f8a3b83acb3b7611897d56aa59581d6a50ccfc8a06,8ce27884c831f2935eb7fd89e339f653311f022b9f47dcfb30da98a440b7bb4e,674e7c1c9636a0b2f342ac9f989c361d59adb4f5445b825ca872473860b72307,d0cf31b3b449049e238f4e86a3054865127f36529ef96c29aad2f17f4994640b,7a3fb11f79f64639a8f3edd3ae0c502f875c9cd964f86893cdd349beaf934643,9319c67a205d3b18f83f8ca6add69b26d95879de4604715c61d215e7257afa11,False,pass
