outer_split_id,factor_count,train_date_count,validation_date_count,train_fit_row_count,validation_row_count,final_fit_row_count,runtime_seconds,peak_rss_mib_observed,test_read_count
split_001,5,20,10,39886,19995,59881,2.0402216000002227,242.2265625,0
