start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,topk,rebalance_every,cost_bps,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,window_start,window_end,weight_preset,score_weights
2024-02-01,2026-06-02,560,57,56,1,0.017543859649122806,0.1102030364850517,0.09969662394577505,0.2316455467327836,-0.1290576996588212,-0.13725140079956166,-0.7268243850080714,-0.7825743122912964,-0.1332121753807407,0.3751785714285715,1.0,1070.5892857142858,100.0,label_10d_t1,100,10,10.0,3,75.0,2.0,2024-01-01,2026-06-09,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25"
