signal_date,execution_date,period_end_date,status,eligible_count,selected_count,turnover,cost,period_net_return,period_universe_return,period_net_excess_return,avg_selected_liquidity_bucket,avg_selected_tradability_score
2021-02-01,2021-02-02,2021-03-09,executed,1116,200,1.0,0.001,0.05628644794291726,-0.002831532534168124,0.057522704696862936,3.745,100.0
2021-03-08,2021-03-09,2021-04-07,executed,1121,200,0.485,0.00048499999999999997,0.026028040438346167,0.0444139936331589,-0.018287632728500314,3.66,100.0
2021-04-06,2021-04-07,2021-05-10,executed,1124,200,0.485,0.00048499999999999997,-0.028353700281010474,-0.002538207998627917,-0.02626684619416575,3.685,100.0
2021-05-07,2021-05-10,2021-06-07,executed,1118,200,0.44499999999999995,0.000445,0.0328271993146565,0.06102875996609347,-0.02693066736016836,3.685,100.0
2021-06-04,2021-06-07,2021-07-06,executed,1128,200,0.485,0.00048499999999999997,-0.011324143453200874,0.005842989900194162,-0.01784960117193468,3.605,100.0
2021-07-05,2021-07-06,2021-08-03,executed,1124,200,0.53,0.0005300000000000001,-0.010007366868263645,0.029714040858181523,-0.040123192577324884,3.645,100.0
2021-08-02,2021-08-03,2021-08-31,executed,1113,200,0.47,0.00047,0.06086724561282075,0.06425212312903628,-0.00431518568486855,3.62,100.0
2021-08-30,2021-08-31,2021-09-30,executed,1121,200,0.525,0.0005250000000000001,0.027811533361921326,-0.02575700715782403,0.05345713734690438,3.575,100.0
2021-09-29,2021-09-30,2021-11-04,executed,1114,200,0.605,0.000605,0.006056692051634283,-0.007317267599581068,0.012527621468200634,3.54,100.0
2021-11-03,2021-11-04,2021-12-02,executed,1147,200,0.5449999999999999,0.0005449999999999999,0.03758066599437826,0.05579274673825396,-0.017804080687835455,3.65,100.0
2021-12-01,2021-12-02,2021-12-30,executed,1137,200,0.485,0.00048499999999999997,0.04018051855626403,0.016777414761784737,0.022049460059557102,3.61,100.0
2021-12-29,2021-12-30,2022-01-28,executed,1127,200,0.45999999999999996,0.00045999999999999996,-0.05713050804577946,-0.10114855019258684,0.04715932248118193,3.69,100.0
2022-01-27,2022-01-28,2022-03-04,executed,1134,200,0.44499999999999995,0.000445,0.03249583799830158,0.04755338643896234,-0.015232638694969713,3.8,100.0
2022-03-03,2022-03-04,2022-04-01,executed,1144,200,0.43999999999999995,0.00043999999999999996,-0.05960071411556933,-0.04519443448030935,-0.015560611818930759,3.76,100.0
2022-03-31,2022-04-01,2022-05-06,executed,1132,200,0.54,0.00054,-0.11123590417714568,-0.14504240508573174,0.03647209303433874,3.705,100.0
2022-05-05,2022-05-06,2022-06-06,executed,1071,200,0.44999999999999996,0.00045,0.06736806289671993,0.11471342529874518,-0.04346061757822939,3.975,100.0
2022-06-02,2022-06-06,2022-07-04,executed,1103,200,0.41000000000000003,0.00041000000000000005,0.039273461760089834,0.06087188147812239,-0.02112593660275719,3.765,100.0
2022-07-01,2022-07-04,2022-08-01,executed,1115,200,0.485,0.00048499999999999997,-0.03611956192922017,-0.0005958780168882072,-0.036077251591002946,3.64,100.0
2022-07-29,2022-08-01,2022-08-29,executed,1131,200,0.515,0.000515,0.004851927841944104,-0.0056945956591262226,0.009423804114490952,3.77,100.0
2022-08-26,2022-08-29,2022-09-27,executed,1125,200,0.45499999999999996,0.00045499999999999995,-0.05293676683469151,-0.07916609651613105,0.026850958213091802,3.79,100.0
2022-09-26,2022-09-27,2022-11-01,executed,1134,200,0.39,0.00039000000000000005,-0.004951391272327799,-0.013065468677011971,0.0066453475193990474,3.795,100.0
2022-10-31,2022-11-01,2022-11-29,executed,1102,200,0.46499999999999997,0.00046499999999999997,0.08166106512120574,0.05693519703752736,0.022824503522375306,3.74,100.0
2022-11-28,2022-11-29,2022-12-27,executed,1137,200,0.44999999999999996,0.00045,-0.03302134999298423,-0.03021460783431129,-0.0029779768539206497,3.63,100.0
2022-12-26,2022-12-27,2023-02-01,executed,1116,200,0.495,0.000495,0.07642430626200958,0.0828962270861251,-0.0062977740217303735,3.615,100.0
2023-01-31,2023-02-01,2023-03-01,executed,1132,200,0.45499999999999996,0.00045499999999999995,0.030408122360528367,0.015462516275040583,0.014587712771904515,3.655,100.0
2023-02-28,2023-03-01,2023-03-29,executed,1146,200,0.54,0.00054,-0.031992085346005394,-0.024839627490904292,-0.007714806424736875,3.69,100.0
2023-03-28,2023-03-29,2023-04-27,executed,1138,200,0.495,0.000495,-0.012929286837993215,-0.03166775419276202,0.01850652587088697,3.56,100.0
2023-04-26,2023-04-27,2023-05-30,executed,1118,200,0.48,0.00048,-0.01031972586713481,0.0028760882597136384,-0.013714272697145646,3.745,100.0
2023-05-29,2023-05-30,2023-06-29,executed,1115,200,0.56,0.0005600000000000001,-0.007854738845509246,0.01076397083417513,-0.019108071389663084,3.7,100.0
2023-06-28,2023-06-29,2023-07-27,executed,1118,200,0.5549999999999999,0.0005549999999999999,0.037615623284397603,-0.004965546014291777,0.04237109595196542,3.69,100.0
2023-07-26,2023-07-27,2023-08-24,executed,1116,200,0.495,0.000495,-0.036293760417661525,-0.047706175014412655,0.011390441118929395,3.715,100.0
2023-08-23,2023-08-24,2023-09-21,executed,1130,200,0.52,0.0005200000000000001,0.0038867745265627196,-0.010803994616016555,0.014072178241417044,3.735,100.0
2023-09-20,2023-09-21,2023-10-27,executed,1126,200,0.495,0.000495,-0.018017928311582776,-0.005763071772321271,-0.012717943091414607,3.905,100.0
2023-10-26,2023-10-27,2023-11-24,executed,1118,200,0.44999999999999996,0.00045,0.008779014051001788,0.036241874888854886,-0.02723524468342986,3.725,100.0
2023-11-23,2023-11-24,2023-12-22,executed,1116,200,0.5,0.0005,-0.0506304773451961,-0.058251059689974904,0.007491348460158642,3.79,100.0
2023-12-21,,,skipped_insufficient_future_dates,0,0,,,,,,,
