outer_split_id,factor,feature_order,source_family,cluster_id,is_representative,representative_score,split_importance,gain_importance,used_by_split,used_by_gain
split_001,alpha158_IMXD60,68,alpha158,cluster_036,False,0.8666666666666666,88,0.27057459646312054,True,True
split_001,alpha158_MA10,69,alpha158,cluster_019,False,1.0,0,0.0,False,False
split_001,alpha158_MA20,70,alpha158,cluster_033,False,1.0,1,0.012780199758708477,True,True
split_001,alpha158_MA30,71,alpha158,cluster_033,False,1.0,5,0.01708839963976061,True,True
split_001,alpha158_MA60,72,alpha158,cluster_036,False,0.8666666666666666,6,0.0861966423690319,True,True
split_001,alpha158_MIN20,73,alpha158,cluster_030,False,1.0,0,0.0,False,False
split_001,alpha158_MIN30,74,alpha158,cluster_030,False,1.0,20,0.10080595588078722,True,True
split_001,alpha158_MIN5,75,alpha158,cluster_030,False,1.0,5,0.008019658009288833,True,True
split_001,alpha158_MIN60,76,alpha158,cluster_030,False,1.0,18,0.6611018099356443,True,True
split_001,alpha158_OPEN0,77,alpha158,cluster_021,False,0.8666666666666666,0,0.0,False,False
split_001,alpha158_QTLD10,78,alpha158,cluster_019,False,1.0,2,0.0006431660003727302,True,True
split_001,alpha158_QTLD20,79,alpha158,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha158_QTLD30,80,alpha158,cluster_033,False,1.0,7,0.0240082701202482,True,True
split_001,alpha158_QTLD5,81,alpha158,cluster_019,False,1.0,0,0.0,False,False
split_001,alpha158_QTLU30,82,alpha158,cluster_033,False,1.0,8,0.025256263572373427,True,True
split_001,alpha158_QTLU60,83,alpha158,cluster_036,False,0.8666666666666666,7,0.04152697033714503,True,True
split_001,alpha158_RANK20,84,alpha158,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha158_RANK30,85,alpha158,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha158_RANK60,86,alpha158,cluster_036,False,0.8666666666666666,1,0.0027125501073896885,True,True
split_001,alpha158_ROC10,87,alpha158,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha158_ROC20,88,alpha158,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha158_ROC5,89,alpha158,cluster_019,False,1.0,0,0.0,False,False
split_001,alpha158_ROC60,90,alpha158,cluster_036,False,0.8666666666666666,8,0.04331673032720573,True,True
split_001,alpha158_RSV20,91,alpha158,cluster_033,False,1.0,6,0.04755872022360563,True,True
split_001,alpha158_RSV30,92,alpha158,cluster_033,False,1.0,46,0.19519165554083884,True,True
split_001,alpha158_RSV60,93,alpha158,cluster_036,False,0.8666666666666666,10,0.03095315519021824,True,True
split_001,alpha158_STD10,94,alpha158,cluster_003,False,1.0,31,0.14168813987635076,True,True
split_001,alpha158_STD20,95,alpha158,cluster_003,False,1.0,16,0.09906893022707663,True,True
split_001,alpha158_STD5,96,alpha158,cluster_003,False,1.0,22,0.06816184722993057,True,True
split_001,alpha158_SUMD20,97,alpha158,cluster_033,False,1.0,2,0.0015148946390581841,True,True
split_001,alpha158_SUMD30,98,alpha158,cluster_033,False,0.8666666666666666,5,0.0301553497556597,True,True
split_001,alpha158_SUMD60,99,alpha158,cluster_036,False,0.8666666666666666,11,0.03708192170779512,True,True
split_001,alpha158_SUMN20,100,alpha158,cluster_033,False,1.0,3,0.003141847621918714,True,True
split_001,alpha158_SUMN30,101,alpha158,cluster_033,False,0.8666666666666666,6,0.017091790330596268,True,True
split_001,alpha158_SUMN60,102,alpha158,cluster_036,False,0.8666666666666666,14,0.06602626793755917,True,True
split_001,alpha158_SUMP20,103,alpha158,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha158_SUMP30,104,alpha158,cluster_033,False,0.8666666666666666,1,0.007244570180773735,True,True
split_001,alpha158_SUMP60,105,alpha158,cluster_036,False,0.8666666666666666,3,0.009514906909316778,True,True
split_001,alpha158_VSTD60,106,alpha158,cluster_028,False,0.8666666666666666,11,0.03518450050614774,True,True
split_001,alpha158_VSUMD20,107,alpha158,cluster_025,False,1.0,2,0.0022161409724503756,True,True
split_001,alpha158_VSUMD30,108,alpha158,cluster_028,False,1.0,0,0.0,False,False
split_001,alpha158_VSUMN20,109,alpha158,cluster_025,False,1.0,0,0.0,False,False
split_001,alpha158_VSUMN30,110,alpha158,cluster_028,False,1.0,0,0.0,False,False
split_001,alpha158_VSUMN60,111,alpha158,cluster_027,False,1.0,1,0.0004562879912555218,True,True
split_001,alpha158_VSUMP20,112,alpha158,cluster_025,False,1.0,0,0.0,False,False
split_001,alpha158_VSUMP30,113,alpha158,cluster_028,False,1.0,0,0.0,False,False
split_001,alpha158_VSUMP60,114,alpha158,cluster_027,False,1.0,1,0.0005104219890199602,True,True
split_001,alpha360_CLOSE11,115,alpha360,cluster_033,False,1.0,1,0.0031228798907250166,True,True
split_001,alpha360_CLOSE12,116,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE13,117,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE14,118,alpha360,cluster_033,False,1.0,1,0.001327520003542304,True,True
split_001,alpha360_CLOSE15,119,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE16,120,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE17,121,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE18,122,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE19,123,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE2,124,alpha360,cluster_022,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE21,125,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE22,126,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE23,127,alpha360,cluster_033,False,1.0,1,0.0007782260072417557,True,True
split_001,alpha360_CLOSE24,128,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE25,129,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE26,130,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE27,131,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE28,132,alpha360,cluster_033,False,1.0,2,0.015915580093860626,True,True
split_001,alpha360_CLOSE29,133,alpha360,cluster_033,False,1.0,2,0.014125769957900047,True,True
split_001,alpha360_CLOSE3,134,alpha360,cluster_019,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE35,135,alpha360,cluster_036,False,0.8666666666666666,6,0.020120012981351465,True,True
split_001,alpha360_CLOSE36,136,alpha360,cluster_036,False,0.8666666666666666,8,0.055918338970514014,True,True
split_001,alpha360_CLOSE37,137,alpha360,cluster_036,False,0.8666666666666666,1,0.0020722299814224243,True,True
split_001,alpha360_CLOSE38,138,alpha360,cluster_036,False,0.8666666666666666,1,0.003321409923955798,True,True
split_001,alpha360_CLOSE39,139,alpha360,cluster_036,False,0.8666666666666666,1,0.00015147399972192943,True,True
split_001,alpha360_CLOSE4,140,alpha360,cluster_019,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE40,141,alpha360,cluster_036,False,0.8666666666666666,2,0.016547959996387362,True,True
split_001,alpha360_CLOSE41,142,alpha360,cluster_036,False,0.8666666666666666,2,0.0028267991001484916,True,True
split_001,alpha360_CLOSE42,143,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE43,144,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE44,145,alpha360,cluster_036,False,0.8666666666666666,1,0.0038188700564205647,True,True
split_001,alpha360_CLOSE45,146,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE46,147,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE47,148,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE48,149,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE49,150,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE50,151,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE51,152,alpha360,cluster_036,False,0.8666666666666666,2,0.006461519980803132,True,True
split_001,alpha360_CLOSE52,153,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE53,154,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE54,155,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE55,156,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE56,157,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE57,158,alpha360,cluster_036,False,0.8666666666666666,2,0.003161619999445975,True,True
split_001,alpha360_CLOSE58,159,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE59,160,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_CLOSE6,161,alpha360,cluster_019,False,1.0,1,0.0031612298917025328,True,True
split_001,alpha360_CLOSE7,162,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE8,163,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_CLOSE9,164,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH10,165,alpha360,cluster_033,False,1.0,3,0.00692033109953627,True,True
split_001,alpha360_HIGH11,166,alpha360,cluster_033,False,1.0,2,0.009668350219726562,True,True
split_001,alpha360_HIGH12,167,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH13,168,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH14,169,alpha360,cluster_033,False,1.0,1,0.003493649885058403,True,True
split_001,alpha360_HIGH15,170,alpha360,cluster_033,False,1.0,2,0.002711449982598424,True,True
split_001,alpha360_HIGH16,171,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH17,172,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH18,173,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH19,174,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH20,175,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH21,176,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH22,177,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH23,178,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH24,179,alpha360,cluster_033,False,1.0,1,0.0014794700546190143,True,True
split_001,alpha360_HIGH25,180,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH26,181,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_HIGH27,182,alpha360,cluster_033,False,1.0,1,0.007645430043339729,True,True
split_001,alpha360_HIGH28,183,alpha360,cluster_033,False,1.0,2,0.007701809983700514,True,True
split_001,alpha360_HIGH33,184,alpha360,cluster_036,False,0.8666666666666666,9,0.03064497373998165,True,True
split_001,alpha360_HIGH34,185,alpha360,cluster_036,False,0.8666666666666666,3,0.0070264399982988834,True,True
split_001,alpha360_HIGH35,186,alpha360,cluster_036,False,0.8666666666666666,3,0.013906009960919619,True,True
split_001,alpha360_HIGH36,187,alpha360,cluster_036,False,0.8666666666666666,3,0.010575989726930857,True,True
split_001,alpha360_HIGH37,188,alpha360,cluster_036,False,0.8666666666666666,2,0.006666730041615665,True,True
split_001,alpha360_HIGH38,189,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_HIGH39,190,alpha360,cluster_036,False,0.8666666666666666,2,0.007103250245563686,True,True
split_001,alpha360_HIGH40,191,alpha360,cluster_036,False,0.8666666666666666,1,0.0017754799919202924,True,True
split_001,alpha360_HIGH41,192,alpha360,cluster_036,False,0.8666666666666666,2,0.0027787300059571862,True,True
split_001,alpha360_HIGH42,193,alpha360,cluster_036,False,0.8666666666666666,4,0.013909480068832636,True,True
split_001,alpha360_HIGH43,194,alpha360,cluster_036,False,0.8666666666666666,1,0.004740609787404537,True,True
split_001,alpha360_HIGH44,195,alpha360,cluster_036,False,0.8666666666666666,2,0.009953689761459827,True,True
split_001,alpha360_HIGH45,196,alpha360,cluster_036,False,0.8666666666666666,3,0.005705339950509369,True,True
split_001,alpha360_HIGH46,197,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_HIGH47,198,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_HIGH48,199,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_HIGH49,200,alpha360,cluster_036,False,0.8666666666666666,2,6.662319901806768e-05,True,True
split_001,alpha360_HIGH50,201,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_HIGH51,202,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_HIGH52,203,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_HIGH53,204,alpha360,cluster_036,False,0.8666666666666666,1,5.246570071903989e-05,True,True
split_001,alpha360_HIGH54,205,alpha360,cluster_036,False,0.8666666666666666,2,0.003130449913442135,True,True
split_001,alpha360_HIGH55,206,alpha360,cluster_036,False,0.8666666666666666,1,0.005605650134384632,True,True
split_001,alpha360_HIGH56,207,alpha360,cluster_036,False,0.8666666666666666,2,0.009745180374011397,True,True
split_001,alpha360_HIGH57,208,alpha360,cluster_036,False,0.8666666666666666,6,0.04235831997357309,True,True
split_001,alpha360_HIGH58,209,alpha360,cluster_036,False,0.8666666666666666,6,0.04014561977237463,True,True
split_001,alpha360_HIGH59,210,alpha360,cluster_036,False,0.8666666666666666,25,0.23952146177180111,True,True
split_001,alpha360_HIGH9,211,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_LOW10,212,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_LOW11,213,alpha360,cluster_033,False,1.0,1,0.0006346890004351735,True,True
split_001,alpha360_LOW12,214,alpha360,cluster_033,False,1.0,1,0.0044427597895264626,True,True
split_001,alpha360_LOW13,215,alpha360,cluster_033,False,1.0,1,0.0011433899635449052,True,True
split_001,alpha360_LOW14,216,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_LOW15,217,alpha360,cluster_033,False,1.0,3,0.0032500683373655193,True,True
split_001,alpha360_LOW16,218,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_LOW17,219,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_LOW18,220,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_LOW19,221,alpha360,cluster_033,False,1.0,3,0.011823320179246366,True,True
split_001,alpha360_LOW2,222,alpha360,cluster_019,False,1.0,5,0.008452210109680891,True,True
split_001,alpha360_LOW20,223,alpha360,cluster_033,False,1.0,1,0.0009974170243367553,True,True
split_001,alpha360_LOW21,224,alpha360,cluster_033,False,1.0,2,0.005213449941948056,True,True
split_001,alpha360_LOW22,225,alpha360,cluster_033,False,1.0,2,0.004079469945281744,True,True
split_001,alpha360_LOW23,226,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_LOW24,227,alpha360,cluster_033,False,1.0,2,0.005196750047616661,True,True
split_001,alpha360_LOW25,228,alpha360,cluster_033,False,1.0,1,0.0060523501597344875,True,True
split_001,alpha360_LOW26,229,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_LOW27,230,alpha360,cluster_033,False,1.0,5,0.07372026797384024,True,True
split_001,alpha360_LOW28,231,alpha360,cluster_033,False,1.0,6,0.11727290833368897,True,True
split_001,alpha360_LOW29,232,alpha360,cluster_033,False,1.0,5,0.16905352019239217,True,True
split_001,alpha360_LOW3,233,alpha360,cluster_019,False,1.0,3,0.00970675004646182,True,True
split_001,alpha360_LOW30,234,alpha360,cluster_033,False,1.0,24,0.4585510053439066,True,True
split_001,alpha360_LOW35,235,alpha360,cluster_036,False,0.8666666666666666,7,0.06505351490341127,True,True
split_001,alpha360_LOW36,236,alpha360,cluster_036,False,0.8666666666666666,7,0.1103942907648161,True,True
split_001,alpha360_LOW37,237,alpha360,cluster_036,False,0.8666666666666666,7,0.1542360302992165,True,True
split_001,alpha360_LOW38,238,alpha360,cluster_036,False,0.8666666666666666,11,0.11034662020392716,True,True
split_001,alpha360_LOW39,239,alpha360,cluster_036,False,0.8666666666666666,3,0.01165898039471358,True,True
split_001,alpha360_LOW4,240,alpha360,cluster_019,False,1.0,0,0.0,False,False
split_001,alpha360_LOW40,241,alpha360,cluster_036,False,0.8666666666666666,6,0.04671079013496637,True,True
split_001,alpha360_LOW41,242,alpha360,cluster_036,False,0.8666666666666666,2,0.011903370497748256,True,True
split_001,alpha360_LOW42,243,alpha360,cluster_036,False,0.8666666666666666,1,0.0004272490041330457,True,True
split_001,alpha360_LOW43,244,alpha360,cluster_036,False,0.8666666666666666,2,0.004823310067877173,True,True
split_001,alpha360_LOW44,245,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW45,246,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW46,247,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW47,248,alpha360,cluster_036,False,0.8666666666666666,1,0.0012330099707469344,True,True
split_001,alpha360_LOW48,249,alpha360,cluster_036,False,0.8666666666666666,2,0.0015457229455932975,True,True
split_001,alpha360_LOW49,250,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW5,251,alpha360,cluster_019,False,1.0,1,0.0004232320061419159,True,True
split_001,alpha360_LOW50,252,alpha360,cluster_036,False,0.8666666666666666,1,0.00022064399672672153,True,True
split_001,alpha360_LOW51,253,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW52,254,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW53,255,alpha360,cluster_036,False,0.8666666666666666,2,0.0050213399808853865,True,True
split_001,alpha360_LOW54,256,alpha360,cluster_036,False,0.8666666666666666,4,0.011890219757333398,True,True
split_001,alpha360_LOW55,257,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW56,258,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW57,259,alpha360,cluster_036,False,0.8666666666666666,1,0.000288985000224784,True,True
split_001,alpha360_LOW58,260,alpha360,cluster_036,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_LOW59,261,alpha360,cluster_036,False,0.8666666666666666,6,0.0121715389250312,True,True
split_001,alpha360_LOW6,262,alpha360,cluster_019,False,1.0,1,0.0013324900064617395,True,True
split_001,alpha360_LOW7,263,alpha360,cluster_033,False,1.0,1,0.0009341239929199219,True,True
split_001,alpha360_LOW8,264,alpha360,cluster_033,False,1.0,1,0.0019541399087756872,True,True
split_001,alpha360_LOW9,265,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN1,266,alpha360,cluster_022,False,0.8666666666666666,0,0.0,False,False
split_001,alpha360_OPEN10,267,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN11,268,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN12,269,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN13,270,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN14,271,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN15,272,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN16,273,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN17,274,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN18,275,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN19,276,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN2,277,alpha360,cluster_019,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN20,278,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN21,279,alpha360,cluster_033,False,1.0,1,0.0029005100950598717,True,True
split_001,alpha360_OPEN22,280,alpha360,cluster_033,False,1.0,0,0.0,False,False
split_001,alpha360_OPEN23,281,alpha360,cluster_033,False,1.0,0,0.0,False,False
