solver,repeat_index,coefficient_sha256,prediction_sha256,wall_time_seconds,peak_memory_delta_mb,fit_row_count,factor_count,status
cholesky,0,4e2006e222317338973323683670529add028fc6d0082474660b2745b661458c,d38fc2ad6e7ebeca36eded22d696dc51398d24e33fd2e421f1c60a9c9da6a0bd,0.0067918999993707985,1.12890625,39886,5,pass
cholesky,1,4e2006e222317338973323683670529add028fc6d0082474660b2745b661458c,d38fc2ad6e7ebeca36eded22d696dc51398d24e33fd2e421f1c60a9c9da6a0bd,0.008280299982288852,0.01953125,39886,5,pass
lsqr,0,0f0d0dca65e45256f94de021c323897afe09fa9de76fe4c70fe55db2b40a986e,2ad46e72f5ba5842594162fafe7e023a2c239ff21b562b4bbda12a7e70ffcc68,0.0064885000174399465,0.328125,39886,5,pass
lsqr,1,0f0d0dca65e45256f94de021c323897afe09fa9de76fe4c70fe55db2b40a986e,2ad46e72f5ba5842594162fafe7e023a2c239ff21b562b4bbda12a7e70ffcc68,0.007545400003436953,0.0,39886,5,pass
