scenario,scenario_type,cost_bps,start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,topk,rebalance_every,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,candidate_count
cost_5bps,cost_sensitivity,5.0,2024-02-01,2026-06-02,560,30,28,2,0.06666666666666667,0.28180251132424217,0.2753073679032647,0.23764280071819543,0.030121805471903018,0.0249511057743379,0.30357714839398797,0.2624590648936282,-0.15167073983788038,0.7992857142857144,1.0,1071.2857142857142,100.0,label_20d_t1,100,20,3,75.0,2.0,14
cost_10bps,cost_sensitivity,10.0,2024-02-01,2026-06-02,560,30,28,2,0.06666666666666667,0.28180251132424217,0.2688424925398807,0.23764280071819543,0.030121805471903018,0.01980427758861847,0.30357714839398797,0.22129494090812793,-0.15377204227861707,0.7992857142857144,1.0,1071.2857142857142,100.0,label_20d_t1,100,20,3,75.0,2.0,14
cost_20bps,cost_sensitivity,20.0,2024-02-01,2026-06-02,560,30,28,2,0.06666666666666667,0.28180251132424217,0.25600303147319736,0.23764280071819543,0.030121805471903018,0.009581833709710219,0.30357714839398797,0.13889284436104132,-0.1579616460397738,0.7992857142857144,1.0,1071.2857142857142,100.0,label_20d_t1,100,20,3,75.0,2.0,14
