scenario,scenario_type,start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,topk,rebalance_every,cost_bps,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,candidate_count
combined_base,base,2024-02-01,2026-06-02,560,30,28,2,0.06666666666666667,0.28180251132424217,0.2688424925398807,0.23764280071819543,0.030121805471903018,0.01980427758861847,0.30357714839398797,0.22129494090812793,-0.15377204227861707,0.7992857142857144,1.0,1071.2857142857142,100.0,label_20d_t1,100,20,10.0,3,75.0,2.0,14
