start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,topk,rebalance_every,cost_bps,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,window_start,window_end,weight_preset,score_weights
2024-02-01,2026-06-02,560,29,28,1,0.034482758620689655,0.17867439005216967,0.1754761532641096,0.24443426897968523,-0.07386119869564767,-0.07635030042206237,-0.5792966335428513,-0.6020409101634411,-0.14824565552721836,0.42809523809523814,1.0,1064.5,300.0,label_20d_t1,300,20,5.0,3,75.0,2.0,2024-01-01,2026-06-09,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25"
