outer_split_id,factor_count,allowed_dates_sha256,exposure_dates_sha256,exposure_path,exposure_sha256,exposure_rows,performance_path,performance_sha256,performance_rows,factor_list_sha256
split_001,460,1c374814f32cd3f87c404ad09942788eaee0c5ac8fc2a69e54f8f9c19f9f5205,6dd7e60b4917c8536cd619b58c7ff79a9d7799c024f54a0814e9c2911f91b6f8,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/runtime/split_001_exposure.parquet,6bc55d4c163b837e845e0658230d677e7e90ab4730d57848962d270ffc05f22f,119990,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/runtime/split_001_performance.parquet,bbf845936cd4f5a21e61794a50459776048b2283afa0ce610480d3e5af72ce17,351900,a946417b3c69a14b63c0cbb8ce5c9521c0988c42394c2d11ccdfdc94754fcc14
split_002,238,15f0a51f7fa9ea1b886b896f75bf7afd58ed8ccdffa7d21a2922c5fdc7a2f285,89ec9298665d0223e397c60c0b94a4aa6aeb52ada2a2057a3ca88b0525c82bf8,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/runtime/split_002_exposure.parquet,30dbc8997187953cbc008383f231f0f40619441172d7610d7dbd23492729f551,119989,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/runtime/split_002_performance.parquet,378e318df912937e2a5d4335ab0c3cdf6b70930aa8a49ded9518c8251c5d0b06,210630,1bb17d423305bdee023b259a5e189b55ef2c6e7a973efa8716a77ae5dd74181a
split_003,214,adf82cb775ccc74912946f39889346e3701f80ea3c706ddf248221100d9d6d6a,1f2e3d1b7f3f4b12b91442839e7fc8a2d3823a10f308584d18145e5a5bf3f261,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/runtime/split_003_exposure.parquet,a673925014c4af36ca579434e16ac15a88ea9da95e20de6149a92c0d80fb96be,119984,E:/qlib_prj/qlib_baseline/outputs/clustering_input_projection_v2/runtime/split_003_performance.parquet,2ea0c0c04ac578c62d3d55b558ff3fc840f9a930e204e2f3f2d167d3a3a8073c,215926,6389f13c25c0750f2bd4680101f4689aaa856af1769f3b3dce24a852de30ba64
