api,segment,row_count,data_sha256,cache_hit,cache_root
daily_basic,20120410,2244,2cb7c3a6ac754286f75836140baa5ecb1bee895b67ffbf2adad3cbb111fc45a6,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120410,2242,be447d9a13c1f92068f2528f7ae08ddc9510b221decf8fd7b3a2bcba26cee1f0,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120411,2268,b6708cbf3bcbe19b5be420e1a7c05f494ca281d91015a55c2c97a7918fe8cebc,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120411,2265,22ec9e98e44294a65aa7ef93b8667e968d15dfeccb56bf85088f1bc5085ce3e4,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120412,2249,320fc9eb4c2d9a3b4d4689c9ca9e108ea02493a545ac2d27795fea18a046160c,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120412,2246,392307888f81ccd585d76bfaae5c11a5d1dca60a9b9985ac0bfd9453a77b50bc,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120413,2256,d92a500f4a8d57908b30e9d1da3339e1468de1281c77118402721097cf42bbd5,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120413,2253,5b122facf4a9922b4040b9c6d72a7b38666478bf7809b39e4db71ef4fd793a75,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120416,2249,772093bb90ffadd892923bc12022b9544a9c4bff5a4d010cadfbc046e3196a0c,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120416,2246,4e462e8c564b16df7c5b0ccf7aa643866bea1b93af450150a2cb366925d70243,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120417,2246,47256cbbffbd706e4f5966d1b415cc43978f04527be5f8e6338db84a119713d8,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120417,2243,426a31ee942ab074f2cb7941586d54ee524f835874b8cc0d52ebdd030c817ca2,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120418,2225,bb9dce3ed82581aeb1530cc834d8ede762d667c6a5cd8179196f3fd253a9cfbd,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120418,2222,3149f4e5d34e26293a6663eeb43970b2819b1815ba0f59e7a5f8b9a4a7079442,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120419,2229,39fd37209fe16d22817ed5b7c54346866f8fa7137c7c5bc7d39c78a5e8c284ff,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120419,2226,7e87d01f9256b598c3dfa81477789a38a5e6065229f1c9be3c44ae4120321413,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120420,2171,300ca677f5f67d2501156b4fcdf684a634159e3c01bce31d10cdc5b87b623431,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120420,2168,023e7e5e515e6df0de5f06ac514e17fe0c5c18c815b0b46c38951f06c607a1e0,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120423,2223,8493a824c18fab08779da0bdb90b5b5bb8dba710e9c3fd02aef6b9a64d6b6ff7,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120423,2220,aa6ac8515fad23e55284b30591ee0f2b7c98e2fc5efb7df9012e4d3269cb9d64,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120424,2268,6d9146e07529e12900f6b9c331fbed37e8c223afa854c08b79955638397be680,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120424,2265,afe772cdc7d02564dea027f98d944819fb08ea868c445c11e0b199440f1a8186,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120425,2249,94aa264850d30e3678c5844bcbc91003b5282961ab9568ceaaf7109988bedc5b,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120425,2246,11c8627b0e97d9bf92062c6b9f338d09fc50d7cf3970486e3af0895186838391,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120426,2237,083dfb590ff3116e947d50fa5361757cf774dea4dabbe81d11d3b9194acce2d0,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120426,2234,9c0271df4e39902cef24f28721cccf5e45feff0aaeecf1c9d6422862ad1054f6,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120427,2216,b0c17df86a5d28d49276c26dd90eb0006c905217f63a4b45a8ec1d072afc45c6,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120427,2213,d071586a08e9bc443cd2aee0815c469c770e3a2c23014b2aa4458f555f1f9489,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120502,2269,5d29ab1b195886c30f1f8ef5f692498befcaac11f790e2c4d1c1262c56a51e04,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120502,2266,4cdd69c252615c8560cc93e251d411fad247e9e260c4fc89da4da7dcd30f8c40,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120503,2269,2b491cc2ae97dde40b905833f887b4bf0889418c9c214e12d67e05b753dfaf68,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120503,2266,94b3431b7f105e05be87cee6875f1430e7bdc1256e5ccce31bdbb0bbd24dc291,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120504,2278,b662763f18b51bd9e395386a31e12ee5b2421578600e06f82fb3478103805c42,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120504,2275,a4514b4bf0cd970630573800621cdb44d6be1cf0c8c4ed5d3d96f8a8c96a138f,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120507,2272,abbbac13416045166ddf12bcfe38967a7ef2c63d75af09d319c0a6dac6c8c01b,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120507,2269,ac75019ba9f8a9248e23a93ea3f2164fd3401f75a500e8130502b8a1ba4dc60c,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120508,2241,0f9ffe7c8688b93e00ebafa6824d17eee13431327ca4ddda2286415033a6c12a,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120508,2238,0e79ca0fd150980d69c79bb5024d23afdc2945123496877ce82e4c04a31dbbfa,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120509,2269,dab762c507693dc2d1b9cd7789c2862d7687eb92b7150717860fc378de4e3f89,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120509,2266,4ad6e98e89d3043944b4b70045b03ae4dc6b7a7156a5cafd1a4538fa41239eaf,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120510,2234,07992b28a09d50267d765fb3a61f03d60073878076d967da976a2a559b033d84,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120510,2231,681bbb40530d1cdb3c2f789be70b389993e61b2ad88ae92f7aa9a419c2d654d9,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120511,2232,9e51c9f33c8b2c9252aea297dd871ec70a0b6706aa9bac3a0d187f00f2ba961c,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120511,2229,e53d696f61cc57078d2c0df666857b14bc75bf683eb9126c56327b196302ed5d,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120514,2278,4709bd4675b2444fe7dde36031c1ed890e50c04b20d73b7baf36ceffd5effbbd,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120514,2275,ea2103abb449232acf5c9be209a18e454bc1bc3cd6669154ac3e5b012a3130e3,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120515,2250,99316d577470c06133355e499974f3fc16d9abd1a86824967409d6e8ab77ed0f,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120515,2248,00dc33ba0e700e46942871143e0bcefa7264c8c387c8e17b5be86d6ec81cf7c5,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120516,2234,45c99d894e0230b4ad3128305590d0ec3832301914a21eb5f93803bc217a640e,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120516,2231,b946460973dec89d71d27e22393f0407090cad756734c0c26514141ff8134235,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120517,2264,76513119f574ed7d64db2ad01e2c0706e6f32d4e15a011faa767e2e0f12e088f,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120517,2261,8a2c0c7095243dd814ef6906289edf29c2848d63ef78dc9514a704813a3e9388,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120518,2205,8782b8cb2a40d270865c1ceb178d8a8455395a15ad7ab87c5fb7863fa3efdc58,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120518,2202,6c0c4798f42e15a0791750b649fdf9db012141b24d7b14318d0309a7c8136fa9,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120521,2273,d008bdcb27a60f4c83abcc713a7705ed1939cbc0508515346c22f27a07fed174,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120521,2270,46fb4eb28521a08178524e1afef4550c9df485c2022264dd5878e7e77a4c9cf6,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120522,2276,3af676ceb03d4ca09e75c4c0e3bc6a2fa22d23f0374a28aed1cabe4a9fc797b0,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120522,2273,92a1e6be3153d6c0294c87e47c5fae594c1575e14b2019c0583ff1fc0263664a,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120523,2288,48413ad65fe351d0009db1de570f170be4d404775d7f54010e791c29eb271e65,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120523,2285,2e8926a4fe18bdd126465b65c189c142661a33d2cd6d59bbc17b04c4408b17c4,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120524,2302,17c5bb060929717500957f313874e45b03cf03185c3e403ef6b2fafd7cca9bca,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120524,2299,75b68c23add410316e68eb8083d8fcdfe43762e5acde53dc9b8e49a4fcfe9d1d,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120525,2254,3dbe2fc901b614fe35384a08fd3f99fb40d2f9e7e1586fac0253eab7a10f8070,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120525,2251,b7723daa0864a1cde21f8c7f0a426cee8568c57c3580d60e3f5b6f86c5585b96,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120528,2297,69d17a45a1fa3137dd6ada7b0bb5cf45ecc3eefcf4b4390eb70498bc5df3462d,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120528,2295,dfb025b0c5af26f81b03bca6d2ac76c905e8877b82fc8059a37796506d0322bb,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120529,2290,40f3ecb5f598cf9ad4453783579b0d6bb820acf39d4bc0eb0719eadff08e51f8,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120529,2287,88903fd82667f7cf5b67c432b264f7f2acebaa84d7e9174b185e3f651b198680,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120530,2299,3e9384652a640d4eeac1662654e362f7b236aff23d8f49e9c1d1718ca5447bf0,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120530,2297,1d1e5a9fa336bbe177a14c6ddcd099ef624c722663a85724f82ab5eb887a9d30,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120531,2305,e1b41a65d20b51a31409a9ff6c2efa6553797e4c0a6fe9bb0ff21c61bb4e35c6,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120531,2303,377bef2393383066f21947a9a5e0f63a9c0e5027703e6983a08ec2f9bd2d25d0,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120601,2314,36d3c6f3d6f3d75abec0f573f1684d157d3b651ecdcb7c74d1e18cda7f3ae821,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120601,2312,4e4615225ec748aa78e21e237ca0417d8df1931899bb30f61655907dc3753660,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120604,2312,ba437c0832c85fecadb0af87bf0c6fa29339b81381c06cc209ad5ad75f51afe3,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120604,2309,c6c93224718214b1bf11d377c8a0910bc6099a3f60cf318ccc67d81664f3ebe9,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120605,2315,04c6f3c0fac8af155bbb07f3cdc13792d2844abd10cb10232f8b0f86d51ce7e3,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120605,2312,81a15b30377a48c8bafebd8c8c602452db18d4c0a3ff67abc81744b30e15e67c,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120606,2301,77681e671900b21d28ce7985c15b35c240d3f93c9d0a98396d927aa0b31ab134,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120606,2298,9a737e4e69bb0d9a28d1571694dae07f424a2475b3787e4c53b503f30a4848c7,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120607,2319,1ddadebd22709e13a14a1aef094fe03bd8559c7559dc65f247813b333ae69999,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120607,2316,2d83aab240a45292ecb1c5553a238fde96016db9ea106b8d6ad7aa003afe71fb,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120608,2294,f748bcf2907bc36ad810a4fdac3f1aa94e9c53ad99c3d284659405925f44b75a,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120608,2291,ce22e6a659b72e8f5f1fc9a0d2be216d77810085669f40e7671361cf2a12232d,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120611,2316,c74b0f515fe38785218de99fd97d466a11596f0ac0839a51d419dd13cd186a59,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120611,2313,0f57a56d38e7817ad3fb752a7546a0412ba4284c5b9e2f3e7b6bf5af1e030afc,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120612,2329,97c30feaf3b4c5287fa087c80c9a15679dd9f2d2dfb282623ab8ae1739f98668,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120612,2326,36d254f312906dd0126245424c0a33e1d5f737f407c7c6e353942e79badfa395,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120613,2348,18b33de96811ae5cb48ceb0935060f055820451624895e220882a0cf4f3dd9c9,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120613,2345,ec9dc986b3aebb90f1e5544f10f6e56c05ac5a5ce1d42c3ccd84167a333f9b44,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120614,2343,efa0a631f6073655c82821bfe590898a63e0038bc507f0505ba64eb5296a7570,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120614,2340,bc01e7345f46727c3e3cb93da949734d2ada1c03606e17e039321daf271a4b40,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120615,2311,b0ddf5e60f806fd2fc80d7a0bab99c6230a12d4d4abd1e7fe9e2dd380672c877,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120615,2308,db2160d01c5d3242dbb4d10c69d350dc22b7711ea6ec3ce7febd2877c4f8ca4a,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120618,2312,49048be29ebbbef5999761e2632767c432e0ba7de4583a9965e3c3a0667a6800,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120618,2309,9bfa858cd035d0ab64ab6b0c0c83efbd67a98bed593d1988f2ab5da0c505f7c4,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120619,2340,ab2b21968b6b872879d437f826a8fb107e79ffbde5efe1d28f106c4cc0d0ca24,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120619,2337,4b7eab43da017c9dc61d3fa037d43978b23c295f2802f3682d4e1e043ee74c31,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120620,2324,76445462e7b1fe233ac9d4e12d0bb536d077ef13683e9e138371b2bd68ef9cf2,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120620,2321,4cc8daa86b45e68669a1acb2998030b1d1408222dac5d4e38e40d7ddbcefde62,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120621,2321,2af392b35dd3a50c28d07dc83398f99a56c9ca261e32836214f0c7952903ff84,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120621,2318,01305c7e9a8f49cffd1e8fdd1285305895113a0128b8e09549fc9baea1564553,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120625,2301,1fa1dae3b79c63ae31b93e868260be07464164f07c463c315a2fd1cd913efd82,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120625,2298,5c8c6310cbabdbeffba28d2355bc5472683de45150ab0afe863bc50f655e5169,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120626,2321,f1178f10247be34c58f7686e47f422c3dec32fdfcc99a26275448003b0748648,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120626,2318,10989c7a2bed4d805cea4c61346bee220d8f49e6fd5a967196e19e66343cdf63,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120627,2330,c8d272e336a45cb31b0278375dbce3a0d5cda68b302c081a276f5a68494c8f1c,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120627,2327,72c7c39f99101d35d7c37056577090f176fc60b7b88d87966d28dc2ec80089f7,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120628,2296,67d92f6677ffc5967b2d4e4751f02fa94ce219df9deb4738d22b2cd3de677c21,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120628,2293,a003c05d85bc9e703fc9168d85b07fc026f2aa53cb8b0d1e841b4ddaa0f75fda,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120629,2302,5ac74d06ad935a52b7cec10b1b557b92a2f6787ba431efc423290d6c0ecbbdb3,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120629,2299,1b417eb577f7405fec845e770d7457d722dc1d58988ddffc229c6eebe5e52d03,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120702,2352,b9e64efa69967ab6b526e7fc147f8cc1a3372acd0640746f39db2987f10e1867,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120702,2349,422e773423b3c25c6d414909a1cef46a023b917767067a31007f240e240f6085,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120703,2361,c2fdddad2e7c5887f6a83fb39d889b35559e777070ba8b9d17db83b1e7bfa430,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120703,2358,e5904ba1387fed8ea1347bfa53ba81af96aa883cf60229064004360271a3ec91,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120704,2353,5099bbb627a3986b035e60b51fe6b9860096b30a1ef1b6297e13fcada7f3235c,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120704,2350,2589bdc5cf44c86e78e1533081ed2dc774d40f5c86db51c42ec864005cb42d4f,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120705,2349,0b7c4b525bb8d922259e5791181b02b060fb5d65b0a8c5a0fd1524fd6e1e0f2f,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120705,2346,4f0e63efee5312b2ea69cf8094f86038e0867fc6bec94db2b29ffc85e5592a3b,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120706,2349,473982c221feee4b33b5c4d927f083d000f51aac4dcc40a09eb1f2b6d16df554,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120706,2346,c7a31593c2428e00b2922ae9bfae5038d79abbf76f6d5084a120e8502fab08e1,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120709,2364,e18a246f560fff8feddb14a2affbca60baa32e6bea133f3f67c964c0b44de1c5,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120709,2361,660553e88adca2a11269bb97781c74875aa5e3fe8e275eec7f73792172903f91,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120710,2366,37556982e39b1c49726e1f60ef3c6e0b679c9b4229d006cbdf41c240ba2e1912,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120710,2363,32bcfcec63feaba49d669b0861437a09a23c60b70ac1684d4a200ea1db5d5b84,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120711,2371,0829798e9f69546f8e0085327a1d7b596d1183a57e6bcdb38dd9ad3b08e0db6b,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120711,2368,1488d751d524ab72c4345ab3a95d90ed976e8d41ff2d9795202bb051ca35caa6,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120712,2370,d846f89e38326af68ac5d21301d584f4a1fd28704b935c3d7a81adccbb9ebf67,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120712,2367,041671ef27bf1fd6c32a575df1a8f540763b0bdf1b3f05314b25c509e714b627,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120713,2372,8167e9173d15d59be5ae67542a2acb8b41e5d0bd56d811a5a00bc2bae003d866,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120713,2369,9b02c0e471fefd4c2c8baaba9f24e84d1684f7f7284888a3b41facac44191fd2,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120716,2368,e9226f3dd4462696d9a421a4c292d3ac3ae82766f26a2d2d20c1171250e1694d,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120716,2365,0d950e712fa8d9c267185cc0211e9dd7956fc08ce76a2aa792c7d92d3d772e12,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120717,2372,8fcafaadfcd9d06141a77555ca6f5f159d552568f5719d228e24ad6a08e7e2c1,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120717,2369,5b9a8a9671574ca11d3869b0a3734e0aabb3e5eb24ef1d867f5fccbf44e448d0,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120718,2369,7ff20711834dbf919a208b74c517333f43baf07370ba82010a5b0c3473009003,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120718,2366,a8de6e0378b1b07f8f57f69dc45029884ee8fdc123444b4fcb4def97dd3f004c,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120719,2368,e3a2de2e436554d6b14a067d0ff12bd48c42315105b780b1a7b343b2bb643a2a,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120719,2365,442a963ca962895f16de612c45e9009fb7b3dec98a3d521a94f64cbc7053a67f,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
daily_basic,20120720,2369,ac43d48f692fdfb6029c90f78ccc5524bbb34e5be02a4d4818cb1af749ac781e,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
moneyflow,20120720,2366,d01613166fa204a9e27bccbc7c7fa67dca104a061b7e0dfd3424bc57c93a485d,True,E:/qlib_prj/qlib_baseline/outputs/historical_data_engineering_extension_v1/raw
