api,ts_code,offset,page_size,row_count,terminal,elapsed_seconds,status
cashflow,300276.SZ,0,100,48,True,0.6119046000021626,pass
income,300277.SZ,0,100,53,True,0.10095400000136578,pass
balancesheet,300277.SZ,0,100,68,True,0.06745679999949061,pass
cashflow,300277.SZ,0,100,49,True,0.14155939999909606,pass
income,300278.SZ,0,100,50,True,0.08089309999922989,pass
balancesheet,300278.SZ,0,100,64,True,0.06771160000062082,pass
cashflow,300278.SZ,0,100,48,True,0.07362250000005588,pass
income,300279.SZ,0,100,51,True,0.07797759999812115,pass
balancesheet,300279.SZ,0,100,63,True,0.0975719999987632,pass
cashflow,300279.SZ,0,100,46,True,0.10840800000005402,pass
income,300280.SZ,0,100,49,True,0.07690780000120867,pass
balancesheet,300280.SZ,0,100,64,True,0.08466190000035567,pass
cashflow,300280.SZ,0,100,46,True,0.08142260000022361,pass
income,300281.SZ,0,100,53,True,0.08244719999856898,pass
balancesheet,300281.SZ,0,100,66,True,0.09176980000120238,pass
cashflow,300281.SZ,0,100,50,True,0.08527570000296691,pass
income,300282.SZ,0,100,51,True,0.07897589999993215,pass
balancesheet,300282.SZ,0,100,65,True,0.11990240000159247,pass
cashflow,300282.SZ,0,100,47,True,0.07065359999978682,pass
income,300283.SZ,0,100,51,True,0.08082459999786806,pass
balancesheet,300283.SZ,0,100,64,True,0.12060140000176034,pass
cashflow,300283.SZ,0,100,48,True,0.06351630000062869,pass
income,300284.SZ,0,100,50,True,0.06431090000114636,pass
balancesheet,300284.SZ,0,100,64,True,0.09307559999797377,pass
cashflow,300284.SZ,0,100,46,True,0.07055150000087451,pass
income,300285.SZ,0,100,53,True,0.06820340000194847,pass
balancesheet,300285.SZ,0,100,66,True,0.08384170000135782,pass
cashflow,300285.SZ,0,100,48,True,0.06815279999864288,pass
income,300286.SZ,0,100,53,True,0.08163349999813363,pass
balancesheet,300286.SZ,0,100,66,True,0.06305350000184262,pass
cashflow,300286.SZ,0,100,50,True,0.0740252999967197,pass
income,300287.SZ,0,100,48,True,0.0816147000005003,pass
balancesheet,300287.SZ,0,100,62,True,0.08459450000009383,pass
cashflow,300287.SZ,0,100,46,True,0.07419620000291616,pass
income,300288.SZ,0,100,49,True,0.08527549999780604,pass
balancesheet,300288.SZ,0,100,62,True,0.08509240000057616,pass
cashflow,300288.SZ,0,100,45,True,0.06889679999949294,pass
income,300289.SZ,0,100,50,True,0.08275779999894439,pass
balancesheet,300289.SZ,0,100,62,True,0.08489729999928386,pass
cashflow,300289.SZ,0,100,45,True,0.07921340000029886,pass
income,300290.SZ,0,100,50,True,0.06895950000034645,pass
balancesheet,300290.SZ,0,100,62,True,0.0798635999999533,pass
cashflow,300290.SZ,0,100,47,True,0.08128969999961555,pass
income,300291.SZ,0,100,49,True,0.27468729999964125,pass
balancesheet,300291.SZ,0,100,62,True,0.1405291999981273,pass
cashflow,300291.SZ,0,100,47,True,0.0878061000003072,pass
income,300292.SZ,0,100,49,True,0.07455269999991287,pass
balancesheet,300292.SZ,0,100,62,True,0.26121579999744426,pass
cashflow,300292.SZ,0,100,47,True,0.09907269999894197,pass
income,300293.SZ,0,100,49,True,0.08630229999835137,pass
balancesheet,300293.SZ,0,100,62,True,0.06987669999944046,pass
cashflow,300293.SZ,0,100,47,True,0.07339789999969071,pass
income,300294.SZ,0,100,49,True,0.07399490000170772,pass
balancesheet,300294.SZ,0,100,60,True,0.09038739999959944,pass
cashflow,300294.SZ,0,100,47,True,0.07111850000001141,pass
income,300295.SZ,0,100,49,True,0.09794959999999264,pass
balancesheet,300295.SZ,0,100,62,True,0.0684627000009641,pass
cashflow,300295.SZ,0,100,45,True,0.07023440000193659,pass
income,300296.SZ,0,100,52,True,0.07002769999962766,pass
balancesheet,300296.SZ,0,100,64,True,0.08346729999902891,pass
cashflow,300296.SZ,0,100,49,True,0.08038239999950747,pass
income,300297.SZ,0,100,49,True,0.11163269999815384,pass
balancesheet,300297.SZ,0,100,62,True,0.3208092000022589,pass
cashflow,300297.SZ,0,100,46,True,0.07205350000003818,pass
income,300298.SZ,0,100,49,True,0.07335890000103973,pass
balancesheet,300298.SZ,0,100,62,True,0.08730009999999311,pass
cashflow,300298.SZ,0,100,45,True,0.08662109999932,pass
income,300299.SZ,0,100,50,True,0.0679444000015792,pass
balancesheet,300299.SZ,0,100,63,True,0.07956949999788776,pass
cashflow,300299.SZ,0,100,48,True,0.3272910000014235,pass
income,300300.SZ,0,100,50,True,0.10066079999887734,pass
balancesheet,300300.SZ,0,100,60,True,0.28557030000229133,pass
cashflow,300300.SZ,0,100,44,True,0.261023800001567,pass
income,300301.SZ,0,100,48,True,0.08395699999891804,pass
balancesheet,300301.SZ,0,100,62,True,0.08054959999935818,pass
cashflow,300301.SZ,0,100,47,True,0.08333970000239788,pass
income,300302.SZ,0,100,51,True,0.07998020000013639,pass
balancesheet,300302.SZ,0,100,65,True,0.08047870000154944,pass
cashflow,300302.SZ,0,100,49,True,0.07139319999987492,pass
income,300303.SZ,0,100,49,True,0.0688665999987279,pass
balancesheet,300303.SZ,0,100,62,True,0.084771500001807,pass
cashflow,300303.SZ,0,100,45,True,0.07786340000166092,pass
income,300304.SZ,0,100,50,True,0.08468340000035823,pass
balancesheet,300304.SZ,0,100,63,True,0.40663080000012997,pass
cashflow,300304.SZ,0,100,45,True,0.08038130000204546,pass
income,300305.SZ,0,100,50,True,0.07975169999917853,pass
balancesheet,300305.SZ,0,100,64,True,0.08183740000094986,pass
cashflow,300305.SZ,0,100,46,True,0.08749470000111614,pass
income,300306.SZ,0,100,49,True,0.06790040000123554,pass
balancesheet,300306.SZ,0,100,63,True,0.1518625000026077,pass
cashflow,300306.SZ,0,100,45,True,0.07810669999889797,pass
income,300307.SZ,0,100,49,True,0.06389199999830453,pass
balancesheet,300307.SZ,0,100,62,True,0.07347499999741558,pass
cashflow,300307.SZ,0,100,47,True,0.11460780000197701,pass
income,300308.SZ,0,100,49,True,0.06117409999933443,pass
balancesheet,300308.SZ,0,100,62,True,0.08282870000039111,pass
cashflow,300308.SZ,0,100,47,True,0.07858060000216938,pass
income,300309.SZ,0,100,49,True,0.33979139999792096,pass
balancesheet,300309.SZ,0,100,62,True,0.06453519999922719,pass
cashflow,300309.SZ,0,100,47,True,0.08647439999913331,pass
income,300310.SZ,0,100,50,True,0.07984169999690494,pass
balancesheet,300310.SZ,0,100,62,True,0.07346019999749842,pass
cashflow,300310.SZ,0,100,47,True,0.12877600000138045,pass
income,300311.SZ,0,100,51,True,0.06778140000096755,pass
balancesheet,300311.SZ,0,100,58,True,0.21192109999901731,pass
cashflow,300311.SZ,0,100,45,True,0.6315266999990854,pass
income,300312.SZ,0,100,48,True,0.07503429999997024,pass
balancesheet,300312.SZ,0,100,62,True,0.08348170000317623,pass
cashflow,300312.SZ,0,100,47,True,0.06973759999891627,pass
income,300313.SZ,0,100,49,True,0.08497859999988577,pass
balancesheet,300313.SZ,0,100,61,True,0.0708156999971834,pass
cashflow,300313.SZ,0,100,47,True,0.10401260000071488,pass
income,300314.SZ,0,100,52,True,0.06686670000271988,pass
balancesheet,300314.SZ,0,100,64,True,0.07985000000189757,pass
cashflow,300314.SZ,0,100,47,True,0.09724220000134665,pass
income,300315.SZ,0,100,50,True,0.06732630000260542,pass
balancesheet,300315.SZ,0,100,62,True,0.0675623999995878,pass
cashflow,300315.SZ,0,100,46,True,0.11437120000118739,pass
income,300316.SZ,0,100,49,True,0.10681090000070981,pass
balancesheet,300316.SZ,0,100,63,True,0.06659600000057253,pass
cashflow,300316.SZ,0,100,45,True,0.07629529999758233,pass
income,300317.SZ,0,100,49,True,0.07604509999873699,pass
balancesheet,300317.SZ,0,100,61,True,0.31947049999871524,pass
cashflow,300317.SZ,0,100,47,True,0.08575009999913163,pass
income,300318.SZ,0,100,53,True,0.066783199999918,pass
balancesheet,300318.SZ,0,100,68,True,0.32022259999939706,pass
cashflow,300318.SZ,0,100,51,True,0.09039409999968484,pass
income,300319.SZ,0,100,49,True,0.0761385000005248,pass
balancesheet,300319.SZ,0,100,62,True,0.3594176999977208,pass
cashflow,300319.SZ,0,100,45,True,0.06446020000294084,pass
income,300320.SZ,0,100,50,True,0.15011860000231536,pass
balancesheet,300320.SZ,0,100,64,True,0.08937569999761763,pass
cashflow,300320.SZ,0,100,49,True,0.06989849999808939,pass
income,300321.SZ,0,100,50,True,0.08300600000075065,pass
balancesheet,300321.SZ,0,100,64,True,0.14404669999930775,pass
cashflow,300321.SZ,0,100,46,True,0.08223580000048969,pass
income,300322.SZ,0,100,51,True,0.05988040000011097,pass
balancesheet,300322.SZ,0,100,61,True,0.08131280000088736,pass
cashflow,300322.SZ,0,100,47,True,0.45505120000234456,pass
income,300323.SZ,0,100,47,True,0.08170759999848087,pass
balancesheet,300323.SZ,0,100,59,True,0.7123849999989034,pass
cashflow,300323.SZ,0,100,44,True,0.10745729999689502,pass
income,300324.SZ,0,100,51,True,0.11094289999891771,pass
balancesheet,300324.SZ,0,100,61,True,0.08010859999922104,pass
cashflow,300324.SZ,0,100,47,True,0.1299978999995801,pass
income,300325.SZ,0,100,48,True,0.08265600000231643,pass
balancesheet,300325.SZ,0,100,65,True,0.1091558999978588,pass
cashflow,300325.SZ,0,100,50,True,0.0912635999993654,pass
income,300326.SZ,0,100,49,True,0.07898279999790248,pass
balancesheet,300326.SZ,0,100,62,True,0.08363610000014887,pass
cashflow,300326.SZ,0,100,47,True,0.07456359999923734,pass
income,300327.SZ,0,100,52,True,0.0876587999991898,pass
balancesheet,300327.SZ,0,100,64,True,0.06778040000062902,pass
cashflow,300327.SZ,0,100,49,True,0.07862929999828339,pass
income,300328.SZ,0,100,48,True,0.0800372999983665,pass
balancesheet,300328.SZ,0,100,59,True,0.08163550000244868,pass
cashflow,300328.SZ,0,100,46,True,0.08026179999797023,pass
income,300329.SZ,0,100,51,True,0.0858793000006699,pass
balancesheet,300329.SZ,0,100,66,True,0.07779389999996056,pass
cashflow,300329.SZ,0,100,47,True,0.07910999999876367,pass
income,300330.SZ,0,100,47,True,0.074749299998075,pass
balancesheet,300330.SZ,0,100,62,True,0.1251470999995945,pass
cashflow,300330.SZ,0,100,44,True,0.06854999999995925,pass
income,300331.SZ,0,100,51,True,0.08506490000218037,pass
balancesheet,300331.SZ,0,100,65,True,0.08611720000044443,pass
cashflow,300331.SZ,0,100,49,True,0.08456990000195219,pass
income,300332.SZ,0,100,48,True,0.09049360000062734,pass
balancesheet,300332.SZ,0,100,58,True,0.06264590000137105,pass
cashflow,300332.SZ,0,100,44,True,0.07111829999848851,pass
income,300333.SZ,0,100,47,True,0.08677969999916968,pass
balancesheet,300333.SZ,0,100,59,True,0.08430070000031264,pass
cashflow,300333.SZ,0,100,43,True,0.09464319999824511,pass
income,300334.SZ,0,100,47,True,0.08390710000094259,pass
balancesheet,300334.SZ,0,100,59,True,0.07996219999768073,pass
cashflow,300334.SZ,0,100,46,True,0.06847220000054222,pass
income,300335.SZ,0,100,48,True,0.25844680000227527,pass
balancesheet,300335.SZ,0,100,59,True,0.08437829999820678,pass
cashflow,300335.SZ,0,100,46,True,0.07769130000087898,pass
income,300336.SZ,0,100,49,True,0.08087109999905806,pass
balancesheet,300336.SZ,0,100,59,True,0.0804997999985062,pass
cashflow,300336.SZ,0,100,45,True,0.08253260000128648,pass
income,300337.SZ,0,100,51,True,0.0648739000025671,pass
balancesheet,300337.SZ,0,100,64,True,0.0711897000001045,pass
cashflow,300337.SZ,0,100,48,True,0.09011730000202078,pass
income,300338.SZ,0,100,47,True,0.069314199998189,pass
balancesheet,300338.SZ,0,100,57,True,0.06667949999973644,pass
cashflow,300338.SZ,0,100,43,True,0.07910500000070897,pass
income,300339.SZ,0,100,49,True,0.08218100000158302,pass
balancesheet,300339.SZ,0,100,63,True,0.08061330000055023,pass
cashflow,300339.SZ,0,100,47,True,0.08223730000099749,pass
income,300340.SZ,0,100,51,True,0.10296170000219718,pass
balancesheet,300340.SZ,0,100,63,True,0.0795670000006794,pass
cashflow,300340.SZ,0,100,48,True,0.09851689999777591,pass
income,300341.SZ,0,100,47,True,0.1424829999996291,pass
balancesheet,300341.SZ,0,100,58,True,0.07511169999997946,pass
cashflow,300341.SZ,0,100,43,True,0.06779159999859985,pass
income,300342.SZ,0,100,48,True,0.08021259999804897,pass
balancesheet,300342.SZ,0,100,58,True,0.17881739999938873,pass
cashflow,300342.SZ,0,100,43,True,0.08402859999841894,pass
income,300343.SZ,0,100,47,True,0.06423179999910644,pass
balancesheet,300343.SZ,0,100,62,True,0.07642560000022058,pass
cashflow,300343.SZ,0,100,43,True,0.09296720000202185,pass
income,300344.SZ,0,100,46,True,0.08305100000143284,pass
balancesheet,300344.SZ,0,100,62,True,0.06571310000072117,pass
cashflow,300344.SZ,0,100,47,True,0.2528992000006838,pass
income,300345.SZ,0,100,50,True,0.11309590000018943,pass
balancesheet,300345.SZ,0,100,63,True,0.3221732999991218,pass
cashflow,300345.SZ,0,100,47,True,0.06415349999952014,pass
income,300346.SZ,0,100,48,True,0.08040229999824078,pass
balancesheet,300346.SZ,0,100,62,True,0.0812791999996989,pass
cashflow,300346.SZ,0,100,43,True,0.06908850000036182,pass
income,300347.SZ,0,100,50,True,0.09263819999978296,pass
balancesheet,300347.SZ,0,100,59,True,0.06966739999916172,pass
cashflow,300347.SZ,0,100,46,True,0.07018070000049192,pass
income,300348.SZ,0,100,47,True,0.17737779999879422,pass
balancesheet,300348.SZ,0,100,58,True,0.06854450000173529,pass
cashflow,300348.SZ,0,100,43,True,0.06619660000069416,pass
income,300349.SZ,0,100,48,True,0.0771537000000535,pass
balancesheet,300349.SZ,0,100,58,True,0.08226980000108597,pass
cashflow,300349.SZ,0,100,45,True,0.09599400000297464,pass
income,300350.SZ,0,100,48,True,0.2282251000033284,pass
balancesheet,300350.SZ,0,100,61,True,0.08002900000064983,pass
cashflow,300350.SZ,0,100,46,True,0.09087409999847296,pass
income,300351.SZ,0,100,49,True,0.07999599999675411,pass
balancesheet,300351.SZ,0,100,60,True,0.07160730000032345,pass
cashflow,300351.SZ,0,100,46,True,0.07957309999983408,pass
income,300352.SZ,0,100,47,True,0.19936579999921378,pass
balancesheet,300352.SZ,0,100,57,True,0.08168389999991632,pass
cashflow,300352.SZ,0,100,41,True,0.07992729999750736,pass
income,300353.SZ,0,100,54,True,0.06919859999834443,pass
balancesheet,300353.SZ,0,100,69,True,0.08888429999933578,pass
cashflow,300353.SZ,0,100,49,True,0.08305090000067139,pass
income,300354.SZ,0,100,47,True,0.07915499999944586,pass
balancesheet,300354.SZ,0,100,57,True,0.08331039999757195,pass
cashflow,300354.SZ,0,100,42,True,0.08265159999791649,pass
income,300355.SZ,0,100,46,True,0.2220134000017424,pass
balancesheet,300355.SZ,0,100,58,True,0.08039559999815538,pass
cashflow,300355.SZ,0,100,44,True,0.20078819999980624,pass
income,300356.SZ,0,100,46,True,0.06770220000180416,pass
balancesheet,300356.SZ,0,100,58,True,0.2404287999997905,pass
cashflow,300356.SZ,0,100,44,True,0.07838379999884637,pass
income,300357.SZ,0,100,43,True,0.0872782999977062,pass
balancesheet,300357.SZ,0,100,53,True,0.08398419999866746,pass
cashflow,300357.SZ,0,100,41,True,0.17830979999780538,pass
income,300358.SZ,0,100,45,True,0.06801959999938845,pass
balancesheet,300358.SZ,0,100,56,True,0.08894210000289604,pass
cashflow,300358.SZ,0,100,41,True,0.07763830000112648,pass
income,300359.SZ,0,100,43,True,0.07818639999823063,pass
balancesheet,300359.SZ,0,100,53,True,0.08140039999852888,pass
cashflow,300359.SZ,0,100,41,True,0.06672539999999572,pass
income,300360.SZ,0,100,43,True,0.14121420000083162,pass
balancesheet,300360.SZ,0,100,53,True,0.07806459999846993,pass
cashflow,300360.SZ,0,100,39,True,0.07745939999949769,pass
income,300362.SZ,0,100,47,True,0.07371929999862914,pass
balancesheet,300362.SZ,0,100,64,True,0.08835370000088005,pass
cashflow,300362.SZ,0,100,59,True,0.09872049999830779,pass
income,300363.SZ,0,100,46,True,0.08834240000214777,pass
balancesheet,300363.SZ,0,100,52,True,0.08304510000016307,pass
cashflow,300363.SZ,0,100,41,True,0.07947330000024522,pass
income,300364.SZ,0,100,37,True,0.08107769999696757,pass
balancesheet,300364.SZ,0,100,45,True,0.0858875000012631,pass
cashflow,300364.SZ,0,100,33,True,0.08186639999985346,pass
income,300365.SZ,0,100,44,True,0.08293299999786541,pass
balancesheet,300365.SZ,0,100,53,True,0.08420769999793265,pass
cashflow,300365.SZ,0,100,39,True,0.22219020000193268,pass
income,300366.SZ,0,100,44,True,0.08287299999938114,pass
balancesheet,300366.SZ,0,100,55,True,0.06961489999957848,pass
cashflow,300366.SZ,0,100,40,True,0.07022620000134339,pass
income,300367.SZ,0,100,44,True,0.0814663000019209,pass
balancesheet,300367.SZ,0,100,53,True,0.06686430000263499,pass
cashflow,300367.SZ,0,100,40,True,0.08365390000108164,pass
income,300368.SZ,0,100,43,True,0.06995119999919552,pass
balancesheet,300368.SZ,0,100,53,True,0.07552080000095884,pass
cashflow,300368.SZ,0,100,39,True,0.08290829999896232,pass
income,300369.SZ,0,100,44,True,0.4123193000013998,pass
balancesheet,300369.SZ,0,100,53,True,0.06815130000177305,pass
cashflow,300369.SZ,0,100,41,True,0.0849594999999681,pass
income,300370.SZ,0,100,50,True,0.06586969999989378,pass
balancesheet,300370.SZ,0,100,65,True,0.0874072000005981,pass
cashflow,300370.SZ,0,100,46,True,0.06508849999954691,pass
income,300371.SZ,0,100,44,True,0.07467980000001262,pass
balancesheet,300371.SZ,0,100,53,True,0.06928189999962342,pass
cashflow,300371.SZ,0,100,42,True,0.06617280000136816,pass
income,300372.SZ,0,100,38,True,0.08227650000117137,pass
balancesheet,300372.SZ,0,100,54,True,0.08544740000070306,pass
cashflow,300372.SZ,0,100,39,True,0.0839339000012842,pass
income,300373.SZ,0,100,42,True,0.09289880000142148,pass
balancesheet,300373.SZ,0,100,53,True,0.0825010000007751,pass
cashflow,300373.SZ,0,100,39,True,0.07679769999958808,pass
income,300374.SZ,0,100,40,True,0.10951209999984712,pass
balancesheet,300374.SZ,0,100,47,True,0.08237390000067535,pass
cashflow,300374.SZ,0,100,37,True,0.07070350000140024,pass
income,300375.SZ,0,100,48,True,0.08391919999849051,pass
balancesheet,300375.SZ,0,100,59,True,0.08307559999957448,pass
cashflow,300375.SZ,0,100,45,True,0.08129229999758536,pass
income,300376.SZ,0,100,42,True,0.08048939999935101,pass
balancesheet,300376.SZ,0,100,52,True,0.07686099999773433,pass
cashflow,300376.SZ,0,100,39,True,0.09784750000108033,pass
income,300377.SZ,0,100,43,True,0.11815759999808506,pass
balancesheet,300377.SZ,0,100,55,True,0.08328020000044489,pass
cashflow,300377.SZ,0,100,41,True,0.07591150000007474,pass
income,300378.SZ,0,100,46,True,0.0834629999990284,pass
balancesheet,300378.SZ,0,100,55,True,0.08067930000106571,pass
cashflow,300378.SZ,0,100,43,True,0.06974339999942458,pass
income,300379.SZ,0,100,44,True,0.08077549999870826,pass
balancesheet,300379.SZ,0,100,53,True,0.09999279999829014,pass
cashflow,300379.SZ,0,100,41,True,0.08330240000213962,pass
income,300380.SZ,0,100,42,True,0.08684169999833102,pass
balancesheet,300380.SZ,0,100,53,True,0.22236250000059954,pass
cashflow,300380.SZ,0,100,41,True,0.09978979999868898,pass
income,300381.SZ,0,100,46,True,0.07774760000029346,pass
balancesheet,300381.SZ,0,100,58,True,0.06993969999894034,pass
cashflow,300381.SZ,0,100,42,True,0.09875140000076499,pass
income,300382.SZ,0,100,43,True,0.0806150999997044,pass
balancesheet,300382.SZ,0,100,53,True,0.08123100000011618,pass
cashflow,300382.SZ,0,100,41,True,0.1339932000009867,pass
income,300383.SZ,0,100,44,True,0.09124069999961648,pass
balancesheet,300383.SZ,0,100,53,True,0.08565910000106669,pass
cashflow,300383.SZ,0,100,40,True,0.06601980000050389,pass
income,300384.SZ,0,100,40,True,0.06779089999690768,pass
balancesheet,300384.SZ,0,100,46,True,0.10066929999811691,pass
cashflow,300384.SZ,0,100,38,True,1.0753523999992467,pass
income,300385.SZ,0,100,43,True,0.08101080000051297,pass
balancesheet,300385.SZ,0,100,50,True,0.08197149999978137,pass
cashflow,300385.SZ,0,100,37,True,0.1253173999975843,pass
income,300386.SZ,0,100,43,True,0.08385179999822867,pass
balancesheet,300386.SZ,0,100,50,True,0.08775869999954011,pass
cashflow,300386.SZ,0,100,38,True,0.2585881999984849,pass
income,300387.SZ,0,100,40,True,0.1052462999978161,pass
balancesheet,300387.SZ,0,100,50,True,0.0792585000017425,pass
cashflow,300387.SZ,0,100,38,True,0.08202859999801149,pass
income,300388.SZ,0,100,50,True,0.07092780000311905,pass
balancesheet,300388.SZ,0,100,65,True,0.12233259999993606,pass
cashflow,300388.SZ,0,100,45,True,0.07563819999995758,pass
income,300389.SZ,0,100,43,True,0.5464718999974139,pass
balancesheet,300389.SZ,0,100,50,True,0.08202320000054897,pass
cashflow,300389.SZ,0,100,38,True,0.07085830000141868,pass
income,300390.SZ,0,100,41,True,0.09752929999740445,pass
balancesheet,300390.SZ,0,100,50,True,0.06193450000137091,pass
cashflow,300390.SZ,0,100,38,True,0.07693300000028103,pass
income,300391.SZ,0,100,42,True,0.104058899996744,pass
balancesheet,300391.SZ,0,100,50,True,0.06857479999962379,pass
cashflow,300391.SZ,0,100,40,True,0.09054650000325637,pass
income,300392.SZ,0,100,38,True,0.07505230000242591,pass
balancesheet,300392.SZ,0,100,44,True,0.08606950000103097,pass
cashflow,300392.SZ,0,100,33,True,0.08309300000109943,pass
income,300393.SZ,0,100,37,True,0.08087869999872055,pass
balancesheet,300393.SZ,0,100,45,True,0.08232739999948535,pass
cashflow,300393.SZ,0,100,35,True,0.06724910000048112,pass
income,300394.SZ,0,100,38,True,0.07875580000109039,pass
balancesheet,300394.SZ,0,100,44,True,0.07575210000140942,pass
cashflow,300394.SZ,0,100,34,True,0.07845679999809363,pass
income,300395.SZ,0,100,38,True,0.07037949999721604,pass
balancesheet,300395.SZ,0,100,45,True,0.07669009999881382,pass
cashflow,300395.SZ,0,100,34,True,0.06803900000159047,pass
income,300396.SZ,0,100,40,True,0.0807347000009031,pass
balancesheet,300396.SZ,0,100,49,True,0.07493550000071991,pass
cashflow,300396.SZ,0,100,36,True,0.08393190000060713,pass
income,300397.SZ,0,100,39,True,0.19230489999972633,pass
balancesheet,300397.SZ,0,100,49,True,0.08502919999955338,pass
cashflow,300397.SZ,0,100,36,True,0.06627210000078776,pass
income,300398.SZ,0,100,41,True,0.08112099999925704,pass
balancesheet,300398.SZ,0,100,47,True,0.08001469999726396,pass
cashflow,300398.SZ,0,100,36,True,0.09051520000139135,pass
income,300399.SZ,0,100,41,True,0.09408670000266284,pass
balancesheet,300399.SZ,0,100,49,True,0.20399349999934202,pass
cashflow,300399.SZ,0,100,38,True,0.06967439999789349,pass
income,300400.SZ,0,100,40,True,0.22531329999765148,pass
balancesheet,300400.SZ,0,100,48,True,0.08248140000068815,pass
cashflow,300400.SZ,0,100,36,True,0.08591689999957453,pass
income,300401.SZ,0,100,43,True,0.08345390000249608,pass
balancesheet,300401.SZ,0,100,52,True,0.07132669999919017,pass
cashflow,300401.SZ,0,100,38,True,0.07356019999861019,pass
income,300402.SZ,0,100,42,True,0.13558840000041528,pass
balancesheet,300402.SZ,0,100,51,True,0.08867339999778778,pass
cashflow,300402.SZ,0,100,39,True,0.09115340000062133,pass
income,300403.SZ,0,100,43,True,0.10763399999996182,pass
balancesheet,300403.SZ,0,100,51,True,0.10880859999815584,pass
cashflow,300403.SZ,0,100,38,True,0.07984770000257413,pass
income,300404.SZ,0,100,37,True,0.08792520000133663,pass
balancesheet,300404.SZ,0,100,44,True,0.08006679999743938,pass
cashflow,300404.SZ,0,100,35,True,0.07737409999754163,pass
income,300405.SZ,0,100,41,True,0.08231180000075256,pass
balancesheet,300405.SZ,0,100,49,True,0.12477729999955045,pass
cashflow,300405.SZ,0,100,39,True,0.13548110000192537,pass
income,300406.SZ,0,100,38,True,0.09346439999717404,pass
balancesheet,300406.SZ,0,100,44,True,0.08008479999989504,pass
cashflow,300406.SZ,0,100,34,True,0.06673179999779677,pass
income,300407.SZ,0,100,38,True,0.08459380000203964,pass
balancesheet,300407.SZ,0,100,45,True,0.06698550000146497,pass
cashflow,300407.SZ,0,100,36,True,0.08330370000112453,pass
income,300408.SZ,0,100,37,True,0.08611969999765279,pass
balancesheet,300408.SZ,0,100,46,True,0.10683129999961238,pass
cashflow,300408.SZ,0,100,35,True,0.07942159999947762,pass
income,300409.SZ,0,100,37,True,0.08091380000041681,pass
balancesheet,300409.SZ,0,100,44,True,0.10234480000144686,pass
cashflow,300409.SZ,0,100,35,True,0.14324820000183536,pass
income,300410.SZ,0,100,38,True,0.07540589999916847,pass
balancesheet,300410.SZ,0,100,45,True,0.10255580000011832,pass
cashflow,300410.SZ,0,100,39,True,0.0664147999996203,pass
income,300411.SZ,0,100,39,True,0.09792989999914425,pass
balancesheet,300411.SZ,0,100,46,True,0.07927459999700659,pass
cashflow,300411.SZ,0,100,36,True,0.10118510000029346,pass
income,300412.SZ,0,100,38,True,0.0934625000008964,pass
balancesheet,300412.SZ,0,100,45,True,0.06871800000226358,pass
cashflow,300412.SZ,0,100,34,True,0.07696729999952368,pass
income,300413.SZ,0,100,38,True,0.1289942000003066,pass
balancesheet,300413.SZ,0,100,45,True,0.07313069999872823,pass
cashflow,300413.SZ,0,100,35,True,0.07720840000183671,pass
income,300414.SZ,0,100,39,True,0.07575419999920996,pass
balancesheet,300414.SZ,0,100,46,True,0.07274580000012065,pass
cashflow,300414.SZ,0,100,36,True,0.23300129999915953,pass
income,300415.SZ,0,100,37,True,0.08824309999909019,pass
balancesheet,300415.SZ,0,100,44,True,0.22811589999764692,pass
cashflow,300415.SZ,0,100,35,True,0.08883009999772185,pass
income,300416.SZ,0,100,40,True,0.08253839999815682,pass
balancesheet,300416.SZ,0,100,47,True,0.06632670000180951,pass
cashflow,300416.SZ,0,100,35,True,0.28895380000176374,pass
income,300417.SZ,0,100,37,True,0.06537670000034268,pass
balancesheet,300417.SZ,0,100,45,True,0.07882120000067516,pass
cashflow,300417.SZ,0,100,36,True,0.09521569999924395,pass
income,300418.SZ,0,100,38,True,0.08217030000014347,pass
balancesheet,300418.SZ,0,100,45,True,0.0795789000003424,pass
cashflow,300418.SZ,0,100,36,True,0.09912869999971008,pass
income,300419.SZ,0,100,39,True,0.07977519999985816,pass
balancesheet,300419.SZ,0,100,46,True,0.08466989999942598,pass
cashflow,300419.SZ,0,100,35,True,0.08348389999810024,pass
income,300420.SZ,0,100,38,True,0.07504170000174781,pass
balancesheet,300420.SZ,0,100,45,True,0.0684071000032418,pass
cashflow,300420.SZ,0,100,35,True,0.08591130000058911,pass
income,300421.SZ,0,100,35,True,0.08039369999823975,pass
balancesheet,300421.SZ,0,100,44,True,0.08071940000081668,pass
cashflow,300421.SZ,0,100,33,True,0.0779417999983707,pass
income,300422.SZ,0,100,37,True,0.07674110000152723,pass
balancesheet,300422.SZ,0,100,43,True,0.08055809999859775,pass
cashflow,300422.SZ,0,100,33,True,0.08416009999928065,pass
income,300423.SZ,0,100,38,True,0.08941939999931492,pass
balancesheet,300423.SZ,0,100,42,True,0.07273590000113472,pass
cashflow,300423.SZ,0,100,33,True,0.09244250000119791,pass
income,300424.SZ,0,100,37,True,0.0679374999999709,pass
balancesheet,300424.SZ,0,100,45,True,0.08683000000019092,pass
cashflow,300424.SZ,0,100,34,True,0.5705458999982511,pass
income,300425.SZ,0,100,38,True,0.08420740000292426,pass
balancesheet,300425.SZ,0,100,45,True,0.0834565000004659,pass
cashflow,300425.SZ,0,100,35,True,0.086088900003233,pass
income,300426.SZ,0,100,37,True,0.0775891999983287,pass
