ts_code,dataset,end_date,information_available_date,same_day_row_count,selected_update_flag,selected_source_row_hash
000002.SZ,income,20200630,2020-08-28,2,1,9094bc1bf706b4598b914892941c58e676dc85065556e1352f32677f6a6df149
000002.SZ,income,20200930,2020-10-30,2,1,566698b8c7a29376be1c099f3ddbe20d98e9d583ddedfdb08cb70c691408ff20
000002.SZ,income,20201231,2021-03-31,2,1,5a5f5de09281bf086645b8d32a0ad0c78cd073324132e8037cd4ddf4ff40085a
000002.SZ,income,20211231,2022-03-31,2,1,c7e1741ed744cf6ba9b00eafb26f43458484d690cd3adca39b1cc453cb6bf9bf
000002.SZ,income,20220331,2022-04-29,2,1,4056f29397b59c92701d6900780f0f95a6efbd6b78d48e09a18903ca1cfab6df
000002.SZ,income,20221231,2023-03-31,2,1,01ddfc344abc3a6629e48c16ee8198a80bfb161a09f751a8f5c0b62de4ef9491
000002.SZ,income,20240331,2024-04-30,2,1,69ae30c0600c8a015fff5194ac1caec35045a802d8e7b9af54d460e71e9fa293
000002.SZ,income,20250930,2025-10-31,2,1,6dc9e2456e95661550cf7fa46b0679d62a2483c793bb2a3172e5a4b7ea479c93
000002.SZ,balancesheet,20171231,2018-03-27,2,1,83221ed3429ac32f0ef61aaf1ff3bdb90fd835557dd948b4b5c3bae57dfedf24
000002.SZ,balancesheet,20180630,2018-08-21,2,1,3b4b35a5a348eed95a4df382a0784e37971be65e5c05c44441732e9955979bc5
000002.SZ,balancesheet,20180930,2018-10-26,2,1,89b28e18d54f5c4548251607ea89cedeb25901adc4debd4d5ce0cbba810a27ad
000002.SZ,balancesheet,20181231,2019-03-26,2,1,2d555442c884d6fd402612ff45928ac538f853c01ef883b49a4a66b47ce51668
000002.SZ,balancesheet,20190331,2019-04-30,2,1,17127bbb3f79bd18274c3c0f6de1cc86f410234b910de4dbd5c418aa25ef5db2
000002.SZ,balancesheet,20191231,2020-03-18,2,1,efeab2fe103db07f81ad7f2ad8602f0d15c1202d83ee84f6a596dfa6af422a47
000002.SZ,balancesheet,20200630,2020-08-28,2,1,4e857c34b4843dfba7c10960e7814fea6068bc2066d07ea9bfd085c4022624f3
000002.SZ,balancesheet,20201231,2021-03-31,2,1,d69127a4acd47370c316a76dd2065ada1511f5eac8a2345307345f2433319de7
000002.SZ,balancesheet,20210331,2021-04-23,2,1,3f50b9ad1a55b4443636634062bb55fef01b8df87d193ccbd1f219cfc9301cf1
000002.SZ,balancesheet,20210930,2021-10-29,2,1,beb9eacaa272b17b2e79d8a5dce7dea6770743f867c73ca2551d7b78f5571dd0
000002.SZ,balancesheet,20221231,2023-03-31,2,1,7759265896d0f68448204a058a1fbc46ae5ffcf612976f51a53d7db03e369b39
000002.SZ,balancesheet,20230331,2023-04-29,2,1,52775da17c5b75d6b51e620e26a0bdf73df003e9c667673c95f31aaf57d938f5
000002.SZ,balancesheet,20230630,2023-08-31,2,1,2da492536c23edb05e45bb96c09b1f151a3142ae995a223377930ea0da608c98
000002.SZ,balancesheet,20251231,2026-04-01,2,1,8c56fce98faa17aac4b7132a5040b888342c1bf63396ed240b90821681983fec
000002.SZ,cashflow,20180630,2018-08-21,2,1,fd81f67d776393aa1ac331ac37195fc62a4e7cca3fc86d65df977f637067c35a
000002.SZ,cashflow,20181231,2019-03-26,2,1,edd4c9b36e913d2c6d43e927b6f06bb30680dcbfe44300c5141a65b2ffa2369e
000002.SZ,cashflow,20190930,2019-10-25,2,1,d8da19db555066bfaaae84d8e4ee0ca8470b497c4ac40d24de937c71c1fd4b1d
000002.SZ,cashflow,20191231,2020-03-18,2,1,fe2600d914a6236d824a759b2637466d7f939c397995be5f90d060964acc1a4a
000002.SZ,cashflow,20200630,2020-08-28,2,1,41f71c63d59c6f986a3e1d2e173b868db851f6374aa97c13a272c24715b8226d
000002.SZ,cashflow,20201231,2021-03-31,2,1,c4700fc488ac8a82dbf38aa2ae38c96cc3a442878f64e56504ece72fb6048f98
000002.SZ,cashflow,20210930,2021-10-29,2,1,c2c5058399aab22f0cd1e45fcbd7d8b28e57366c02a8ea16d596ab1e5a2526b9
000002.SZ,cashflow,20211231,2022-03-31,2,1,b520b70097249a0215625a84fb7b584c3e0fbd3baebfd61cdb72a4d248a2cc76
000002.SZ,cashflow,20221231,2023-03-31,2,1,60d34dff4b8cd9992beab82c78d3009baa23b4afe536d918039b7f527e550074
000002.SZ,cashflow,20230331,2023-04-29,2,1,5629187be7b6ded45b31e70e6adad47f7ba1733b2f5147deb877dfb6a60311a7
000002.SZ,cashflow,20230630,2023-08-31,2,1,156e6d58813144bb619523490034d6dd4e5b91884058afb26f1077c29d0ac7e6
000002.SZ,cashflow,20230930,2023-10-28,2,1,714dc86d7edb058a00103660e504dee709a14ba1d65ee48716a9c149b428f6ca
000002.SZ,cashflow,20241231,2025-04-01,2,1,c680863a77adfdb557a15f60c5df27038619979cce2fcad2c8f00a50403bc653
000002.SZ,cashflow,20250331,2025-04-30,2,1,d25d6fccd3470ef800591b5f0a157d4d2538abaf7156cac6101c2d73dcafaa09
000002.SZ,cashflow,20250930,2025-10-31,2,1,5396d68a6870564ed36382867002868571656afde50529d40427a7fda71a3875
000002.SZ,cashflow,20260331,2026-04-30,2,1,5e349fbec9e240a8260d706ef7b6a70aad350e2d374f6fb26d8f421bef86ce19
000004.SZ,income,20180930,2018-10-31,2,1,0335dbac2ce64835a730e7606ba24bdc50fc3b07a287d15fe67d746545e60c58
000004.SZ,income,20181231,2019-04-26,2,1,09b8c60afd572820aba2ab7daee0656232f2579a7354e2cd0ca7733e27888f68
000004.SZ,income,20191231,2020-04-28,2,1,c37c4a9301dc71c44239930b0971c48af8c738848f48f96403b4a7cdc3001c89
000004.SZ,income,20200630,2020-08-31,2,1,6fdc333c3331be06f255d03eba3212f71f36f4a0d490d8ec8f940c922fa55375
000004.SZ,income,20200930,2020-10-30,2,1,36245bf4dfd9dba3152fffd464b0fc4bf54903de48e8ff481dd8c87970db73d1
000004.SZ,income,20201231,2021-04-28,2,1,1ab82a82b194c57477971d1b045c1bb5e285d7c26a7312639b7d29339d7b4ed2
000004.SZ,income,20210930,2021-10-27,2,1,0d30e93555ab76e6e8ec2f051a8adb35eba5196827f6374bb2847e1a0d8d5c1b
000004.SZ,income,20211231,2022-04-30,2,1,c95f8294aefe73a8fb881a0d297d8e8adfd021c82b658b695561b03a38bf9044
000004.SZ,income,20220331,2022-04-30,2,1,731226477553c9b6b6b37277108e502ba8192ed12baa5cb17ea11f1c7c8eb2fd
000004.SZ,income,20221231,2023-04-29,2,1,c58fb4235578ca2e8c784c1bcbde4bd8134c8c0f83cb3f94734e5d6bbd37eb24
000004.SZ,income,20230331,2023-04-29,2,1,aa717b0f950ba9f91a4184394e16a9c2d9c6ce186c58ea00a8baf44034de8513
000004.SZ,income,20230930,2023-10-28,2,1,4d8c925049d756c7d53e36ca01c583d0a2a42dc4c2901bd8e842a52028a193bf
000004.SZ,income,20231231,2024-04-30,2,1,1abd1d3aea7f6d40b9fd280e81bb15e6e773dcd2663484d23c4b079fd47aa75d
000004.SZ,income,20241231,2025-04-29,2,1,2eb3b09b608fc46f9c1ce1befeb7e552fd5289a57e788fc1683f26a469f9b3d7
000004.SZ,income,20250331,2025-04-29,2,1,d3d753eacc53ae0ba873216e0621237d5316f7b7b9b9c98053a9f6b1a41f860a
000004.SZ,income,20250630,2025-08-23,2,1,a18e3e5c891808ab0c2215739a121be1377f3da9653f562cc7f06480a0819b00
000004.SZ,income,20250930,2025-10-31,2,1,d9eb854f91207368b9014ba5bc13f8d957beae05475b2ef1776699265ea7dc92
000004.SZ,income,20251231,2026-04-28,2,1,a5a0bf258b62102775fb20baa1c3ee0c0e71287a12b73c68006d5f7eaf9b9ac0
000004.SZ,income,20260331,2026-04-28,2,1,421398d68543317e7418ddbfcfdf450e905fa7406208c00813f9514e66d9859c
000004.SZ,balancesheet,20171231,2018-04-28,2,1,bdcd40dbfd2ceb4aec92fe863748303957fb3ea2e396f374e0868ba607b5572b
000004.SZ,balancesheet,20180630,2018-08-25,2,1,45898881178894101cd39ef6c000c2b81af43c681d7d8117aa8a9926ad7b3e12
000004.SZ,balancesheet,20180930,2018-10-31,2,1,cb3ed662fc55f369a6d12509f75c763da15ae7b1ff266e9a75eeef0f4639d801
000004.SZ,balancesheet,20181231,2019-04-26,2,1,059e6b17949879f202621651bf85011ab0466ed6dac5541ed56c5f23656acf85
000004.SZ,balancesheet,20190331,2019-04-26,2,1,53d198dfe929a2f9000cf550a32be1696557a5a612d5fa51e34572b98f325528
000004.SZ,balancesheet,20191231,2020-04-28,2,1,d3614ff13c8ed521ea239246e06a85189b955969747952a43f075ec4a8eb3946
000004.SZ,balancesheet,20200630,2020-08-31,2,1,d5a39d38369822e0e149e6018a80bf4cf2810a533c43100c7de1ae2e1ae08c8c
000004.SZ,balancesheet,20201231,2021-04-28,2,1,74395e222ab6038f2e542c3979228e7adc1cf64b5cd40769ab770ff5485b8812
000004.SZ,balancesheet,20210331,2021-04-28,2,1,8dc66001c32584f31d91806b768f1b795646bb29cad054df0efcf476d2ce6a4c
000004.SZ,balancesheet,20210930,2021-10-27,2,1,c0639985b88a51d6c1319117a1f47929ae8c75fe53a699390218cd3d47f16d3a
000004.SZ,balancesheet,20220331,2022-04-30,2,1,c0006a9c6a94817172a9bdd340c1c0fa3ac81af202188e22ae479fd074c85ded
000004.SZ,balancesheet,20221231,2023-04-29,2,1,760949659b65e02c7fc60e6bfaa37210287a50e35a997f3c09d06fa5aa8d02bd
000004.SZ,balancesheet,20230630,2023-08-24,2,1,4f0a69c67a504090ad44330dcbd614074c654ba88ecae534b2633466182966d9
000004.SZ,balancesheet,20231231,2024-04-30,2,1,119c8771ad817748019d24723e0e79c853ba530704739b94b0fdd8944070bc70
000004.SZ,balancesheet,20240331,2024-04-30,2,1,ba21ef5cbf92ec8be0b918e9d0a7bbd0fd247cd448883c31d30e33c4d41e6220
000004.SZ,balancesheet,20260331,2026-04-28,2,1,e2c0597b2537954edaf100e15dc6d8cc2a219fc47cc3565e237897c32937fef4
000004.SZ,cashflow,20181231,2019-04-26,2,1,bc7e5a5a550f07c42dd2c37ee2ea8f1fa5628059ea170fa7e6b165c68f9a85b6
000004.SZ,cashflow,20190630,2019-08-31,2,1,08c690ce3ef6e6dea01339170bd29d027f3509c109e78d315ac28ac9f76b4301
000004.SZ,cashflow,20190930,2019-10-31,2,1,726a20a2b196e6053ec8f432cd1fc44c69da79678cf349c267ff880c69302cbc
000004.SZ,cashflow,20191231,2020-04-28,2,1,ea0f44a72b3d78584af55ea02d3b75e00aa9935f772e9bfeb327589e40c8f594
000004.SZ,cashflow,20200630,2020-08-31,2,1,1907f45fe2dc1dbba7a590ada09986adaa503b7d7ede04be0c6d20cb5f12a51f
000004.SZ,cashflow,20201231,2021-04-28,2,1,f0913d6930ca0b5af03fbbd8202bd0818ed29fe5e873e57babd90a299e4f0b88
000004.SZ,cashflow,20211231,2022-04-30,2,1,b6cda39ec36d6c4b33fd5b17052a1253b30bedf338d1c4163bba81260ca4fda8
000004.SZ,cashflow,20220331,2022-04-30,2,1,b92fcf1c5c63e82e98f6ba38aca4f098b50ad64d3ac7ea58f5d7e7c13d9b1bca
000004.SZ,cashflow,20220930,2022-10-28,2,1,cf23b064b3383e0779b9072b00d1a798c08c60e4b673b785ea547b3662b5f2a5
000004.SZ,cashflow,20221231,2023-04-29,2,1,3bf5eca97c69bfe1ed8d596367b549e7e1dfb068cf4e7fba4d9de5c04dd9e928
000004.SZ,cashflow,20230331,2023-04-29,2,1,54310ece9ef9dcbd0468a172a402f183c7d7adf859616f613ca24063511fe46b
000004.SZ,cashflow,20230930,2023-10-28,2,1,2e738e93ab80ae4a7fa604c1a9be5b161a188626e2a460aa8a7c489210f968c1
000004.SZ,cashflow,20231231,2024-04-30,2,1,da966995f39a040ca81eb4c6529ef2f1face4124a191d0c5fdd4a86cfd328453
000004.SZ,cashflow,20240331,2024-04-30,2,1,593fbc1e17850c09d1036dcb8167ed62044549ac1bc3d015af0e0d1b6007d596
000004.SZ,cashflow,20240630,2024-08-23,2,1,bbf7a5a8c1279c89e7789ff7864d42ddc951c2fafc4f79f6638f6d58b929a944
000004.SZ,cashflow,20241231,2025-04-29,2,1,717121f00cb633197e83836bd20f2a1ba819971046f0922927bcea834a0333e2
000004.SZ,cashflow,20250331,2025-04-29,2,1,c707fd1f58f2de2067883fa574edab00aa6328b46e5298fe138d51fa8e3a899a
000004.SZ,cashflow,20250630,2025-08-23,2,1,90e03221e8c42af0b79f403c37452b984ac55f730d1578c6a8a79033bbd094bc
000004.SZ,cashflow,20250930,2025-10-31,2,1,743decea5052558474ff9ce79677ca83dd7ef06de889ad33fd29fd39d22cc1a4
000004.SZ,cashflow,20251231,2026-04-28,2,1,1c1e399e9156b18683f4603674fa8ff846ab88966ef9ab9703e9574229c6ff6c
000004.SZ,cashflow,20260331,2026-04-28,2,1,843aae1d5b9fc50d233448b269853b07e23e4b7b644bfcf3e6c0687cefb13313
000006.SZ,income,20180930,2018-10-27,2,1,061ea8d09146892f27d57695b4705ee66ad79b43e91b3236949f5cee49d98a20
000006.SZ,income,20181231,2019-03-30,2,1,8219ca82d4eda78145d12322cd257e48f0671b5527f8d02f796c85018a8642b5
000006.SZ,income,20190630,2019-08-16,2,1,a7f3415a5554d20701d1b69941400acc56004bb1a88ff9a1b5942991b1fb7f97
000006.SZ,income,20190930,2019-10-30,2,1,4aa4544e8852455610eb80ae645c8800185a9b77e2f4b81aa15a75c0511d6a9e
000006.SZ,income,20191231,2020-04-09,2,1,c92d6b8479e386d504164473e9b6d0f372998926e3c61c0f7ec8a4fa3a039cb6
000006.SZ,income,20200331,2020-04-30,2,1,9fc6405c01d2afbc091425ab8ff2d8ed63012fef69ccada07650fd9a4ef7768c
000006.SZ,income,20200630,2020-08-28,2,1,188f00ad617f0eb22e731da254dc4d3963d6cb479b1d353cd31bee5727416b6d
000006.SZ,income,20200930,2020-10-29,2,1,1f14bcbb8990e4ddc386669e8aa09f64d60624a291fcf14e46ef7a87123388be
000006.SZ,income,20201231,2021-03-31,2,1,667436b210c1d581b648c4c06cf187e0d6b0dc0c32970259d1d30db5488a89d0
000006.SZ,income,20211231,2022-04-16,2,1,3ebee35f4c6442101c5c1487fcfceaa49f6b6a18f20bc44fe79d7953ceff1811
000006.SZ,income,20220331,2022-04-28,2,1,9ac8d6b68d4b85bc1ec5bda0d7912e67db9676e9da6055b00354ef4aa60d60e9
000006.SZ,income,20220930,2022-10-28,2,1,855431361d17d772abd7bdf3d07c40e727fc5f3400dedd42608d93a445053414
000006.SZ,income,20230630,2023-08-25,2,1,0e069384842f56b55a20076bc58d96c98e5ee19b1d6352f3488016d0cf611a50
000006.SZ,income,20250630,2025-08-29,2,1,fd53b1f042c5ccdaf9ed90a97f77aa5cb8e486b071d23cb97780f9e5c9139c1e
000006.SZ,income,20250930,2025-10-30,2,1,0b4cccebd3059ba75656440f2e8e43674d7b9d5e5ce758197a6f13db28cf7d25
000006.SZ,balancesheet,20171231,2018-03-30,2,1,e6d660e7b326c4cc7c99978524a46df05d5dc9209a96a8e03032841b55f52677
000006.SZ,balancesheet,20180630,2018-08-17,2,1,c429c5525732ec5a0a9c9c987556e3f224f1b3db8a928307c7651c4ae63ab821
000006.SZ,balancesheet,20180930,2018-10-27,2,1,604c915253ba026c2e97a13efce782b86dfac74e2afe14e9efbe9a963ffa98fd
000006.SZ,balancesheet,20181231,2019-03-30,2,1,6da149071d8cf18664a720a1bcdddd360ce8feee591f226a27361d2067418bc0
000006.SZ,balancesheet,20190331,2019-04-30,2,1,342835a4bf98934b01da45a6ca88fd92497ec9a565934ed09da493c2f9359417
000006.SZ,balancesheet,20191231,2020-04-09,2,1,e4c9e1dc842685c136f8593ea6cde0d8097cdab9bd3841844080ba5f1e4c6f50
000006.SZ,balancesheet,20200630,2020-08-28,2,1,eadbadcfaa3e7c127bf6bea70363ace5152c08e71c4df556888f8374562fa7e3
000006.SZ,balancesheet,20201231,2021-03-31,2,1,2c8aa9f6ee78578a5d536a0a13fa1c71846a8b776b72336ecb0e222004aa294a
000006.SZ,balancesheet,20210331,2021-04-29,2,1,fb4be79037b62b6b5f0c095b934d4032fa3143e678b1da8b319b0a41d8d5e3d8
000006.SZ,balancesheet,20210930,2021-10-29,2,1,d24f32c4494b7dd3641a0425f3c59f12b7706c1d4b5699a20590e0eb90bcc9e7
000006.SZ,balancesheet,20221231,2023-04-28,2,1,122aea55fd249823e23e8ff90f5b94e41afc1b44e4ff2c64cafc5b7835dae8ac
000006.SZ,balancesheet,20230630,2023-08-25,2,1,6f3acfe849b9f010ca927e1d521ed670e340d69c01c445d3ea4e2a24a74280ae
000006.SZ,balancesheet,20231231,2024-04-27,2,1,7bda932ffc5ea33e9a43795b4482fcb83c7d16c5d5fc6cc1e4c1396752a0355c
000006.SZ,balancesheet,20240331,2024-04-27,2,1,73f4a59f95e49153f59c23536a4d3e683cda238255609de584e29db08a72760f
000006.SZ,cashflow,20181231,2019-03-30,2,1,dee8ca4e88e23405954179e984d27cfaba238ada6241c6e86aae8d822b579058
000006.SZ,cashflow,20190630,2019-08-16,2,1,29e79d7081fdfa17765f5b4a0c4af921d17c8cf76b578da8a3d4961158305330
000006.SZ,cashflow,20190930,2019-10-30,2,1,a8b5559b2f1bd32967ab98e7719e6c2060a3a106e62057347d5761f089401bf7
000006.SZ,cashflow,20191231,2020-04-09,2,1,eda67b11466f9cba80da99377c70fc9517cff6e45d3c465031fb27ff0a4de4c2
000006.SZ,cashflow,20200630,2020-08-28,2,1,9f53d40f40babbd3048a1082d2f90b041fcf61e1ceca833c48b98fc0513adce8
000006.SZ,cashflow,20201231,2021-03-31,2,1,786684ae0f8a28bd3bb9ac8ff1a04d17d1fbe2b73802dbeeebd1602a022960e3
000006.SZ,cashflow,20211231,2022-04-16,2,1,e62f2a42ce8c80b6a941ba278966bffde41a83ffd5f3fed19282849114b7514b
000006.SZ,cashflow,20221231,2023-04-28,2,1,4692d7efe2459498d081b7cba310831ebe8f111550ed922283e210a907250dc8
000006.SZ,cashflow,20230331,2023-04-29,2,1,912058eb3800d27a01ae680cc9d348cb2787a39cdd12cc040c0a54aa91887f0c
000006.SZ,cashflow,20230930,2023-10-27,2,1,461907743f80dc642d4c3a888a40b21f5c39cd41c811b940451d89bb1f91dd35
000006.SZ,cashflow,20240331,2024-04-27,2,1,1ef64190b679347525a533430e6beb93f791fca551f9c0205f20604b32b1acba
000006.SZ,cashflow,20241231,2025-04-26,2,1,a1d48648a8862904b0a6b0ceee1e02bdf69a7c01bbeb18dfb3c8017d7ba2ad99
000006.SZ,cashflow,20250331,2025-04-26,2,1,a2b4149c4b64006875a0e1be73cb7faaba83f5437ac3d7ea130c2cda823bdb80
000006.SZ,cashflow,20250630,2025-08-29,2,1,9e9344e7a95f832fd71793d9122d98d7184f306b79ef0807744e2aa9eec54489
000006.SZ,cashflow,20250930,2025-10-30,2,1,aa935ba37c2b5b0a5ce91508b2412ed3448e9f5946b733d3ecbfc8ad4b19b503
000006.SZ,cashflow,20260331,2026-04-30,2,1,dedfcf38514d99d8c24a8b774be518a899894db199ec0fa6ebb406ac49657a4f
000008.SZ,income,20180930,2018-10-20,2,1,562ddf99b44c71060f9b0598c85e80b5d381fb71112f29a353d39357a36a6453
000008.SZ,income,20181231,2019-04-25,2,1,5b8136cf6b5525b627e02e5a2d6f4651696262241561800f4afe35bd8af2d950
000008.SZ,income,20190930,2019-10-22,2,1,d9a2130805f9ee7468517d63f531664c139fb28d6c872fe0521f721e5b8b1c70
000008.SZ,income,20191231,2020-04-24,2,1,f0aec3c9a2c4f0b2d00dd5447e307edb940c9fb7a0f38fbddddfda848e6eb089
000008.SZ,income,20200331,2020-04-30,2,1,7cf095b1bbe58797865e233940e6d8eeb71e0781c7653b399412590760320a3e
000008.SZ,income,20200630,2020-08-29,2,1,647625e82a7edf804a0bdb66418ec718cdb7f3e5079ca6a27c546fcd71f83904
000008.SZ,income,20200930,2020-10-31,2,1,48c8c50a46bbdd3e555ff83800e990b618694a682e61b2614f2e80678f1fa956
000008.SZ,income,20201231,2021-04-20,2,1,fea53f2568856563db97e31492b3637b0e797aa1c0a3bd5f2b2c2ff961d475bc
000008.SZ,income,20210930,2021-10-29,2,1,1d69aa6e8d69022f945e9b6e866567da6ae312b9b91c5227c1e1e6e74d436f25
000008.SZ,income,20211231,2022-04-29,2,1,e2cb60d33b40537b61f3520e4b5ac2ea0af93a368beaeafe320758e8e1832eb1
000008.SZ,income,20220331,2022-04-30,2,1,349289b6bb051f2e266519e9214f14cd755dbbbc6dea529ca4742c7b15326a3c
