datetime,factor,n_total,n_valid,coverage,corr_raw_residual,r2_approx,var_factor_z,var_residual_z
2021-04-26,ta_volatility_kch,500,118,0.236,0.5030563076275383,0.44170032371949053,1.8416545616436641,1.0281951455861813
2021-04-27,ta_volatility_kch,500,119,0.238,0.5070706551723402,0.42893726780957575,1.8325436300758204,1.046497372249256
2021-04-28,ta_volatility_kch,500,119,0.238,0.510190198600008,0.4047700571514792,1.8360041560679337,1.0928446488859629
2021-04-29,ta_volatility_kch,500,118,0.236,0.498769929554694,0.4243831048138035,1.8572939405704527,1.0690897715193002
2021-04-30,ta_volatility_kch,500,117,0.234,0.489181366835376,0.449869354385533,1.8610132618671074,1.023800427248037
2021-05-06,ta_volatility_kch,500,118,0.236,0.5078003580768586,0.41421752833960956,1.8932036166509927,1.1090054939182088
2021-05-07,ta_volatility_kch,500,118,0.236,0.5360860828444148,0.37400134250691064,1.8774420273707868,1.1752761886552165
2021-05-10,ta_volatility_kch,500,118,0.236,0.5379142481423924,0.38119644650777784,1.865866178556662,1.1546046216318155
2021-05-11,ta_volatility_kch,500,117,0.234,0.5617812310039269,0.34436828808699493,1.887544357408059,1.2375339383591788
2021-05-12,ta_volatility_kch,500,118,0.236,0.5841141237734702,0.32474028285863654,1.8709472564746708,1.263375315193496
2021-05-13,ta_volatility_kch,500,118,0.236,0.5794773129416722,0.2897330707572717,1.8797216668837977,1.3351041361685776
2021-05-14,ta_volatility_kch,500,117,0.234,0.527657725912895,0.3907049286078683,1.8484966855079015,1.1262799199646556
2021-05-17,ta_volatility_kch,500,118,0.236,0.47268504751974255,0.47101508517713775,1.8569790901333552,0.982313925822029
2021-05-18,ta_volatility_kch,500,118,0.236,0.5474031011348339,0.3684534083623475,1.8538438542321007,1.1707887675686923
2021-05-19,ta_volatility_kch,500,118,0.236,0.5641724015109455,0.33125360534719983,1.8590790913794122,1.2432524397343856
2021-05-20,ta_volatility_kch,500,118,0.236,0.5676553546322574,0.30992874004219495,1.8521628467006515,1.2781243492697534
2021-05-21,ta_volatility_kch,500,118,0.236,0.56467228810445,0.2980053813985263,1.8554691440408884,1.3025293540977863
2021-05-24,ta_volatility_kch,500,118,0.236,0.5551318574903582,0.3083159828528933,1.873083961554505,1.2955822389818368
2021-05-25,ta_volatility_kch,500,118,0.236,0.5329359559568683,0.3706548042486353,1.9134141279245271,1.2041979888920884
2021-05-26,ta_volatility_kch,500,118,0.236,0.5244764723184887,0.3839875525382811,1.9276514202514752,1.1874572692421697
2021-05-27,ta_volatility_kch,500,118,0.236,0.5501293290950205,0.3577782372785605,1.9291403469099935,1.2389359141295853
2021-05-28,ta_volatility_kch,500,118,0.236,0.529595759352337,0.3875739656929197,1.9211325845598342,1.1765516101400908
2021-05-31,ta_volatility_kch,500,118,0.236,0.5030294376789352,0.42308839873047144,1.9036354297137996,1.0982293639895953
2021-06-01,ta_volatility_kch,500,117,0.234,0.5498520364662278,0.3658317799007603,1.8885565411544105,1.197662540260669
2021-06-02,ta_volatility_kch,500,117,0.234,0.5426534342128196,0.3740996533338641,1.8897030719764383,1.1827658078461147
2021-06-03,ta_volatility_kch,500,118,0.236,0.5640980446941807,0.3213110005254465,1.9047192823341554,1.2927120240072576
2021-06-04,ta_volatility_kch,500,118,0.236,0.5371139684718521,0.3447174780299531,1.905460737663655,1.2486151176911457
2021-06-07,ta_volatility_kch,500,118,0.236,0.5454701133088441,0.3592612304648576,1.8791782569188165,1.2040623640753563
2021-06-08,ta_volatility_kch,500,118,0.236,0.5306729555574901,0.34542485597360717,1.875233991937555,1.2274815603557125
2021-06-09,ta_volatility_kch,500,118,0.236,0.5590620342159096,0.36965249606896844,1.876471218105487,1.182828948531216
2021-06-10,ta_volatility_kch,500,116,0.232,0.5345342046792004,0.3783491060838535,1.8774343517325978,1.1671087430234504
2021-06-11,ta_volatility_kch,500,117,0.234,0.5169881130095402,0.41675303767142746,1.8515005481380507,1.079882070451205
2021-06-15,ta_volatility_kch,500,116,0.232,0.5330450625398714,0.3961602983951509,1.8332017726219454,1.106960011361516
2021-06-16,ta_volatility_kch,500,116,0.232,0.5302619401059265,0.40995096485074967,1.8241421016687431,1.0763332870647675
2021-06-17,ta_volatility_kch,500,116,0.232,0.5417871074059546,0.3903570919216106,1.8275474039120232,1.1141513139720367
2021-06-18,ta_volatility_kch,500,117,0.234,0.5597334983835981,0.3606885910389487,1.8051134924416707,1.1540296501874885
2021-06-21,ta_volatility_kch,500,117,0.234,0.5352649571764222,0.43212067759346284,1.7959440120826542,1.0198794686615755
2021-06-22,ta_volatility_kch,500,117,0.234,0.5469089443494264,0.4031030901189254,1.7819961246170806,1.0636679802039857
2021-06-23,ta_volatility_kch,500,117,0.234,0.5459899162036136,0.41287707053148726,1.7724595166137473,1.0406516237586074
2021-06-24,ta_volatility_kch,500,117,0.234,0.5667298160200597,0.35956891732633134,1.7751022387431852,1.1368306486147512
2021-06-25,ta_volatility_kch,500,116,0.232,0.5694543991688745,0.38790077868830586,1.835608133455411,1.1235743091214694
2021-06-28,ta_volatility_kch,500,116,0.232,0.5621489120678244,0.3997586204329021,1.8408615435237814,1.1049612724767317
2021-06-29,ta_volatility_kch,500,116,0.232,0.5644081462764956,0.3630803754336829,1.8446827903920917,1.1749146703004774
2021-06-30,ta_volatility_kch,500,117,0.234,0.5566400658860295,0.37541714750236455,1.8475208056158043,1.1539298148202486
2021-01-04,ta_trend_ichimoku_conv,500,118,0.236,0.4760391827808122,0.46040475859596364,1.8923159796302946,1.0210846978413244
2021-01-05,ta_trend_ichimoku_conv,500,118,0.236,0.46099742232957935,0.4813672969327135,1.8955597032815121,0.9830992527383142
2021-01-06,ta_trend_ichimoku_conv,500,118,0.236,0.46192719848724956,0.5137367247960947,1.886877347718447,0.9175191590096301
2021-01-07,ta_trend_ichimoku_conv,500,118,0.236,0.45574510528339046,0.4693961654485225,1.899667026800875,1.0079706087915488
2021-01-08,ta_trend_ichimoku_conv,500,118,0.236,0.3967665303765006,0.5307015667096833,1.8932721860143493,0.8885096706886672
2021-01-11,ta_trend_ichimoku_conv,500,119,0.238,0.392760792374448,0.5296771875379727,1.8959010378478016,0.8916855082702545
2021-01-12,ta_trend_ichimoku_conv,500,119,0.238,0.44164132946620976,0.5164750013839998,1.8838104288127948,0.9108694349845134
2021-01-13,ta_trend_ichimoku_conv,500,119,0.238,0.40435131136051006,0.5639833240676786,1.8961647513483781,0.8267594519029567
2021-01-14,ta_trend_ichimoku_conv,500,119,0.238,0.38244666100500474,0.5522926346093525,1.8994375732233626,0.8503921916318368
2021-01-15,ta_trend_ichimoku_conv,500,119,0.238,0.3576483308037142,0.5796899997279643,1.8870903814767852,0.7931629587518635
2021-01-18,ta_trend_ichimoku_conv,500,118,0.236,0.4362164894625142,0.5013981098479141,1.8832708224734809,0.9390023917535508
2021-01-19,ta_trend_ichimoku_conv,500,118,0.236,0.4143181784415648,0.5037149495349924,1.8904470890083058,0.9382006289699139
2021-01-20,ta_trend_ichimoku_conv,500,118,0.236,0.4212327654226764,0.4686021601323421,1.8912961633309004,1.0050306957440296
2021-01-21,ta_trend_ichimoku_conv,500,118,0.236,0.40571790300435323,0.5099952063403124,1.8827907825426633,0.9225765089041795
2021-01-22,ta_trend_ichimoku_conv,500,118,0.236,0.39282581958822754,0.529446240923902,1.89762825811071,0.8929361101830227
2021-01-25,ta_trend_ichimoku_conv,500,118,0.236,0.3847854378707528,0.5352442063346405,1.8973802124094552,0.8818184465033045
2021-01-26,ta_trend_ichimoku_conv,500,118,0.236,0.3945625144875987,0.5180685177880265,1.901688203152945,0.9164834144505233
2021-01-27,ta_trend_ichimoku_conv,500,118,0.236,0.4371096154562256,0.4668479594066334,1.8883668412116343,1.0067866347808327
2021-01-28,ta_trend_ichimoku_conv,500,118,0.236,0.4381808161874149,0.46819644061208154,1.8798780518071143,0.9997258391662492
2021-01-29,ta_trend_ichimoku_conv,500,119,0.238,0.4382747728632124,0.47327665243147876,1.8529797337784346,0.9760076883524044
2021-02-01,ta_trend_ichimoku_conv,500,119,0.238,0.47066622456858687,0.4338831336637782,1.8540755818746415,1.049623458361379
2021-02-02,ta_trend_ichimoku_conv,500,119,0.238,0.4370280826049621,0.4929146170686125,1.8727904825586992,0.949664678998536
2021-02-03,ta_trend_ichimoku_conv,500,119,0.238,0.38013870463418087,0.5234393445736012,1.871628425600811,0.8919444692190015
2021-02-04,ta_trend_ichimoku_conv,500,119,0.238,0.4327297079219338,0.49536077493349684,1.875890606347799,0.946647981896886
2021-02-05,ta_trend_ichimoku_conv,500,119,0.238,0.44553550005071135,0.5180792336502271,1.8773162241592314,0.9047176734276787
2021-02-08,ta_trend_ichimoku_conv,500,119,0.238,0.45007901673433925,0.49304211210054116,1.8926494797190854,0.9594935827723972
