factor,alphalens_reloaded:mean_information_coefficient:10D,alphalens_reloaded:mean_information_coefficient:20D,jqfactor_analyzer:mean_information_coefficient:period_10,jqfactor_analyzer:mean_information_coefficient:period_20,qlib_eval:annualized_return:label_10d_t1,qlib_eval:annualized_return:label_20d_t1,qlib_eval:information_ratio:label_10d_t1,qlib_eval:information_ratio:label_20d_t1,qlib_eval:mean:label_10d_t1,qlib_eval:mean:label_20d_t1
alpha360_HIGH36,0.0637364999740596,0.0722313093195881,0.0637364999740596,0.0722313093195881,14.75683629062736,17.131914326352,5.025120855312947,6.28968607114606,0.0620035138261653,0.071982833304
alpha360_HIGH37,0.065476916987875,0.0730726381792871,0.065476916987875,0.0730726381792872,15.123255780784891,17.322861394166164,5.153589672824124,6.354660720924409,0.0635430915159029,0.0727851319082611
alpha360_HIGH40,0.0658510548241803,0.0723140444917292,0.0658510548241803,0.0723140444917292,15.104164635821494,17.12585729196923,5.157218458058235,6.2987944886938765,0.0634628766210987,0.0719573835797026
