factor,valid_rows,total_rows,coverage,missing_rate,min,max,mean
alpha360_HIGH36,285864,286944,0.996236199397792,0.003763800602208,0.2584674060344696,44.44503402709961,1.0246573686599731
alpha360_HIGH37,285866,286944,0.9962431693989072,0.0037568306010928,0.245989128947258,44.73532485961914,1.0248908996582031
alpha360_HIGH40,285866,286944,0.9962431693989072,0.0037568306010928,0.2254155725240707,48.475833892822266,1.0253307819366455
