signal_date,execution_date,period_end_date,status,eligible_count,selected_count,turnover,cost,period_net_return,period_universe_return,period_net_excess_return,avg_selected_liquidity_bucket,avg_selected_tradability_score
2021-02-01,2021-02-02,2021-02-23,executed,1117,300,1.0,0.002,0.05626557518357167,0.0404148415770742,0.014819365960206943,3.7466666666666666,100.0
2021-02-22,2021-02-23,2021-03-09,executed,1117,300,0.3733333333333333,0.0007466666666666666,-0.004527190406179549,-0.04235973781029079,0.03847079841724699,3.7266666666666666,100.0
2021-03-08,2021-03-09,2021-03-23,executed,1122,300,0.3533333333333334,0.0007066666666666667,0.0200871554000277,0.02399622485054209,-0.004134615631923744,3.65,100.0
2021-03-22,2021-03-23,2021-04-07,executed,1136,300,0.37,0.00074,0.00888366103321081,0.01967373419770979,-0.010881845469263518,3.5733333333333333,100.0
2021-04-06,2021-04-07,2021-04-21,executed,1128,300,0.37,0.00074,0.0018764765450465237,0.004745265003596177,-0.003068356794451832,3.716666666666667,100.0
2021-04-20,2021-04-21,2021-05-10,executed,1142,300,0.38,0.00076,-0.028589027905110753,-0.004461773860677476,-0.024349508672935616,3.6566666666666667,100.0
2021-05-07,2021-05-10,2021-05-24,executed,1119,300,0.3733333333333333,0.0007466666666666666,0.020172984012872597,0.021835278144990422,-0.0017140266252357872,3.716666666666667,100.0
2021-05-21,2021-05-24,2021-06-07,executed,1113,300,0.3633333333333333,0.0007266666666666666,0.020204619695945114,0.03736697289053703,-0.016772335561705987,3.6866666666666665,100.0
2021-06-04,2021-06-07,2021-06-22,executed,1123,300,0.3833333333333333,0.0007666666666666666,-0.000523047260200471,0.005246320730960763,-0.0060841917680750646,3.6333333333333333,100.0
2021-06-21,2021-06-22,2021-07-06,executed,1133,300,0.3833333333333333,0.0007666666666666666,-0.005661705680496731,0.0020385989449975828,-0.008138584018858475,3.6666666666666665,100.0
2021-07-05,2021-07-06,2021-07-20,executed,1123,300,0.33666666666666667,0.0006733333333333334,0.0020814946640170806,0.03856372441229938,-0.03536888011852091,3.6566666666666667,100.0
2021-07-19,2021-07-20,2021-08-03,executed,1136,300,0.31000000000000005,0.0006200000000000001,-0.008743256462746096,-0.007121137313645831,-0.002964043274663486,3.6066666666666665,100.0
2021-08-02,2021-08-03,2021-08-17,executed,1113,300,0.32999999999999996,0.0006599999999999999,0.02021528196971789,0.017872477216739346,0.0016128717134342718,3.62,100.0
2021-08-16,2021-08-17,2021-08-31,executed,1133,300,0.33333333333333337,0.0006666666666666668,0.03155051071255777,0.04543727031559919,-0.013534090105783214,3.526666666666667,100.0
2021-08-30,2021-08-31,2021-09-14,executed,1125,300,0.3866666666666667,0.0007733333333333334,0.055609360567810295,0.035859889139896906,0.01890978372085428,3.5966666666666667,100.0
2021-09-13,2021-09-14,2021-09-30,executed,1108,300,0.43000000000000005,0.0008600000000000001,-0.028945996331007473,-0.05629244138266509,0.027446510890139608,3.6266666666666665,100.0
2021-09-29,2021-09-30,2021-10-21,executed,1114,300,0.3633333333333333,0.0007266666666666666,0.008622319485673158,0.001675138095429629,0.006592911049204675,3.683333333333333,100.0
2021-10-20,2021-10-21,2021-11-04,executed,1138,300,0.3566666666666667,0.0007133333333333334,-0.00013583506407000012,-0.008014516479023959,0.007388616019171623,3.68,100.0
2021-11-03,2021-11-04,2021-11-18,executed,1149,300,0.39,0.0007800000000000001,0.020601665647609346,0.027152813231569706,-0.006743430699438613,3.7,100.0
2021-11-17,2021-11-18,2021-12-02,executed,1128,300,0.4033333333333333,0.0008066666666666667,0.01834480736208377,0.027504055811609085,-0.009078059501156144,3.64,100.0
2021-12-01,2021-12-02,2021-12-16,executed,1138,300,0.38,0.00076,0.02606585783383064,0.025663435100807597,0.00016342146289893833,3.6366666666666667,100.0
2021-12-15,2021-12-16,2021-12-30,executed,1136,300,0.4,0.0008,0.00947626812999891,-0.006252081775786622,0.015357649560558295,3.64,100.0
2021-12-29,2021-12-30,2022-01-14,executed,1126,300,0.42000000000000004,0.0008400000000000001,0.01256496942785712,-0.016497828359900768,0.028947336485009023,3.71,100.0
2022-01-13,2022-01-14,2022-01-28,executed,1139,300,0.33333333333333337,0.0006666666666666668,-0.06538712506572619,-0.08783840073757732,0.023614881099437213,3.816666666666667,100.0
2022-01-27,2022-01-28,2022-02-18,executed,1133,300,0.32333333333333336,0.0006466666666666667,0.04664540585664989,0.05049728350181426,-0.003963887960636181,3.8266666666666667,100.0
2022-02-17,2022-02-18,2022-03-04,executed,1143,300,0.35,0.0007,-0.013691091739425842,-0.0026225669936534857,-0.011502034349727741,3.77,100.0
2022-03-03,2022-03-04,2022-03-18,executed,1143,300,0.3633333333333333,0.0007266666666666666,-0.06805551893686734,-0.04822268355008119,-0.02079680764260905,3.7666666666666666,100.0
2022-03-17,2022-03-18,2022-04-01,executed,1137,300,0.3666666666666667,0.0007333333333333334,0.00842007005110923,0.0011159931105673149,0.007196021012902287,3.743333333333333,100.0
2022-03-31,2022-04-01,2022-04-19,executed,1134,300,0.37,0.00074,-0.031514780292093314,-0.0468506754440825,0.015724655457562076,3.69,100.0
2022-04-18,2022-04-19,2022-05-06,executed,1105,300,0.41000000000000003,0.0008200000000000001,-0.09189866598430052,-0.10400552910471472,0.012012493848776451,3.83,100.0
2022-05-05,2022-05-06,2022-05-20,executed,1074,300,0.3766666666666667,0.0007533333333333334,0.046630724351122144,0.07435597566135299,-0.026007580706325473,3.9366666666666665,100.0
2022-05-19,2022-05-20,2022-06-06,executed,1092,300,0.31666666666666665,0.0006333333333333333,0.031470170322720925,0.03895412913518248,-0.0077391682197228695,3.8066666666666666,100.0
2022-06-02,2022-06-06,2022-06-20,executed,1102,300,0.39,0.0007800000000000001,0.029356414739083236,0.03298649136547405,-0.0037384917284499775,3.7933333333333334,100.0
2022-06-17,2022-06-20,2022-07-04,executed,1127,300,0.32999999999999996,0.0006599999999999999,0.019239592101071734,0.02546445303439704,-0.0064481145143931995,3.783333333333333,100.0
2022-07-01,2022-07-04,2022-07-18,executed,1117,300,0.3933333333333333,0.0007866666666666666,-0.03209380691272856,-0.01832640033059363,-0.014248991644180697,3.69,100.0
2022-07-15,2022-07-18,2022-08-01,executed,1106,300,0.37,0.00074,-0.0011133688299699296,0.0151516074096949,-0.016230815368157292,3.6933333333333334,100.0
2022-07-29,2022-08-01,2022-08-15,executed,1129,300,0.3966666666666666,0.0007933333333333333,0.014964869230628342,0.015471007948616444,-0.0008173172168397524,3.74,100.0
2022-08-12,2022-08-15,2022-08-29,executed,1118,300,0.37,0.00074,-0.007231450325244637,-0.026051415061529748,0.018674480471469357,3.75,100.0
2022-08-26,2022-08-29,2022-09-13,executed,1124,300,0.30666666666666664,0.0006133333333333334,0.00263975343162004,-0.01090316473730446,0.01287542750597992,3.8733333333333335,100.0
2022-09-09,2022-09-13,2022-09-27,executed,1134,300,0.32999999999999996,0.0006599999999999999,-0.06184021480235924,-0.06943306357345547,0.007698876432723267,3.82,100.0
2022-09-26,2022-09-27,2022-10-18,executed,1134,300,0.29666666666666663,0.0005933333333333333,0.014694314328867142,0.00983461483421988,0.0039290077063482975,3.82,100.0
2022-10-17,2022-10-18,2022-11-01,executed,1113,300,0.37,0.00074,-0.02427121957273659,-0.019103597462039157,-0.00557523046372177,3.77,100.0
2022-10-31,2022-11-01,2022-11-15,executed,1102,300,0.31666666666666665,0.0006333333333333333,0.06172664617894985,0.06385714404102472,-0.0022567145531300348,3.73,100.0
2022-11-14,2022-11-15,2022-11-29,executed,1116,300,0.37,0.00074,0.011074244094990915,-0.003340289623116055,0.014292864224155322,3.6266666666666665,100.0
2022-11-28,2022-11-29,2022-12-13,executed,1136,300,0.3533333333333334,0.0007066666666666667,0.008490931435447546,0.008816813448191407,-0.00022799332626721736,3.69,100.0
2022-12-12,2022-12-13,2022-12-27,executed,1131,300,0.3766666666666667,0.0007533333333333334,-0.03628890264339657,-0.038687720144823357,0.0024328454312776415,3.7666666666666666,100.0
2022-12-26,2022-12-27,2023-01-11,executed,1117,300,0.3733333333333333,0.0007466666666666666,0.014659343141825598,0.01928574608853495,-0.0047267754100284165,3.62,100.0
2023-01-10,2023-01-11,2023-02-01,executed,1134,300,0.33666666666666667,0.0006733333333333334,0.06896011698950621,0.06041252734621905,0.00804569506877284,3.6866666666666665,100.0
2023-01-31,2023-02-01,2023-02-15,executed,1131,300,0.36,0.0007199999999999999,0.016785978235708265,0.015095779858736558,0.0016392150966464403,3.66,100.0
