datetime,instrument,method,composite_score,component_count,split_id
2024-08-01,SH600000,cluster_equal,-0.4315446425960702,9,split_001
2024-08-01,SH600004,cluster_equal,0.11987433712580407,9,split_001
2024-08-01,SH600006,cluster_equal,-1.254074735116061,9,split_001
2024-08-01,SH600008,cluster_equal,-0.3593752914793929,9,split_001
2024-08-01,SH600009,cluster_equal,0.12835938207501468,9,split_001
2024-08-01,SH600010,cluster_equal,-0.169018462060848,9,split_001
2024-08-01,SH600011,cluster_equal,0.12656111246384905,9,split_001
2024-08-01,SH600015,cluster_equal,0.11426080648996237,9,split_001
2024-08-01,SH600016,cluster_equal,0.5674571873893267,9,split_001
2024-08-01,SH600018,cluster_equal,-0.7459990133822257,9,split_001
2024-08-01,SH600000,equal_directional_zscore,-0.4315446425960702,9,split_001
2024-08-01,SH600004,equal_directional_zscore,0.11987433712580407,9,split_001
2024-08-01,SH600006,equal_directional_zscore,-1.254074735116061,9,split_001
2024-08-01,SH600008,equal_directional_zscore,-0.3593752914793929,9,split_001
2024-08-01,SH600009,equal_directional_zscore,0.12835938207501468,9,split_001
2024-08-01,SH600010,equal_directional_zscore,-0.169018462060848,9,split_001
2024-08-01,SH600011,equal_directional_zscore,0.12656111246384905,9,split_001
2024-08-01,SH600015,equal_directional_zscore,0.11426080648996237,9,split_001
2024-08-01,SH600016,equal_directional_zscore,0.5674571873893267,9,split_001
2024-08-01,SH600018,equal_directional_zscore,-0.7459990133822257,9,split_001
2024-08-01,SH600000,stability_weight,-0.42660981208897536,9,split_001
2024-08-01,SH600004,stability_weight,0.11666373354427235,9,split_001
2024-08-01,SH600006,stability_weight,-1.2497648098738108,9,split_001
2024-08-01,SH600008,stability_weight,-0.36445336703251713,9,split_001
2024-08-01,SH600009,stability_weight,0.13486480608466583,9,split_001
2024-08-01,SH600010,stability_weight,-0.16972717960478453,9,split_001
2024-08-01,SH600011,stability_weight,0.1210420040067553,9,split_001
2024-08-01,SH600015,stability_weight,0.1140320811238637,9,split_001
2024-08-01,SH600016,stability_weight,0.5662900348481456,9,split_001
2024-08-01,SH600018,stability_weight,-0.7541538565907544,9,split_001
