batch_id,status,returncode,factor_count,factors,config_path,output_dir,started_at,ended_at,elapsed_seconds
batch_063,pass,0.0,5,"alpha360_VOLUME48,alpha360_VOLUME47,alpha360_VOLUME46,alpha360_VOLUME45,alpha360_VOLUME44",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_063.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_063,2026-06-28T11:10:06,2026-06-28T11:10:32,26.791
batch_064,pass,0.0,5,"alpha360_VOLUME43,alpha360_VOLUME42,alpha360_VOLUME41,alpha360_VOLUME40,alpha360_VOLUME39",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_064.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_064,2026-06-28T11:10:32,2026-06-28T11:10:59,26.242
batch_065,pass,0.0,5,"alpha360_VOLUME38,alpha360_VOLUME37,alpha360_VOLUME36,alpha360_VOLUME35,alpha360_VOLUME34",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_065.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_065,2026-06-28T11:10:59,2026-06-28T11:11:24,25.597
batch_066,pass,0.0,5,"alpha360_VOLUME33,alpha360_VOLUME32,alpha360_VOLUME31,alpha360_VOLUME30,alpha360_VOLUME29",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_066.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_066,2026-06-28T11:11:24,2026-06-28T11:11:51,26.323
batch_067,pass,0.0,5,"alpha360_VOLUME28,alpha360_VOLUME27,alpha360_VOLUME26,alpha360_VOLUME25,alpha360_VOLUME24",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_067.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_067,2026-06-28T11:11:51,2026-06-28T11:12:11,20.215
batch_068,pass,0.0,5,"alpha360_VOLUME23,alpha360_VOLUME22,alpha360_VOLUME21,alpha360_VOLUME20,alpha360_VOLUME19",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_068.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_068,2026-06-28T11:12:11,2026-06-28T11:12:38,26.96
batch_069,pass,0.0,5,"alpha360_VOLUME18,alpha360_VOLUME17,alpha360_VOLUME16,alpha360_VOLUME15,alpha360_VOLUME14",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_069.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_069,2026-06-28T11:12:38,2026-06-28T11:13:06,28.457
batch_070,pass,0.0,5,"alpha360_VOLUME13,alpha360_VOLUME12,alpha360_VOLUME11,alpha360_VOLUME10,alpha360_VOLUME9",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_070.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_070,2026-06-28T11:13:06,2026-06-28T11:13:33,26.894
batch_071,pass,0.0,5,"alpha360_VOLUME8,alpha360_VOLUME7,alpha360_VOLUME6,alpha360_VOLUME5,alpha360_VOLUME4",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_071.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_071,2026-06-28T11:13:33,2026-06-28T11:13:59,26.239
batch_072,pass,0.0,3,"alpha360_VOLUME3,alpha360_VOLUME2,alpha360_VOLUME1",E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\generated_configs\batch_072.yaml,E:\qlib_prj\qlib_baseline\outputs\factor_evaluation_batch_v1\alpha360_candidate358_execution\runs\batch_072,2026-06-28T11:13:59,2026-06-28T11:14:17,17.412
