scenario,scenario_type,topk,start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,rebalance_every,cost_bps,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,candidate_count
topk_50,topk_sensitivity,50,2021-02-03,2023-12-22,700,37,35,2,0.05405405405405406,0.10354220499739197,0.09124223969963419,0.0035450592086367916,0.0986311152279542,0.08638945972884793,0.7585727942491969,0.6763520022963794,-0.319957207020538,0.8897142857142857,1.0,1131.942857142857,50.0,label_20d_t1,20,10.0,3,75.0,2.0,14
topk_100,topk_sensitivity,100,2021-02-03,2023-12-22,700,37,35,2,0.05405405405405406,0.07691570823031002,0.06578766515246337,0.0035450592086367916,0.07170311544013885,0.06063233220041564,0.639602716414795,0.5528426168565775,-0.32170836880149045,0.8248571428571427,1.0,1131.942857142857,100.0,label_20d_t1,20,10.0,3,75.0,2.0,14
topk_200,topk_sensitivity,200,2021-02-03,2023-12-22,700,37,35,2,0.05405405405405406,0.05103976511196717,0.041605512297731906,0.0035450592086367916,0.04527970142500748,0.03590199803351113,0.49642784268704765,0.40560994028580877,-0.32071929724244186,0.7157142857142857,1.0,1131.942857142857,200.0,label_20d_t1,20,10.0,3,75.0,2.0,14
