protocol_closure_version,research_model_protocol_ready,research_model_input_protocol_ready,research_model_input_ready,research_model_training_ready,research_model_hard_stop_active,production_model_hard_stop_active,production_model_selected,research_model_experiment_started,model_training_started,experiment_class,historical_test_already_observed,authoritative_execution,unbiased_final_estimate,development_dry_run_ready,test_read_count_before_freeze
1.1,False,True,False,False,True,True,False,False,False,post_observation_research,True,False,False,False,0
