outer_split_id,compared_key_count,volume_compared_count,volume_expected_ratio,volume_maximum_relative_ratio_error,amount_compared_count,amount_expected_ratio,amount_maximum_relative_ratio_error
split_001,1830,1830,100.0,4.9118662026614857e-08,1824,1000.0,1.1920928955078125e-07
