path,rows,sha256
E:/qlib_prj/qlib_baseline/outputs/transparent_score_policy_v1/runtime/component_audit.parquet,5317383,8bd1a1f5cccdff317730e55b34863c56de09b6f1041e2714ff08fa30ff91bae5
