selection_date,effective_date,instrument,action
2023-03-31,2023-04-03,SZ000019,exit
2023-03-31,2023-04-03,SZ000554,exit
2023-03-31,2023-04-03,SZ000576,exit
2023-03-31,2023-04-03,SZ000712,exit
2023-03-31,2023-04-03,SZ000791,exit
2023-03-31,2023-04-03,SZ000958,exit
2023-03-31,2023-04-03,SZ000959,exit
2023-03-31,2023-04-03,SZ001267,exit
2023-03-31,2023-04-03,SZ001896,exit
2023-03-31,2023-04-03,SZ002022,exit
2023-03-31,2023-04-03,SZ002024,exit
2023-03-31,2023-04-03,SZ002038,exit
2023-03-31,2023-04-03,SZ002108,exit
2023-03-31,2023-04-03,SZ002136,exit
2023-03-31,2023-04-03,SZ002172,exit
2023-03-31,2023-04-03,SZ002196,exit
2023-03-31,2023-04-03,SZ002239,exit
2023-03-31,2023-04-03,SZ002266,exit
2023-03-31,2023-04-03,SZ002416,exit
2023-03-31,2023-04-03,SZ002437,exit
2023-03-31,2023-04-03,SZ002480,exit
2023-03-31,2023-04-03,SZ002556,exit
2023-03-31,2023-04-03,SZ002588,exit
2023-03-31,2023-04-03,SZ002628,exit
2023-03-31,2023-04-03,SZ002629,exit
2023-03-31,2023-04-03,SZ002726,exit
2023-03-31,2023-04-03,SZ002768,exit
2023-03-31,2023-04-03,SZ002789,exit
2023-03-31,2023-04-03,SZ002822,exit
2023-03-31,2023-04-03,SZ002859,exit
2023-03-31,2023-04-03,SZ300116,exit
2023-03-31,2023-04-03,SZ300148,exit
2023-03-31,2023-04-03,SZ300165,exit
2023-03-31,2023-04-03,SZ300228,exit
2023-03-31,2023-04-03,SZ300284,exit
2023-03-31,2023-04-03,SZ300439,exit
2023-03-31,2023-04-03,SZ300483,exit
2023-03-31,2023-04-03,SZ300518,exit
2023-03-31,2023-04-03,SZ300617,exit
2023-03-31,2023-04-03,SZ300619,exit
2023-03-31,2023-04-03,SZ300631,exit
2023-03-31,2023-04-03,SZ300647,exit
2023-03-31,2023-04-03,SZ300702,exit
2023-03-31,2023-04-03,SZ300783,exit
2023-03-31,2023-04-03,SZ300825,exit
2023-03-31,2023-04-03,SZ300902,exit
2023-03-31,2023-04-03,SZ301047,exit
2023-03-31,2023-04-03,SZ301111,exit
2023-03-31,2023-04-03,SZ301117,exit
2023-03-31,2023-04-03,SZ301150,exit
2023-03-31,2023-04-03,SZ301162,exit
2023-03-31,2023-04-03,SZ301166,exit
2023-03-31,2023-04-03,SZ301177,exit
2023-03-31,2023-04-03,SZ301201,exit
2023-03-31,2023-04-03,SZ301217,exit
2023-04-28,2023-05-04,SH600509,enter
2023-04-28,2023-05-04,SH600531,enter
2023-04-28,2023-05-04,SH600636,enter
2023-04-28,2023-05-04,SH600775,enter
2023-04-28,2023-05-04,SH600901,enter
2023-04-28,2023-05-04,SH601226,enter
2023-04-28,2023-05-04,SH601519,enter
2023-04-28,2023-05-04,SH601698,enter
2023-04-28,2023-05-04,SH601882,enter
2023-04-28,2023-05-04,SH603100,enter
2023-04-28,2023-05-04,SH603211,enter
2023-04-28,2023-05-04,SH603228,enter
2023-04-28,2023-05-04,SH688133,enter
2023-04-28,2023-05-04,SH688158,enter
2023-04-28,2023-05-04,SH688232,enter
2023-04-28,2023-05-04,SH688305,enter
2023-04-28,2023-05-04,SH688318,enter
2023-04-28,2023-05-04,SH688375,enter
2023-04-28,2023-05-04,SH688383,enter
2023-04-28,2023-05-04,SZ001212,enter
2023-04-28,2023-05-04,SZ001258,enter
2023-04-28,2023-05-04,SZ002055,enter
2023-04-28,2023-05-04,SZ002095,enter
2023-04-28,2023-05-04,SZ002168,enter
2023-04-28,2023-05-04,SZ002229,enter
2023-04-28,2023-05-04,SZ002315,enter
2023-04-28,2023-05-04,SZ002378,enter
2023-04-28,2023-05-04,SZ002413,enter
2023-04-28,2023-05-04,SZ002441,enter
2023-04-28,2023-05-04,SZ002536,enter
2023-04-28,2023-05-04,SZ002559,enter
2023-04-28,2023-05-04,SZ002654,enter
2023-04-28,2023-05-04,SZ002681,enter
2023-04-28,2023-05-04,SZ002771,enter
2023-04-28,2023-05-04,SZ002777,enter
2023-04-28,2023-05-04,SZ002808,enter
2023-04-28,2023-05-04,SZ002829,enter
2023-04-28,2023-05-04,SZ002869,enter
2023-04-28,2023-05-04,SZ003005,enter
2023-04-28,2023-05-04,SZ003026,enter
2023-04-28,2023-05-04,SZ300046,enter
2023-04-28,2023-05-04,SZ300071,enter
2023-04-28,2023-05-04,SZ300114,enter
2023-04-28,2023-05-04,SZ300236,enter
2023-04-28,2023-05-04,SZ300317,enter
2023-04-28,2023-05-04,SZ300359,enter
2023-04-28,2023-05-04,SZ300447,enter
2023-04-28,2023-05-04,SZ300460,enter
2023-04-28,2023-05-04,SZ300525,enter
2023-04-28,2023-05-04,SZ300571,enter
2023-04-28,2023-05-04,SZ300589,enter
2023-04-28,2023-05-04,SZ300602,enter
2023-04-28,2023-05-04,SZ300607,enter
2023-04-28,2023-05-04,SZ300624,enter
2023-04-28,2023-05-04,SZ300659,enter
2023-04-28,2023-05-04,SZ300925,enter
2023-04-28,2023-05-04,SZ300926,enter
2023-04-28,2023-05-04,SZ300982,enter
2023-04-28,2023-05-04,SZ301191,enter
2023-04-28,2023-05-04,SZ301269,enter
2023-04-28,2023-05-04,SZ301312,enter
2023-04-28,2023-05-04,SH600032,exit
2023-04-28,2023-05-04,SH600108,exit
2023-04-28,2023-05-04,SH600163,exit
2023-04-28,2023-05-04,SH600192,exit
2023-04-28,2023-05-04,SH600220,exit
2023-04-28,2023-05-04,SH600251,exit
2023-04-28,2023-05-04,SH600369,exit
2023-04-28,2023-05-04,SH600470,exit
2023-04-28,2023-05-04,SH600533,exit
2023-04-28,2023-05-04,SH600668,exit
2023-04-28,2023-05-04,SH600770,exit
2023-04-28,2023-05-04,SH600864,exit
2023-04-28,2023-05-04,SH600998,exit
2023-04-28,2023-05-04,SH601665,exit
2023-04-28,2023-05-04,SH601860,exit
2023-04-28,2023-05-04,SH601997,exit
2023-04-28,2023-05-04,SH603070,exit
2023-04-28,2023-05-04,SH603122,exit
2023-04-28,2023-05-04,SH603318,exit
2023-04-28,2023-05-04,SH603826,exit
2023-04-28,2023-05-04,SH603868,exit
2023-04-28,2023-05-04,SH688281,exit
2023-04-28,2023-05-04,SZ000011,exit
2023-04-28,2023-05-04,SZ000401,exit
2023-04-28,2023-05-04,SZ000514,exit
2023-04-28,2023-05-04,SZ000517,exit
2023-04-28,2023-05-04,SZ000573,exit
2023-04-28,2023-05-04,SZ000666,exit
2023-04-28,2023-05-04,SZ000667,exit
2023-04-28,2023-05-04,SZ000678,exit
2023-04-28,2023-05-04,SZ000710,exit
2023-04-28,2023-05-04,SZ000796,exit
2023-04-28,2023-05-04,SZ000833,exit
2023-04-28,2023-05-04,SZ000856,exit
2023-04-28,2023-05-04,SZ000898,exit
2023-04-28,2023-05-04,SZ000926,exit
2023-04-28,2023-05-04,SZ000950,exit
2023-04-28,2023-05-04,SZ000982,exit
2023-04-28,2023-05-04,SZ001219,exit
2023-04-28,2023-05-04,SZ002075,exit
2023-04-28,2023-05-04,SZ002208,exit
2023-04-28,2023-05-04,SZ002274,exit
2023-04-28,2023-05-04,SZ002277,exit
2023-04-28,2023-05-04,SZ002342,exit
2023-04-28,2023-05-04,SZ002363,exit
2023-04-28,2023-05-04,SZ002382,exit
2023-04-28,2023-05-04,SZ002438,exit
2023-04-28,2023-05-04,SZ002443,exit
2023-04-28,2023-05-04,SZ002659,exit
2023-04-28,2023-05-04,SZ002702,exit
2023-04-28,2023-05-04,SZ003042,exit
2023-04-28,2023-05-04,SZ300072,exit
2023-04-28,2023-05-04,SZ300160,exit
2023-04-28,2023-05-04,SZ300328,exit
2023-04-28,2023-05-04,SZ300355,exit
2023-04-28,2023-05-04,SZ300542,exit
2023-04-28,2023-05-04,SZ300636,exit
2023-04-28,2023-05-04,SZ300988,exit
2023-04-28,2023-05-04,SZ301116,exit
2023-04-28,2023-05-04,SZ301215,exit
2023-04-28,2023-05-04,SZ301258,exit
2023-05-31,2023-06-01,SH600105,enter
2023-05-31,2023-06-01,SH600369,enter
2023-05-31,2023-06-01,SH600667,enter
2023-05-31,2023-06-01,SH600864,enter
2023-05-31,2023-06-01,SH600871,enter
2023-05-31,2023-06-01,SH601858,enter
2023-05-31,2023-06-01,SH601997,enter
2023-05-31,2023-06-01,SH603083,enter
2023-05-31,2023-06-01,SH603186,enter
2023-05-31,2023-06-01,SH603232,enter
2023-05-31,2023-06-01,SH603255,enter
2023-05-31,2023-06-01,SH605377,enter
2023-05-31,2023-06-01,SH688041,enter
2023-05-31,2023-06-01,SH688271,enter
2023-05-31,2023-06-01,SH688276,enter
2023-05-31,2023-06-01,SH688313,enter
2023-05-31,2023-06-01,SH688380,enter
2023-05-31,2023-06-01,SH688381,enter
2023-05-31,2023-06-01,SH688403,enter
2023-05-31,2023-06-01,SH688439,enter
2023-05-31,2023-06-01,SZ000099,enter
2023-05-31,2023-06-01,SZ000670,enter
2023-05-31,2023-06-01,SZ000678,enter
2023-05-31,2023-06-01,SZ000856,enter
2023-05-31,2023-06-01,SZ000925,enter
2023-05-31,2023-06-01,SZ001236,enter
2023-05-31,2023-06-01,SZ001330,enter
2023-05-31,2023-06-01,SZ001339,enter
2023-05-31,2023-06-01,SZ002213,enter
2023-05-31,2023-06-01,SZ002238,enter
2023-05-31,2023-06-01,SZ002253,enter
2023-05-31,2023-06-01,SZ002323,enter
2023-05-31,2023-06-01,SZ002343,enter
2023-05-31,2023-06-01,SZ002351,enter
2023-05-31,2023-06-01,SZ002369,enter
2023-05-31,2023-06-01,SZ002401,enter
2023-05-31,2023-06-01,SZ002429,enter
2023-05-31,2023-06-01,SZ002533,enter
2023-05-31,2023-06-01,SZ002599,enter
2023-05-31,2023-06-01,SZ002659,enter
2023-05-31,2023-06-01,SZ002698,enter
2023-05-31,2023-06-01,SZ002819,enter
2023-05-31,2023-06-01,SZ002843,enter
2023-05-31,2023-06-01,SZ002851,enter
2023-05-31,2023-06-01,SZ002858,enter
2023-05-31,2023-06-01,SZ002875,enter
2023-05-31,2023-06-01,SZ002911,enter
2023-05-31,2023-06-01,SZ002912,enter
2023-05-31,2023-06-01,SZ002929,enter
2023-05-31,2023-06-01,SZ003009,enter
2023-05-31,2023-06-01,SZ003042,enter
2023-05-31,2023-06-01,SZ300085,enter
2023-05-31,2023-06-01,SZ300148,enter
2023-05-31,2023-06-01,SZ300365,enter
2023-05-31,2023-06-01,SZ300378,enter
2023-05-31,2023-06-01,SZ300491,enter
2023-05-31,2023-06-01,SZ300503,enter
2023-05-31,2023-06-01,SZ300510,enter
2023-05-31,2023-06-01,SZ300537,enter
2023-05-31,2023-06-01,SZ300559,enter
2023-05-31,2023-06-01,SZ300620,enter
2023-05-31,2023-06-01,SZ300657,enter
2023-05-31,2023-06-01,SZ300757,enter
2023-05-31,2023-06-01,SZ300765,enter
2023-05-31,2023-06-01,SZ300783,enter
2023-05-31,2023-06-01,SZ300847,enter
2023-05-31,2023-06-01,SZ300903,enter
2023-05-31,2023-06-01,SZ301095,enter
2023-05-31,2023-06-01,SZ301152,enter
2023-05-31,2023-06-01,SZ301171,enter
2023-05-31,2023-06-01,SZ301179,enter
2023-05-31,2023-06-01,SZ301270,enter
2023-05-31,2023-06-01,SZ301278,enter
2023-05-31,2023-06-01,SZ301308,enter
2023-05-31,2023-06-01,SZ301330,enter
2023-05-31,2023-06-01,SH600022,exit
2023-05-31,2023-06-01,SH600054,exit
2023-05-31,2023-06-01,SH600077,exit
2023-05-31,2023-06-01,SH600190,exit
2023-05-31,2023-06-01,SH600210,exit
2023-05-31,2023-06-01,SH600343,exit
2023-05-31,2023-06-01,SH600351,exit
2023-05-31,2023-06-01,SH600466,exit
2023-05-31,2023-06-01,SH600490,exit
2023-05-31,2023-06-01,SH600758,exit
2023-05-31,2023-06-01,SH600808,exit
2023-05-31,2023-06-01,SH600866,exit
2023-05-31,2023-06-01,SH600997,exit
2023-05-31,2023-06-01,SH601015,exit
2023-05-31,2023-06-01,SH601700,exit
2023-05-31,2023-06-01,SH603086,exit
2023-05-31,2023-06-01,SH603200,exit
2023-05-31,2023-06-01,SH603329,exit
2023-05-31,2023-06-01,SH603707,exit
2023-05-31,2023-06-01,SH603766,exit
2023-05-31,2023-06-01,SH603801,exit
2023-05-31,2023-06-01,SH603815,exit
2023-05-31,2023-06-01,SH603897,exit
2023-05-31,2023-06-01,SH603963,exit
2023-05-31,2023-06-01,SZ000029,exit
2023-05-31,2023-06-01,SZ000416,exit
2023-05-31,2023-06-01,SZ000430,exit
2023-05-31,2023-06-01,SZ000501,exit
2023-05-31,2023-06-01,SZ000505,exit
2023-05-31,2023-06-01,SZ000510,exit
2023-05-31,2023-06-01,SZ000540,exit
2023-05-31,2023-06-01,SZ000581,exit
2023-05-31,2023-06-01,SZ000592,exit
2023-05-31,2023-06-01,SZ000680,exit
2023-05-31,2023-06-01,SZ000715,exit
2023-05-31,2023-06-01,SZ000788,exit
2023-05-31,2023-06-01,SZ000993,exit
2023-05-31,2023-06-01,SZ001212,exit
2023-05-31,2023-06-01,SZ001318,exit
2023-05-31,2023-06-01,SZ002026,exit
2023-05-31,2023-06-01,SZ002048,exit
2023-05-31,2023-06-01,SZ002053,exit
2023-05-31,2023-06-01,SZ002140,exit
2023-05-31,2023-06-01,SZ002178,exit
2023-05-31,2023-06-01,SZ002206,exit
2023-05-31,2023-06-01,SZ002242,exit
2023-05-31,2023-06-01,SZ002256,exit
2023-05-31,2023-06-01,SZ002285,exit
2023-05-31,2023-06-01,SZ002365,exit
2023-05-31,2023-06-01,SZ002370,exit
2023-05-31,2023-06-01,SZ002431,exit
2023-05-31,2023-06-01,SZ002481,exit
2023-05-31,2023-06-01,SZ002486,exit
2023-05-31,2023-06-01,SZ002538,exit
2023-05-31,2023-06-01,SZ002682,exit
2023-05-31,2023-06-01,SZ002693,exit
2023-05-31,2023-06-01,SZ002771,exit
2023-05-31,2023-06-01,SZ002829,exit
2023-05-31,2023-06-01,SZ300019,exit
2023-05-31,2023-06-01,SZ300117,exit
2023-05-31,2023-06-01,SZ300147,exit
2023-05-31,2023-06-01,SZ300159,exit
2023-05-31,2023-06-01,SZ300164,exit
2023-05-31,2023-06-01,SZ300208,exit
2023-05-31,2023-06-01,SZ300268,exit
2023-05-31,2023-06-01,SZ300412,exit
2023-05-31,2023-06-01,SZ300460,exit
2023-05-31,2023-06-01,SZ300485,exit
2023-05-31,2023-06-01,SZ300531,exit
2023-05-31,2023-06-01,SZ300596,exit
2023-05-31,2023-06-01,SZ300767,exit
2023-05-31,2023-06-01,SZ300860,exit
2023-05-31,2023-06-01,SZ300926,exit
2023-05-31,2023-06-01,SZ301058,exit
2023-05-31,2023-06-01,SZ301212,exit
2023-06-30,2023-07-03,SH600054,enter
2023-06-30,2023-07-03,SH600225,enter
2023-06-30,2023-07-03,SH600351,enter
2023-06-30,2023-07-03,SH600419,enter
2023-06-30,2023-07-03,SH600640,enter
2023-06-30,2023-07-03,SH600895,enter
2023-06-30,2023-07-03,SH600998,enter
2023-06-30,2023-07-03,SH601333,enter
2023-06-30,2023-07-03,SH603029,enter
2023-06-30,2023-07-03,SH603118,enter
2023-06-30,2023-07-03,SH603200,enter
2023-06-30,2023-07-03,SH603567,enter
2023-06-30,2023-07-03,SH603801,enter
2023-06-30,2023-07-03,SH603931,enter
2023-06-30,2023-07-03,SH688027,enter
2023-06-30,2023-07-03,SH688035,enter
2023-06-30,2023-07-03,SH688039,enter
2023-06-30,2023-07-03,SH688114,enter
2023-06-30,2023-07-03,SH688206,enter
2023-06-30,2023-07-03,SH688218,enter
2023-06-30,2023-07-03,SH688266,enter
2023-06-30,2023-07-03,SH688331,enter
2023-06-30,2023-07-03,SH688387,enter
2023-06-30,2023-07-03,SH688392,enter
2023-06-30,2023-07-03,SH688401,enter
2023-06-30,2023-07-03,SH688428,enter
2023-06-30,2023-07-03,SH688609,enter
2023-06-30,2023-07-03,SH688658,enter
2023-06-30,2023-07-03,SH688659,enter
2023-06-30,2023-07-03,SH688697,enter
2023-06-30,2023-07-03,SZ000409,enter
2023-06-30,2023-07-03,SZ000627,enter
2023-06-30,2023-07-03,SZ000719,enter
2023-06-30,2023-07-03,SZ000950,enter
2023-06-30,2023-07-03,SZ002117,enter
2023-06-30,2023-07-03,SZ002423,enter
2023-06-30,2023-07-03,SZ002491,enter
2023-06-30,2023-07-03,SZ002527,enter
2023-06-30,2023-07-03,SZ002697,enter
2023-06-30,2023-07-03,SZ002757,enter
2023-06-30,2023-07-03,SZ002771,enter
2023-06-30,2023-07-03,SZ002792,enter
2023-06-30,2023-07-03,SZ002829,enter
2023-06-30,2023-07-03,SZ002835,enter
2023-06-30,2023-07-03,SZ002847,enter
2023-06-30,2023-07-03,SZ002925,enter
2023-06-30,2023-07-03,SZ002953,enter
2023-06-30,2023-07-03,SZ002962,enter
2023-06-30,2023-07-03,SZ002990,enter
2023-06-30,2023-07-03,SZ300045,enter
2023-06-30,2023-07-03,SZ300165,enter
2023-06-30,2023-07-03,SZ300184,enter
2023-06-30,2023-07-03,SZ300192,enter
2023-06-30,2023-07-03,SZ300222,enter
2023-06-30,2023-07-03,SZ300252,enter
2023-06-30,2023-07-03,SZ300288,enter
2023-06-30,2023-07-03,SZ300303,enter
2023-06-30,2023-07-03,SZ300374,enter
2023-06-30,2023-07-03,SZ300389,enter
2023-06-30,2023-07-03,SZ300434,enter
2023-06-30,2023-07-03,SZ300570,enter
2023-06-30,2023-07-03,SZ300578,enter
2023-06-30,2023-07-03,SZ300705,enter
2023-06-30,2023-07-03,SZ300718,enter
2023-06-30,2023-07-03,SZ300812,enter
2023-06-30,2023-07-03,SZ300911,enter
2023-06-30,2023-07-03,SZ300916,enter
2023-06-30,2023-07-03,SZ301121,enter
2023-06-30,2023-07-03,SZ301205,enter
2023-06-30,2023-07-03,SZ301231,enter
2023-06-30,2023-07-03,SZ301327,enter
2023-06-30,2023-07-03,SZ301339,enter
2023-06-30,2023-07-03,SZ301349,enter
2023-06-30,2023-07-03,SZ301369,enter
2023-06-30,2023-07-03,SH600064,exit
2023-06-30,2023-07-03,SH600127,exit
2023-06-30,2023-07-03,SH600369,exit
2023-06-30,2023-07-03,SH600371,exit
2023-06-30,2023-07-03,SH600510,exit
2023-06-30,2023-07-03,SH600523,exit
2023-06-30,2023-07-03,SH600532,exit
2023-06-30,2023-07-03,SH600610,exit
2023-06-30,2023-07-03,SH600622,exit
2023-06-30,2023-07-03,SH600645,exit
2023-06-30,2023-07-03,SH600736,exit
2023-06-30,2023-07-03,SH600789,exit
2023-06-30,2023-07-03,SH601388,exit
2023-06-30,2023-07-03,SH601678,exit
2023-06-30,2023-07-03,SH601828,exit
2023-06-30,2023-07-03,SH601880,exit
2023-06-30,2023-07-03,SH603330,exit
2023-06-30,2023-07-03,SH603628,exit
2023-06-30,2023-07-03,SH605305,exit
2023-06-30,2023-07-03,SH605399,exit
2023-06-30,2023-07-03,SH688065,exit
2023-06-30,2023-07-03,SH688075,exit
2023-06-30,2023-07-03,SH688077,exit
2023-06-30,2023-07-03,SH688133,exit
2023-06-30,2023-07-03,SH688403,exit
2023-06-30,2023-07-03,SH688819,exit
2023-06-30,2023-07-03,SZ000006,exit
2023-06-30,2023-07-03,SZ000582,exit
2023-06-30,2023-07-03,SZ000671,exit
2023-06-30,2023-07-03,SZ000767,exit
2023-06-30,2023-07-03,SZ000779,exit
2023-06-30,2023-07-03,SZ000816,exit
2023-06-30,2023-07-03,SZ000838,exit
2023-06-30,2023-07-03,SZ000856,exit
2023-06-30,2023-07-03,SZ000935,exit
2023-06-30,2023-07-03,SZ001227,exit
2023-06-30,2023-07-03,SZ001228,exit
2023-06-30,2023-07-03,SZ001317,exit
2023-06-30,2023-07-03,SZ001914,exit
2023-06-30,2023-07-03,SZ002004,exit
2023-06-30,2023-07-03,SZ002135,exit
2023-06-30,2023-07-03,SZ002207,exit
2023-06-30,2023-07-03,SZ002221,exit
2023-06-30,2023-07-03,SZ002297,exit
2023-06-30,2023-07-03,SZ002309,exit
2023-06-30,2023-07-03,SZ002323,exit
2023-06-30,2023-07-03,SZ002378,exit
2023-06-30,2023-07-03,SZ002419,exit
2023-06-30,2023-07-03,SZ002452,exit
2023-06-30,2023-07-03,SZ002455,exit
2023-06-30,2023-07-03,SZ002488,exit
2023-06-30,2023-07-03,SZ002545,exit
2023-06-30,2023-07-03,SZ002565,exit
2023-06-30,2023-07-03,SZ002613,exit
2023-06-30,2023-07-03,SZ002646,exit
2023-06-30,2023-07-03,SZ002659,exit
2023-06-30,2023-07-03,SZ002723,exit
2023-06-30,2023-07-03,SZ002725,exit
2023-06-30,2023-07-03,SZ002758,exit
2023-06-30,2023-07-03,SZ002766,exit
2023-06-30,2023-07-03,SZ002999,exit
2023-06-30,2023-07-03,SZ300013,exit
2023-06-30,2023-07-03,SZ300086,exit
2023-06-30,2023-07-03,SZ300177,exit
2023-06-30,2023-07-03,SZ300189,exit
2023-06-30,2023-07-03,SZ300239,exit
2023-06-30,2023-07-03,SZ300332,exit
2023-06-30,2023-07-03,SZ300435,exit
2023-06-30,2023-07-03,SZ300584,exit
2023-06-30,2023-07-03,SZ300708,exit
2023-06-30,2023-07-03,SZ300821,exit
2023-06-30,2023-07-03,SZ301069,exit
2023-06-30,2023-07-03,SZ301152,exit
2023-06-30,2023-07-03,SZ301216,exit
2023-07-31,2023-08-01,SH600373,enter
2023-07-31,2023-08-01,SH600475,enter
2023-07-31,2023-08-01,SH600482,enter
2023-07-31,2023-08-01,SH600642,enter
2023-07-31,2023-08-01,SH600710,enter
2023-07-31,2023-08-01,SH601068,enter
2023-07-31,2023-08-01,SH603298,enter
2023-07-31,2023-08-01,SH603318,enter
2023-07-31,2023-08-01,SH603516,enter
2023-07-31,2023-08-01,SH603533,enter
2023-07-31,2023-08-01,SH603773,enter
2023-07-31,2023-08-01,SH603859,enter
2023-07-31,2023-08-01,SH605136,enter
2023-07-31,2023-08-01,SH605186,enter
2023-07-31,2023-08-01,SH688031,enter
2023-07-31,2023-08-01,SH688095,enter
2023-07-31,2023-08-01,SH688152,enter
2023-07-31,2023-08-01,SH688205,enter
2023-07-31,2023-08-01,SH688220,enter
2023-07-31,2023-08-01,SH688258,enter
2023-07-31,2023-08-01,SH688292,enter
2023-07-31,2023-08-01,SH688372,enter
2023-07-31,2023-08-01,SH688378,enter
2023-07-31,2023-08-01,SH688409,enter
2023-07-31,2023-08-01,SH688416,enter
2023-07-31,2023-08-01,SH688766,enter
2023-07-31,2023-08-01,SH688787,enter
2023-07-31,2023-08-01,SZ000045,enter
2023-07-31,2023-08-01,SZ000526,enter
2023-07-31,2023-08-01,SZ000715,enter
2023-07-31,2023-08-01,SZ000936,enter
2023-07-31,2023-08-01,SZ001255,enter
2023-07-31,2023-08-01,SZ001269,enter
2023-07-31,2023-08-01,SZ001298,enter
2023-07-31,2023-08-01,SZ001322,enter
2023-07-31,2023-08-01,SZ002186,enter
2023-07-31,2023-08-01,SZ002217,enter
2023-07-31,2023-08-01,SZ002659,enter
2023-07-31,2023-08-01,SZ002723,enter
2023-07-31,2023-08-01,SZ002820,enter
2023-07-31,2023-08-01,SZ002846,enter
2023-07-31,2023-08-01,SZ002919,enter
2023-07-31,2023-08-01,SZ003010,enter
2023-07-31,2023-08-01,SZ003027,enter
2023-07-31,2023-08-01,SZ300043,enter
2023-07-31,2023-08-01,SZ300051,enter
2023-07-31,2023-08-01,SZ300232,enter
2023-07-31,2023-08-01,SZ300275,enter
2023-07-31,2023-08-01,SZ300302,enter
2023-07-31,2023-08-01,SZ300460,enter
2023-07-31,2023-08-01,SZ300545,enter
2023-07-31,2023-08-01,SZ300592,enter
2023-07-31,2023-08-01,SZ300684,enter
2023-07-31,2023-08-01,SZ300779,enter
2023-07-31,2023-08-01,SZ300814,enter
2023-07-31,2023-08-01,SZ300926,enter
2023-07-31,2023-08-01,SZ300939,enter
2023-07-31,2023-08-01,SZ301013,enter
2023-07-31,2023-08-01,SZ301021,enter
2023-07-31,2023-08-01,SZ301031,enter
2023-07-31,2023-08-01,SZ301041,enter
2023-07-31,2023-08-01,SZ301052,enter
2023-07-31,2023-08-01,SZ301132,enter
2023-07-31,2023-08-01,SZ301230,enter
2023-07-31,2023-08-01,SZ301282,enter
2023-07-31,2023-08-01,SZ301299,enter
2023-07-31,2023-08-01,SZ301313,enter
2023-07-31,2023-08-01,SZ301316,enter
2023-07-31,2023-08-01,SZ301367,enter
2023-07-31,2023-08-01,SZ301380,enter
2023-07-31,2023-08-01,SH600054,exit
2023-07-31,2023-08-01,SH600130,exit
2023-07-31,2023-08-01,SH600295,exit
2023-07-31,2023-08-01,SH600359,exit
2023-07-31,2023-08-01,SH600400,exit
2023-07-31,2023-08-01,SH600496,exit
2023-07-31,2023-08-01,SH600581,exit
2023-07-31,2023-08-01,SH600864,exit
2023-07-31,2023-08-01,SH600876,exit
2023-07-31,2023-08-01,SH601101,exit
2023-07-31,2023-08-01,SH601969,exit
2023-07-31,2023-08-01,SH601997,exit
2023-07-31,2023-08-01,SH603136,exit
2023-07-31,2023-08-01,SH603297,exit
2023-07-31,2023-08-01,SH603299,exit
2023-07-31,2023-08-01,SH603387,exit
2023-07-31,2023-08-01,SH603568,exit
2023-07-31,2023-08-01,SH603915,exit
2023-07-31,2023-08-01,SH605366,exit
2023-07-31,2023-08-01,SH688105,exit
2023-07-31,2023-08-01,SH688186,exit
2023-07-31,2023-08-01,SH688206,exit
2023-07-31,2023-08-01,SH688356,exit
2023-07-31,2023-08-01,SH688401,exit
2023-07-31,2023-08-01,SH688595,exit
2023-07-31,2023-08-01,SH688733,exit
2023-07-31,2023-08-01,SZ000159,exit
2023-07-31,2023-08-01,SZ000524,exit
2023-07-31,2023-08-01,SZ000627,exit
2023-07-31,2023-08-01,SZ000688,exit
2023-07-31,2023-08-01,SZ000731,exit
2023-07-31,2023-08-01,SZ000852,exit
2023-07-31,2023-08-01,SZ000883,exit
2023-07-31,2023-08-01,SZ000923,exit
2023-07-31,2023-08-01,SZ000968,exit
2023-07-31,2023-08-01,SZ001203,exit
2023-07-31,2023-08-01,SZ001289,exit
2023-07-31,2023-08-01,SZ002163,exit
2023-07-31,2023-08-01,SZ002201,exit
2023-07-31,2023-08-01,SZ002302,exit
2023-07-31,2023-08-01,SZ002328,exit
2023-07-31,2023-08-01,SZ002386,exit
2023-07-31,2023-08-01,SZ002388,exit
2023-07-31,2023-08-01,SZ002411,exit
2023-07-31,2023-08-01,SZ002435,exit
2023-07-31,2023-08-01,SZ002498,exit
2023-07-31,2023-08-01,SZ002562,exit
2023-07-31,2023-08-01,SZ002584,exit
2023-07-31,2023-08-01,SZ002596,exit
2023-07-31,2023-08-01,SZ002655,exit
2023-07-31,2023-08-01,SZ002685,exit
2023-07-31,2023-08-01,SZ002750,exit
2023-07-31,2023-08-01,SZ002873,exit
2023-07-31,2023-08-01,SZ002925,exit
2023-07-31,2023-08-01,SZ002990,exit
2023-07-31,2023-08-01,SZ003026,exit
2023-07-31,2023-08-01,SZ300046,exit
2023-07-31,2023-08-01,SZ300080,exit
2023-07-31,2023-08-01,SZ300266,exit
2023-07-31,2023-08-01,SZ300320,exit
2023-07-31,2023-08-01,SZ300436,exit
2023-07-31,2023-08-01,SZ300437,exit
2023-07-31,2023-08-01,SZ300472,exit
2023-07-31,2023-08-01,SZ300477,exit
2023-07-31,2023-08-01,SZ300582,exit
2023-07-31,2023-08-01,SZ300718,exit
2023-07-31,2023-08-01,SZ300758,exit
2023-07-31,2023-08-01,SZ300953,exit
2023-07-31,2023-08-01,SZ300967,exit
2023-07-31,2023-08-01,SZ301121,exit
2023-08-31,2023-09-01,SH600054,enter
