outer_split_id,inner_split_id,factor,train_count,validation_count,train_total,validation_total,train_mean_ic,validation_mean_ic,train_coverage,validation_coverage,selection_eligible,fdr_bh_pass,fdr_bh_q_value,selected,frozen_direction,selection_reason,eligible,internally_recomputed_fdr
split_001,split_001_inner_001,alpha158_BETA10,396.0,40.0,396.0,40.0,-0.024013326390219292,-0.10067543783687256,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_BETA20,396.0,40.0,396.0,40.0,-0.047785841935460226,-0.1416595715123165,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_BETA30,396.0,40.0,396.0,40.0,-0.07107576159381272,-0.18660619370217585,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_BETA5,396.0,40.0,396.0,40.0,-0.013129429238404192,-0.06450491977395742,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_BETA60,396.0,40.0,396.0,40.0,-0.0903981891715129,-0.09783458375227028,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CNTD10,396.0,40.0,396.0,40.0,-0.012598590448981983,-0.09662209849850725,1.0,1.0,True,False,0.2062706270627063,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTD20,396.0,40.0,396.0,40.0,-0.030517274317705654,-0.12614584765573278,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTD30,396.0,40.0,396.0,40.0,-0.04821908960767382,-0.17771843507792892,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTD5,396.0,40.0,396.0,40.0,-0.007307868686693864,-0.0706665438181805,1.0,1.0,True,False,0.1768033946251768,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTD60,396.0,40.0,396.0,40.0,-0.06539620541617183,-0.10527984491882673,1.0,1.0,True,False,0.1042209484106305,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTN10,396.0,40.0,396.0,40.0,0.007438660419703037,0.1016894765405312,1.0,1.0,True,False,0.2871287128712871,False,1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTN20,396.0,40.0,396.0,40.0,0.02195299631767501,0.13262712373039537,1.0,1.0,True,False,0.2062706270627063,False,1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTN30,396.0,40.0,396.0,40.0,0.036224481026568875,0.18174085986139915,1.0,1.0,True,False,0.1237623762376237,False,1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTN60,396.0,40.0,396.0,40.0,0.048187416562205786,0.11655786304260422,1.0,1.0,True,False,0.2062706270627063,False,1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTP10,396.0,40.0,396.0,40.0,-0.01847050667139596,-0.08900714824932555,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTP20,396.0,40.0,396.0,40.0,-0.039119304568939035,-0.11468568468787485,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CNTP30,396.0,40.0,396.0,40.0,-0.05846546592045953,-0.16197240727469597,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CNTP5,396.0,40.0,396.0,40.0,-0.011469444743720867,-0.06587576045297583,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_001,alpha158_CNTP60,396.0,40.0,396.0,40.0,-0.07731510175509194,-0.0873554371632411,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CORD10,396.0,40.0,396.0,40.0,-0.028782607580050613,-0.05255496851477735,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CORD20,396.0,40.0,396.0,40.0,-0.04726251370468971,-0.06582870556481271,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CORD30,396.0,40.0,396.0,40.0,-0.057324527021435,-0.08788364452287627,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CORD5,396.0,40.0,396.0,40.0,-0.014819041307867244,-0.056339653306499114,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CORD60,396.0,40.0,396.0,40.0,-0.057199081270877306,-0.03538789645380784,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_001,alpha158_CORR10,396.0,40.0,396.0,40.0,-0.04191881960359327,-0.0596373699140321,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_BETA10,526.0,40.0,526.0,40.0,-0.0255602603002148,-0.08066854410649045,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_BETA20,526.0,40.0,526.0,40.0,-0.05146886304865448,-0.1420381309474507,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_BETA30,526.0,40.0,526.0,40.0,-0.07545497596832097,-0.17284421427191007,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_BETA5,526.0,40.0,526.0,40.0,-0.014674549766616396,-0.020627388704823994,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_BETA60,526.0,40.0,526.0,40.0,-0.07294427878071913,-0.20554844406332712,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CNTD10,526.0,40.0,526.0,40.0,-0.012563271641076346,-0.06793630653922714,1.0,1.0,True,False,0.2062706270627063,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTD20,526.0,40.0,526.0,40.0,-0.029463773018461644,-0.09083815149010259,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTD30,526.0,40.0,526.0,40.0,-0.04880942727745287,-0.10529731069460202,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTD5,526.0,40.0,526.0,40.0,-0.007046707017449132,-0.03218689181367048,1.0,1.0,True,False,0.1768033946251768,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTD60,526.0,40.0,526.0,40.0,-0.0503258976935466,-0.1368161393866917,1.0,1.0,True,False,0.1042209484106305,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTN10,526.0,40.0,526.0,40.0,0.008129585804575323,0.04085551406001986,1.0,1.0,True,False,0.2871287128712871,False,1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTN20,526.0,40.0,526.0,40.0,0.02174830490112291,0.05253740179721533,1.0,1.0,True,False,0.2062706270627063,False,1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTN30,526.0,40.0,526.0,40.0,0.03726259103718882,0.05963934817120725,1.0,1.0,True,False,0.1237623762376237,False,1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTN60,526.0,40.0,526.0,40.0,0.03443744488808258,0.08032256405120228,1.0,1.0,True,False,0.2062706270627063,False,1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTP10,526.0,40.0,526.0,40.0,-0.017422283784247407,-0.09421693505029155,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTP20,526.0,40.0,526.0,40.0,-0.03703222779248299,-0.12465802431168982,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CNTP30,526.0,40.0,526.0,40.0,-0.058275823610752495,-0.14365038391585389,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CNTP5,526.0,40.0,526.0,40.0,-0.010648038403826143,-0.05218654570274186,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_002,alpha158_CNTP60,526.0,40.0,526.0,40.0,-0.06309473709220087,-0.18186670597341312,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CORD10,526.0,40.0,526.0,40.0,-0.023069365822360025,-0.09718038967520068,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CORD20,526.0,40.0,526.0,40.0,-0.041084089179820316,-0.12829543632106394,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CORD30,526.0,40.0,526.0,40.0,-0.05091518828890837,-0.1666927463811312,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CORD5,526.0,40.0,526.0,40.0,-0.013229060212384711,-0.057981885055489256,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CORD60,526.0,40.0,526.0,40.0,-0.03799781202902106,-0.15821028877167262,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_002,alpha158_CORR10,526.0,40.0,526.0,40.0,-0.03236866508740638,-0.1287047328243105,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_BETA10,668.0,40.0,668.0,40.0,-0.034852268309308154,-0.0848841321644437,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_BETA20,668.0,40.0,668.0,40.0,-0.05859366965301299,-0.11769186872082382,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_BETA30,668.0,40.0,668.0,40.0,-0.07860016523959759,-0.10995382098419748,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_BETA5,668.0,40.0,668.0,40.0,-0.021118593013221425,-0.05811379330066659,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_BETA60,668.0,40.0,668.0,40.0,-0.07331482093850432,0.1688412084997308,1.0,1.0,True,True,0.0275027502750275,False,-1,direction_mismatch,True,False
split_001,split_001_inner_003,alpha158_CNTD10,668.0,40.0,668.0,40.0,-0.019146332312339163,-0.05735100970111899,1.0,1.0,True,False,0.2062706270627063,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTD20,668.0,40.0,668.0,40.0,-0.031360624782362845,-0.08851149444702999,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTD30,668.0,40.0,668.0,40.0,-0.04557247617793811,-0.07302961389986681,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTD5,668.0,40.0,668.0,40.0,-0.012426379596035134,-0.054750170550585134,1.0,1.0,True,False,0.1768033946251768,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTD60,668.0,40.0,668.0,40.0,-0.042853155237314214,0.04790638828712581,1.0,1.0,True,False,0.1042209484106305,False,-1,direction_mismatch;fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTN10,668.0,40.0,668.0,40.0,0.013814256824164444,0.045432028719694637,1.0,1.0,True,False,0.2871287128712871,False,1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTN20,668.0,40.0,668.0,40.0,0.02301103784193154,0.07379211603895541,1.0,1.0,True,False,0.2062706270627063,False,1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTN30,668.0,40.0,668.0,40.0,0.03401991578257389,0.054239554521888646,1.0,1.0,True,False,0.1237623762376237,False,1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTN60,668.0,40.0,668.0,40.0,0.027763907429266124,-0.06986168973231645,1.0,1.0,True,False,0.2062706270627063,False,1,direction_mismatch;fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTP10,668.0,40.0,668.0,40.0,-0.024656254624437053,-0.06673709901501668,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTP20,668.0,40.0,668.0,40.0,-0.03933741891120585,-0.09994403427902145,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_CNTP30,668.0,40.0,668.0,40.0,-0.055247004571378606,-0.0888496966833347,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_CNTP5,668.0,40.0,668.0,40.0,-0.016554736010512414,-0.06190857583566456,1.0,1.0,True,False,0.0825082508250825,False,-1,fdr_not_passed,True,False
split_001,split_001_inner_003,alpha158_CNTP60,668.0,40.0,668.0,40.0,-0.05529343189352645,0.01827672382902474,1.0,1.0,True,True,0.0275027502750275,False,-1,direction_mismatch,True,False
split_001,split_001_inner_003,alpha158_CORD10,668.0,40.0,668.0,40.0,-0.027706668400314594,-0.12870448769996745,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_CORD20,668.0,40.0,668.0,40.0,-0.044075639411484596,-0.09276293016675038,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_CORD30,668.0,40.0,668.0,40.0,-0.05410408711397512,-0.03987686472242501,1.0,1.0,True,True,0.0275027502750275,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_CORD5,668.0,40.0,668.0,40.0,-0.017741609768130613,-0.11472226947985062,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
split_001,split_001_inner_003,alpha158_CORD60,668.0,40.0,668.0,40.0,-0.04297512222193288,-0.035604562792041425,1.0,1.0,True,True,0.038080731150038,True,-1,selected,True,False
