outer_split_id,factor,window_count,eligible_window_count,selected_window_count,selection_frequency,frozen_direction,direction_agreement_ratio,direction_adjusted_positive_window_ratio,median_train_ic,median_validation_ic,median_development_degradation,worst_development_degradation,upstream_fdr_pass,upstream_fdr_q_value,coverage_min,coverage_median,stability_role,role_reason
split_001,alpha158_BETA10,3,3,3,1.0,-1,1.0,1.0,-0.0255602603002148,-0.0848841321644437,0.05510828380627565,0.05003186385513554,True,0.038080731150038,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05003186385513554;upstream_fdr_pass=True
split_001,alpha158_BETA20,3,3,3,1.0,-1,1.0,1.0,-0.05146886304865448,-0.1416595715123165,0.09056926789879624,0.05909819906781083,True,0.0275027502750275,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.05909819906781083;upstream_fdr_pass=True
split_001,alpha158_BETA30,3,3,3,1.0,-1,1.0,1.0,-0.07545497596832097,-0.17284421427191007,0.0973892383035891,0.03135365574459989,True,0.0275027502750275,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.03135365574459989;upstream_fdr_pass=True
split_001,alpha158_BETA5,3,3,0,0.0,-1,1.0,1.0,-0.014674549766616396,-0.05811379330066659,,,False,0.0825082508250825,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_BETA60,3,3,2,0.6666666666666666,-1,1.0,0.6666666666666666,-0.07331482093850432,-0.09783458375227028,0.07002027993168268,0.007436394580757372,True,0.0275027502750275,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=0.667;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=0.667;worst_development_degradation=0.007436394580757372;upstream_fdr_pass=True
split_001,alpha158_CNTD10,3,3,0,0.0,-1,1.0,1.0,-0.012598590448981983,-0.06793630653922714,,,False,0.2062706270627063,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTD20,3,3,0,0.0,-1,1.0,1.0,-0.030517274317705654,-0.09083815149010259,,,False,0.0825082508250825,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTD30,3,3,0,0.0,-1,1.0,1.0,-0.04821908960767382,-0.10529731069460202,,,False,0.0825082508250825,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTD5,3,3,0,0.0,-1,1.0,1.0,-0.007307868686693864,-0.054750170550585134,,,False,0.1768033946251768,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTD60,3,3,0,0.0,-1,1.0,0.6666666666666666,-0.0503258976935466,-0.10527984491882673,,,False,0.1042209484106305,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=0.667;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTN10,3,3,0,0.0,1,1.0,1.0,0.008129585804575323,0.045432028719694637,,,False,0.2871287128712871,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTN20,3,3,0,0.0,1,1.0,1.0,0.02195299631767501,0.07379211603895541,,,False,0.2062706270627063,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTN30,3,3,0,0.0,1,1.0,1.0,0.036224481026568875,0.05963934817120725,,,False,0.1237623762376237,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTN60,3,3,0,0.0,1,1.0,0.6666666666666666,0.03443744488808258,0.08032256405120228,,,False,0.2062706270627063,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=0.667;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTP10,3,3,0,0.0,-1,1.0,1.0,-0.01847050667139596,-0.08900714824932555,,,False,0.0825082508250825,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
split_001,alpha158_CNTP20,3,3,3,1.0,-1,1.0,1.0,-0.039119304568939035,-0.11468568468787485,0.07556638011893582,0.06060661536781559,True,0.038080731150038,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.06060661536781559;upstream_fdr_pass=True
split_001,alpha158_CNTP30,3,3,3,1.0,-1,1.0,1.0,-0.058275823610752495,-0.14365038391585389,0.08537456030510139,0.033602692111956094,True,0.0275027502750275,1.0,1.0,stable_core,eligible_windows=3;selection_frequency=1.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=0.033602692111956094;upstream_fdr_pass=True
split_001,alpha158_CNTP5,3,3,0,0.0,-1,1.0,1.0,-0.011469444743720867,-0.06190857583566456,,,False,0.0825082508250825,1.0,1.0,holdout,eligible_windows=3;selection_frequency=0.000;direction_agreement=1.000;direction_adjusted_validation_positive_ratio=1.000;worst_development_degradation=nan;upstream_fdr_pass=False
