input_name,artifact_id,path,sha256,join_keys,input_rows,consumed_rows,missing_rows
inner_development_daily_ic,selection_input_projection_v1:76d7f06cb7a19053bb058f7da4e4874c9c5e16229a1b094fa0dfa8d4a1c1ff38,E:/qlib_prj/qlib_baseline/outputs/selection_input_projection_v1/runtime/inner_development_daily_ic.parquet,9b904e5e80fa08e4072751e8b365b8356329ec7b13e0b743a1b60878de2b2856,"outer_split_id,inner_split_id,fold,datetime,factor",4031394,150650,0
outer_split_fdr,factor_multiple_testing_v1:19540e95a9874499eaddc688a0e6c07d32760615135118249549e7af4c20a1b0,E:/qlib_prj/qlib_baseline/outputs/factor_multiple_testing_v1/full_research_669_canary/fdr_results.csv,552d5081bf97d16ef9a011d81a2ca9c6d0c5a9a0369e6d23fb4d54e915c944ab,"outer_split_id,factor",75,225,0
