batch_id,factor,ic_days,mean_rank_ic,std_rank_ic,min_pair_count,median_pair_count,max_factor_missing_count,max_label_missing_count,rank_ic_ir
alpha101_002,kunquant_alpha101_alpha047,1273,-0.01036486518479178,0.11091527433927702,0,1994.0,0,2000,-0.0934484925231024
alpha101_002,kunquant_alpha101_alpha049,1273,0.002611497747125606,0.11350296877987713,0,1993.0,96,2000,0.02300818890640856
alpha101_002,kunquant_alpha101_alpha050,1273,0.03071094343274217,0.0798296895166728,0,1994.0,0,2000,0.3847057857631783
alpha101_002,kunquant_alpha101_alpha051,1273,-0.0013353260468015504,0.10858014656957615,0,1993.0,95,2000,-0.01229806819192216
alpha101_002,kunquant_alpha101_alpha053,1273,-0.0005762715417708758,0.10954820199083543,0,1984.0,100,2000,-0.005260438156886277
alpha101_002,kunquant_alpha101_alpha054,1273,-0.00039488383488219073,0.11189676313092023,0,1994.0,21,2000,-0.003529001410167451
alpha101_002,kunquant_alpha101_alpha055,1273,0.02511264340899863,0.06345789650345575,0,1994.0,0,2000,0.3957370917208241
alpha101_002,kunquant_alpha101_alpha057,1273,-0.004619062042626927,0.10438830086544536,0,1888.0,193,2000,-0.04424884785298704
alpha101_002,kunquant_alpha101_alpha060,1273,-0.0034461090114045094,0.11282074910954983,0,1982.0,119,2000,-0.03054499317371409
alpha101_002,kunquant_alpha101_alpha062,1273,0.011817892287740885,0.07117906971699699,0,1994.0,0,2000,0.1660304403348906
alpha101_002,kunquant_alpha101_alpha064,1228,-0.006986990897075116,0.08383217401404018,0,1994.0,0,2000,-0.08334498036404182
alpha101_002,kunquant_alpha101_alpha066,1273,0.00646953038772174,0.04426052554332798,0,1586.0,555,2000,0.14616930793983726
alpha101_002,kunquant_alpha101_alpha071,1273,-0.018571639999948267,0.09657586103978552,0,1921.0,139,2000,-0.19230105535686054
alpha101_002,kunquant_alpha101_alpha072,1273,0.016337322371578783,0.07629060724092646,0,1758.0,825,2000,0.21414592126636722
alpha101_003,kunquant_alpha101_alpha073,1273,-0.00440302517025521,0.1272094683752271,0,1917.0,174,2000,-0.0346124013133024
alpha101_003,kunquant_alpha101_alpha074,1273,0.00850462701391623,0.05993833651945419,0,1994.0,0,2000,0.14188960701563486
alpha101_003,kunquant_alpha101_alpha077,1273,-0.01847385338939177,0.0632650487042218,0,1994.0,1,2000,-0.29200725784249615
alpha101_003,kunquant_alpha101_alpha078,1273,0.012490532685694224,0.0667954387820269,0,1778.0,328,2000,0.1869967907008515
alpha101_003,kunquant_alpha101_alpha083,1273,0.06331421675332294,0.1357906027518955,0,1986.0,115,2000,0.46626361081116224
alpha101_003,kunquant_alpha101_alpha084,1273,-0.02639479414867802,0.11514010748791373,0,1866.0,197,2000,-0.22924065926765516
alpha101_003,kunquant_alpha101_alpha085,1273,0.017749237815670095,0.07553140432360107,0,1994.0,0,2000,0.23499149757134918
alpha101_003,kunquant_alpha101_alpha088,1273,0.08265717489532039,0.16330859418315313,0,1987.0,116,2000,0.506140998327492
alpha101_003,kunquant_alpha101_alpha092,1273,-0.002124871619760899,0.045330816733054446,0,1994.0,0,2000,-0.046874770253399804
alpha101_003,kunquant_alpha101_alpha094,1273,0.048632114451123726,0.11624925249440549,0,1939.0,119,2000,0.41834345948559243
alpha101_003,kunquant_alpha101_alpha095,1273,0.01778355094652188,0.06490792472495893,0,1994.0,0,2000,0.27398119754834194
