start_date,end_date,trading_days,rebalance_count,executed_rebalances,skipped_rebalances,skipped_rebalance_rate,gross_annualized_return,net_annualized_return,universe_annualized_return,gross_annualized_excess,net_annualized_excess,gross_excess_ir,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,average_eligible_count,average_selected_count,label,topk,rebalance_every,cost_bps,min_liquidity_bucket,min_tradability_score,min_capacity_multiple,window_start,window_end,weight_preset,score_weights
2024-02-01,2026-06-02,560,29,28,1,0.034482758620689655,0.17484234748454175,0.17176040064487208,0.24443426897968523,-0.07785334126442989,-0.08025018444227161,-0.5933924630437488,-0.6147501777250619,-0.1491101980227314,0.41404761904761905,1.0,1064.5,300.0,label_20d_t1,300,20,5.0,3,75.0,2.0,2024-01-01,2026-06-09,low_risk,"std_20:-1,amplitude_20:-1"
