method,datetime,rows,minimum_components,median_components,split_id
equal_directional_zscore,2022-06-23,1952,0,3.0,split_004
equal_directional_zscore,2022-06-24,1950,0,3.0,split_004
equal_directional_zscore,2022-06-27,1947,0,3.0,split_004
equal_directional_zscore,2022-06-28,1946,0,3.0,split_004
equal_directional_zscore,2022-06-29,1944,0,3.0,split_004
equal_directional_zscore,2022-06-30,1943,0,3.0,split_004
equal_directional_zscore,2022-07-01,1942,0,3.0,split_004
equal_directional_zscore,2022-07-04,1939,0,3.0,split_004
cluster_equal,2022-01-05,1965,0,3.0,split_004
cluster_equal,2022-01-06,1965,0,3.0,split_004
cluster_equal,2022-01-07,1965,0,3.0,split_004
cluster_equal,2022-01-10,1965,0,3.0,split_004
cluster_equal,2022-01-11,1965,0,3.0,split_004
cluster_equal,2022-01-12,1965,0,3.0,split_004
cluster_equal,2022-01-13,1965,0,3.0,split_004
cluster_equal,2022-01-14,1965,0,3.0,split_004
cluster_equal,2022-01-17,1965,0,3.0,split_004
cluster_equal,2022-01-18,1965,0,3.0,split_004
cluster_equal,2022-01-19,1965,0,3.0,split_004
cluster_equal,2022-01-20,1965,0,3.0,split_004
cluster_equal,2022-01-21,1965,0,3.0,split_004
cluster_equal,2022-01-24,1965,0,3.0,split_004
cluster_equal,2022-01-25,1965,0,3.0,split_004
cluster_equal,2022-01-26,1965,0,3.0,split_004
cluster_equal,2022-01-27,1965,0,3.0,split_004
cluster_equal,2022-01-28,1965,0,3.0,split_004
cluster_equal,2022-02-07,1965,0,3.0,split_004
cluster_equal,2022-02-08,1965,0,3.0,split_004
cluster_equal,2022-02-09,1965,0,3.0,split_004
cluster_equal,2022-02-10,1965,0,3.0,split_004
cluster_equal,2022-02-11,1965,0,3.0,split_004
cluster_equal,2022-02-14,1965,0,3.0,split_004
cluster_equal,2022-02-15,1965,0,3.0,split_004
cluster_equal,2022-02-16,1965,0,3.0,split_004
cluster_equal,2022-02-17,1965,0,3.0,split_004
cluster_equal,2022-02-18,1965,0,3.0,split_004
cluster_equal,2022-02-21,1965,0,3.0,split_004
cluster_equal,2022-02-22,1965,0,3.0,split_004
cluster_equal,2022-02-23,1965,0,3.0,split_004
cluster_equal,2022-02-24,1965,0,3.0,split_004
cluster_equal,2022-02-25,1965,0,3.0,split_004
cluster_equal,2022-02-28,1965,0,3.0,split_004
cluster_equal,2022-03-01,1965,0,3.0,split_004
cluster_equal,2022-03-02,1965,0,3.0,split_004
cluster_equal,2022-03-03,1965,0,3.0,split_004
cluster_equal,2022-03-04,1965,0,3.0,split_004
cluster_equal,2022-03-07,1965,0,3.0,split_004
cluster_equal,2022-03-08,1965,0,3.0,split_004
cluster_equal,2022-03-09,1965,0,3.0,split_004
cluster_equal,2022-03-10,1965,0,3.0,split_004
cluster_equal,2022-03-11,1965,0,3.0,split_004
cluster_equal,2022-03-14,1965,0,3.0,split_004
cluster_equal,2022-03-15,1965,0,3.0,split_004
cluster_equal,2022-03-16,1965,0,3.0,split_004
cluster_equal,2022-03-17,1965,0,3.0,split_004
cluster_equal,2022-03-18,1965,0,3.0,split_004
cluster_equal,2022-03-21,1965,0,3.0,split_004
cluster_equal,2022-03-22,1965,0,3.0,split_004
cluster_equal,2022-03-23,1965,0,3.0,split_004
cluster_equal,2022-03-24,1965,0,3.0,split_004
cluster_equal,2022-03-25,1965,0,3.0,split_004
cluster_equal,2022-03-28,1965,0,3.0,split_004
cluster_equal,2022-03-29,1965,0,3.0,split_004
cluster_equal,2022-03-30,1965,0,3.0,split_004
cluster_equal,2022-03-31,1965,0,3.0,split_004
cluster_equal,2022-04-01,1965,0,3.0,split_004
cluster_equal,2022-04-06,1965,0,3.0,split_004
cluster_equal,2022-04-07,1965,0,3.0,split_004
cluster_equal,2022-04-08,1965,0,3.0,split_004
cluster_equal,2022-04-11,1965,0,3.0,split_004
cluster_equal,2022-04-12,1965,0,3.0,split_004
cluster_equal,2022-04-13,1965,0,3.0,split_004
cluster_equal,2022-04-14,1965,0,3.0,split_004
cluster_equal,2022-04-15,1965,0,3.0,split_004
cluster_equal,2022-04-18,1965,0,3.0,split_004
cluster_equal,2022-04-19,1965,0,3.0,split_004
cluster_equal,2022-04-20,1965,0,3.0,split_004
cluster_equal,2022-04-21,1965,0,3.0,split_004
cluster_equal,2022-04-22,1965,0,3.0,split_004
cluster_equal,2022-04-25,1965,0,3.0,split_004
cluster_equal,2022-04-26,1965,0,3.0,split_004
cluster_equal,2022-04-27,1965,0,3.0,split_004
cluster_equal,2022-04-28,1965,0,3.0,split_004
cluster_equal,2022-04-29,1965,0,3.0,split_004
cluster_equal,2022-05-05,1965,0,3.0,split_004
cluster_equal,2022-05-06,1965,0,3.0,split_004
cluster_equal,2022-05-09,1965,0,3.0,split_004
cluster_equal,2022-05-10,1965,0,3.0,split_004
cluster_equal,2022-05-11,1965,0,3.0,split_004
cluster_equal,2022-05-12,1965,0,3.0,split_004
cluster_equal,2022-05-13,1965,0,3.0,split_004
cluster_equal,2022-05-16,1965,0,3.0,split_004
cluster_equal,2022-05-17,1965,0,3.0,split_004
cluster_equal,2022-05-18,1964,0,3.0,split_004
cluster_equal,2022-05-19,1964,0,3.0,split_004
cluster_equal,2022-05-20,1964,0,3.0,split_004
cluster_equal,2022-05-23,1964,0,3.0,split_004
cluster_equal,2022-05-24,1964,0,3.0,split_004
cluster_equal,2022-05-25,1964,0,3.0,split_004
cluster_equal,2022-05-26,1964,0,3.0,split_004
cluster_equal,2022-05-27,1964,0,3.0,split_004
cluster_equal,2022-05-30,1964,0,3.0,split_004
cluster_equal,2022-05-31,1964,0,3.0,split_004
cluster_equal,2022-06-01,1964,0,3.0,split_004
cluster_equal,2022-06-02,1964,0,3.0,split_004
cluster_equal,2022-06-06,1964,0,3.0,split_004
cluster_equal,2022-06-07,1964,0,3.0,split_004
cluster_equal,2022-06-08,1963,0,3.0,split_004
cluster_equal,2022-06-09,1963,0,3.0,split_004
cluster_equal,2022-06-10,1963,0,3.0,split_004
cluster_equal,2022-06-13,1963,0,3.0,split_004
cluster_equal,2022-06-14,1963,0,3.0,split_004
cluster_equal,2022-06-15,1963,0,3.0,split_004
cluster_equal,2022-06-16,1960,0,3.0,split_004
cluster_equal,2022-06-17,1957,0,3.0,split_004
cluster_equal,2022-06-20,1957,0,3.0,split_004
cluster_equal,2022-06-21,1957,0,3.0,split_004
cluster_equal,2022-06-22,1954,0,3.0,split_004
cluster_equal,2022-06-23,1952,0,3.0,split_004
cluster_equal,2022-06-24,1950,0,3.0,split_004
cluster_equal,2022-06-27,1947,0,3.0,split_004
cluster_equal,2022-06-28,1946,0,3.0,split_004
cluster_equal,2022-06-29,1944,0,3.0,split_004
cluster_equal,2022-06-30,1943,0,3.0,split_004
cluster_equal,2022-07-01,1942,0,3.0,split_004
cluster_equal,2022-07-04,1939,0,3.0,split_004
stability_weight,2022-01-05,1965,0,3.0,split_004
stability_weight,2022-01-06,1965,0,3.0,split_004
stability_weight,2022-01-07,1965,0,3.0,split_004
stability_weight,2022-01-10,1965,0,3.0,split_004
stability_weight,2022-01-11,1965,0,3.0,split_004
stability_weight,2022-01-12,1965,0,3.0,split_004
stability_weight,2022-01-13,1965,0,3.0,split_004
stability_weight,2022-01-14,1965,0,3.0,split_004
stability_weight,2022-01-17,1965,0,3.0,split_004
stability_weight,2022-01-18,1965,0,3.0,split_004
stability_weight,2022-01-19,1965,0,3.0,split_004
stability_weight,2022-01-20,1965,0,3.0,split_004
stability_weight,2022-01-21,1965,0,3.0,split_004
stability_weight,2022-01-24,1965,0,3.0,split_004
stability_weight,2022-01-25,1965,0,3.0,split_004
stability_weight,2022-01-26,1965,0,3.0,split_004
stability_weight,2022-01-27,1965,0,3.0,split_004
stability_weight,2022-01-28,1965,0,3.0,split_004
stability_weight,2022-02-07,1965,0,3.0,split_004
stability_weight,2022-02-08,1965,0,3.0,split_004
stability_weight,2022-02-09,1965,0,3.0,split_004
stability_weight,2022-02-10,1965,0,3.0,split_004
stability_weight,2022-02-11,1965,0,3.0,split_004
stability_weight,2022-02-14,1965,0,3.0,split_004
stability_weight,2022-02-15,1965,0,3.0,split_004
stability_weight,2022-02-16,1965,0,3.0,split_004
stability_weight,2022-02-17,1965,0,3.0,split_004
stability_weight,2022-02-18,1965,0,3.0,split_004
stability_weight,2022-02-21,1965,0,3.0,split_004
stability_weight,2022-02-22,1965,0,3.0,split_004
stability_weight,2022-02-23,1965,0,3.0,split_004
stability_weight,2022-02-24,1965,0,3.0,split_004
stability_weight,2022-02-25,1965,0,3.0,split_004
stability_weight,2022-02-28,1965,0,3.0,split_004
stability_weight,2022-03-01,1965,0,3.0,split_004
stability_weight,2022-03-02,1965,0,3.0,split_004
stability_weight,2022-03-03,1965,0,3.0,split_004
stability_weight,2022-03-04,1965,0,3.0,split_004
stability_weight,2022-03-07,1965,0,3.0,split_004
stability_weight,2022-03-08,1965,0,3.0,split_004
stability_weight,2022-03-09,1965,0,3.0,split_004
stability_weight,2022-03-10,1965,0,3.0,split_004
stability_weight,2022-03-11,1965,0,3.0,split_004
stability_weight,2022-03-14,1965,0,3.0,split_004
stability_weight,2022-03-15,1965,0,3.0,split_004
stability_weight,2022-03-16,1965,0,3.0,split_004
stability_weight,2022-03-17,1965,0,3.0,split_004
stability_weight,2022-03-18,1965,0,3.0,split_004
stability_weight,2022-03-21,1965,0,3.0,split_004
stability_weight,2022-03-22,1965,0,3.0,split_004
stability_weight,2022-03-23,1965,0,3.0,split_004
stability_weight,2022-03-24,1965,0,3.0,split_004
stability_weight,2022-03-25,1965,0,3.0,split_004
stability_weight,2022-03-28,1965,0,3.0,split_004
stability_weight,2022-03-29,1965,0,3.0,split_004
stability_weight,2022-03-30,1965,0,3.0,split_004
stability_weight,2022-03-31,1965,0,3.0,split_004
stability_weight,2022-04-01,1965,0,3.0,split_004
stability_weight,2022-04-06,1965,0,3.0,split_004
stability_weight,2022-04-07,1965,0,3.0,split_004
stability_weight,2022-04-08,1965,0,3.0,split_004
stability_weight,2022-04-11,1965,0,3.0,split_004
stability_weight,2022-04-12,1965,0,3.0,split_004
stability_weight,2022-04-13,1965,0,3.0,split_004
stability_weight,2022-04-14,1965,0,3.0,split_004
stability_weight,2022-04-15,1965,0,3.0,split_004
stability_weight,2022-04-18,1965,0,3.0,split_004
stability_weight,2022-04-19,1965,0,3.0,split_004
stability_weight,2022-04-20,1965,0,3.0,split_004
stability_weight,2022-04-21,1965,0,3.0,split_004
stability_weight,2022-04-22,1965,0,3.0,split_004
stability_weight,2022-04-25,1965,0,3.0,split_004
stability_weight,2022-04-26,1965,0,3.0,split_004
stability_weight,2022-04-27,1965,0,3.0,split_004
stability_weight,2022-04-28,1965,0,3.0,split_004
stability_weight,2022-04-29,1965,0,3.0,split_004
stability_weight,2022-05-05,1965,0,3.0,split_004
stability_weight,2022-05-06,1965,0,3.0,split_004
stability_weight,2022-05-09,1965,0,3.0,split_004
stability_weight,2022-05-10,1965,0,3.0,split_004
stability_weight,2022-05-11,1965,0,3.0,split_004
stability_weight,2022-05-12,1965,0,3.0,split_004
stability_weight,2022-05-13,1965,0,3.0,split_004
stability_weight,2022-05-16,1965,0,3.0,split_004
stability_weight,2022-05-17,1965,0,3.0,split_004
stability_weight,2022-05-18,1964,0,3.0,split_004
stability_weight,2022-05-19,1964,0,3.0,split_004
stability_weight,2022-05-20,1964,0,3.0,split_004
stability_weight,2022-05-23,1964,0,3.0,split_004
stability_weight,2022-05-24,1964,0,3.0,split_004
stability_weight,2022-05-25,1964,0,3.0,split_004
stability_weight,2022-05-26,1964,0,3.0,split_004
stability_weight,2022-05-27,1964,0,3.0,split_004
stability_weight,2022-05-30,1964,0,3.0,split_004
stability_weight,2022-05-31,1964,0,3.0,split_004
stability_weight,2022-06-01,1964,0,3.0,split_004
stability_weight,2022-06-02,1964,0,3.0,split_004
stability_weight,2022-06-06,1964,0,3.0,split_004
stability_weight,2022-06-07,1964,0,3.0,split_004
stability_weight,2022-06-08,1963,0,3.0,split_004
stability_weight,2022-06-09,1963,0,3.0,split_004
stability_weight,2022-06-10,1963,0,3.0,split_004
stability_weight,2022-06-13,1963,0,3.0,split_004
stability_weight,2022-06-14,1963,0,3.0,split_004
stability_weight,2022-06-15,1963,0,3.0,split_004
stability_weight,2022-06-16,1960,0,3.0,split_004
stability_weight,2022-06-17,1957,0,3.0,split_004
stability_weight,2022-06-20,1957,0,3.0,split_004
stability_weight,2022-06-21,1957,0,3.0,split_004
stability_weight,2022-06-22,1954,0,3.0,split_004
stability_weight,2022-06-23,1952,0,3.0,split_004
stability_weight,2022-06-24,1950,0,3.0,split_004
stability_weight,2022-06-27,1947,0,3.0,split_004
stability_weight,2022-06-28,1946,0,3.0,split_004
stability_weight,2022-06-29,1944,0,3.0,split_004
stability_weight,2022-06-30,1943,0,3.0,split_004
stability_weight,2022-07-01,1942,0,3.0,split_004
stability_weight,2022-07-04,1939,0,3.0,split_004
equal_directional_zscore,2022-07-05,1939,0,3.0,split_005
equal_directional_zscore,2022-07-06,1939,0,3.0,split_005
equal_directional_zscore,2022-07-07,1938,0,3.0,split_005
equal_directional_zscore,2022-07-08,1938,0,3.0,split_005
equal_directional_zscore,2022-07-11,1938,0,3.0,split_005
equal_directional_zscore,2022-07-12,1938,0,3.0,split_005
equal_directional_zscore,2022-07-13,1938,0,3.0,split_005
equal_directional_zscore,2022-07-14,1938,0,3.0,split_005
equal_directional_zscore,2022-07-15,1938,0,3.0,split_005
equal_directional_zscore,2022-07-18,1938,0,3.0,split_005
equal_directional_zscore,2022-07-19,1938,0,3.0,split_005
equal_directional_zscore,2022-07-20,1938,0,3.0,split_005
equal_directional_zscore,2022-07-21,1938,0,3.0,split_005
equal_directional_zscore,2022-07-22,1938,0,3.0,split_005
equal_directional_zscore,2022-07-25,1938,0,3.0,split_005
equal_directional_zscore,2022-07-26,1938,0,3.0,split_005
equal_directional_zscore,2022-07-27,1938,0,3.0,split_005
equal_directional_zscore,2022-07-28,1938,0,3.0,split_005
equal_directional_zscore,2022-07-29,1938,0,3.0,split_005
equal_directional_zscore,2022-08-01,1938,0,3.0,split_005
equal_directional_zscore,2022-08-02,1938,0,3.0,split_005
equal_directional_zscore,2022-08-03,1938,0,3.0,split_005
equal_directional_zscore,2022-08-04,1938,0,3.0,split_005
equal_directional_zscore,2022-08-05,1938,0,3.0,split_005
equal_directional_zscore,2022-08-08,1938,0,3.0,split_005
equal_directional_zscore,2022-08-09,1938,0,3.0,split_005
equal_directional_zscore,2022-08-10,1938,0,3.0,split_005
equal_directional_zscore,2022-08-11,1938,0,3.0,split_005
equal_directional_zscore,2022-08-12,1938,0,3.0,split_005
equal_directional_zscore,2022-08-15,1938,0,3.0,split_005
equal_directional_zscore,2022-08-16,1938,0,3.0,split_005
equal_directional_zscore,2022-08-17,1938,0,3.0,split_005
equal_directional_zscore,2022-08-18,1938,0,3.0,split_005
equal_directional_zscore,2022-08-19,1938,0,3.0,split_005
equal_directional_zscore,2022-08-22,1938,0,3.0,split_005
equal_directional_zscore,2022-08-23,1938,0,3.0,split_005
equal_directional_zscore,2022-08-24,1938,0,3.0,split_005
equal_directional_zscore,2022-08-25,1938,0,3.0,split_005
equal_directional_zscore,2022-08-26,1938,0,3.0,split_005
equal_directional_zscore,2022-08-29,1938,0,3.0,split_005
equal_directional_zscore,2022-08-30,1938,0,3.0,split_005
equal_directional_zscore,2022-08-31,1938,0,3.0,split_005
equal_directional_zscore,2022-09-01,1938,0,3.0,split_005
equal_directional_zscore,2022-09-02,1938,0,3.0,split_005
equal_directional_zscore,2022-09-05,1938,0,3.0,split_005
equal_directional_zscore,2022-09-06,1938,0,3.0,split_005
equal_directional_zscore,2022-09-07,1938,0,3.0,split_005
equal_directional_zscore,2022-09-08,1938,0,3.0,split_005
equal_directional_zscore,2022-09-09,1938,0,3.0,split_005
equal_directional_zscore,2022-09-13,1938,0,3.0,split_005
equal_directional_zscore,2022-09-14,1938,0,3.0,split_005
equal_directional_zscore,2022-09-15,1938,0,3.0,split_005
equal_directional_zscore,2022-09-16,1938,0,3.0,split_005
equal_directional_zscore,2022-09-19,1938,0,3.0,split_005
equal_directional_zscore,2022-09-20,1938,0,3.0,split_005
equal_directional_zscore,2022-09-21,1938,0,3.0,split_005
equal_directional_zscore,2022-09-22,1938,0,3.0,split_005
equal_directional_zscore,2022-09-23,1938,0,3.0,split_005
equal_directional_zscore,2022-09-26,1938,0,3.0,split_005
equal_directional_zscore,2022-09-27,1938,0,3.0,split_005
equal_directional_zscore,2022-09-28,1938,0,3.0,split_005
equal_directional_zscore,2022-09-29,1938,0,3.0,split_005
equal_directional_zscore,2022-09-30,1938,0,3.0,split_005
equal_directional_zscore,2022-10-10,1938,0,3.0,split_005
equal_directional_zscore,2022-10-11,1938,0,3.0,split_005
equal_directional_zscore,2022-10-12,1938,0,3.0,split_005
equal_directional_zscore,2022-10-13,1938,0,3.0,split_005
equal_directional_zscore,2022-10-14,1938,0,3.0,split_005
equal_directional_zscore,2022-10-17,1938,0,3.0,split_005
equal_directional_zscore,2022-10-18,1938,0,3.0,split_005
equal_directional_zscore,2022-10-19,1938,0,3.0,split_005
equal_directional_zscore,2022-10-20,1938,0,3.0,split_005
equal_directional_zscore,2022-10-21,1938,0,3.0,split_005
equal_directional_zscore,2022-10-24,1938,0,3.0,split_005
equal_directional_zscore,2022-10-25,1938,0,3.0,split_005
equal_directional_zscore,2022-10-26,1938,0,3.0,split_005
equal_directional_zscore,2022-10-27,1938,0,3.0,split_005
equal_directional_zscore,2022-10-28,1938,0,3.0,split_005
equal_directional_zscore,2022-10-31,1938,0,3.0,split_005
equal_directional_zscore,2022-11-01,1938,0,3.0,split_005
equal_directional_zscore,2022-11-02,1938,0,3.0,split_005
equal_directional_zscore,2022-11-03,1938,0,3.0,split_005
equal_directional_zscore,2022-11-04,1938,0,3.0,split_005
equal_directional_zscore,2022-11-07,1938,0,3.0,split_005
equal_directional_zscore,2022-11-08,1938,0,3.0,split_005
equal_directional_zscore,2022-11-09,1938,0,3.0,split_005
equal_directional_zscore,2022-11-10,1938,0,3.0,split_005
equal_directional_zscore,2022-11-11,1938,0,3.0,split_005
equal_directional_zscore,2022-11-14,1938,0,3.0,split_005
equal_directional_zscore,2022-11-15,1938,0,3.0,split_005
equal_directional_zscore,2022-11-16,1938,0,3.0,split_005
equal_directional_zscore,2022-11-17,1938,0,3.0,split_005
equal_directional_zscore,2022-11-18,1938,0,3.0,split_005
equal_directional_zscore,2022-11-21,1938,0,3.0,split_005
equal_directional_zscore,2022-11-22,1938,0,3.0,split_005
equal_directional_zscore,2022-11-23,1938,0,3.0,split_005
equal_directional_zscore,2022-11-24,1938,0,3.0,split_005
equal_directional_zscore,2022-11-25,1938,0,3.0,split_005
equal_directional_zscore,2022-11-28,1938,0,3.0,split_005
equal_directional_zscore,2022-11-29,1938,0,3.0,split_005
equal_directional_zscore,2022-11-30,1938,0,3.0,split_005
equal_directional_zscore,2022-12-01,1938,0,3.0,split_005
equal_directional_zscore,2022-12-02,1938,0,3.0,split_005
equal_directional_zscore,2022-12-05,1938,0,3.0,split_005
equal_directional_zscore,2022-12-06,1938,0,3.0,split_005
equal_directional_zscore,2022-12-07,1938,0,3.0,split_005
equal_directional_zscore,2022-12-08,1938,0,3.0,split_005
equal_directional_zscore,2022-12-09,1938,0,3.0,split_005
equal_directional_zscore,2022-12-12,1938,0,3.0,split_005
equal_directional_zscore,2022-12-13,1938,0,3.0,split_005
equal_directional_zscore,2022-12-14,1938,0,3.0,split_005
equal_directional_zscore,2022-12-15,1938,0,3.0,split_005
equal_directional_zscore,2022-12-16,1938,0,3.0,split_005
equal_directional_zscore,2022-12-19,1938,0,3.0,split_005
equal_directional_zscore,2022-12-20,1938,0,3.0,split_005
equal_directional_zscore,2022-12-21,1938,0,3.0,split_005
equal_directional_zscore,2022-12-22,1938,0,3.0,split_005
equal_directional_zscore,2022-12-23,1938,0,3.0,split_005
equal_directional_zscore,2022-12-26,1938,0,3.0,split_005
equal_directional_zscore,2022-12-27,1938,0,3.0,split_005
equal_directional_zscore,2022-12-28,1938,0,3.0,split_005
equal_directional_zscore,2022-12-29,1938,0,3.0,split_005
equal_directional_zscore,2022-12-30,1938,0,3.0,split_005
equal_directional_zscore,2023-01-03,1938,0,3.0,split_005
equal_directional_zscore,2023-01-04,1938,0,3.0,split_005
cluster_equal,2022-07-05,1939,0,3.0,split_005
cluster_equal,2022-07-06,1939,0,3.0,split_005
cluster_equal,2022-07-07,1938,0,3.0,split_005
cluster_equal,2022-07-08,1938,0,3.0,split_005
cluster_equal,2022-07-11,1938,0,3.0,split_005
cluster_equal,2022-07-12,1938,0,3.0,split_005
cluster_equal,2022-07-13,1938,0,3.0,split_005
cluster_equal,2022-07-14,1938,0,3.0,split_005
cluster_equal,2022-07-15,1938,0,3.0,split_005
cluster_equal,2022-07-18,1938,0,3.0,split_005
cluster_equal,2022-07-19,1938,0,3.0,split_005
cluster_equal,2022-07-20,1938,0,3.0,split_005
cluster_equal,2022-07-21,1938,0,3.0,split_005
cluster_equal,2022-07-22,1938,0,3.0,split_005
cluster_equal,2022-07-25,1938,0,3.0,split_005
