market,signal,net_annualized_return,net_ir,net_max_drawdown,average_long_return,average_short_return,average_spread,average_turnover,average_daily_cost,trading_days
all_stock_shsz_liquid2000,std_20,0.1400359869003296,0.9236124676162956,-0.1843224763870239,8.764020458329469e-05,-0.0005178428255021,0.0006054829573258,0.075717790472743,3.785889523637152e-05,849
all_stock_shsz_liquid2000,amplitude_20,0.1435308456420898,0.9121793641039772,-0.1873543858528137,0.0001243901933776,-0.0004867150564678,0.0006111051770858,0.054724042070133,2.736202103506652e-05,850
all_stock_shsz_liquid2000,score,0.1258896589279174,0.8597766343409645,-0.208358883857727,-0.0001311720552621,-0.0007251842180266,0.0005940120900049,0.1563821727849024,7.81910863924512e-05,869
all_stock_shsz_liquid2000,rev_5,0.0943218469619751,0.7635148963082006,-0.1444258093833923,-6.63799510220997e-05,-0.000629389018286,0.0005630091181956,0.3445753340982537,0.0001722876670491,864
csi500,rev_5,-0.0379726886749267,-0.1926948850952303,-0.3625425696372986,1.4671331882709636e-05,-4.856302257394418e-05,6.323423440335318e-05,0.3493622226720052,0.000174681111336,864
csi500,amplitude_20,-0.0610952377319335,-0.2579720976996819,-0.2793305516242981,-9.136417065747082e-05,6.682024104520679e-05,-0.0001581844699103,0.0540872624403328,2.7043631220166443e-05,850
csi500,std_20,-0.0687314867973327,-0.3277429945009674,-0.2833502292633056,-4.494211316341534e-05,0.0001397630694555,-0.0001847051753429,0.0781917290401245,3.90958645200623e-05,849
csi500,score,-0.0909624099731445,-0.4731420567084737,-0.3541924953460693,-0.0002027241425821,3.7365905882325023e-05,-0.0002400900120846,0.1609787226434839,8.048936132174198e-05,869
