name,window_start,window_end,label,rebalance_every,topk,weight_preset,score_weights,cost_bps,net_annualized_return,universe_annualized_return,net_annualized_excess,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,skipped_rebalance_rate,average_eligible_count,executed_rebalances
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_rev_cost20,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.1384927889006222,0.2316455467327836,-0.0970583860120525,-0.762284092461825,-0.1576850296099745,0.3204761904761904,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_momentum_guard_cost20,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.1394649120260114,0.2316455467327836,-0.0958296058177297,-0.7633296715818574,-0.1556869151386425,0.3257738095238095,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_cost20,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.1337109695978939,0.2316455467327836,-0.1010209802613745,-0.7962519901706437,-0.1549068741007022,0.3182142857142857,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_cost20,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.097406537201748,0.2316455467327836,-0.13911089055211,-0.7993717003725194,-0.1321224336396887,0.3614285714285714,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_momentum_guard_cost20,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.0974301929007548,0.2316455467327836,-0.1388428105641421,-0.8017375921808918,-0.137966214041079,0.3778571428571428,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_rev_cost20,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.0892853482727045,0.2316455467327836,-0.145371327485563,-0.8382526973954271,-0.1359967250825744,0.3751785714285715,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_cost5,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk,"std_20:-1,amplitude_20:-1",5.0,0.1773160214574385,0.2444342689796852,-0.0796948926437216,-0.5139704881216315,-0.1343425247974258,0.4475,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_momentum_guard_cost5,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",5.0,0.1733238540550932,0.2444342689796852,-0.0819364151019408,-0.5440650476724377,-0.1432208038886182,0.4666071428571428,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_momentum_guard_cost5,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",5.0,0.1592080518551664,0.2444342689796852,-0.0985025461990227,-0.5442112197084557,-0.126079924465282,0.5085714285714286,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_rev_cost5,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",5.0,0.169288216080272,0.2444342689796852,-0.0858630984719027,-0.562234357554063,-0.1392673630550245,0.4446428571428572,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_cost5,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk,"std_20:-1,amplitude_20:-1",5.0,0.1534812659505515,0.2444342689796852,-0.1034318428442553,-0.5696706459662774,-0.1195200429391312,0.4853571428571429,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_momentum_guard_cost5,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",5.0,0.1754761532641096,0.2444342689796852,-0.0763503004220623,-0.6020409101634411,-0.1482456555272183,0.4280952380952381,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_cost5,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk,"std_20:-1,amplitude_20:-1",5.0,0.171760400644872,0.2444342689796852,-0.0802501844422716,-0.6147501777250619,-0.1491101980227314,0.414047619047619,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_rev_cost5,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",5.0,0.1705786559105542,0.2444342689796852,-0.0808903877733887,-0.6300207627438957,-0.1473015690333734,0.4149999999999999,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_rev_cost5,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",5.0,0.1407071157489645,0.2444342689796852,-0.1136663084716684,-0.6364977099143839,-0.1200199604903912,0.4828571428571429,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_cost10,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.1739766472592943,0.2444342689796852,-0.0822800201184248,-0.534013946130397,-0.1349990010239705,0.4475,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_momentum_guard_cost10,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.1554691859229657,0.2444342689796852,-0.1013796251122182,-0.563755428653764,-0.1268768307962824,0.5085714285714286,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_momentum_guard_cost10,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.1698527263896505,0.2444342689796852,-0.0846254793295364,-0.5653745866564209,-0.1439603054378264,0.4666071428571428,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_rev_cost10,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.1659921041580874,0.2444342689796852,-0.0884145748136621,-0.5821944757043997,-0.1399488276818314,0.4446428571428572,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_cost10,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.1499304796275853,0.2444342689796852,-0.1061625039898824,-0.5881448067767204,-0.1202467965364602,0.4853571428571429,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_momentum_guard_cost10,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.1722858498319077,0.2444342689796852,-0.078833285701268,-0.6247804957283515,-0.1489065324114982,0.4280952380952381,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_cost10,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.1686858360696341,0.2444342689796852,-0.0826413387057554,-0.6361035647287955,-0.1497368184732398,0.414047619047619,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_rev_cost10,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.1674990058907224,0.2444342689796852,-0.0832854943273871,-0.6517055099888016,-0.147928386867384,0.4149999999999999,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_rev_cost10,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.1372136253573106,0.2444342689796852,-0.1163520662990956,-0.6548555441184922,-0.1207508485602241,0.4828571428571429,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_cost20,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.1673238696105934,0.2444342689796852,-0.0874303607563899,-0.574089556251666,-0.1363108340137941,0.4475,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_momentum_guard_cost20,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.1480245452146429,0.2444342689796852,-0.107108576059986,-0.6028279126565803,-0.1284690093652633,0.5085714285714286,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_momentum_guard_cost20,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.1629386539357233,0.2444342689796852,-0.0899819855220032,-0.6079770043973451,-0.1454378740853621,0.4666071428571428,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top200_low_risk_rev_cost20,2024-01-01,2026-06-09,label_20d_t1,20,200,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.1594253546501323,0.2444342689796852,-0.0934979976100931,-0.6220991177082145,-0.1413105448925447,0.4446428571428572,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_cost20,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.1428588754486168,0.2444342689796852,-0.1116010136607309,-0.625077810142039,-0.1216989553001371,0.4853571428571429,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_momentum_guard_cost20,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.165928971560145,0.2444342689796852,-0.083780961515112,-0.6702341513156843,-0.150227132904231,0.4280952380952381,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_cost20,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.1625587895489508,0.2444342689796852,-0.0874066294885274,-0.678787759233718,-0.1509890215067784,0.414047619047619,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top100_low_risk_rev_cost20,2024-01-01,2026-06-09,label_20d_t1,20,100,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.1302559782263219,0.2444342689796852,-0.121701257954078,-0.6915505352521384,-0.1222112608296586,0.4828571428571429,1.0,0.0344827586206896,1064.5,28
2024-01-01_2026-06-09_label_20d_t1_reb20_top300_low_risk_rev_cost20,2024-01-01,2026-06-09,label_20d_t1,20,300,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.1613618901713964,0.2444342689796852,-0.0880586155324899,-0.6950496943190392,-0.1491809860094298,0.4149999999999999,1.0,0.0344827586206896,1064.5,28
