name,window_start,window_end,label,rebalance_every,topk,weight_preset,score_weights,cost_bps,net_annualized_return,universe_annualized_return,net_annualized_excess,net_excess_ir,net_max_drawdown,average_turnover,max_turnover,skipped_rebalance_rate,average_eligible_count,executed_rebalances
2021-01-01_2023-12-29_label_20d_t1_reb20_top300_low_risk_cost10,2021-01-01,2023-12-29,label_20d_t1,20,300,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.0362743283604336,0.0057097412716722,0.0213507771848167,0.2989776433928708,-0.2479730591170775,0.4799047619047619,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top300_low_risk_rev_cost10,2021-01-01,2023-12-29,label_20d_t1,20,300,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.0359206356313388,0.0057097412716722,0.0211780400088525,0.297116284009367,-0.2568513482723048,0.4761904761904762,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top100_low_risk_rev_cost10,2021-01-01,2023-12-29,label_20d_t1,20,100,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.0480092435139865,0.0057097412716722,0.0264542490050876,0.2803423335070479,-0.1946109782208819,0.5277142857142857,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top100_low_risk_cost10,2021-01-01,2023-12-29,label_20d_t1,20,100,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.0443328674618155,0.0057097412716722,0.0227807240629975,0.2503844219184844,-0.1944537043337446,0.5325714285714286,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top200_low_risk_momentum_guard_cost10,2021-01-01,2023-12-29,label_20d_t1,20,200,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.0353330825127871,0.0057097412716722,0.0182100140866339,0.2363687061325676,-0.2376546413845754,0.5175714285714287,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top300_low_risk_momentum_guard_cost10,2021-01-01,2023-12-29,label_20d_t1,20,300,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.0287159296992256,0.0057097412716722,0.0141280088716257,0.2118695450841615,-0.2566612635439174,0.484095238095238,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top200_low_risk_cost10,2021-01-01,2023-12-29,label_20d_t1,20,200,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.0327418458172228,0.0057097412716722,0.0155569286332093,0.2092393380870504,-0.2337671232713836,0.5038571428571429,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top100_low_risk_momentum_guard_cost10,2021-01-01,2023-12-29,label_20d_t1,20,100,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.0381919764618157,0.0057097412716722,0.0170310209818733,0.2026159519958857,-0.198215892677261,0.5457142857142857,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top200_low_risk_rev_cost10,2021-01-01,2023-12-29,label_20d_t1,20,200,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.0235837392448983,0.0057097412716722,0.0067082821261388,0.117606083427712,-0.2433050498679121,0.503,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top300_low_risk_cost20,2021-01-01,2023-12-29,label_20d_t1,20,300,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.0300272439613318,0.0057097412716722,0.0151982143716122,0.2252369214519738,-0.2490285160162477,0.4799047619047619,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top100_low_risk_rev_cost20,2021-01-01,2023-12-29,label_20d_t1,20,100,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.0410708771472492,0.0057097412716722,0.0196629370430467,0.2240755671513145,-0.1956765617241765,0.5277142857142857,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top300_low_risk_rev_cost20,2021-01-01,2023-12-29,label_20d_t1,20,300,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.0297230236472183,0.0057097412716722,0.0150731006674136,0.2238438229397255,-0.2578609846671063,0.4761904761904762,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top100_low_risk_cost20,2021-01-01,2023-12-29,label_20d_t1,20,100,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.0373544806751864,0.0057097412716722,0.0159509003190185,0.1933680008870978,-0.196170836322422,0.5325714285714286,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top200_low_risk_momentum_guard_cost20,2021-01-01,2023-12-29,label_20d_t1,20,200,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.0286053228038838,0.0057097412716722,0.011598138282298,0.1683050429726759,-0.238797652521075,0.5175714285714287,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top100_low_risk_momentum_guard_cost20,2021-01-01,2023-12-29,label_20d_t1,20,100,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.0310841711012084,0.0057097412716722,0.010072541536352,0.143980751671317,-0.1993163974475111,0.5457142857142857,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top200_low_risk_cost20,2021-01-01,2023-12-29,label_20d_t1,20,200,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.0262083222925018,0.0057097412716722,0.0091365278176043,0.1428809287553601,-0.2348879697179701,0.5038571428571429,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top300_low_risk_momentum_guard_cost20,2021-01-01,2023-12-29,label_20d_t1,20,300,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.0224601104281967,0.0057097412716722,0.0079650194800018,0.1376291674413988,-0.2576933226641595,0.484095238095238,1.0,0.0277777777777777,1123.057142857143,35
2021-01-01_2023-12-29_label_20d_t1_reb20_top200_low_risk_rev_cost20,2021-01-01,2023-12-29,label_20d_t1,20,200,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.0171185834603138,0.0057097412716722,0.0003535175443403,0.0513139862530871,-0.2443797113436419,0.503,1.0,0.0277777777777777,1123.057142857143,35
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_rev_cost5,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",5.0,0.144204947383906,0.2316455467327836,-0.0966886546632999,-0.6342993624928909,-0.1410224868161836,0.3394642857142857,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_cost5,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk,"std_20:-1,amplitude_20:-1",5.0,0.1409108550896656,0.2316455467327836,-0.0993765046037646,-0.657703467308048,-0.136725004996843,0.3380357142857143,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_momentum_guard_cost5,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",5.0,0.140821928245924,0.2316455467327836,-0.0989550508002407,-0.6621787466067037,-0.141964724627338,0.3460714285714286,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_momentum_guard_cost5,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",5.0,0.1536640958524069,0.2316455467327836,-0.0846267942662063,-0.6623374840358679,-0.1526332900359963,0.3257738095238095,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_rev_cost5,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",5.0,0.1524458274153191,0.2316455467327836,-0.0860537593063639,-0.664284993113669,-0.1546191355031053,0.3204761904761904,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_cost5,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk,"std_20:-1,amplitude_20:-1",5.0,0.1475043847110575,0.2316455467327836,-0.0901435726424165,-0.6990277449525202,-0.1519632704393698,0.3182142857142857,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_momentum_guard_cost5,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",5.0,0.1133138597094334,0.2316455467327836,-0.126456387252962,-0.7168205134204374,-0.1337415727140349,0.3778571428571428,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_cost5,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk,"std_20:-1,amplitude_20:-1",5.0,0.112593076515888,0.2316455467327836,-0.1272697885980039,-0.7185146041908359,-0.1282550364527639,0.3614285714285714,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_rev_cost5,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",5.0,0.1049378863954606,0.2316455467327836,-0.1331638119155919,-0.7547070116147023,-0.1318169289336785,0.3751785714285715,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_rev_cost10,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.139295364163587,0.2316455467327836,-0.10054320132723,-0.6640895721037217,-0.1420555536307726,0.3394642857142857,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_cost10,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.1360358415863489,0.2316455467327836,-0.1032028261773972,-0.6874986517747014,-0.1377432177254208,0.3380357142857143,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_momentum_guard_cost10,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.1358308412193558,0.2316455467327836,-0.1028746131500175,-0.6929553685635201,-0.1431319345225533,0.3460714285714286,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_momentum_guard_cost10,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.1489123446604383,0.2316455467327836,-0.0883757291899549,-0.696025281787863,-0.1536522355433779,0.3257738095238095,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_rev_cost10,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.1477767521779687,0.2316455467327836,-0.0897361370712982,-0.6969739440682687,-0.1556223589418929,0.3204761904761904,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top300_low_risk_cost10,2024-01-01,2026-06-09,label_10d_t1,10,300,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.1428888555662908,0.2316455467327836,-0.0937832777040825,-0.7314575369049616,-0.1529454653186187,0.3182142857142857,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_momentum_guard_cost10,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",10.0,0.1079950283210775,0.2316455467327836,-0.1306040134983047,-0.7451424226601384,-0.1351518209459433,0.3778571428571428,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_cost10,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk,"std_20:-1,amplitude_20:-1",10.0,0.1075087094539739,0.2316455467327836,-0.1312340219004817,-0.745482368757985,-0.129545858549759,0.3614285714285714,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top100_low_risk_rev_cost10,2024-01-01,2026-06-09,label_10d_t1,10,100,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",10.0,0.099696623945775,0.2316455467327836,-0.1372514007995616,-0.7825743122912964,-0.1332121753807407,0.3751785714285715,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_rev_cost20,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk_rev,"std_20:-1,amplitude_20:-1,rev_5:0.25",20.0,0.1295365596680355,0.2316455467327836,-0.1082051575767848,-0.7236185320871404,-0.1441184329255932,0.3394642857142857,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_cost20,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk,"std_20:-1,amplitude_20:-1",20.0,0.1263454985694363,0.2316455467327836,-0.1108088836813879,-0.747041721716805,-0.1397764931114746,0.3380357142857143,1.0,0.0175438596491228,1070.5892857142858,56
2024-01-01_2026-06-09_label_10d_t1_reb10_top200_low_risk_momentum_guard_cost20,2024-01-01,2026-06-09,label_10d_t1,10,200,low_risk_momentum_guard,"std_20:-1,amplitude_20:-1,ret_20:-0.25",20.0,0.1259112584515005,0.2316455467327836,-0.1106648563213488,-0.7544516795548343,-0.145595817501242,0.3460714285714286,1.0,0.0175438596491228,1070.5892857142858,56
