window,rows,instruments,dates,can_buy_rate,can_sell_rate,avg_tradability_score,is_suspended_rate,is_limit_up_rate,is_limit_down_rate,is_low_liquidity_rate,has_core_missing_rate
main_2021_2023,1414832,1977,727,0.5854928358985377,0.9913381942166986,89.0552411876463,0.0035007689958949,0.0121413708482703,0.0032753005303809,0.3987038743822588,0.0035007689958949
recent_oos_2024_2026,1096231,1904,587,0.5835959756657128,0.9895733654676796,88.91877715554477,0.0023425719579176,0.0155651500459301,0.0058801475236514,0.3991686058868979,0.0023425719579176
