instrument,datetime,$open,$high,$low,$close,$volume,$amount,$vwap,$factor,amount_per_volume_x10,vwap_diff,daily_return
SH601313,2016-02-03,1.9077933,1.9648488,1.9077933,1.9577168,16497234.0,31873606.0,19.320576,0.17829844,19.320576,0.0,0.0018247366
SH601313,2016-02-04,1.955934,2.066479,1.955934,2.0539982,31789098.0,64475892.0,20.28239,0.17829846,20.28239,0.0,0.049180508
SH601313,2016-02-05,2.0504322,2.0753942,2.0326025,2.0361683,15681291.0,32110500.0,20.47695,0.17829846,20.47695,0.0,-0.008680582
SH601313,2016-02-15,1.9470192,2.0272534,1.9470192,2.0147727,13374013.0,26603726.0,19.892103,0.17829846,19.892103,0.0,-0.010507822
SH601313,2016-02-16,2.0379512,2.1146197,2.0147724,2.1039217,19656458.0,40961240.0,20.838568,0.17829846,20.838566,1.9073486e-06,0.044247627
SH601313,2016-02-17,2.087875,2.1752412,2.0807428,2.1502793,27669108.0,58642972.0,21.194386,0.17829846,21.194384,1.9073486e-06,0.02203393
SH601313,2016-02-18,2.1520624,2.1752412,2.1199687,2.1395814,22413896.0,48180630.0,21.495876,0.17829846,21.495876,0.0,-0.0049750805
SH601313,2016-02-19,2.1360154,2.1449304,2.1128366,2.1342325,15521610.0,33044404.0,21.28929,0.17829846,21.28929,0.0,-0.0024999976
SH601313,2016-02-22,2.1520624,2.203769,2.1413646,2.194854,21190254.0,46098590.0,21.754618,0.17829847,21.75462,-1.9073486e-06,0.028404355
SH601313,2016-02-23,2.1966372,2.203769,2.1431475,2.1627603,15046215.0,32557644.0,21.638428,0.17829846,21.63843,-1.9073486e-06,-0.014622271
SH601313,2016-02-24,2.1574113,2.1805902,2.073611,2.1556282,24421972.0,51911650.0,21.256124,0.17829846,21.256124,0.0,-0.0032976866
SH601313,2016-02-25,2.1288836,2.1377985,1.9398872,1.9398872,29554766.0,60139056.0,20.348345,0.17829846,20.348343,1.9073486e-06,-0.100082695
SH601313,2016-02-26,1.9808958,1.9969426,1.8828317,1.9398872,21982030.0,43057316.0,19.587505,0.17829846,19.587507,-1.9073486e-06,0.0
SH601313,2016-02-29,1.9327552,1.9595,1.7812016,1.8364741,18525136.0,34119910.0,18.418173,0.17829846,18.41817,1.9073486e-06,-0.053308845
SH601313,2016-03-01,1.8614359,1.9042275,1.8293421,1.8917466,16961992.0,31704322.0,18.691391,0.17829846,18.691391,0.0,0.030097127
SH601313,2016-03-02,1.8846147,2.0129895,1.8846147,2.0005085,23167138.0,45383708.0,19.589691,0.17829846,19.589691,0.0,0.057492852
SH601313,2016-03-03,2.0326025,2.0700452,2.0040748,2.0094237,21731382.0,44357944.0,20.41193,0.17829847,20.41193,0.0,0.004456401
SH601313,2016-03-04,2.0058577,2.0272534,1.8774827,1.9434532,21948418.0,43071276.0,19.623863,0.17829846,19.623863,0.0,-0.032830596
SH601313,2016-03-07,1.952368,2.0326023,1.952368,2.0183384,16167364.0,32527000.0,20.118925,0.17829846,20.118925,0.0,0.03853202
SH601313,2016-03-08,2.0129895,2.0290363,1.8828317,2.0290363,17106430.0,33759000.0,19.734686,0.17829846,19.734684,1.9073486e-06,0.0053002834
SH601313,2016-03-09,1.954151,2.0040746,1.954151,1.9862448,13254630.0,26289606.0,19.834282,0.17829846,19.834282,0.0,-0.021089554
SH601313,2016-03-10,1.9898107,2.0112066,1.961283,1.9666319,11398955.0,22617188.0,19.841457,0.17829846,19.841457,0.0,-0.009874344
SH601313,2016-03-11,1.9042275,1.9577171,1.9006615,1.9452361,12301520.0,23713108.0,19.276567,0.17829846,19.276567,0.0,-0.010879397
SH601313,2016-03-14,1.964849,2.0433004,1.964849,2.0129895,20188032.0,40745420.0,20.182957,0.17829846,20.182957,0.0,0.03483045
SH601313,2016-03-15,2.0165555,2.0539982,1.9969428,2.0236876,17726822.0,36032056.0,20.326292,0.17829846,20.326292,0.0,0.0053144693
SH601313,2016-03-16,2.0308194,2.0539982,1.9470191,1.9684149,17123638.0,34064120.0,19.89304,0.17829846,19.89304,0.0,-0.027312875
SH601313,2016-03-17,1.9719809,2.0415173,1.963066,2.0379512,26904422.0,54193336.0,20.142908,0.17829846,20.14291,-1.9073486e-06,0.035326004
SH601313,2016-03-18,2.0450833,2.1377985,2.0308194,2.1146197,31357182.0,65530104.0,20.897957,0.17829846,20.897957,0.0,0.037620425
SH601313,2016-03-21,2.1306665,2.1770241,2.1164026,2.1609774,32062616.0,69115690.0,21.55647,0.17829846,21.556473,-1.9073486e-06,0.02192247
SH601313,2016-03-22,2.157411,2.18059,2.1431472,2.1591942,25378298.0,54851570.0,21.613573,0.17829844,21.613571,1.9073486e-06,-0.0008251667
SH601313,2016-03-23,2.1395814,2.196637,2.1395814,2.191288,19573800.0,42495360.0,21.710327,0.17829844,21.710327,0.0,0.0148637295
SH601313,2016-03-24,2.1663263,2.2180328,2.1484964,2.1574113,23199532.0,50770480.0,21.884268,0.17829846,21.88427,-1.9073486e-06,-0.015459716
SH601313,2016-03-25,2.1556284,2.1877222,2.1181858,2.1574113,22988690.0,49421916.0,21.498362,0.17829846,21.49836,1.9073486e-06,0.0
SH601313,2016-03-28,2.1609774,2.2519095,2.1591942,2.1984198,33862650.0,75033760.0,22.158266,0.17829846,22.158268,-1.9073486e-06,0.01900816
SH601313,2016-03-29,2.185939,2.209118,2.1181855,2.1395814,18124476.0,39073476.0,21.558403,0.17829846,21.558403,0.0,-0.026763916
SH601313,2016-03-30,2.1538453,2.2536924,2.1538453,2.2447774,33938628.0,75027680.0,22.106869,0.17829846,22.106869,0.0,0.04916668
SH601313,2016-03-31,2.2447777,2.2875693,2.2287307,2.2519095,28522624.0,64473028.0,22.60417,0.17829846,22.604172,-1.9073486e-06,0.003177166
SH601313,2016-04-01,2.2322967,2.2429945,2.1520624,2.203769,30990336.0,67751490.0,21.862135,0.17829846,21.862135,0.0,-0.021377623
SH601313,2016-04-05,2.19842,2.2822204,2.1930711,2.2768714,29848026.0,67082810.0,22.474789,0.17829846,22.474789,0.0,0.033171535
SH601313,2016-04-06,2.2750883,2.3250117,2.2519095,2.31788,31832974.0,73253110.0,23.011707,0.17829846,23.011707,0.0,0.018010855
SH601313,2016-04-07,2.3285778,2.3339267,2.2483435,2.2572584,26103630.0,59448670.0,22.7741,0.17829846,22.774103,-3.8146973e-06,-0.026153862
SH601313,2016-04-08,2.2483435,2.2643905,2.1591945,2.21625,22067712.0,48903190.0,22.160517,0.17829846,22.160519,-1.9073486e-06,-0.018167377
SH601313,2016-04-11,2.2376456,2.31788,2.2376456,2.2750883,28013928.0,64074772.0,22.872469,0.17829846,22.872469,0.0,0.026548624
SH601313,2016-04-12,2.2822201,2.291135,2.2251647,2.2590413,17370258.0,39073010.0,22.4942,0.17829844,22.494202,-1.9073486e-06,-0.0070533752
SH601313,2016-04-13,2.2643905,2.3321438,2.2643905,2.2929182,26589546.0,61215016.0,23.022211,0.17829846,23.022213,-1.9073486e-06,0.014996171
SH601313,2016-04-14,2.2982671,2.310748,2.2786543,2.3053992,15993279.0,36693740.0,22.943226,0.17829846,22.943226,0.0,0.0054432154
SH601313,2016-04-15,2.314314,2.3642373,2.284003,2.3606715,29429876.0,68457300.0,23.261156,0.17829844,23.261156,0.0,0.023975134
SH601313,2016-04-18,2.3339267,2.3481905,2.2715223,2.287569,37113730.0,85444664.0,23.022388,0.17829846,23.022387,1.9073486e-06,-0.030966818
SH601313,2016-04-19,2.294701,2.3250117,2.2822201,2.303616,17673260.0,40594280.0,22.969322,0.17829846,22.969322,0.0,0.0070148706
SH601313,2016-04-20,2.3107479,2.316097,2.1253176,2.185939,32509418.0,71586910.0,22.02036,0.17829846,22.02036,0.0,-0.051083565
SH601313,2016-04-21,2.1663263,2.2073348,2.1181855,2.1324494,16879148.0,36704450.0,21.74544,0.17829846,21.745438,1.9073486e-06,-0.024469912
SH601313,2016-04-22,2.1128366,2.1556282,2.1110537,2.1538453,12732079.0,27200292.0,21.36359,0.17829846,21.36359,0.0,0.010033488
SH601313,2016-04-25,2.1484964,2.1520624,2.0896578,2.1146197,13806222.0,29186896.0,21.140392,0.17829846,21.140394,-1.9073486e-06,-0.018211901
SH601313,2016-04-26,2.1181855,2.1716752,2.1074877,2.1681092,12367011.0,26485436.0,21.416197,0.17829846,21.416199,-1.9073486e-06,0.02529502
SH601313,2016-04-27,2.173458,2.193071,2.1645432,2.18059,16792406.0,36625188.0,21.810566,0.17829844,21.810566,0.0,0.0057564974
SH601313,2016-04-28,2.18059,2.1895049,2.1181855,2.1591942,16515960.0,35631612.0,21.574047,0.17829844,21.574049,-1.9073486e-06,-0.009811878
SH601313,2016-04-29,2.1306665,2.2073348,2.1306665,2.191288,18327972.0,40085796.0,21.871376,0.17829844,21.871376,0.0,0.0148637295
SH601313,2016-05-03,2.189505,2.2572584,2.1770241,2.2519095,19154556.0,42784524.0,22.336473,0.17829846,22.336473,0.0,0.02766478
SH601313,2016-05-04,2.2412117,2.2643905,2.2269478,2.2358625,14522762.0,32570030.0,22.426884,0.17829846,22.426884,0.0,-0.0071259737
SH601313,2016-05-05,2.2465606,2.2519095,2.2215986,2.2429945,13033843.0,29185316.0,22.39195,0.17829846,22.39195,0.0,0.0031898022
SH601313,2016-05-06,2.253915,2.253915,2.1325226,2.1343343,21227684.0,46338400.0,21.82923,0.18118289,21.829231,-1.9073486e-06,-0.04844427
SH601313,2016-05-09,2.1307108,2.1307108,2.0364957,2.0564258,17759524.0,36768076.0,20.7033,0.18118289,20.7033,0.0,-0.03650248
SH601313,2016-05-10,2.0564258,2.076356,2.0437431,2.0455549,6829072.0,14070987.0,20.604538,0.18118289,20.604536,1.9073486e-06,-0.005286336
SH601313,2016-05-11,2.0564258,2.0672967,2.0129418,2.0147536,13126759.0,26756464.0,20.383146,0.18118289,20.383146,0.0,-0.015057683
SH601313,2016-05-12,1.9948237,2.0093184,1.9477161,2.0075064,11214536.0,22203032.0,19.79844,0.18118289,19.798439,1.9073486e-06,-0.0035970807
SH601313,2016-05-13,1.9930118,2.0274365,1.9531516,1.9730817,14009496.0,27897952.0,19.913603,0.18118289,19.9136,1.9073486e-06,-0.017147958
SH601313,2016-05-16,1.9549633,2.0075064,1.947716,1.9893881,13380033.0,26518536.0,19.819485,0.18118289,19.819485,0.0,0.008264422
SH601313,2016-05-17,2.0056946,2.036496,1.9024205,2.023813,19629490.0,39291428.0,20.016531,0.1811829,20.01653,1.9073486e-06,0.017304301
SH601313,2016-05-18,1.9930117,2.022001,1.9386569,1.9603988,17056500.0,33602830.0,19.700895,0.18118289,19.700895,0.0,-0.031334043
SH601313,2016-05-19,1.9603992,1.9948238,1.9006088,1.9060442,26949314.0,52387600.0,19.439308,0.1811829,19.439308,0.0,-0.027726293
SH601313,2016-05-20,1.8933612,1.9205387,1.875243,1.916915,23322710.0,44311984.0,18.999502,0.18118289,18.9995,1.9073486e-06,0.00570333
SH601313,2016-05-23,1.9223505,1.9459043,1.916915,1.9386569,15546065.0,30053204.0,19.33171,0.18118289,19.33171,0.0,0.011342168
SH601313,2016-05-24,1.9459043,1.9459043,1.8824903,1.8969849,20382100.0,38692852.0,18.98374,0.18118289,18.983742,-1.9073486e-06,-0.021495283
SH601313,2016-05-25,1.9205389,1.9332217,1.8843023,1.918727,26751888.0,51110788.0,19.105488,0.1811829,19.105488,0.0,0.011461377
SH601313,2016-05-26,1.9114797,1.9277861,1.8679959,1.918727,19440266.0,36847230.0,18.954079,0.1811829,18.954079,0.0,0.0
SH601313,2016-05-27,1.9151033,1.9368453,1.9042324,1.918727,15101722.0,28945970.0,19.16733,0.1811829,19.16733,0.0,0.0
SH601313,2016-05-30,1.9042323,1.938657,1.8897377,1.9042323,13744509.0,26304712.0,19.138344,0.1811829,19.138342,1.9073486e-06,-0.0075543523
SH601313,2016-05-31,1.9114795,1.9930118,1.9114795,1.9875764,29118456.0,57234290.0,19.655674,0.18118289,19.655674,0.0,0.04376781
SH601313,2016-06-01,1.9875762,2.0183773,1.9767053,1.9911999,23829624.0,47556388.0,19.956835,0.18118289,19.956835,0.0,0.0018230677
SH601313,2016-06-02,2.0002592,2.0310602,1.9748936,2.0256248,21267792.0,42775144.0,20.112638,0.18118289,20.11264,-1.9073486e-06,0.017288566
SH601313,2016-06-03,2.0292482,2.0364954,1.989388,2.0129418,31283078.0,62850456.0,20.090881,0.18118288,20.090881,0.0,-0.0062612295
SH601313,2016-06-06,2.0129418,2.0201893,1.9875762,2.0056946,27809090.0,55596016.0,19.992031,0.18118289,19.99203,1.9073486e-06,-0.0036002994
SH601313,2016-06-07,2.023813,2.2068079,2.023813,2.2068079,105340170.0,227602160.0,21.606398,0.1811829,21.606398,0.0,0.100271106
SH601313,2016-06-08,2.2684097,2.4278507,2.2684097,2.4278507,179574400.0,428429760.0,23.858065,0.18118289,23.858063,1.9073486e-06,0.100164056
SH601313,2016-06-13,2.4079206,2.4622755,2.3336356,2.351754,147920960.0,353874300.0,23.923203,0.18118289,23.923203,0.0,-0.03134328
SH601313,2016-06-14,2.3698723,2.3879905,2.2376087,2.2756572,105485670.0,242666240.0,23.004663,0.18118289,23.004663,0.0,-0.032357454
SH601313,2016-06-15,2.2611625,2.5039475,2.2502913,2.5039475,177034800.0,423362530.0,23.914085,0.18118289,23.914085,0.0,0.10031843
SH601313,2016-06-16,2.5709853,2.75398,2.4731464,2.7086842,269394880.0,702813000.0,26.08858,0.18118289,26.088581,-1.9073486e-06,0.08176553
SH601313,2016-06-17,2.6452703,2.9804587,2.6217165,2.9405985,232664480.0,664613300.0,28.565311,0.1811829,28.565311,0.0,0.08561885
SH601313,2016-06-20,2.8681252,2.935163,2.763039,2.8264532,134872350.0,382893500.0,28.389328,0.1811829,28.389324,3.8146973e-06,-0.038817048
SH601313,2016-06-21,2.8264532,2.8554425,2.659765,2.7503564,136575660.0,378223420.0,27.693325,0.1811829,27.693325,0.0,-0.02692306
SH601313,2016-06-22,2.6652002,2.732238,2.5999744,2.7159314,118846470.0,317630460.0,26.726118,0.18118289,26.726116,1.9073486e-06,-0.012516558
SH601313,2016-06-23,2.697813,2.7014368,2.6199045,2.6470819,77294010.0,205425900.0,26.57721,0.18118288,26.57721,0.0,-0.025350273
SH601313,2016-06-24,2.6724477,2.6941895,2.500324,2.6180928,101699330.0,265347870.0,26.091408,0.18118289,26.091408,0.0,-0.01095134
SH601313,2016-06-27,2.627152,2.679695,2.594539,2.6778831,92730280.0,244633540.0,26.381193,0.18118289,26.381191,1.9073486e-06,0.0228374
SH601313,2016-06-28,2.6633885,2.6633885,2.554679,2.6108456,130284630.0,338864320.0,26.00954,0.18118289,26.009539,1.9073486e-06,-0.025033772
SH601313,2016-06-29,2.6271517,2.677883,2.6090336,2.6470819,104735060.0,277087300.0,26.456024,0.18118288,26.456022,1.9073486e-06,0.01387918
SH601313,2016-06-30,2.6633885,2.795652,2.603598,2.6235282,170908290.0,459423330.0,26.881279,0.18118289,26.881277,1.9073486e-06,-0.00889796
SH601313,2016-07-01,2.5872917,2.5909154,2.511195,2.5474315,169826830.0,432275000.0,25.453869,0.1811829,25.45387,-1.9073486e-06,-0.029005527
SH601313,2016-07-04,2.5347488,2.5709856,2.5184424,2.5619264,87442940.0,223037340.0,25.506615,0.1811829,25.506613,1.9073486e-06,0.0056899786
SH601313,2016-07-05,2.5601144,2.596351,2.5275013,2.583668,112110530.0,286852670.0,25.586594,0.18118289,25.586596,-1.9073486e-06,0.00848639
SH601313,2016-07-06,2.5709853,2.58548,2.511195,2.531125,100650060.0,256110500.0,25.445637,0.18118289,25.445637,0.0,-0.020336568
SH601313,2016-07-07,2.5184424,2.5800445,2.511195,2.5764208,96011030.0,244731440.0,25.48993,0.1811829,25.48993,0.0,0.01789546
SH601313,2016-07-08,2.5746088,2.5981627,2.5474315,2.5601144,74845120.0,192411310.0,25.707928,0.18118289,25.70793,-1.9073486e-06,-0.006329119
SH601313,2016-07-11,2.5601144,2.572797,2.5275013,2.529313,57144670.0,145388670.0,25.44221,0.18118289,25.44221,0.0,-0.012031198
SH601313,2016-07-12,2.5220659,2.541996,2.4061089,2.4948885,94985780.0,234574220.0,24.695719,0.1811829,24.69572,-1.9073486e-06,-0.013610244
SH601313,2016-07-13,2.4967003,2.552867,2.4858294,2.5456197,66952216.0,168998660.0,25.241682,0.18118289,25.241682,0.0,0.020334005
SH601313,2016-07-14,2.541996,2.5456197,2.509383,2.531125,39811252.0,100441820.0,25.229506,0.18118289,25.229507,-1.9073486e-06,-0.005693972
SH601313,2016-07-15,2.5275013,2.5365605,2.498512,2.531125,37059184.0,93380420.0,25.197647,0.18118289,25.197643,3.8146973e-06,0.0
SH601313,2016-07-18,2.5365605,2.5365605,2.4640875,2.469523,41708816.0,103808060.0,24.888758,0.1811829,24.88876,-1.9073486e-06,-0.024337828
SH601313,2016-07-19,2.4731464,2.4731464,2.43691,2.4586518,50255744.0,123005680.0,24.475945,0.18118289,24.475945,0.0,-0.0044021606
SH601313,2016-07-20,2.4640872,2.509383,2.4514046,2.478582,45753436.0,113870910.0,24.887947,0.18118289,24.887947,0.0,0.0081061125
SH601313,2016-07-21,2.467711,2.5021358,2.4495928,2.4550283,46092236.0,114104880.0,24.755768,0.18118289,24.755772,-3.8146973e-06,-0.009502828
SH601313,2016-07-22,2.4532163,2.4622755,2.4187915,2.424227,41074612.0,99844790.0,24.308151,0.18118289,24.308151,0.0,-0.012546182
SH601313,2016-07-25,2.467711,2.5184422,2.4514046,2.5166304,78325330.0,195059170.0,24.903713,0.18118289,24.903715,-1.9073486e-06,0.038116693
SH601313,2016-07-26,2.511195,2.5347488,2.4912648,2.5347488,58526320.0,147514140.0,25.204754,0.18118289,25.204754,0.0,0.0071994066
SH601313,2016-07-27,2.541996,2.541996,2.3426948,2.3445065,86418000.0,210054190.0,24.306765,0.18118289,24.306765,0.0,-0.07505369
SH601313,2016-07-28,2.3390713,2.373496,2.2593508,2.2973993,46493508.0,107192410.0,23.05535,0.1811829,23.055347,1.9073486e-06,-0.020092607
SH601313,2016-07-29,2.2829046,2.3082702,2.257539,2.2738454,27530176.0,62741772.0,22.790182,0.1811829,22.790182,0.0,-0.010252416
SH601313,2016-08-01,2.2502916,2.310082,2.2086194,2.2847164,41076930.0,92593220.0,22.541416,0.18118289,22.541418,-1.9073486e-06,0.0047808886
SH601313,2016-08-02,2.2756572,2.297399,2.2702217,2.2955873,21833462.0,49875880.0,22.843779,0.18118289,22.84378,-1.9073486e-06,0.0047581196
SH601313,2016-08-03,2.286528,2.30827,2.2738452,2.3010228,25009038.0,57399356.0,22.951445,0.18118289,22.951447,-1.9073486e-06,0.002367735
SH601313,2016-08-04,2.2937753,2.3155172,2.264786,2.30827,28163686.0,64629984.0,22.947985,0.18118289,22.947983,1.9073486e-06,0.0031495094
SH601313,2016-08-05,2.299211,2.3028345,2.2647862,2.266598,26080244.0,59480244.0,22.80663,0.18118289,22.806627,1.9073486e-06,-0.018053353
SH601313,2016-08-08,2.2647862,2.2829044,2.2285495,2.2810926,27675686.0,62457540.0,22.567656,0.18118289,22.567657,-1.9073486e-06,0.006394863
SH601313,2016-08-09,2.2738452,2.3354473,2.2684097,2.3300118,38414860.0,88515096.0,23.04189,0.18118288,23.04189,0.0,0.021445513
SH601313,2016-08-10,2.3282,2.3445065,2.295587,2.3028345,30199884.0,69877464.0,23.138323,0.18118289,23.138323,0.0,-0.011664033
SH601313,2016-08-11,2.2847164,2.297399,2.2430441,2.2466679,29587462.0,67089776.0,22.67507,0.18118289,22.675072,-1.9073486e-06,-0.02439022
SH601313,2016-08-12,2.2466679,2.3028345,2.2412324,2.299211,25921046.0,58973420.0,22.751173,0.18118289,22.751175,-1.9073486e-06,0.023387194
SH601313,2016-08-15,2.3028345,2.3553774,2.2702215,2.3445065,52366070.0,122043950.0,23.30592,0.18118289,23.305922,-1.9073486e-06,0.019700408
SH601313,2016-08-16,2.340883,2.3771195,2.3372593,2.3571894,34024960.0,80296130.0,23.599182,0.18118289,23.599184,-1.9073486e-06,0.0054095984
SH601313,2016-08-17,2.3571892,2.3734958,2.337259,2.3680604,25524078.0,60060924.0,23.531084,0.18118288,23.531084,0.0,0.00461185
SH601313,2016-08-18,2.3463185,2.3553777,2.3191411,2.3245766,41965370.0,97919760.0,23.333467,0.18118289,23.33347,-1.9073486e-06,-0.018362582
SH601313,2016-08-19,2.3282,2.4061086,2.3227646,2.3970497,57407656.0,136294350.0,23.741495,0.18118289,23.741493,1.9073486e-06,0.031176925
SH601313,2016-08-22,2.4115443,2.4151678,2.319141,2.3318238,37419764.0,88359280.0,23.612997,0.18118289,23.612997,0.0,-0.027210891
SH601313,2016-08-23,2.3227646,2.3445065,2.3100817,2.3155172,23718724.0,55138948.0,23.247011,0.18118289,23.247013,-1.9073486e-06,-0.0069930553
SH601313,2016-08-24,2.319141,2.3354473,2.30827,2.3173292,19775268.0,45876412.0,23.198883,0.18118289,23.198883,0.0,0.0007824898
SH601313,2016-08-25,2.299211,2.3064582,2.2647862,2.3046465,32300416.0,73754140.0,22.833805,0.18118289,22.833805,0.0,-0.005472958
SH601313,2016-08-26,2.3046465,2.3354475,2.2955873,2.299211,23950148.0,55384320.0,23.124836,0.18118289,23.124832,3.8146973e-06,-0.0023584962
SH601313,2016-08-29,2.2992108,2.3300118,2.2883399,2.3300118,20400272.0,47266380.0,23.169485,0.18118288,23.169483,1.9073486e-06,0.013396263
SH601313,2016-08-30,2.3372593,2.3445067,2.3245766,2.3336356,20924520.0,48783828.0,23.314192,0.18118289,23.314192,0.0,0.0015552044
SH601313,2016-08-31,2.3354475,2.340883,2.3028347,2.320953,25830744.0,59991364.0,23.224792,0.1811829,23.224792,0.0,-0.0054347515
SH601313,2016-09-01,2.3137057,2.3825552,2.3118937,2.340883,52835630.0,123811270.0,23.43329,0.1811829,23.433289,1.9073486e-06,0.008587003
SH601313,2016-09-02,2.3191411,2.3698723,2.3118937,2.3245766,34066356.0,79745864.0,23.40898,0.18118289,23.408981,-1.9073486e-06,-0.006965935
SH601313,2016-09-05,2.320953,2.3463185,2.3064582,2.3155172,28014632.0,65132984.0,23.24963,0.18118289,23.24963,0.0,-0.0038972497
SH601313,2016-09-06,2.3173292,2.340883,2.2647862,2.3390713,35997920.0,82895780.0,23.027937,0.18118289,23.027935,1.9073486e-06,0.010172248
SH601313,2016-09-07,2.3336356,2.3662486,2.3318238,2.3426948,43606148.0,102510216.0,23.508202,0.18118289,23.508204,-1.9073486e-06,0.0015491247
SH601313,2016-09-08,2.349942,2.4097323,2.3481302,2.3680604,40417860.0,96093580.0,23.77503,0.18118288,23.775028,1.9073486e-06,0.010827541
SH601313,2016-09-09,2.371684,2.3753076,2.3408828,2.3445065,32079134.0,75612550.0,23.570635,0.18118289,23.570633,1.9073486e-06,-0.0099464655
SH601313,2016-09-12,2.2738452,2.30827,2.212243,2.214055,51953148.0,117417380.0,22.600628,0.18118289,22.600628,0.0,-0.055641294
SH601313,2016-09-13,2.224926,2.2394207,2.2086194,2.2194905,21609286.0,47937504.0,22.18375,0.18118289,22.183752,-1.9073486e-06,0.002454996
SH601313,2016-09-14,2.2049959,2.2176785,2.1886895,2.1995604,16168044.0,35586210.0,22.01021,0.18118289,22.010212,-1.9073486e-06,-0.008979619
SH601313,2016-09-19,2.2049959,2.2321732,2.1977484,2.2267377,16043551.0,35625880.0,22.20573,0.18118289,22.205732,-1.9073486e-06,0.012355804
SH601313,2016-09-20,2.226738,2.2412326,2.215867,2.2357972,15180841.0,33831190.0,22.285454,0.1811829,22.285454,0.0,0.004068494
SH601313,2016-09-21,2.235797,2.2484798,2.2267377,2.2339852,11760591.0,26293300.0,22.357124,0.1811829,22.357124,0.0,-0.00081044436
SH601313,2016-09-22,2.2448559,2.2919636,2.2430441,2.277469,38085932.0,86600070.0,22.738073,0.18118289,22.738073,0.0,0.019464612
SH601313,2016-09-23,2.3010228,2.3118937,2.2810926,2.2973993,40723964.0,93531220.0,22.96712,0.1811829,22.96712,0.0,0.008751154
SH601313,2016-09-26,2.2973993,2.301023,2.2339852,2.2357972,21284464.0,48104376.0,22.6007,0.1811829,22.600698,1.9073486e-06,-0.026813865
SH601313,2016-09-27,2.2267377,2.2593505,2.2194903,2.2502913,13929715.0,31176218.0,22.381088,0.18118289,22.381088,0.0,0.0064827204
