instrument,datetime,$open,$high,$low,$close,$volume,$amount,$vwap,$factor,amount_per_volume_x10,vwap_diff,daily_return
SH601313,2016-09-28,2.2502916,2.255727,2.2394207,2.2412324,8605134.0,19341416.0,22.4766,0.18118289,22.4766,0.0,-0.0040256977
SH601313,2016-09-29,2.2430441,2.266598,2.2339852,2.2412324,12318884.0,27767384.0,22.540503,0.18118289,22.540503,0.0,0.0
SH601313,2016-09-30,2.2430441,2.253915,2.2303612,2.2394204,11145959.0,24949356.0,22.384216,0.18118288,22.384216,0.0,-0.0008084774
SH601313,2016-10-10,2.2430441,2.297399,2.2430441,2.2955873,24513980.0,55818584.0,22.770102,0.18118289,22.770102,0.0,0.025081038
SH601313,2016-10-11,2.2955873,2.3354475,2.2883399,2.3191411,29062292.0,67408620.0,23.194532,0.18118289,23.194532,0.0,0.010260463
SH601313,2016-10-12,2.320953,2.3390713,2.297399,2.3336356,23701488.0,55092416.0,23.244286,0.18118289,23.244286,0.0,0.0062499046
SH601313,2016-10-13,2.3553774,2.3680604,2.2684097,2.3155172,23833542.0,55360216.0,23.227858,0.18118289,23.22786,-1.9073486e-06,-0.0077640414
SH601313,2016-10-14,2.3227646,2.3608131,2.3046465,2.3553777,32453212.0,75993530.0,23.416334,0.18118289,23.416336,-1.9073486e-06,0.017214537
SH601313,2016-10-17,2.373496,2.373496,2.299211,2.3118937,25403982.0,59378050.0,23.37352,0.1811829,23.37352,0.0,-0.018461585
SH601313,2016-10-18,2.330012,2.3680604,2.30827,2.3571894,25152970.0,59010930.0,23.46082,0.18118289,23.46082,0.0,0.019592524
SH601313,2016-10-19,2.3644369,2.3662486,2.330012,2.3390713,20804608.0,48799804.0,23.456247,0.18118289,23.456247,0.0,-0.007686317
SH601313,2016-10-20,2.3463185,2.382555,2.3426948,2.362625,20767026.0,49071270.0,23.629417,0.18118289,23.629417,0.0,0.010069609
SH601313,2016-10-21,2.3553777,2.3644369,2.3155174,2.3463185,18571990.0,43514480.0,23.430164,0.18118289,23.430166,-1.9073486e-06,-0.0069018006
SH601313,2016-10-24,2.3553777,2.3771195,2.3463185,2.371684,26126782.0,61775372.0,23.644463,0.18118289,23.644463,0.0,0.010810852
SH601313,2016-10-25,2.3753076,2.4024851,2.360813,2.3753076,26668308.0,63506264.0,23.813385,0.18118289,23.813383,1.9073486e-06,0.0015277863
SH601313,2016-10-26,2.3753078,2.3861787,2.3354475,2.3426948,22970580.0,53959256.0,23.490595,0.18118289,23.490593,1.9073486e-06,-0.01372993
SH601313,2016-10-27,2.3481305,2.3608131,2.330012,2.3590014,15420208.0,36183960.0,23.465288,0.1811829,23.465288,0.0,0.0069606304
SH601313,2016-10-28,2.3372593,2.3680604,2.3300118,2.3318238,17340794.0,40685820.0,23.462492,0.18118289,23.462488,3.8146973e-06,-0.011520803
SH601313,2016-10-31,2.3318238,2.3463185,2.3010228,2.3173292,16390853.0,37865864.0,23.101828,0.18118289,23.101826,1.9073486e-06,-0.0062159896
SH601313,2016-11-01,2.3118937,2.3318238,2.3046465,2.3263884,20181706.0,46851024.0,23.214602,0.1811829,23.2146,1.9073486e-06,0.0039093494
SH601313,2016-11-02,2.3137054,2.3408828,2.3046463,2.3064582,12721560.0,29567562.0,23.242088,0.18118289,23.242088,0.0,-0.008566976
SH601313,2016-11-03,2.3100817,2.351754,2.3046463,2.3318238,15927564.0,37158090.0,23.329422,0.18118289,23.329422,0.0,0.010997653
SH601313,2016-11-04,2.3372593,2.3481302,2.3263884,2.3445065,17924998.0,41904476.0,23.377672,0.18118289,23.377674,-1.9073486e-06,0.005438924
SH601313,2016-11-07,2.3408833,2.342695,2.3137057,2.3282003,13462732.0,31323468.0,23.266798,0.1811829,23.2668,-1.9073486e-06,-0.0069550276
SH601313,2016-11-08,2.3372593,2.3753078,2.3227646,2.362625,26717550.0,62749030.0,23.486073,0.18118289,23.486073,0.0,0.014785886
SH601313,2016-11-09,2.3535657,2.3698723,2.3028345,2.3245766,21943180.0,51287776.0,23.37299,0.18118289,23.372992,-1.9073486e-06,-0.016104221
SH601313,2016-11-10,2.3336356,2.393426,2.3336356,2.3843668,35874372.0,84904220.0,23.667099,0.18118289,23.667097,1.9073486e-06,0.025720835
SH601313,2016-11-11,2.3861787,2.3970497,2.3734958,2.3843668,23738170.0,56556440.0,23.825106,0.18118289,23.825104,1.9073486e-06,0.0
SH601313,2016-11-14,2.384367,2.4006734,2.3698723,2.3916142,30259986.0,72202664.0,23.860771,0.18118289,23.860771,0.0,0.0030395985
SH601313,2016-11-15,2.3916142,2.3970497,2.3734958,2.3898022,21624692.0,51560360.0,23.84328,0.18118289,23.84328,0.0,-0.00075763464
SH601313,2016-11-16,2.3898025,2.4133563,2.3789315,2.3807435,32660592.0,78154824.0,23.929396,0.1811829,23.929396,0.0,-0.0037905574
SH601313,2016-11-17,2.3789315,2.3789315,2.3517542,2.3662488,21953318.0,51848828.0,23.617764,0.1811829,23.617764,0.0,-0.0060883164
SH601313,2016-11-18,2.371684,2.3753078,2.3553777,2.3590014,15332468.0,36247650.0,23.641106,0.1811829,23.641106,0.0,-0.0030628443
SH601313,2016-11-21,2.3535657,2.4006734,2.3390713,2.3916142,32590460.0,77674820.0,23.833605,0.18118289,23.833607,-1.9073486e-06,0.0138248205
SH601313,2016-11-22,2.3916142,2.3970497,2.3753078,2.3916142,28565202.0,68164230.0,23.86268,0.18118289,23.862682,-1.9073486e-06,0.0
SH601313,2016-11-23,2.3916142,2.4677112,2.3789315,2.426039,66582292.0,161368370.0,24.23593,0.1811829,24.235928,1.9073486e-06,0.014393926
SH601313,2016-11-24,2.395238,2.4441571,2.3644369,2.3771195,41575960.0,100249120.0,24.11228,0.18118289,24.11228,0.0,-0.020164311
SH601313,2016-11-25,2.3771195,2.3916142,2.3282,2.369872,31439128.0,74046050.0,23.552197,0.18118289,23.552197,0.0,-0.0030488372
SH601313,2016-11-28,2.3771195,2.384367,2.351754,2.3590014,21977262.0,51881740.0,23.607008,0.1811829,23.607008,0.0,-0.0045870543
SH601313,2016-11-29,2.3553777,2.3807433,2.330012,2.3372593,27986936.0,65766388.0,23.49896,0.18118289,23.498959,1.9073486e-06,-0.009216666
SH601313,2016-11-30,2.3282,2.3445067,2.3118937,2.3245766,21794204.0,50721664.0,23.273005,0.18118289,23.273006,-1.9073486e-06,-0.0054262877
SH601313,2016-12-01,2.3282,2.3590012,2.320953,2.3336356,22091650.0,51680024.0,23.393467,0.18118289,23.393463,3.8146973e-06,0.003897071
SH601313,2016-12-02,2.3263884,2.3426948,2.2611625,2.2629743,23303846.0,53513090.0,22.963202,0.18118289,22.9632,1.9073486e-06,-0.030279517
SH601313,2016-12-05,2.2484796,2.279281,2.2376087,2.2575388,10233726.0,23167722.0,22.6386,0.18118289,22.6386,0.0,-0.0024018884
SH601313,2016-12-06,2.2720335,2.2792807,2.2484796,2.253915,9019632.0,20401564.0,22.619064,0.18118289,22.619064,0.0,-0.0016051531
SH601313,2016-12-07,2.2629743,2.2847161,2.2502913,2.2792807,12866177.0,29201774.0,22.696545,0.18118289,22.696543,1.9073486e-06,0.011254072
SH601313,2016-12-08,2.286528,2.28834,2.2647862,2.26841,11711591.0,26694636.0,22.793348,0.1811829,22.793348,0.0,-0.0047693253
SH601313,2016-12-09,2.2738452,2.2810926,2.2575388,2.2629743,7614036.0,17280476.0,22.695553,0.18118289,22.695553,0.0,-0.0023962855
SH601313,2016-12-12,2.2629743,2.277469,2.0781677,2.0817914,34355090.0,74055660.0,21.555952,0.18118289,21.555954,-1.9073486e-06,-0.08006406
SH601313,2016-12-13,2.1017215,2.1017215,2.0419312,2.0672967,21754560.0,45079376.0,20.721806,0.18118289,20.721806,0.0,-0.0069625974
SH601313,2016-12-14,2.0636733,2.076356,2.0201893,2.0292485,18902800.0,38678584.0,20.461828,0.18118289,20.461828,0.0,-0.018404841
SH601313,2016-12-15,2.0383077,2.0709205,2.0274365,2.0600495,16343094.0,33598436.0,20.558186,0.18118289,20.558186,0.0,0.015178561
SH601313,2016-12-16,2.0600495,2.0944743,2.0509903,2.087227,12108223.0,25201096.0,20.813208,0.1811829,20.813208,0.0,0.013192654
SH601313,2016-12-19,2.087227,2.0944743,2.067297,2.076356,11475189.0,23836192.0,20.771938,0.1811829,20.771938,0.0,-0.0052084327
SH601313,2016-12-20,2.0709205,2.1144042,2.0709205,2.096286,12685735.0,26605188.0,20.972525,0.18118289,20.972523,1.9073486e-06,0.009598613
SH601313,2016-12-21,2.1144042,2.1723828,2.0980978,2.1633236,23654376.0,50676636.0,21.42379,0.18118289,21.423788,1.9073486e-06,0.031979203
SH601313,2016-12-22,2.1470172,2.161512,2.118028,2.1325226,20935784.0,44576576.0,21.29205,0.18118289,21.29205,0.0,-0.014237821
SH601313,2016-12-23,2.1234636,2.1415818,2.1053452,2.107157,9120734.0,19367352.0,21.234423,0.18118289,21.23442,1.9073486e-06,-0.011894643
SH601313,2016-12-26,2.0890388,2.127087,2.0618613,2.1216516,11218283.0,23479230.0,20.929432,0.18118289,20.929432,0.0,0.0068787336
SH601313,2016-12-27,2.1053452,2.1470172,2.1053452,2.1252751,7977425.5,16988552.0,21.295784,0.18118289,21.295784,0.0,0.0017079115
SH601313,2016-12-28,2.1107807,2.1452055,2.1107807,2.1125925,8540619.0,18173596.0,21.279016,0.18118289,21.279015,1.9073486e-06,-0.0059675574
SH601313,2016-12-29,2.127087,2.161512,2.107157,2.1343343,12051497.0,25775080.0,21.387451,0.18118289,21.387451,0.0,0.010291576
SH601313,2016-12-30,2.1325226,2.161512,2.128899,2.1415818,9327437.0,20002194.0,21.44447,0.18118289,21.44447,0.0,0.0033956766
