name,selection_mode,topk,average_liquidity_bucket,average_amount_mean_20,net_annualized_return,universe_annualized_return,net_annualized_excess,net_excess_ir,net_max_drawdown,average_turnover,average_daily_cost,trading_days
liquid2000_top200_min_liquidity_bucket3,min_liquidity,200,3.837249705535924,243108.91229003947,-0.0343816876411438,-0.0063362717628479,-0.0398042201995849,-0.4522595758169598,-0.4337885975837707,0.1590459363957597,7.952296819787985e-05,849
liquid2000_top200_bucket_balanced,bucket_balanced,200,3.0,181310.99409398355,-0.0553163886070251,-0.0063362717628479,-0.0634061694145202,-0.7043410811275983,-0.4390951991081238,0.1891048292108363,9.455241460541814e-05,849
liquid2000_top200_plain_topk,plain_topk,200,2.509882214369848,129574.01604729984,-0.0602819919586181,-0.0063362717628479,-0.0678178668022155,-0.7842554184707854,-0.4632630348205566,0.1879623085983509,9.39811542991755e-05,849
