datetime,factor,quantile,mean_label,count
2018-11-12,amplitude_20,2,-0.000547922,383
2018-11-12,amplitude_20,3,0.0009841523,384
2018-11-12,amplitude_20,4,0.0003482287,383
2018-11-12,amplitude_20,5,-0.0017680408,384
2018-11-13,amplitude_20,1,0.013732786,384
2018-11-13,amplitude_20,2,0.015594211,383
2018-11-13,amplitude_20,3,0.017383238,384
2018-11-13,amplitude_20,4,0.017464349,383
2018-11-13,amplitude_20,5,0.019134188,384
2018-11-14,amplitude_20,1,0.009214235,384
2018-11-14,amplitude_20,2,0.011697988,383
2018-11-14,amplitude_20,3,0.010065417,384
2018-11-14,amplitude_20,4,0.010847566,383
2018-11-14,amplitude_20,5,0.016030759,384
2018-11-15,amplitude_20,1,0.008575758,384
2018-11-15,amplitude_20,2,0.0069638193,384
2018-11-15,amplitude_20,3,0.006773477,383
2018-11-15,amplitude_20,4,0.0020025088,384
2018-11-15,amplitude_20,5,0.00048780054,384
2018-11-16,amplitude_20,1,-0.023557657,384
2018-11-16,amplitude_20,2,-0.025196716,383
2018-11-16,amplitude_20,3,-0.028033582,383
2018-11-16,amplitude_20,4,-0.03078242,383
2018-11-16,amplitude_20,5,-0.030249372,384
2018-11-19,amplitude_20,1,0.005394725,383
2018-11-19,amplitude_20,2,0.0077009075,383
2018-11-19,amplitude_20,3,0.008619043,383
2018-11-19,amplitude_20,4,0.008775782,383
2018-11-19,amplitude_20,5,0.013398392,383
2018-11-20,amplitude_20,1,0.0025293229,384
2018-11-20,amplitude_20,2,0.002965173,383
2018-11-20,amplitude_20,3,0.0017457618,383
2018-11-20,amplitude_20,4,0.0019635416,383
2018-11-20,amplitude_20,5,0.00047534876,383
2018-11-21,amplitude_20,1,-0.033839475,384
2018-11-21,amplitude_20,2,-0.04139006,383
2018-11-21,amplitude_20,3,-0.04484599,383
2018-11-21,amplitude_20,4,-0.046763994,383
2018-11-21,amplitude_20,5,-0.053502228,384
2018-11-22,amplitude_20,1,-0.00051589095,384
2018-11-22,amplitude_20,2,0.0025210967,383
2018-11-22,amplitude_20,3,-0.0013632649,384
2018-11-22,amplitude_20,4,0.0014790066,383
2018-11-22,amplitude_20,5,-0.0021248588,384
2018-11-23,amplitude_20,1,0.0030140448,384
2018-11-23,amplitude_20,2,0.007038119,384
2018-11-23,amplitude_20,3,0.008161918,384
2018-11-23,amplitude_20,4,0.011576059,384
2018-11-23,amplitude_20,5,0.009175772,384
2018-11-26,amplitude_20,1,0.01117382,385
2018-11-26,amplitude_20,2,0.013586655,384
2018-11-26,amplitude_20,3,0.015733879,385
2018-11-26,amplitude_20,4,0.016830677,384
2018-11-26,amplitude_20,5,0.0032774585,385
2018-11-27,amplitude_20,1,-0.014106307,385
2018-11-27,amplitude_20,2,-0.020528233,384
2018-11-27,amplitude_20,3,-0.024494017,384
2018-11-27,amplitude_20,4,-0.027460964,384
2018-11-27,amplitude_20,5,-0.03208881,385
2018-11-28,amplitude_20,1,0.0064369855,386
2018-11-28,amplitude_20,2,0.007763365,385
2018-11-28,amplitude_20,3,0.008462211,385
2018-11-28,amplitude_20,4,0.008961236,385
2018-11-28,amplitude_20,5,0.00204667,385
2018-11-29,amplitude_20,1,0.025535604,386
2018-11-29,amplitude_20,2,0.03240356,385
2018-11-29,amplitude_20,3,0.032315005,385
2018-11-29,amplitude_20,4,0.034513604,385
2018-11-29,amplitude_20,5,0.036153466,385
2018-11-30,amplitude_20,1,0.0043204683,386
2018-11-30,amplitude_20,2,0.0074011064,386
2018-11-30,amplitude_20,3,0.00706403,386
2018-11-30,amplitude_20,4,0.008806804,386
2018-11-30,amplitude_20,5,0.015246623,386
2018-12-03,amplitude_20,1,-0.005735407,386
2018-12-03,amplitude_20,2,-0.004643049,385
2018-12-03,amplitude_20,3,-0.0053775613,386
2018-12-03,amplitude_20,4,-0.0052543976,385
2018-12-03,amplitude_20,5,-0.01738601,386
2018-12-04,amplitude_20,1,-0.014782137,386
2018-12-04,amplitude_20,2,-0.017241688,386
2018-12-04,amplitude_20,3,-0.018160185,386
2018-12-04,amplitude_20,4,-0.01869873,386
2018-12-04,amplitude_20,5,-0.021773195,386
2018-12-05,amplitude_20,1,0.0013059997,387
2018-12-05,amplitude_20,2,-0.001059124,387
2018-12-05,amplitude_20,3,0.0016760619,386
2018-12-05,amplitude_20,4,0.003224218,387
2018-12-05,amplitude_20,5,0.00011872845,387
