datetime,factor,top_count,turnover
2019-02-19,corr_ret_volume_20,395,0.25316455696202533
2019-02-20,corr_ret_volume_20,394,0.1594936708860759
2019-02-21,corr_ret_volume_20,394,0.19796954314720816
2019-02-22,corr_ret_volume_20,394,0.2309644670050761
2019-02-25,corr_ret_volume_20,394,0.3984771573604061
2019-02-26,corr_ret_volume_20,394,0.35532994923857864
2019-02-27,corr_ret_volume_20,394,0.25888324873096447
2019-02-28,corr_ret_volume_20,395,0.15482233502538068
2019-03-01,corr_ret_volume_20,395,0.13417721518987347
2019-03-04,corr_ret_volume_20,395,0.18734177215189873
2019-03-05,corr_ret_volume_20,394,0.20759493670886076
2019-03-06,corr_ret_volume_20,393,0.2715736040609137
2019-03-07,corr_ret_volume_20,393,0.2748091603053435
2019-03-08,corr_ret_volume_20,394,0.43765903307888043
2019-03-11,corr_ret_volume_20,394,0.21319796954314718
2019-03-12,corr_ret_volume_20,393,0.18781725888324874
2019-03-13,corr_ret_volume_20,393,0.2595419847328244
2019-03-14,corr_ret_volume_20,393,0.1806615776081425
2019-03-15,corr_ret_volume_20,393,0.15267175572519087
2019-03-18,corr_ret_volume_20,393,0.20356234096692116
2019-03-19,corr_ret_volume_20,393,0.13740458015267176
2019-03-20,corr_ret_volume_20,392,0.13486005089058528
2019-03-21,corr_ret_volume_20,393,0.12755102040816324
2019-03-22,corr_ret_volume_20,392,0.15267175572519087
2019-03-25,corr_ret_volume_20,391,0.22704081632653061
2019-03-26,corr_ret_volume_20,390,0.23529411764705888
2019-03-27,corr_ret_volume_20,389,0.1564102564102564
2019-03-28,corr_ret_volume_20,389,0.15681233933161953
2019-03-29,corr_ret_volume_20,390,0.18508997429305918
2019-04-01,corr_ret_volume_20,389,0.16410256410256407
2019-04-02,corr_ret_volume_20,389,0.13624678663239076
2019-04-03,corr_ret_volume_20,389,0.14910025706940877
2019-04-04,corr_ret_volume_20,389,0.12853470437018
2019-04-08,corr_ret_volume_20,389,0.35989717223650386
2019-04-09,corr_ret_volume_20,388,0.2133676092544987
2019-04-10,corr_ret_volume_20,387,0.1391752577319587
2019-04-11,corr_ret_volume_20,387,0.21963824289405687
2019-04-12,corr_ret_volume_20,387,0.21188630490956073
2019-04-15,corr_ret_volume_20,387,0.18087855297157618
2019-04-16,corr_ret_volume_20,387,0.23514211886304914
2019-04-17,corr_ret_volume_20,387,0.16279069767441856
2019-04-18,corr_ret_volume_20,387,0.14470284237726094
2019-04-19,corr_ret_volume_20,387,0.15762273901808788
2019-04-22,corr_ret_volume_20,386,0.16795865633074936
2019-04-23,corr_ret_volume_20,386,0.16321243523316065
2019-04-24,corr_ret_volume_20,386,0.19948186528497414
2019-04-25,corr_ret_volume_20,385,0.20725388601036265
2019-04-26,corr_ret_volume_20,384,0.17922077922077917
2019-04-29,corr_ret_volume_20,382,0.23697916666666663
2019-04-30,corr_ret_volume_20,379,0.2801047120418848
2019-05-06,corr_ret_volume_20,380,0.2770448548812665
2019-05-07,corr_ret_volume_20,380,0.22894736842105268
2019-05-08,corr_ret_volume_20,380,0.15526315789473688
2019-05-09,corr_ret_volume_20,381,0.1842105263157895
2019-05-10,corr_ret_volume_20,382,0.16535433070866146
2019-05-13,corr_ret_volume_20,382,0.1518324607329843
2019-05-14,corr_ret_volume_20,382,0.11780104712041883
2019-05-15,corr_ret_volume_20,382,0.1492146596858639
2019-05-16,corr_ret_volume_20,382,0.143979057591623
2019-05-17,corr_ret_volume_20,382,0.20418848167539272
2019-05-20,corr_ret_volume_20,382,0.18324607329842935
2019-05-21,corr_ret_volume_20,383,0.13089005235602091
2019-05-22,corr_ret_volume_20,383,0.1201044386422977
2019-05-23,corr_ret_volume_20,384,0.12532637075718012
2019-05-24,corr_ret_volume_20,384,0.11979166666666663
2019-05-27,corr_ret_volume_20,384,0.12239583333333337
2019-05-28,corr_ret_volume_20,384,0.14322916666666663
