datetime,factor,count,ic,rank_ic
2017-01-10,ret_5,1880,-0.03276221639979234,-0.06028110953012371
2017-01-11,ret_5,1877,0.11237291491859548,0.11877957889754981
2017-01-12,ret_5,1870,0.18264829318280934,0.20984813879298433
2017-01-13,ret_5,1870,-0.12401681133357882,-0.291641435535957
2017-01-16,ret_5,1869,0.2239235377644576,0.29237037222475076
2017-01-17,ret_5,1868,-0.11235935070079467,-0.01204963822113171
2017-01-18,ret_5,1872,-0.23708370088737077,-0.39156379858914153
2017-01-19,ret_5,1870,-0.1507822720820435,-0.2564960589702893
2017-01-20,ret_5,1866,0.08674480013509929,0.09871957273034385
2017-01-23,ret_5,1862,-0.16787089263390645,-0.04312973672636251
2017-01-24,ret_5,1865,0.013568396900488703,-0.09252443465383973
2017-01-25,ret_5,1869,-0.1680533007914414,-0.19228889089065865
2017-01-26,ret_5,1865,0.053236073560365534,-0.030345329903528666
2017-02-03,ret_5,1865,-0.04677656275821885,-0.08737018961285145
2017-02-06,ret_5,1873,-0.066833357403041,-0.057917184976696005
2017-02-07,ret_5,1873,-0.13101883230541736,-0.1678291452315086
2017-02-08,ret_5,1876,-0.07873132511234068,-0.17429248891615162
2017-02-09,ret_5,1872,-0.061573559294991746,-0.06841918072296853
2017-02-10,ret_5,1871,0.22367313189401644,0.028288840436705744
2017-02-13,ret_5,1870,-0.2073717728594532,-0.14777087497241828
2017-02-14,ret_5,1868,0.15493109985303039,0.19923159603061694
2017-02-15,ret_5,1865,-0.08903684412336717,-0.1426325594368513
2017-02-16,ret_5,1856,0.12992475345507848,0.18158510121340596
2017-02-17,ret_5,1855,-0.17996885630396459,-0.29465338334370494
2017-02-20,ret_5,1852,0.02036010429856213,-0.014109812971532755
2017-02-21,ret_5,1856,-0.0556762896434955,-0.1383252781089747
2017-02-22,ret_5,1857,-0.22335934287533135,-0.21097271174689125
2017-02-23,ret_5,1859,-0.08721519412613102,-0.1343489624945852
2017-02-24,ret_5,1858,0.0397739602269575,-0.0036745815701690497
2017-02-27,ret_5,1853,-0.05304036672523041,-0.10377564362545517
2017-02-28,ret_5,1855,-0.005565677903003772,-0.004715887807352092
2017-03-01,ret_5,1856,0.06812350297409116,0.14294613995955155
2017-03-02,ret_5,1858,-0.038052859356025814,-0.03824886321020518
2017-03-03,ret_5,1859,-0.11424347299425507,-0.1320391107456616
2017-03-06,ret_5,1861,-0.10359614272958376,-0.14983627296549104
2017-03-07,ret_5,1858,0.15189576491428533,0.14919049916178317
2017-03-08,ret_5,1863,0.06488313937174135,-0.002188221064202089
2017-03-09,ret_5,1861,0.038536160681221766,-0.04882500154206134
2017-03-10,ret_5,1861,-0.029465536501555915,-0.089274388281495
2017-03-13,ret_5,1863,0.07717254780430376,0.0603779927884768
2017-03-14,ret_5,1862,-0.0953109338737368,-0.17727322579891922
2017-03-15,ret_5,1862,-0.09818127237204062,-0.10749433093598942
2017-03-16,ret_5,1854,0.006798299982385599,0.02293323693369378
