profile_id,policy_id,stage,wall_seconds,cpu_seconds,read_bytes,write_bytes
baseline_cache_off,broad_data_qualified,artifact_serialization,0.0510356000013416,0.484375,0,504361
baseline_cache_off,broad_data_qualified,feature_loading,6.271587199997157,6.234375,7276620234,0
baseline_cache_off,broad_data_qualified,feature_projection,170.71877130001667,324.203125,59863269376,0
baseline_cache_off,broad_data_qualified,feature_spooling,83.38855439999315,85.96875,0,5452511514
baseline_cache_off,broad_data_qualified,final_train_validation_fit,53.35795730000245,420.421875,0,0
baseline_cache_off,broad_data_qualified,final_train_validation_transform,31.12428289999661,45.984375,5462433472,387
baseline_cache_off,broad_data_qualified,label_loading_and_join,5.92650720000529,6.21875,95688300,0
baseline_cache_off,broad_data_qualified,lightgbm_dataset_build,57.33221129999583,329.328125,0,0
baseline_cache_off,broad_data_qualified,lightgbm_training,1059.6578765000013,8367.09375,0,0
baseline_cache_off,broad_data_qualified,materialization_memmap_write,20.65174400000251,20.421875,0,0
baseline_cache_off,broad_data_qualified,materialization_parquet_read,8.435419399975215,44.71875,10908114784,0
baseline_cache_off,broad_data_qualified,preprocessing_fit,354.32796009999583,390.265625,11008043244,0
baseline_cache_off,broad_data_qualified,preprocessing_transform,30.169341499997245,29.71875,0,0
baseline_cache_off,broad_data_qualified,selected_model_prediction,0.2129104000050574,1.59375,0,0
baseline_cache_off,broad_data_qualified,selected_model_retraining,46.5527271999963,366.0,0,0
baseline_cache_off,broad_data_qualified,train_transform,31.348922400000447,45.5625,4911993240,387
baseline_cache_off,broad_data_qualified,validation_metrics,1.227998199996363,9.453125,0,0
baseline_cache_off,broad_data_qualified,validation_mutation_metrics,0.1431577999974251,0.765625,0,0
baseline_cache_off,broad_data_qualified,validation_prediction,8.528164499999548,67.78125,0,0
baseline_cache_off,broad_data_qualified,validation_transform,3.4649614000009024,5.078125,550448424,387
baseline_cache_off,current_plus_existing_conditional_signal,artifact_serialization,0.0278528999988338,0.25,0,1406481
baseline_cache_off,current_plus_existing_conditional_signal,feature_loading,5.124208799999906,4.9375,5830978274,0
baseline_cache_off,current_plus_existing_conditional_signal,feature_projection,65.1668459999928,90.75,9931112448,0
baseline_cache_off,current_plus_existing_conditional_signal,feature_spooling,13.784855700010667,14.328125,0,887031231
baseline_cache_off,current_plus_existing_conditional_signal,final_train_validation_fit,64.00573119999899,507.578125,0,0
baseline_cache_off,current_plus_existing_conditional_signal,final_train_validation_transform,3.9303017999991434,6.3125,888586240,387
baseline_cache_off,current_plus_existing_conditional_signal,label_loading_and_join,2.905446500029938,3.046875,95688300,0
baseline_cache_off,current_plus_existing_conditional_signal,lightgbm_dataset_build,2.8532909999921685,30.53125,0,0
baseline_cache_off,current_plus_existing_conditional_signal,lightgbm_training,200.04712799999106,1583.0625,0,0
baseline_cache_off,current_plus_existing_conditional_signal,materialization_memmap_write,2.021184100005483,2.03125,0,0
baseline_cache_off,current_plus_existing_conditional_signal,materialization_parquet_read,1.3499385999821223,8.015625,1774551040,0
baseline_cache_off,current_plus_existing_conditional_signal,preprocessing_fit,48.912023700002464,55.125,1678434304,0
baseline_cache_off,current_plus_existing_conditional_signal,preprocessing_transform,3.690620500012299,3.59375,0,0
baseline_cache_off,current_plus_existing_conditional_signal,selected_model_prediction,0.8925749999980326,7.0625,0,0
baseline_cache_off,current_plus_existing_conditional_signal,selected_model_retraining,57.959743700004765,457.328125,0,0
baseline_cache_off,current_plus_existing_conditional_signal,train_transform,3.800498000004154,6.828125,799129600,387
baseline_cache_off,current_plus_existing_conditional_signal,validation_metrics,1.225176300016755,9.515625,0,0
baseline_cache_off,current_plus_existing_conditional_signal,validation_mutation_metrics,0.1647382000010111,0.625,0,0
