profile_id,stage,execution_class,execution_profile,outer_split_id,policy_id,fold,batch_index,structural_row_id,candidate_sha256,boosting_round,feature_count,train_rows,validation_rows,output_rows,wall_seconds,cpu_seconds,cpu_core_equivalent,read_bytes,write_bytes,rss_before_mib,rss_after_mib,peak_rss_mib,execution_dtype,thread_count,cache_hit,dataset_identity_sha256,input_date_count,cache_key,cache_status,factor_batch_size,median_workers
baseline_cache_off,feature_projection,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,validation,1.0,,,,45,,,73972.0,1.8043689999976775,2.203125,1.220994707846807,208338944,0,431.48046875,566.67578125,566.67578125,float64,8,,,37.0,,,,
baseline_cache_off,label_loading_and_join,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,validation,1.0,,,,45,,,73972.0,0.1145830000023124,0.109375,0.9545482313937724,4565279,0,566.67578125,566.23046875,566.67578125,float64,8,,,37.0,,,,
baseline_cache_off,feature_spooling,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,validation,1.0,,,,45,,,73720.0,0.3158525999970152,0.328125,1.0388548329287166,0,18918000,568.8671875,421.74609375,568.8671875,float64,8,,,,,,,
baseline_cache_off,preprocessing_fit,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,,,,,45,,,,10.228202999998755,11.5625,1.1304527295754108,343089152,0,360.953125,440.83203125,440.83203125,float64,8,False,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,0.0,,,,45,,,79756.0,0.0191673999943304,0.03125,1.6303724036250835,20430848,0,440.83984375,455.35546875,455.35546875,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,0.0,,,,45,,,79756.0,0.0427740999948582,0.03125,0.7305822917082174,0,0,455.35546875,482.75390625,482.75390625,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,0.0,,,,45,,,79756.0,0.0232061999995494,0.03125,1.3466228852895672,0,0,482.75390625,511.52734375,511.52734375,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,1.0,,,,45,,,79752.0,0.017527500000142,0.25,14.263300527626544,20627456,0,511.52734375,535.3515625,535.3515625,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,1.0,,,,45,,,79752.0,0.0433979000008548,0.046875,1.0801213883408332,0,0,535.3515625,535.3515625,535.3515625,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,1.0,,,,45,,,79752.0,0.0235264000002644,0.015625,0.6641475108739288,0,0,535.3515625,563.953125,563.953125,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,2.0,,,,45,,,79717.0,0.0167473000037716,0.015625,0.9329862124928248,20430848,0,563.953125,586.9296875,586.9296875,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,2.0,,,,45,,,79717.0,0.0394069000030867,0.046875,1.1895124964493082,0,0,586.9296875,586.91796875,586.9296875,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,2.0,,,,45,,,79717.0,0.0221246000000974,0.015625,0.706227457216456,0,0,586.91796875,615.50390625,615.50390625,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,3.0,,,,45,,,79771.0,0.0188619999971706,0.015625,0.828385113049719,20586496,0,615.50390625,627.85546875,627.85546875,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,3.0,,,,45,,,79771.0,0.0376262999998289,0.03125,0.8305360877934341,0,0,627.85546875,627.875,627.875,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,3.0,,,,45,,,79771.0,0.0215085999952862,0.015625,0.7264536047638783,0,0,627.875,656.484375,656.484375,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,4.0,,,,45,,,79817.0,0.0169886000003316,0.015625,0.9197344101158998,20570112,0,656.484375,659.53515625,659.53515625,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,4.0,,,,45,,,79817.0,0.0443840000007185,0.046875,1.0561238283895358,0,0,659.53515625,659.55078125,659.55078125,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,4.0,,,,45,,,79817.0,0.0214074999967124,0.03125,1.459768772850594,0,0,659.55078125,688.16015625,688.16015625,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,5.0,,,,45,,,79762.0,0.0177009999970323,0.21875,12.358058868802582,20488192,0,688.16015625,693.5078125,693.5078125,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,5.0,,,,45,,,79762.0,0.0363826999964658,0.03125,0.8589247088048879,0,0,693.5078125,693.48828125,693.5078125,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,5.0,,,,45,,,79762.0,0.0230883999975048,0.03125,1.353493529364404,0,0,693.48828125,722.09375,722.09375,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,6.0,,,,45,,,79838.0,0.0227490999968722,0.203125,8.92892466198344,20447232,0,722.09375,726.1796875,726.1796875,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,6.0,,,,45,,,79838.0,0.0440629000004264,0.046875,1.063820129849518,0,0,726.1796875,726.8125,726.8125,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,6.0,,,,45,,,79838.0,0.0212582999956794,0.015625,0.7350070326966721,0,0,726.8125,755.44140625,755.44140625,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,7.0,,,,45,,,79526.0,0.0168983999974443,0.015625,0.9246437533945852,20635648,0,755.44140625,764.86328125,764.86328125,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,7.0,,,,45,,,79526.0,0.043470000004163,0.046875,1.0783298825744398,0,0,764.86328125,765.359375,765.359375,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,7.0,,,,45,,,79526.0,0.0223100000002887,0.015625,0.7003585835857373,0,0,765.359375,793.8828125,793.8828125,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,8.0,,,,45,,,79742.0,0.0174927999978535,0.234375,13.398369616571305,20594688,0,793.8828125,808.1875,808.1875,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,8.0,,,,45,,,79742.0,0.0399027000021305,0.03125,0.7831550245555168,0,0,808.1875,808.26171875,808.26171875,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,8.0,,,,45,,,79742.0,0.0252799000008963,0.03125,1.2361599531205434,0,0,808.26171875,836.84765625,836.84765625,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,9.0,,,,45,,,79829.0,0.0175397000057273,0.125,7.126689735809787,20340736,0,836.84765625,841.61328125,841.61328125,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,9.0,,,,45,,,79829.0,0.0380137000029208,0.03125,0.8220720423846898,0,0,841.61328125,841.64453125,841.64453125,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,9.0,,,,45,,,79829.0,0.0232022999989567,0.03125,1.3468492348346983,0,0,841.64453125,870.26953125,870.26953125,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,10.0,,,,45,,,79753.0,0.0172744000010425,0.234375,13.567765015621688,20447232,0,870.26953125,870.359375,870.359375,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,10.0,,,,45,,,79753.0,0.0381028000047081,0.03125,0.8201497001831529,0,0,870.359375,870.33203125,870.359375,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,10.0,,,,45,,,79753.0,0.0239941999971051,0.03125,1.3023980796930184,0,0,870.33203125,898.93359375,898.93359375,float64,8,,,,,,,
baseline_cache_off,materialization_parquet_read,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,11.0,,,,45,,,79839.0,0.0184487000005901,0.21875,11.85720403025699,20324352,0,898.93359375,900.94921875,900.94921875,float64,8,,,,,,,
baseline_cache_off,preprocessing_transform,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,11.0,,,,45,,,79839.0,0.0381431999994674,0.046875,1.2289215378010874,0,0,900.94921875,900.98046875,900.98046875,float64,8,,,,,,,
baseline_cache_off,materialization_memmap_write,full_development,full_research_acceleration_v3_baseline_cache_off,split_001,strict_current_baseline,train,11.0,,,,45,,,79839.0,0.0257635000016307,0.015625,0.6064781570443064,0,0,900.98046875,929.609375,929.609375,float64,8,,,,,,,
