outer_split_id,left_factor,right_factor,performance_correlation
split_001,alpha158_CORR20,alpha158_CORR10,0.8540092307205714
split_001,alpha158_CORR5,alpha158_CORR10,0.7676678988410806
split_001,alpha158_HIGH0,alpha158_CORR10,0.2475088338891118
split_001,alpha158_IMAX20,alpha158_CORR10,0.608881760843443
split_001,alpha158_IMAX30,alpha158_CORR10,0.5630287635128416
split_001,alpha158_IMIN20,alpha158_CORR10,-0.5108402400233945
split_001,alpha158_IMXD20,alpha158_CORR10,0.5931980863101054
split_001,alpha158_KLEN,alpha158_CORR10,0.3488800400342768
split_001,alpha158_KLOW,alpha158_CORR10,0.1148766096735743
split_001,alpha158_KUP,alpha158_CORR10,0.34827027854325193
split_001,alpha158_LOW0,alpha158_CORR10,-0.23737549262182966
split_001,alpha158_MA10,alpha158_CORR10,-0.35265161414312146
split_001,alpha158_BETA10,alpha158_CORR20,0.2905947057510139
split_001,alpha158_BETA20,alpha158_CORR20,0.43041806281382317
split_001,alpha158_BETA30,alpha158_CORR20,0.46591090443531863
split_001,alpha158_BETA5,alpha158_CORR20,0.11808184457876762
split_001,alpha158_CNTD30,alpha158_CORR20,0.570782670647579
split_001,alpha158_CNTP20,alpha158_CORR20,0.5094400320788849
split_001,alpha158_CNTP30,alpha158_CORR20,0.5817046893121937
split_001,alpha158_CORD10,alpha158_CORR20,0.6275494310474179
split_001,alpha158_CORD20,alpha158_CORR20,0.795502281948417
split_001,alpha158_CORD30,alpha158_CORR20,0.7958113575013208
split_001,alpha158_CORD5,alpha158_CORR20,0.40483957475106563
split_001,alpha158_CORD60,alpha158_CORR20,0.7493189267833226
split_001,alpha158_CORR10,alpha158_CORR20,0.8540092307205714
split_001,alpha158_CORR20,alpha158_CORR20,1.0
split_001,alpha158_CORR5,alpha158_CORR20,0.6246356883491302
split_001,alpha158_HIGH0,alpha158_CORR20,0.2392567230164659
split_001,alpha158_IMAX20,alpha158_CORR20,0.5511491225883544
split_001,alpha158_IMAX30,alpha158_CORR20,0.5672231420420751
split_001,alpha158_IMIN20,alpha158_CORR20,-0.425173883477632
split_001,alpha158_IMXD20,alpha158_CORR20,0.5149135186178417
split_001,alpha158_KLEN,alpha158_CORR20,0.3196662487941604
split_001,alpha158_KLOW,alpha158_CORR20,0.11734500588747249
split_001,alpha158_KUP,alpha158_CORR20,0.31462851295016114
split_001,alpha158_LOW0,alpha158_CORR20,-0.19678602702956977
split_001,alpha158_MA10,alpha158_CORR20,-0.20543488895018042
split_001,alpha158_BETA10,alpha158_CORR5,0.4970937623884188
split_001,alpha158_BETA20,alpha158_CORR5,0.4003493885900703
split_001,alpha158_BETA30,alpha158_CORR5,0.36998080574074804
split_001,alpha158_BETA5,alpha158_CORR5,0.40968815560617916
split_001,alpha158_CNTD30,alpha158_CORR5,0.42219045068849786
split_001,alpha158_CNTP20,alpha158_CORR5,0.49086287858136707
split_001,alpha158_CNTP30,alpha158_CORR5,0.43492505500826495
split_001,alpha158_CORD10,alpha158_CORR5,0.7342877659313558
split_001,alpha158_CORD20,alpha158_CORR5,0.665364292888153
split_001,alpha158_CORD30,alpha158_CORR5,0.5722521130169564
split_001,alpha158_CORD5,alpha158_CORR5,0.7479248301237026
split_001,alpha158_CORD60,alpha158_CORR5,0.4993404368979011
split_001,alpha158_CORR10,alpha158_CORR5,0.7676678988410806
split_001,alpha158_CORR20,alpha158_CORR5,0.6246356883491302
split_001,alpha158_CORR5,alpha158_CORR5,1.0
split_001,alpha158_HIGH0,alpha158_CORR5,0.15372017766684545
