method,factor_count,fit_row_count,training_date_count,model_binary_sha256,preprocessing_sha256,training_data_sha256,runtime_model_path,runtime_preprocessing_path
lightgbm,52,2538428,1273,c89972d27ec610cf7c2598d8ccb1ecd1c227c73d0b5dc51dcf11210b57245ee7,679765a462e79a3018db3ab77170a1bc60e3114816aff23b1d8fd38d2a2e37f2,379173ff86a12642568f9ae2e859bf349da796120b10772b08117d6d0b58d7c3,E:/qlib_prj/qlib_baseline/outputs/prospective_forward_candidate_v1/runtime/current/model/forward_candidate_lightgbm.txt,E:/qlib_prj/qlib_baseline/outputs/prospective_forward_candidate_v1/runtime/current/model/forward_candidate_preprocessing.json
