parent_role,stage_id,artifact_id,manifest_path,artifact_status,lineage_status,direct_parent
date_split_authority,date_split_semantics_v1,date_split_semantics_v1:163bf974b6238e0387689e795be56263c7c7bc7e3c9cad3bea66fc793e4072b8,E:/qlib_prj/qlib_baseline/outputs/date_split_semantics_v1/current/artifact_manifest.json,pass,complete,True
selection_authority,research_selection_lineage_closure_v1,research_selection_lineage_closure_v1:abe0d942b28dfbd6ca679a8a2aee0ee83890309922b5184f5efa28d1fb842e6b,E:/qlib_prj/qlib_baseline/outputs/research_selection_lineage_closure_v1/current/artifact_manifest.json,pass,complete,True
feature_matrix,full_research_feature_matrix_v4,full_research_feature_matrix_v4:10f6e026d5c6c13eda166f702fb2bae2e7ca76c6747bd9e9482ee482e605df1d,E:/qlib_prj/qlib_baseline/outputs/full_research_feature_matrix_v4/current/artifact_manifest.json,pass,complete,True
labels,full_research_labels_v2,full_research_labels_v2:404fe40807d674d4ec5fc7b7b0727c4e679bec6ddaa2c00d967eaeb08c80102b,E:/qlib_prj/qlib_baseline/outputs/full_research_labels_v2/current/artifact_manifest.json,pass,complete,True
universe,point_in_time_universe_v2,point_in_time_universe_v2:325e39d7dd68afe0828154840b813287d0bf991487a42ed51a7d6476e85d7838,E:/qlib_prj/qlib_baseline/outputs/point_in_time_universe_v2/full_research/artifact_manifest.json,pass,complete,True
