scope_frozen,terminal_approximation_inventory_complete,evidence_schema_ready,before_open_fail_closed_tests_pass,official_canary_complete,candidate_source_reconciliation_complete,source_decision_recorded,historical_instrument_state_v2_ready,terminal_disposition_ready,authoritative_oos_execution_ready,core_model_ready,pr5_model_training_ready,model_training_started,model_entry_hard_stop_active,historical_test_already_observed,unbiased_final_estimate
True,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False
