datetime,variant_id,rank_ic,n,outer_split_id
2025-01-02,diversified_economic,-0.35097412419961793,1991,split_001
2025-01-03,diversified_economic,-0.4235848003118703,1988,split_001
2025-01-06,diversified_economic,-0.35306885318621084,1992,split_001
2025-01-07,diversified_economic,-0.3559031254477454,1991,split_001
2025-01-08,diversified_economic,-0.29427963438020044,1991,split_001
2025-01-09,diversified_economic,-0.4097614586083406,1990,split_001
2025-01-10,diversified_economic,-0.34510623529523066,1991,split_001
2025-01-13,diversified_economic,-0.28931621747895087,1992,split_001
2025-01-14,diversified_economic,-0.3414465777305255,1992,split_001
2025-01-15,diversified_economic,-0.32884370062590595,1994,split_001
2025-01-16,diversified_economic,-0.39449541874214594,1994,split_001
2025-01-17,diversified_economic,-0.41609767692127714,1993,split_001
2025-01-20,diversified_economic,-0.41754407875625943,1993,split_001
2025-01-21,diversified_economic,-0.43312617647014623,1993,split_001
2025-01-22,diversified_economic,-0.3546258996420252,1995,split_001
2025-01-23,diversified_economic,-0.3154640075718554,1993,split_001
2025-01-24,diversified_economic,-0.43879331080177797,1993,split_001
2025-01-27,diversified_economic,-0.31705656558752127,1993,split_001
2025-02-05,value,-0.28392272896933424,1991,split_002
2025-02-06,value,-0.21812869741977062,1991,split_002
2025-02-07,value,-0.09973130293493512,1991,split_002
2025-02-10,value,-0.11449620508966976,1993,split_002
2025-02-11,value,-0.07696492693785016,1992,split_002
2025-02-12,value,-0.013328907649988196,1993,split_002
2025-02-13,value,-0.0014299925308992472,1993,split_002
2025-02-14,value,0.05748841769451837,1986,split_002
2025-02-17,value,-0.05975137658225142,1991,split_002
2025-02-18,value,0.12057217613449189,1988,split_002
2025-02-19,value,0.17597400842955266,1989,split_002
2025-02-20,value,0.33655178776831207,1989,split_002
2025-02-21,value,0.4325063600183702,1986,split_002
2025-02-24,value,0.519267830705947,1988,split_002
2025-02-25,value,0.5160923189709179,1988,split_002
2025-02-26,value,0.4854653168869076,1987,split_002
2025-02-27,value,0.3733529714494716,1986,split_002
2025-02-28,value,0.34040569037008267,1990,split_002
2025-03-03,value,0.4460620438383134,1991,split_002
2025-03-04,value,0.47334089172110927,1992,split_002
2025-03-05,value,0.5146477810922687,1990,split_002
2025-03-06,value,0.5391997147426258,1990,split_002
2025-03-07,value,0.5223893105999448,1988,split_002
2025-03-10,value,0.45220015568303207,1989,split_002
2025-03-11,value,0.4482608198913355,1989,split_002
2025-03-12,value,0.35359243046818956,1988,split_002
2025-03-13,value,0.3428278678595659,1990,split_002
2025-03-14,value,0.36730684250754736,1983,split_002
2025-03-17,value,0.36445004724973296,1986,split_002
2025-03-18,value,0.346383653903766,1986,split_002
2025-03-19,value,0.3593541199509767,1986,split_002
2025-03-20,value,0.2642009853848606,1987,split_002
2025-03-21,value,0.1961425527133165,1983,split_002
2025-03-24,value,0.07061250473773163,1983,split_002
2025-03-25,value,0.17551090056028787,1987,split_002
2025-03-26,value,0.16240410349629564,1988,split_002
2025-03-27,value,0.15194111363924098,1987,split_002
2025-03-28,value,0.13571632372249462,1979,split_002
2025-03-31,value,-0.015579988925213279,1986,split_002
2025-04-01,value,-0.10256637719778958,1989,split_002
2025-04-02,value,-0.12421041814364334,1990,split_002
2025-04-03,value,-0.42624344732956476,1990,split_002
2025-04-07,value,-0.35279857285097493,1988,split_002
2025-04-08,value,-0.24454644779399357,1989,split_002
2025-04-09,value,-0.17849608875606662,1987,split_002
2025-04-10,value,-0.07303476781400464,1987,split_002
2025-04-11,value,0.043079097850566586,1987,split_002
2025-04-14,value,0.003149008414976669,1985,split_002
2025-04-15,value,-0.08235834743224586,1985,split_002
2025-04-16,value,-0.09588873207657844,1986,split_002
2025-04-17,value,-0.06024591680823437,1984,split_002
