outer_split_id,variant_id,regime_type,regime,date_count,mean_rank_ic,positive_ic_fraction,record_type,base_variant,added_variant,combined_variant,base_mean_rank_ic,added_mean_rank_ic,combined_mean_rank_ic,combined_minus_base_rank_ic,added_residual_mean_rank_ic,base_added_mean_rank_correlation,incremental_positive
split_001,value_low_risk,calendar_year,2025,18.0,-0.43905561176887287,0.0,regime,,,,,,,,,,
split_001,trend_flow_confirmation,calendar_year,2024,102.0,-0.11939833918082919,0.24509803921568626,regime,,,,,,,,,,
split_001,trend_flow_confirmation,calendar_year,2025,18.0,-0.19370183168523072,0.0,regime,,,,,,,,,,
split_001,diversified_economic,calendar_year,2024,102.0,-0.03335277034977437,0.4019607843137255,regime,,,,,,,,,,
split_001,diversified_economic,calendar_year,2025,18.0,-0.3655271034309782,0.0,regime,,,,,,,,,,
split_001,,,,,,,incremental,value,profitability,value_profitability,-0.08165248101723686,-0.05491197899052988,-0.09062093973189557,-0.008968458714658706,-0.03704454699741062,0.26143495194654387,False
split_001,,,,,,,incremental,value_profitability,accounting_quality,fundamental_value,-0.09062093973189557,-0.05147688754049519,-0.08962215278701563,0.0009987869448799397,-0.02049681287532801,0.3932065519368572,True
split_001,,,,,,,incremental,speculative_activity,short_term_reversal,speculation_reversal,0.02702551822990323,0.07064631839220313,0.06204342326629724,0.035017905036394015,0.06385518298491313,0.2041788987461561,True
split_001,,,,,,,incremental,speculation_reversal,institutional_flow,trading_mispricing,0.06204342326629724,-0.07375383921399588,0.016802968388532225,-0.04524045487776501,-0.05399599332809231,-0.2899976464624499,False
split_001,,,,,,,incremental,value,low_risk_lottery,value_low_risk,-0.08165248101723686,-0.06840452505492174,-0.08354719350566954,-0.001894712488432676,-0.02955988252685027,0.595270046354427,False
split_001,,,,,,,incremental,trend_anchor,institutional_flow,trend_flow_confirmation,-0.15612182084492235,-0.07375383921399588,-0.1305438630564894,0.025577957788432942,-0.03244643609492522,0.2969447471615786,True
split_002,value,calendar_year,2025,124.0,0.03571949149773242,0.5,regime,,,,,,,,,,
split_002,profitability,calendar_year,2025,124.0,0.019587958118481536,0.5725806451612904,regime,,,,,,,,,,
split_002,accounting_quality,calendar_year,2025,124.0,-0.003890002224691214,0.3387096774193548,regime,,,,,,,,,,
split_002,investment_growth,calendar_year,2025,124.0,0.006533476160473706,0.6290322580645161,regime,,,,,,,,,,
split_002,illiquidity_premium,calendar_year,2025,124.0,0.07529473144160684,0.7096774193548387,regime,,,,,,,,,,
split_002,speculative_activity,calendar_year,2025,124.0,0.06680377508708692,0.7580645161290323,regime,,,,,,,,,,
split_002,institutional_flow,calendar_year,2025,124.0,-0.03822543962474611,0.3951612903225806,regime,,,,,,,,,,
split_002,short_term_reversal,calendar_year,2025,124.0,0.056021308960093566,0.5403225806451613,regime,,,,,,,,,,
split_002,traditional_momentum,calendar_year,2025,124.0,-0.031751903219606546,0.3951612903225806,regime,,,,,,,,,,
split_002,trend_anchor,calendar_year,2025,124.0,-0.08122884357882258,0.22580645161290322,regime,,,,,,,,,,
split_002,low_risk_lottery,calendar_year,2025,124.0,0.04708771900070994,0.45161290322580644,regime,,,,,,,,,,
split_002,value_profitability,calendar_year,2025,124.0,0.03440743242642731,0.4596774193548387,regime,,,,,,,,,,
split_002,fundamental_value,calendar_year,2025,124.0,0.023751204406464298,0.4435483870967742,regime,,,,,,,,,,
split_002,speculation_reversal,calendar_year,2025,124.0,0.07758106851755381,0.6935483870967742,regime,,,,,,,,,,
split_002,trading_mispricing,calendar_year,2025,124.0,0.05376067307106469,0.6854838709677419,regime,,,,,,,,,,
split_002,value_low_risk,calendar_year,2025,124.0,0.04677321137251074,0.46774193548387094,regime,,,,,,,,,,
split_002,trend_flow_confirmation,calendar_year,2025,124.0,-0.06726842876141197,0.3064516129032258,regime,,,,,,,,,,
split_002,diversified_economic,calendar_year,2025,124.0,0.041093617697854835,0.47580645161290325,regime,,,,,,,,,,
split_002,,,,,,,incremental,value,profitability,value_profitability,0.03571949149773241,0.019587958118481536,0.03440743242642732,-0.0013120590713050911,0.010822478753557348,0.2954335813663446,False
split_002,,,,,,,incremental,value_profitability,accounting_quality,fundamental_value,0.03440743242642732,-0.0038900022246912145,0.023751204406464294,-0.010656228019963025,-0.01806569459571885,0.3818335094772868,False
split_002,,,,,,,incremental,speculative_activity,short_term_reversal,speculation_reversal,0.06680377508708689,0.05602130896009356,0.07758106851755381,0.01077729343046692,0.04093331524355278,0.20139155594003802,True
split_002,,,,,,,incremental,speculation_reversal,institutional_flow,trading_mispricing,0.07758106851755381,-0.038225439624746116,0.05376067307106469,-0.023820395446489118,-0.008897044259617532,-0.3827530440870569,False
split_002,,,,,,,incremental,value,low_risk_lottery,value_low_risk,0.03571949149773241,0.047087719000709925,0.04677321137251074,0.01105371987477833,0.032869134902865346,0.6244107852000559,True
split_002,,,,,,,incremental,trend_anchor,institutional_flow,trend_flow_confirmation,-0.08122884357882257,-0.038225439624746116,-0.06726842876141198,0.013960414817410588,-0.006393254241065658,0.36327210243032343,True
split_003,value,calendar_year,2025,101.0,0.05766820345606819,0.7128712871287128,regime,,,,,,,,,,
split_003,value,calendar_year,2026,23.0,0.19529769749778858,1.0,regime,,,,,,,,,,
split_003,profitability,calendar_year,2025,101.0,0.020481459930893793,0.6831683168316832,regime,,,,,,,,,,
split_003,profitability,calendar_year,2026,23.0,-0.0016266318958847773,0.4782608695652174,regime,,,,,,,,,,
split_003,accounting_quality,calendar_year,2025,101.0,0.01774586039399568,0.6534653465346535,regime,,,,,,,,,,
split_003,accounting_quality,calendar_year,2026,23.0,0.06775695956841749,0.9565217391304348,regime,,,,,,,,,,
split_003,investment_growth,calendar_year,2025,101.0,-0.008121108890494874,0.38613861386138615,regime,,,,,,,,,,
split_003,investment_growth,calendar_year,2026,23.0,-0.022636049351192136,0.43478260869565216,regime,,,,,,,,,,
split_003,illiquidity_premium,calendar_year,2025,101.0,0.0026720416709648926,0.48514851485148514,regime,,,,,,,,,,
split_003,illiquidity_premium,calendar_year,2026,23.0,-0.03746709041424701,0.2608695652173913,regime,,,,,,,,,,
split_003,speculative_activity,calendar_year,2025,101.0,0.06008612216142151,0.6831683168316832,regime,,,,,,,,,,
split_003,speculative_activity,calendar_year,2026,23.0,0.025304519943565223,0.5652173913043478,regime,,,,,,,,,,
split_003,institutional_flow,calendar_year,2025,101.0,0.019700005322123036,0.5445544554455446,regime,,,,,,,,,,
split_003,institutional_flow,calendar_year,2026,23.0,0.07140261962392992,0.9565217391304348,regime,,,,,,,,,,
split_003,short_term_reversal,calendar_year,2025,101.0,1.7483775911717508e-05,0.504950495049505,regime,,,,,,,,,,
split_003,short_term_reversal,calendar_year,2026,23.0,-0.01805771956768049,0.34782608695652173,regime,,,,,,,,,,
split_003,traditional_momentum,calendar_year,2025,101.0,-0.02091977725533825,0.44554455445544555,regime,,,,,,,,,,
split_003,traditional_momentum,calendar_year,2026,23.0,-0.00360276672338454,0.4782608695652174,regime,,,,,,,,,,
split_003,trend_anchor,calendar_year,2025,101.0,-0.00023879477654434832,0.45544554455445546,regime,,,,,,,,,,
split_003,trend_anchor,calendar_year,2026,23.0,0.1570099980600645,1.0,regime,,,,,,,,,,
split_003,low_risk_lottery,calendar_year,2025,101.0,0.013324781585837742,0.5346534653465347,regime,,,,,,,,,,
split_003,low_risk_lottery,calendar_year,2026,23.0,0.0960549564748694,0.9130434782608695,regime,,,,,,,,,,
split_003,value_profitability,calendar_year,2025,101.0,0.046916830614367015,0.7029702970297029,regime,,,,,,,,,,
split_003,value_profitability,calendar_year,2026,23.0,0.11925836430198614,1.0,regime,,,,,,,,,,
split_003,fundamental_value,calendar_year,2025,101.0,0.04237614732001118,0.7128712871287128,regime,,,,,,,,,,
split_003,fundamental_value,calendar_year,2026,23.0,0.1161496424824735,0.9565217391304348,regime,,,,,,,,,,
split_003,speculation_reversal,calendar_year,2025,101.0,0.03806584649962738,0.6336633663366337,regime,,,,,,,,,,
split_003,speculation_reversal,calendar_year,2026,23.0,0.0017368500412683332,0.4782608695652174,regime,,,,,,,,,,
split_003,trading_mispricing,calendar_year,2025,101.0,0.051457414561309645,0.6831683168316832,regime,,,,,,,,,,
split_003,trading_mispricing,calendar_year,2026,23.0,0.04210591760533081,0.5652173913043478,regime,,,,,,,,,,
split_003,value_low_risk,calendar_year,2025,101.0,0.044313070678585975,0.6336633663366337,regime,,,,,,,,,,
split_003,value_low_risk,calendar_year,2026,23.0,0.15899419559692035,0.9565217391304348,regime,,,,,,,,,,
split_003,trend_flow_confirmation,calendar_year,2025,101.0,0.010113399893252608,0.5346534653465347,regime,,,,,,,,,,
split_003,trend_flow_confirmation,calendar_year,2026,23.0,0.12057151538080305,1.0,regime,,,,,,,,,,
split_003,diversified_economic,calendar_year,2025,101.0,0.054950084811450736,0.7227722772277227,regime,,,,,,,,,,
split_003,diversified_economic,calendar_year,2026,23.0,0.13504100555336182,0.9565217391304348,regime,,,,,,,,,,
split_003,,,,,,,incremental,value,profitability,value_profitability,0.08319625477025824,0.01638076547915261,0.060335018314489924,-0.02286123645576832,-0.0067044345281608575,0.2827074984697215,False
split_003,,,,,,,incremental,value_profitability,accounting_quality,fundamental_value,0.060335018314489924,0.027022112660219075,0.05605994077756467,-0.004275077536925256,0.005264821991681413,0.375311582472433,False
split_003,,,,,,,incremental,speculative_activity,short_term_reversal,speculation_reversal,0.053634695943593325,-0.0033351749087868377,0.031327403608157556,-0.02230729233543577,-0.021722274139198278,0.2856549311299423,False
split_003,,,,,,,incremental,speculation_reversal,institutional_flow,trading_mispricing,0.031327403608157556,0.029290006361974315,0.049722862706571634,0.01839545909841408,0.0453766092539759,-0.4261320191266812,True
split_003,,,,,,,incremental,value,low_risk_lottery,value_low_risk,0.08319625477025824,0.02866989467009361,0.06558456965537379,-0.01761168511488445,-0.025854430087251627,0.5593090495419512,False
split_003,,,,,,,incremental,trend_anchor,institutional_flow,trend_flow_confirmation,0.028928320023794384,0.029290006361974315,0.03060159873368535,0.0016732787098909657,0.02659832476016235,0.45140375075092204,True
